fault_injection_id,simulator_id,dependency_code,fault_mode,reference_case_id,expected_effect,expected_settlement_refs,expected_closure_blocker_refs,expected_recovery_envelope_refs,ordering_posture,release_verification_use,notes
FIM_059_SUPPORT_REPLAY_RESTORE_SAME_SHELL_RECOVERY_SIM_TELEPHONY_IVR_TWIN_PARTIAL_OUTAGE,sim_telephony_ivr_twin,dep_telephony_ivr_recording_provider,partial_outage,RC_059_SUPPORT_REPLAY_RESTORE_V1,Partial outage constrains publication and continuity posture while leaving the canonical request and blocker semantics intact.,CESV_SUPPORT_REPLAY_RESTORE_REQUIRED_V1; CESV_SUPPORT_REPLAY_RESTORE_SETTLED_V1; CESV_REACHABILITY_ASSESSMENT_SETTLED_V1; CESV_COMMUNICATION_COMMAND_SETTLED_V1,BCL_055_REACHABILITY_DEPENDENCY,SEED_059_SUPPORT_REPLAY_RESTORE_SAME_SHELL_RECOVERY_SUPPORT_REPLAY_RESTORE_SETTLEMENT_V1; SEED_059_SUPPORT_REPLAY_RESTORE_SAME_SHELL_RECOVERY_RECOVERY_CONTINUATION_TOKEN_V1; SEED_059_SUPPORT_REPLAY_RESTORE_SAME_SHELL_RECOVERY_PATIENT_ACTION_RECOVERY_ENVELOPE_V1,strict_replay_and_ordering,preprod,Fault injection remains first-class and never widens beyond the canonical request and settlement semantics.
FIM_059_SUPPORT_REPLAY_RESTORE_SAME_SHELL_RECOVERY_SIM_TELEPHONY_IVR_TWIN_REPLAY,sim_telephony_ivr_twin,dep_telephony_ivr_recording_provider,replay,RC_059_SUPPORT_REPLAY_RESTORE_V1,Replay is deduplicated under the published adapter and mutation law; no duplicate side effect may mint calmer shell truth.,CESV_SUPPORT_REPLAY_RESTORE_REQUIRED_V1; CESV_SUPPORT_REPLAY_RESTORE_SETTLED_V1; CESV_REACHABILITY_ASSESSMENT_SETTLED_V1; CESV_COMMUNICATION_COMMAND_SETTLED_V1,BCL_055_REACHABILITY_DEPENDENCY,SEED_059_SUPPORT_REPLAY_RESTORE_SAME_SHELL_RECOVERY_SUPPORT_REPLAY_RESTORE_SETTLEMENT_V1; SEED_059_SUPPORT_REPLAY_RESTORE_SAME_SHELL_RECOVERY_RECOVERY_CONTINUATION_TOKEN_V1; SEED_059_SUPPORT_REPLAY_RESTORE_SAME_SHELL_RECOVERY_PATIENT_ACTION_RECOVERY_ENVELOPE_V1,strict_replay_and_ordering,preprod,Fault injection remains first-class and never widens beyond the canonical request and settlement semantics.
FIM_059_TELEPHONY_SEEDED_VS_CHALLENGE_CONTINUATION_SIM_SMS_DELIVERY_TWIN_DUPLICATE,sim_sms_delivery_twin,dep_sms_notification_provider,duplicate,RC_059_TELEPHONY_CONTINUATION_BRANCH_V1,Duplicate signals stay explicit as DuplicateCluster or duplicate delivery truth rather than being silently absorbed.,CESV_TELEPHONY_CONTINUATION_ELIGIBILITY_SETTLED_V1; CESV_TELEPHONY_CONTINUATION_CONTEXT_RESOLVED_V1; CESV_ACCESS_GRANT_ISSUED_V1,BCL_055_LIVE_PHI_GRANT; BCL_055_REACHABILITY_DEPENDENCY,SEED_059_TELEPHONY_SEEDED_VS_CHALLENGE_CONTINUATION_TELEPHONY_CONTINUATION_CONTEXT_V1; SEED_059_TELEPHONY_SEEDED_VS_CHALLENGE_CONTINUATION_RECOVERY_CONTINUATION_TOKEN_V1,strict_replay_and_ordering,preprod,Fault injection remains first-class and never widens beyond the canonical request and settlement semantics.
FIM_059_TELEPHONY_SEEDED_VS_CHALLENGE_CONTINUATION_SIM_SMS_DELIVERY_TWIN_REPLAY,sim_sms_delivery_twin,dep_sms_notification_provider,replay,RC_059_TELEPHONY_CONTINUATION_BRANCH_V1,Replay is deduplicated under the published adapter and mutation law; no duplicate side effect may mint calmer shell truth.,CESV_TELEPHONY_CONTINUATION_ELIGIBILITY_SETTLED_V1; CESV_TELEPHONY_CONTINUATION_CONTEXT_RESOLVED_V1; CESV_ACCESS_GRANT_ISSUED_V1,BCL_055_LIVE_PHI_GRANT; BCL_055_REACHABILITY_DEPENDENCY,SEED_059_TELEPHONY_SEEDED_VS_CHALLENGE_CONTINUATION_TELEPHONY_CONTINUATION_CONTEXT_V1; SEED_059_TELEPHONY_SEEDED_VS_CHALLENGE_CONTINUATION_RECOVERY_CONTINUATION_TOKEN_V1,strict_replay_and_ordering,preprod,Fault injection remains first-class and never widens beyond the canonical request and settlement semantics.
FIM_059_TELEPHONY_SEEDED_VS_CHALLENGE_CONTINUATION_SIM_TELEPHONY_IVR_TWIN_REPLAY,sim_telephony_ivr_twin,dep_telephony_ivr_recording_provider,replay,RC_059_TELEPHONY_CONTINUATION_BRANCH_V1,Replay is deduplicated under the published adapter and mutation law; no duplicate side effect may mint calmer shell truth.,CESV_TELEPHONY_CONTINUATION_ELIGIBILITY_SETTLED_V1; CESV_TELEPHONY_CONTINUATION_CONTEXT_RESOLVED_V1; CESV_ACCESS_GRANT_ISSUED_V1,BCL_055_LIVE_PHI_GRANT; BCL_055_REACHABILITY_DEPENDENCY,SEED_059_TELEPHONY_SEEDED_VS_CHALLENGE_CONTINUATION_TELEPHONY_CONTINUATION_CONTEXT_V1; SEED_059_TELEPHONY_SEEDED_VS_CHALLENGE_CONTINUATION_RECOVERY_CONTINUATION_TOKEN_V1,strict_replay_and_ordering,preprod,Fault injection remains first-class and never widens beyond the canonical request and settlement semantics.
FIM_059_TELEPHONY_SEEDED_VS_CHALLENGE_CONTINUATION_SIM_TELEPHONY_IVR_TWIN_STALE_CALLBACK,sim_telephony_ivr_twin,dep_telephony_ivr_recording_provider,stale_callback,RC_059_TELEPHONY_CONTINUATION_BRANCH_V1,"Stale callbacks fail closed behind lineage, subject, or publication fences and reopen same-shell recovery instead of mutating current truth.",CESV_TELEPHONY_CONTINUATION_ELIGIBILITY_SETTLED_V1; CESV_TELEPHONY_CONTINUATION_CONTEXT_RESOLVED_V1; CESV_ACCESS_GRANT_ISSUED_V1,BCL_055_LIVE_PHI_GRANT; BCL_055_REACHABILITY_DEPENDENCY,SEED_059_TELEPHONY_SEEDED_VS_CHALLENGE_CONTINUATION_TELEPHONY_CONTINUATION_CONTEXT_V1; SEED_059_TELEPHONY_SEEDED_VS_CHALLENGE_CONTINUATION_RECOVERY_CONTINUATION_TOKEN_V1,strict_replay_and_ordering,preprod,Fault injection remains first-class and never widens beyond the canonical request and settlement semantics.
FIM_059_TELEPHONY_URGENT_LIVE_ONLY_CAPTURE_SIM_TELEPHONY_IVR_TWIN_ORDERING_INVERSION,sim_telephony_ivr_twin,dep_telephony_ivr_recording_provider,ordering_inversion,RC_059_TELEPHONY_URGENT_LIVE_ONLY_V1,Ordering inversion preserves callback and receipt sequencing law rather than promoting the last arrival as current truth.,CESV_TELEPHONY_URGENT_LIVE_ASSESSED_V1; CESV_TELEPHONY_CONTINUATION_ELIGIBILITY_SETTLED_V1,BCL_055_SAFETY_PREEMPTION,SEED_059_TELEPHONY_URGENT_LIVE_ONLY_CAPTURE_PATIENT_ACTION_RECOVERY_ENVELOPE_V1,strict_replay_and_ordering,preprod,Fault injection remains first-class and never widens beyond the canonical request and settlement semantics.
FIM_059_TELEPHONY_URGENT_LIVE_ONLY_CAPTURE_SIM_TELEPHONY_IVR_TWIN_STALE_CALLBACK,sim_telephony_ivr_twin,dep_telephony_ivr_recording_provider,stale_callback,RC_059_TELEPHONY_URGENT_LIVE_ONLY_V1,"Stale callbacks fail closed behind lineage, subject, or publication fences and reopen same-shell recovery instead of mutating current truth.",CESV_TELEPHONY_URGENT_LIVE_ASSESSED_V1; CESV_TELEPHONY_CONTINUATION_ELIGIBILITY_SETTLED_V1,BCL_055_SAFETY_PREEMPTION,SEED_059_TELEPHONY_URGENT_LIVE_ONLY_CAPTURE_PATIENT_ACTION_RECOVERY_ENVELOPE_V1,strict_replay_and_ordering,preprod,Fault injection remains first-class and never widens beyond the canonical request and settlement semantics.
FIM_059_TELEPHONY_URGENT_LIVE_ONLY_CAPTURE_SIM_TELEPHONY_IVR_TWIN_TIMEOUT,sim_telephony_ivr_twin,dep_telephony_ivr_recording_provider,timeout,RC_059_TELEPHONY_URGENT_LIVE_ONLY_V1,"Transport timeout stays advisory only and the case remains pending, degraded, or review-bound until authoritative settlement or manual fallback occurs.",CESV_TELEPHONY_URGENT_LIVE_ASSESSED_V1; CESV_TELEPHONY_CONTINUATION_ELIGIBILITY_SETTLED_V1,BCL_055_SAFETY_PREEMPTION,SEED_059_TELEPHONY_URGENT_LIVE_ONLY_CAPTURE_PATIENT_ACTION_RECOVERY_ENVELOPE_V1,strict_replay_and_ordering,preprod,Fault injection remains first-class and never widens beyond the canonical request and settlement semantics.
FIM_059_TELEPHONY_URGENT_LIVE_ONLY_CAPTURE_SIM_TRANSCRIPTION_PROCESSING_TWIN_TIMEOUT,sim_transcription_processing_twin,dep_transcription_processing_provider,timeout,RC_059_TELEPHONY_URGENT_LIVE_ONLY_V1,"Transport timeout stays advisory only and the case remains pending, degraded, or review-bound until authoritative settlement or manual fallback occurs.",CESV_TELEPHONY_URGENT_LIVE_ASSESSED_V1; CESV_TELEPHONY_CONTINUATION_ELIGIBILITY_SETTLED_V1,BCL_055_SAFETY_PREEMPTION,SEED_059_TELEPHONY_URGENT_LIVE_ONLY_CAPTURE_PATIENT_ACTION_RECOVERY_ENVELOPE_V1,strict_replay_and_ordering,preprod,Fault injection remains first-class and never widens beyond the canonical request and settlement semantics.
FIM_059_URGENT_DIVERSION_REQUIRED_THEN_ISSUED_SIM_EMAIL_NOTIFICATION_TWIN_TIMEOUT,sim_email_notification_twin,dep_email_notification_provider,timeout,RC_059_URGENT_DIVERSION_ISSUED_V1,"Transport timeout stays advisory only and the case remains pending, degraded, or review-bound until authoritative settlement or manual fallback occurs.",CESV_SAFETY_URGENT_DIVERSION_REQUIRED_V1; CESV_SAFETY_URGENT_DIVERSION_ISSUED_V1,BCL_055_SAFETY_PREEMPTION,SEED_059_URGENT_DIVERSION_REQUIRED_THEN_ISSUED_PATIENT_ACTION_RECOVERY_ENVELOPE_V1,strict_replay_and_ordering,preprod,Fault injection remains first-class and never widens beyond the canonical request and settlement semantics.
FIM_059_URGENT_DIVERSION_REQUIRED_THEN_ISSUED_SIM_TELEPHONY_IVR_TWIN_PARTIAL_OUTAGE,sim_telephony_ivr_twin,dep_telephony_ivr_recording_provider,partial_outage,RC_059_URGENT_DIVERSION_ISSUED_V1,Partial outage constrains publication and continuity posture while leaving the canonical request and blocker semantics intact.,CESV_SAFETY_URGENT_DIVERSION_REQUIRED_V1; CESV_SAFETY_URGENT_DIVERSION_ISSUED_V1,BCL_055_SAFETY_PREEMPTION,SEED_059_URGENT_DIVERSION_REQUIRED_THEN_ISSUED_PATIENT_ACTION_RECOVERY_ENVELOPE_V1,strict_replay_and_ordering,preprod,Fault injection remains first-class and never widens beyond the canonical request and settlement semantics.
FIM_059_URGENT_DIVERSION_REQUIRED_THEN_ISSUED_SIM_TELEPHONY_IVR_TWIN_TIMEOUT,sim_telephony_ivr_twin,dep_telephony_ivr_recording_provider,timeout,RC_059_URGENT_DIVERSION_ISSUED_V1,"Transport timeout stays advisory only and the case remains pending, degraded, or review-bound until authoritative settlement or manual fallback occurs.",CESV_SAFETY_URGENT_DIVERSION_REQUIRED_V1; CESV_SAFETY_URGENT_DIVERSION_ISSUED_V1,BCL_055_SAFETY_PREEMPTION,SEED_059_URGENT_DIVERSION_REQUIRED_THEN_ISSUED_PATIENT_ACTION_RECOVERY_ENVELOPE_V1,strict_replay_and_ordering,preprod,Fault injection remains first-class and never widens beyond the canonical request and settlement semantics.
FIM_059_WRONG_PATIENT_IDENTITY_REPAIR_HOLD_SIM_NHS_LOGIN_AUTH_SESSION_TWIN_REPLAY,sim_nhs_login_auth_session_twin,dep_nhs_login_rail,replay,RC_059_WRONG_PATIENT_IDENTITY_REPAIR_HOLD_V1,Replay is deduplicated under the published adapter and mutation law; no duplicate side effect may mint calmer shell truth.,CESV_IDENTITY_REPAIR_SIGNAL_RECORDED_V1; CESV_IDENTITY_REPAIR_CASE_OPENED_V1; CESV_IDENTITY_REPAIR_CASE_FREEZE_COMMITTED_V1,BCL_055_IDENTITY_REPAIR,SEED_059_WRONG_PATIENT_IDENTITY_REPAIR_HOLD_RECOVERY_CONTINUATION_TOKEN_V1; SEED_059_WRONG_PATIENT_IDENTITY_REPAIR_HOLD_PATIENT_ACTION_RECOVERY_ENVELOPE_V1,strict_replay_and_ordering,preview,Fault injection remains first-class and never widens beyond the canonical request and settlement semantics.
FIM_059_WRONG_PATIENT_IDENTITY_REPAIR_HOLD_SIM_NHS_LOGIN_AUTH_SESSION_TWIN_STALE_CALLBACK,sim_nhs_login_auth_session_twin,dep_nhs_login_rail,stale_callback,RC_059_WRONG_PATIENT_IDENTITY_REPAIR_HOLD_V1,"Stale callbacks fail closed behind lineage, subject, or publication fences and reopen same-shell recovery instead of mutating current truth.",CESV_IDENTITY_REPAIR_SIGNAL_RECORDED_V1; CESV_IDENTITY_REPAIR_CASE_OPENED_V1; CESV_IDENTITY_REPAIR_CASE_FREEZE_COMMITTED_V1,BCL_055_IDENTITY_REPAIR,SEED_059_WRONG_PATIENT_IDENTITY_REPAIR_HOLD_RECOVERY_CONTINUATION_TOKEN_V1; SEED_059_WRONG_PATIENT_IDENTITY_REPAIR_HOLD_PATIENT_ACTION_RECOVERY_ENVELOPE_V1,strict_replay_and_ordering,preview,Fault injection remains first-class and never widens beyond the canonical request and settlement semantics.
