checklist_id,dependency_family,environment,target_account_or_secret_id,capture_type,initiator_role,approver_role,manual_checkpoint_required,gate_refs,prerequisite_artifacts,landing_zone,redaction_steps,vault_ingest_target,runtime_binding_target,verification_evidence,incident_or_revocation_path,source_refs,notes
CAPTURE_ACC_NETWORK_FEED_INTEGRATION_PRINCIPAL,network_capacity,integration,ACC_NETWORK_FEED_INTEGRATION_PRINCIPAL,secret_capture,ROLE_PARTNER_ONBOARDING_LEAD,ROLE_GOVERNANCE_LEAD,yes,LIVE_GATE_NETWORK_FEED_TRUST_REVIEW,named approver; environment target; current route or endpoint inventory; current runbook binding,partner_capture_quarantine,disable trace/video; redact screenshots; capture placeholder only in notes; ingest actual value into vault or metadata registry immediately,shared_nonprod_vault,nonprod_workload_identity_fetch,owner-chain confirmation; access audit; runtime handle proof; publication or metadata parity,disable_at_provider_rotate_dependent_handles_republish_runtime_append_audit,data/analysis/external_dependencies.json#dep_network_capacity_partner_feeds; blueprint/phase-5-the-network-horizon.md#5C. Enhanced Access policy engine and network capacity ingestion; docs/external/21_integration_priority_and_execution_matrix.md#Scorecards And Secret Posture,Partner-feed principal kept separate from booking supplier truth.
CAPTURE_ACC_PDS_SANDPIT_PRINCIPAL,patient_data_enrichment,sandpit,ACC_PDS_SANDPIT_PRINCIPAL,secret_capture,ROLE_PARTNER_ONBOARDING_LEAD,ROLE_GOVERNANCE_LEAD,yes,LIVE_GATE_PDS_LEGAL_BASIS_APPROVED; GATE_EXTERNAL_TO_FOUNDATION,named approver; environment target; current route or endpoint inventory; current runbook binding,partner_capture_quarantine,disable trace/video; redact screenshots; capture placeholder only in notes; ingest actual value into vault or metadata registry immediately,shared_nonprod_vault,nonprod_workload_identity_fetch,owner-chain confirmation; access audit; runtime handle proof; publication or metadata parity,disable_at_provider_rotate_dependent_handles_republish_runtime_append_audit,"blueprint/phase-2-the-identity-and-echoes.md#2C. Patient linkage, demographic confidence, and optional PDS enrichment; data/analysis/external_dependencies.json#dep_pds_fhir_enrichment; docs/external/21_integration_priority_and_execution_matrix.md#Scorecards And Secret Posture",Optional PDS service principal remains placeholder until legal basis and feature flag approval.
CAPTURE_KEY_PDS_SANDPIT_CERT,patient_data_enrichment,sandpit,KEY_PDS_SANDPIT_CERT,secret_capture,ROLE_PARTNER_ONBOARDING_LEAD,ROLE_GOVERNANCE_LEAD,yes,LIVE_GATE_PDS_LEGAL_BASIS_APPROVED; GATE_EXTERNAL_TO_FOUNDATION,named approver; environment target; current route or endpoint inventory; current runbook binding,partner_capture_quarantine,disable trace/video; redact screenshots; capture placeholder only in notes; ingest actual value into vault or metadata registry immediately,nonprod_hsm_keyring,nonprod_workload_identity_fetch,owner-chain confirmation; access audit; runtime handle proof; publication or metadata parity,disable_at_provider_rotate_dependent_handles_republish_runtime_append_audit,"blueprint/phase-2-the-identity-and-echoes.md#2C. Patient linkage, demographic confidence, and optional PDS enrichment; data/analysis/external_dependencies.json#dep_pds_fhir_enrichment; docs/external/21_integration_priority_and_execution_matrix.md#Scorecards And Secret Posture",Optional PDS certificate material is blocked until governance signs off.
CAPTURE_ACC_PHARMACY_DIRECTORY_INTEGRATION_PRINCIPAL,pharmacy_directory,integration,ACC_PHARMACY_DIRECTORY_INTEGRATION_PRINCIPAL,secret_capture,ROLE_PARTNER_ONBOARDING_LEAD,ROLE_GOVERNANCE_LEAD,yes,LIVE_GATE_PHARMACY_DIRECTORY_REVIEW,named approver; environment target; current route or endpoint inventory; current runbook binding,partner_capture_quarantine,disable trace/video; redact screenshots; capture placeholder only in notes; ingest actual value into vault or metadata registry immediately,shared_nonprod_vault,nonprod_workload_identity_fetch,owner-chain confirmation; access audit; runtime handle proof; publication or metadata parity,disable_at_provider_rotate_dependent_handles_republish_runtime_append_audit,"blueprint/phase-6-the-pharmacy-loop.md#6C. Pharmacy discovery, provider choice, and directory abstraction; data/analysis/external_dependencies.json#dep_pharmacy_directory_dohs; docs/external/21_integration_priority_and_execution_matrix.md#Scorecards And Secret Posture",Directory principal for live access-path evaluation.
CAPTURE_ACC_PHARMACY_OUTCOME_INTEGRATION_MAILBOX,pharmacy_outcome,integration,ACC_PHARMACY_OUTCOME_INTEGRATION_MAILBOX,secret_capture,ROLE_PARTNER_ONBOARDING_LEAD,ROLE_GOVERNANCE_LEAD,yes,LIVE_GATE_PHARMACY_OUTCOME_REVIEW,named approver; environment target; current route or endpoint inventory; current runbook binding,partner_capture_quarantine,disable trace/video; redact screenshots; capture placeholder only in notes; ingest actual value into vault or metadata registry immediately,shared_nonprod_vault,nonprod_workload_identity_fetch,owner-chain confirmation; access audit; runtime handle proof; publication or metadata parity,disable_at_provider_rotate_dependent_handles_republish_runtime_append_audit,"blueprint/phase-6-the-pharmacy-loop.md#6F. Outcome ingest, Update Record observation, and reconciliation; data/analysis/external_dependencies.json#dep_pharmacy_outcome_observation; docs/external/21_integration_priority_and_execution_matrix.md#Scorecards And Secret Posture",Outcome mailbox for authoritative and weak-match ingestion.
CAPTURE_ACC_PHARMACY_DISPATCH_PREPROD_MAILBOX,pharmacy_transport,preprod,ACC_PHARMACY_DISPATCH_PREPROD_MAILBOX,secret_capture,ROLE_PARTNER_ONBOARDING_LEAD,ROLE_OPERATIONS_LEAD,yes,GATE_EXTERNAL_TO_FOUNDATION; LIVE_GATE_PHARMACY_TRANSPORT_REVIEW,named approver; environment target; current route or endpoint inventory; current runbook binding,partner_capture_quarantine,disable trace/video; redact screenshots; capture placeholder only in notes; ingest actual value into vault or metadata registry immediately,preprod_vault,preprod_workload_identity_fetch,owner-chain confirmation; access audit; runtime handle proof; publication or metadata parity,disable_at_provider_rotate_dependent_handles_republish_runtime_append_audit,"blueprint/phase-6-the-pharmacy-loop.md#6D. Referral pack composer, dispatch adapters, and transport contract; data/analysis/external_dependencies.json#dep_pharmacy_referral_transport; docs/external/21_integration_priority_and_execution_matrix.md#Scorecards And Secret Posture",Preprod transport mailbox for dispatch and urgent-return rehearsal.
CAPTURE_SEC_PHARMACY_DISPATCH_PRODUCTION_WEBHOOK,pharmacy_transport,production,SEC_PHARMACY_DISPATCH_PRODUCTION_WEBHOOK,secret_capture,ROLE_PARTNER_ONBOARDING_LEAD,ROLE_OPERATIONS_LEAD,yes,GATE_EXTERNAL_TO_FOUNDATION; LIVE_GATE_PHARMACY_TRANSPORT_REVIEW,named approver; environment target; current route or endpoint inventory; current runbook binding,partner_capture_quarantine,disable trace/video; redact screenshots; capture placeholder only in notes; ingest actual value into vault or metadata registry immediately,production_vault,production_workload_identity_fetch,owner-chain confirmation; access audit; runtime handle proof; publication or metadata parity,disable_at_provider_rotate_dependent_handles_republish_runtime_append_audit,"blueprint/phase-6-the-pharmacy-loop.md#6D. Referral pack composer, dispatch adapters, and transport contract; data/analysis/external_dependencies.json#dep_pharmacy_referral_transport; docs/external/21_integration_priority_and_execution_matrix.md#Scorecards And Secret Posture",Production dispatch callback secret requires redispatch and bounce-back proof.
CAPTURE_ACC_SMS_INTEGRATION_PROJECT,sms,integration,ACC_SMS_INTEGRATION_PROJECT,secret_capture,ROLE_PARTNER_ONBOARDING_LEAD,ROLE_SECURITY_LEAD,yes,LIVE_GATE_VENDOR_SENDER_REVIEW,named approver; environment target; current route or endpoint inventory; current runbook binding,partner_capture_quarantine,disable trace/video; redact screenshots; capture placeholder only in notes; ingest actual value into vault or metadata registry immediately,shared_nonprod_vault,nonprod_workload_identity_fetch,owner-chain confirmation; access audit; runtime handle proof; publication or metadata parity,disable_at_provider_rotate_dependent_handles_republish_runtime_append_audit,data/analysis/external_dependencies.json#dep_sms_notification_provider; data/analysis/provider_family_scorecards.json#notifications_sms; docs/external/21_integration_priority_and_execution_matrix.md#Scorecards And Secret Posture,Optional SMS project principal remains blocked until continuation cohorts are approved.
CAPTURE_ID_SMS_INTEGRATION_SENDER,sms,integration,ID_SMS_INTEGRATION_SENDER,metadata_capture,ROLE_PARTNER_ONBOARDING_LEAD,ROLE_SECURITY_LEAD,yes,LIVE_GATE_VENDOR_SENDER_REVIEW,named approver; environment target; current route or endpoint inventory; current runbook binding,partner_metadata_review_queue,disable trace/video; redact screenshots; capture placeholder only in notes; ingest actual value into vault or metadata registry immediately,partner_metadata_registry,control_plane_metadata_publication,owner-chain confirmation; access audit; runtime handle proof; publication or metadata parity,remove_from_partner_registry_republish_runtime_metadata_append_audit,data/analysis/external_dependencies.json#dep_sms_notification_provider; data/analysis/provider_family_scorecards.json#notifications_sms; docs/external/21_integration_priority_and_execution_matrix.md#Scorecards And Secret Posture,Optional SMS sender identity needs wrong-recipient and opt-in review.
CAPTURE_ACC_TELEPHONY_PREPROD_PRINCIPAL,telephony,preprod,ACC_TELEPHONY_PREPROD_PRINCIPAL,secret_capture,ROLE_PARTNER_ONBOARDING_LEAD,ROLE_OPERATIONS_LEAD,yes,GATE_EXTERNAL_TO_FOUNDATION; LIVE_GATE_TELEPHONY_RECORDING_APPROVED,named approver; environment target; current route or endpoint inventory; current runbook binding,partner_capture_quarantine,disable trace/video; redact screenshots; capture placeholder only in notes; ingest actual value into vault or metadata registry immediately,preprod_vault,preprod_workload_identity_fetch,owner-chain confirmation; access audit; runtime handle proof; publication or metadata parity,disable_at_provider_rotate_dependent_handles_republish_runtime_append_audit,"blueprint/phase-2-the-identity-and-echoes.md#2E. Telephony edge, IVR choreography, and call-session persistence; blueprint/phase-2-the-identity-and-echoes.md#2F. Caller verification, voice capture, transcript stub, and SMS continuation; docs/external/21_integration_priority_and_execution_matrix.md#Scorecards And Secret Posture","Preprod telephony account for live-like webhook, recording, and urgent-escalation rehearsal."
CAPTURE_SEC_TELEPHONY_PREPROD_WEBHOOK,telephony,preprod,SEC_TELEPHONY_PREPROD_WEBHOOK,secret_capture,ROLE_PARTNER_ONBOARDING_LEAD,ROLE_OPERATIONS_LEAD,yes,GATE_EXTERNAL_TO_FOUNDATION; LIVE_GATE_TELEPHONY_RECORDING_APPROVED,named approver; environment target; current route or endpoint inventory; current runbook binding,partner_capture_quarantine,disable trace/video; redact screenshots; capture placeholder only in notes; ingest actual value into vault or metadata registry immediately,preprod_vault,preprod_workload_identity_fetch,owner-chain confirmation; access audit; runtime handle proof; publication or metadata parity,disable_at_provider_rotate_dependent_handles_republish_runtime_append_audit,"blueprint/phase-2-the-identity-and-echoes.md#2E. Telephony edge, IVR choreography, and call-session persistence; blueprint/phase-2-the-identity-and-echoes.md#2F. Caller verification, voice capture, transcript stub, and SMS continuation; docs/external/21_integration_priority_and_execution_matrix.md#Scorecards And Secret Posture",Preprod telephony webhook secret captured only after recording review.
CAPTURE_NUM_TELEPHONY_PRODUCTION_RANGE,telephony,production,NUM_TELEPHONY_PRODUCTION_RANGE,metadata_capture,ROLE_PARTNER_ONBOARDING_LEAD,ROLE_OPERATIONS_LEAD,yes,GATE_EXTERNAL_TO_FOUNDATION; LIVE_GATE_TELEPHONY_RECORDING_APPROVED,named approver; environment target; current route or endpoint inventory; current runbook binding,partner_metadata_review_queue,disable trace/video; redact screenshots; capture placeholder only in notes; ingest actual value into vault or metadata registry immediately,partner_metadata_registry,control_plane_metadata_publication,owner-chain confirmation; access audit; runtime handle proof; publication or metadata parity,remove_from_partner_registry_republish_runtime_metadata_append_audit,"blueprint/phase-2-the-identity-and-echoes.md#2E. Telephony edge, IVR choreography, and call-session persistence; blueprint/phase-2-the-identity-and-echoes.md#2F. Caller verification, voice capture, transcript stub, and SMS continuation; docs/external/21_integration_priority_and_execution_matrix.md#Scorecards And Secret Posture",Production number range requires operational owner and backup owner before activation.
