failure_domain_ref,runtime_workload_family_id,runtime_workload_family_ref,environment_ring,uk_region_role,trust_zone_ref,blast_radius_scope,spillover_forbidden_to,user_visible_posture,egress_allowlist_ref,dependency_scope_refs,restore_prerequisite,source_refs
fd_preprod_secondary_shell_delivery_static_publication,rwf_preprod_secondary_shell_delivery_static_publication,wf_shell_delivery_static_publication,preprod,secondary,tz_shell_delivery,shell_delivery_single_secondary_slice,wf_public_edge_ingress; wf_shell_delivery_published_gateway; wf_command_orchestration; wf_projection_read_models; wf_integration_dispatch; wf_integration_simulation_lab; wf_data_stateful_plane; wf_assurance_security_control,same-shell recovery or read-only,eal_shell_publication_none,,"Runtime publication parity, restore proof, and exact assurance slices before live authority resumes.",docs/architecture/15_release_and_supply_chain_tooling_baseline.md#Required Object Bindings; blueprint/platform-runtime-and-release-blueprint.md#RuntimeTopologyManifest; docs/architecture/11_trust_zone_and_workload_family_strategy.md#Workload Families; docs/architecture/15_release_and_supply_chain_tooling_baseline.md#Required Object Bindings
fd_preprod_secondary_shell_delivery_published_gateway,rwf_preprod_secondary_shell_delivery_published_gateway,wf_shell_delivery_published_gateway,preprod,secondary,tz_published_gateway,shell_delivery_single_secondary_slice,wf_public_edge_ingress; wf_shell_delivery_static_publication; wf_command_orchestration; wf_projection_read_models; wf_integration_dispatch; wf_integration_simulation_lab; wf_data_stateful_plane; wf_assurance_security_control,same-shell recovery or read-only,eal_gateway_internal_only,dep_nhs_login_rail,"Runtime publication parity, restore proof, and exact assurance slices before live authority resumes.",docs/architecture/11_gateway_surface_and_runtime_topology_baseline.md#Gateway Surface Matrix; blueprint/platform-runtime-and-release-blueprint.md#GatewayBffSurface; docs/architecture/11_trust_zone_and_workload_family_strategy.md#Workload Families; docs/architecture/15_release_and_supply_chain_tooling_baseline.md#Required Object Bindings
fd_preprod_secondary_command_orchestration,rwf_preprod_secondary_command_orchestration,wf_command_orchestration,preprod,secondary,tz_application_core,command_single_secondary_slice,wf_public_edge_ingress; wf_shell_delivery_static_publication; wf_shell_delivery_published_gateway; wf_projection_read_models; wf_integration_dispatch; wf_integration_simulation_lab; wf_data_stateful_plane; wf_assurance_security_control,command_halt_or_named_review,eal_command_to_internal_planes_only,dep_nhs_login_rail; dep_pds_fhir_enrichment,"Runtime publication parity, restore proof, and exact assurance slices before live authority resumes.",docs/architecture/13_backend_runtime_service_baseline.md#Runtime Executables; docs/architecture/43_service_scaffold_map.md; docs/architecture/11_trust_zone_and_workload_family_strategy.md#Workload Families; docs/architecture/15_release_and_supply_chain_tooling_baseline.md#Required Object Bindings
fd_preprod_secondary_projection_read_models,rwf_preprod_secondary_projection_read_models,wf_projection_read_models,preprod,secondary,tz_application_core,projection_single_secondary_slice,wf_public_edge_ingress; wf_shell_delivery_static_publication; wf_shell_delivery_published_gateway; wf_command_orchestration; wf_integration_dispatch; wf_integration_simulation_lab; wf_data_stateful_plane; wf_assurance_security_control,summary_only or projection_stale,eal_projection_to_internal_planes_only,dep_pds_fhir_enrichment,"Runtime publication parity, restore proof, and exact assurance slices before live authority resumes.",docs/architecture/13_backend_runtime_service_baseline.md#Runtime Executables; docs/architecture/43_service_scaffold_map.md; docs/architecture/11_trust_zone_and_workload_family_strategy.md#Workload Families; docs/architecture/15_release_and_supply_chain_tooling_baseline.md#Required Object Bindings
fd_preprod_secondary_integration_dispatch,rwf_preprod_secondary_integration_dispatch,wf_integration_dispatch,preprod,secondary,tz_integration_perimeter,integration_single_secondary_slice,wf_public_edge_ingress; wf_shell_delivery_static_publication; wf_shell_delivery_published_gateway; wf_command_orchestration; wf_projection_read_models; wf_integration_simulation_lab; wf_data_stateful_plane; wf_assurance_security_control,queue_only or receipt_review,eal_declared_external_dependencies_only,dep_email_notification_provider; dep_sms_notification_provider,"Runtime publication parity, restore proof, and exact assurance slices before live authority resumes.",docs/architecture/13_backend_runtime_service_baseline.md#Runtime Executables; docs/external/39_browser_automation_retry_policy.md; docs/architecture/11_trust_zone_and_workload_family_strategy.md#Workload Families; docs/architecture/15_release_and_supply_chain_tooling_baseline.md#Required Object Bindings
fd_preprod_secondary_data_stateful_plane,rwf_preprod_secondary_data_stateful_plane,wf_data_stateful_plane,preprod,secondary,tz_stateful_data,data_single_secondary_slice,wf_public_edge_ingress; wf_shell_delivery_static_publication; wf_shell_delivery_published_gateway; wf_command_orchestration; wf_projection_read_models; wf_integration_dispatch; wf_integration_simulation_lab; wf_assurance_security_control,restore_only,eal_data_internal_only,,"Runtime publication parity, restore proof, and exact assurance slices before live authority resumes.",docs/architecture/15_release_and_supply_chain_tooling_baseline.md#Required Object Bindings; blueprint/platform-runtime-and-release-blueprint.md#Runtime topology contract; docs/architecture/11_trust_zone_and_workload_family_strategy.md#Workload Families; docs/architecture/15_release_and_supply_chain_tooling_baseline.md#Required Object Bindings
fd_preprod_secondary_assurance_security_control,rwf_preprod_secondary_assurance_security_control,wf_assurance_security_control,preprod,secondary,tz_assurance_security,assurance_security_single_secondary_slice,wf_public_edge_ingress; wf_shell_delivery_static_publication; wf_shell_delivery_published_gateway; wf_command_orchestration; wf_projection_read_models; wf_integration_dispatch; wf_integration_simulation_lab; wf_data_stateful_plane,diagnostic_visible_controls_frozen,eal_assurance_to_internal_planes_only,,"Runtime publication parity, restore proof, and exact assurance slices before live authority resumes.","docs/architecture/15_release_and_supply_chain_tooling_baseline.md#Supply Chain Law; blueprint/phase-9-the-assurance-ledger.md#9F. Resilience architecture, restore orchestration, and chaos programme; docs/architecture/11_trust_zone_and_workload_family_strategy.md#Workload Families; docs/architecture/15_release_and_supply_chain_tooling_baseline.md#Required Object Bindings"
fd_production_primary_public_edge_ingress,rwf_production_primary_public_edge_ingress,wf_public_edge_ingress,production,primary,tz_public_edge,public_edge_single_primary_slice,wf_shell_delivery_static_publication; wf_shell_delivery_published_gateway; wf_command_orchestration; wf_projection_read_models; wf_integration_dispatch; wf_integration_simulation_lab; wf_data_stateful_plane; wf_assurance_security_control,placeholder_only or blocked,eal_public_edge_internal_only,,"Runtime publication parity, restore proof, and exact assurance slices before live authority resumes.",docs/architecture/11_trust_zone_and_workload_family_strategy.md#Trust Zones; blueprint/platform-runtime-and-release-blueprint.md#RuntimeWorkloadFamily; docs/architecture/11_trust_zone_and_workload_family_strategy.md#Workload Families; docs/architecture/15_release_and_supply_chain_tooling_baseline.md#Supply Chain Law
fd_production_primary_shell_delivery_static_publication,rwf_production_primary_shell_delivery_static_publication,wf_shell_delivery_static_publication,production,primary,tz_shell_delivery,shell_delivery_single_primary_slice,wf_public_edge_ingress; wf_shell_delivery_published_gateway; wf_command_orchestration; wf_projection_read_models; wf_integration_dispatch; wf_integration_simulation_lab; wf_data_stateful_plane; wf_assurance_security_control,same-shell recovery or read-only,eal_shell_publication_none,,"Runtime publication parity, restore proof, and exact assurance slices before live authority resumes.",docs/architecture/15_release_and_supply_chain_tooling_baseline.md#Required Object Bindings; blueprint/platform-runtime-and-release-blueprint.md#RuntimeTopologyManifest; docs/architecture/11_trust_zone_and_workload_family_strategy.md#Workload Families; docs/architecture/15_release_and_supply_chain_tooling_baseline.md#Supply Chain Law
fd_production_primary_shell_delivery_published_gateway,rwf_production_primary_shell_delivery_published_gateway,wf_shell_delivery_published_gateway,production,primary,tz_published_gateway,shell_delivery_single_primary_slice,wf_public_edge_ingress; wf_shell_delivery_static_publication; wf_command_orchestration; wf_projection_read_models; wf_integration_dispatch; wf_integration_simulation_lab; wf_data_stateful_plane; wf_assurance_security_control,same-shell recovery or read-only,eal_gateway_internal_only,dep_nhs_login_rail,"Runtime publication parity, restore proof, and exact assurance slices before live authority resumes.",docs/architecture/11_gateway_surface_and_runtime_topology_baseline.md#Gateway Surface Matrix; blueprint/platform-runtime-and-release-blueprint.md#GatewayBffSurface; docs/architecture/11_trust_zone_and_workload_family_strategy.md#Workload Families; docs/architecture/15_release_and_supply_chain_tooling_baseline.md#Supply Chain Law
fd_production_primary_command_orchestration,rwf_production_primary_command_orchestration,wf_command_orchestration,production,primary,tz_application_core,command_single_primary_slice,wf_public_edge_ingress; wf_shell_delivery_static_publication; wf_shell_delivery_published_gateway; wf_projection_read_models; wf_integration_dispatch; wf_integration_simulation_lab; wf_data_stateful_plane; wf_assurance_security_control,command_halt_or_named_review,eal_command_to_internal_planes_only,dep_nhs_login_rail; dep_pds_fhir_enrichment,"Runtime publication parity, restore proof, and exact assurance slices before live authority resumes.",docs/architecture/13_backend_runtime_service_baseline.md#Runtime Executables; docs/architecture/43_service_scaffold_map.md; docs/architecture/11_trust_zone_and_workload_family_strategy.md#Workload Families; docs/architecture/15_release_and_supply_chain_tooling_baseline.md#Supply Chain Law
fd_production_primary_projection_read_models,rwf_production_primary_projection_read_models,wf_projection_read_models,production,primary,tz_application_core,projection_single_primary_slice,wf_public_edge_ingress; wf_shell_delivery_static_publication; wf_shell_delivery_published_gateway; wf_command_orchestration; wf_integration_dispatch; wf_integration_simulation_lab; wf_data_stateful_plane; wf_assurance_security_control,summary_only or projection_stale,eal_projection_to_internal_planes_only,dep_pds_fhir_enrichment,"Runtime publication parity, restore proof, and exact assurance slices before live authority resumes.",docs/architecture/13_backend_runtime_service_baseline.md#Runtime Executables; docs/architecture/43_service_scaffold_map.md; docs/architecture/11_trust_zone_and_workload_family_strategy.md#Workload Families; docs/architecture/15_release_and_supply_chain_tooling_baseline.md#Supply Chain Law
fd_production_primary_integration_dispatch,rwf_production_primary_integration_dispatch,wf_integration_dispatch,production,primary,tz_integration_perimeter,integration_single_primary_slice,wf_public_edge_ingress; wf_shell_delivery_static_publication; wf_shell_delivery_published_gateway; wf_command_orchestration; wf_projection_read_models; wf_integration_simulation_lab; wf_data_stateful_plane; wf_assurance_security_control,queue_only or receipt_review,eal_declared_external_dependencies_only,dep_email_notification_provider; dep_sms_notification_provider,"Runtime publication parity, restore proof, and exact assurance slices before live authority resumes.",docs/architecture/13_backend_runtime_service_baseline.md#Runtime Executables; docs/external/39_browser_automation_retry_policy.md; docs/architecture/11_trust_zone_and_workload_family_strategy.md#Workload Families; docs/architecture/15_release_and_supply_chain_tooling_baseline.md#Supply Chain Law
fd_production_primary_data_stateful_plane,rwf_production_primary_data_stateful_plane,wf_data_stateful_plane,production,primary,tz_stateful_data,data_single_primary_slice,wf_public_edge_ingress; wf_shell_delivery_static_publication; wf_shell_delivery_published_gateway; wf_command_orchestration; wf_projection_read_models; wf_integration_dispatch; wf_integration_simulation_lab; wf_assurance_security_control,restore_only,eal_data_internal_only,,"Runtime publication parity, restore proof, and exact assurance slices before live authority resumes.",docs/architecture/15_release_and_supply_chain_tooling_baseline.md#Required Object Bindings; blueprint/platform-runtime-and-release-blueprint.md#Runtime topology contract; docs/architecture/11_trust_zone_and_workload_family_strategy.md#Workload Families; docs/architecture/15_release_and_supply_chain_tooling_baseline.md#Supply Chain Law
fd_production_primary_assurance_security_control,rwf_production_primary_assurance_security_control,wf_assurance_security_control,production,primary,tz_assurance_security,assurance_security_single_primary_slice,wf_public_edge_ingress; wf_shell_delivery_static_publication; wf_shell_delivery_published_gateway; wf_command_orchestration; wf_projection_read_models; wf_integration_dispatch; wf_integration_simulation_lab; wf_data_stateful_plane,diagnostic_visible_controls_frozen,eal_assurance_to_internal_planes_only,,"Runtime publication parity, restore proof, and exact assurance slices before live authority resumes.","docs/architecture/15_release_and_supply_chain_tooling_baseline.md#Supply Chain Law; blueprint/phase-9-the-assurance-ledger.md#9F. Resilience architecture, restore orchestration, and chaos programme; docs/architecture/11_trust_zone_and_workload_family_strategy.md#Workload Families; docs/architecture/15_release_and_supply_chain_tooling_baseline.md#Supply Chain Law"
fd_production_secondary_public_edge_ingress,rwf_production_secondary_public_edge_ingress,wf_public_edge_ingress,production,secondary,tz_public_edge,public_edge_single_secondary_slice,wf_shell_delivery_static_publication; wf_shell_delivery_published_gateway; wf_command_orchestration; wf_projection_read_models; wf_integration_dispatch; wf_integration_simulation_lab; wf_data_stateful_plane; wf_assurance_security_control,placeholder_only or blocked,eal_public_edge_internal_only,,"Runtime publication parity, restore proof, and exact assurance slices before live authority resumes.",docs/architecture/11_trust_zone_and_workload_family_strategy.md#Trust Zones; blueprint/platform-runtime-and-release-blueprint.md#RuntimeWorkloadFamily; docs/architecture/11_trust_zone_and_workload_family_strategy.md#Workload Families; docs/architecture/15_release_and_supply_chain_tooling_baseline.md#Supply Chain Law
fd_production_secondary_shell_delivery_static_publication,rwf_production_secondary_shell_delivery_static_publication,wf_shell_delivery_static_publication,production,secondary,tz_shell_delivery,shell_delivery_single_secondary_slice,wf_public_edge_ingress; wf_shell_delivery_published_gateway; wf_command_orchestration; wf_projection_read_models; wf_integration_dispatch; wf_integration_simulation_lab; wf_data_stateful_plane; wf_assurance_security_control,same-shell recovery or read-only,eal_shell_publication_none,,"Runtime publication parity, restore proof, and exact assurance slices before live authority resumes.",docs/architecture/15_release_and_supply_chain_tooling_baseline.md#Required Object Bindings; blueprint/platform-runtime-and-release-blueprint.md#RuntimeTopologyManifest; docs/architecture/11_trust_zone_and_workload_family_strategy.md#Workload Families; docs/architecture/15_release_and_supply_chain_tooling_baseline.md#Supply Chain Law
fd_production_secondary_shell_delivery_published_gateway,rwf_production_secondary_shell_delivery_published_gateway,wf_shell_delivery_published_gateway,production,secondary,tz_published_gateway,shell_delivery_single_secondary_slice,wf_public_edge_ingress; wf_shell_delivery_static_publication; wf_command_orchestration; wf_projection_read_models; wf_integration_dispatch; wf_integration_simulation_lab; wf_data_stateful_plane; wf_assurance_security_control,same-shell recovery or read-only,eal_gateway_internal_only,dep_nhs_login_rail,"Runtime publication parity, restore proof, and exact assurance slices before live authority resumes.",docs/architecture/11_gateway_surface_and_runtime_topology_baseline.md#Gateway Surface Matrix; blueprint/platform-runtime-and-release-blueprint.md#GatewayBffSurface; docs/architecture/11_trust_zone_and_workload_family_strategy.md#Workload Families; docs/architecture/15_release_and_supply_chain_tooling_baseline.md#Supply Chain Law
fd_production_secondary_command_orchestration,rwf_production_secondary_command_orchestration,wf_command_orchestration,production,secondary,tz_application_core,command_single_secondary_slice,wf_public_edge_ingress; wf_shell_delivery_static_publication; wf_shell_delivery_published_gateway; wf_projection_read_models; wf_integration_dispatch; wf_integration_simulation_lab; wf_data_stateful_plane; wf_assurance_security_control,command_halt_or_named_review,eal_command_to_internal_planes_only,dep_nhs_login_rail; dep_pds_fhir_enrichment,"Runtime publication parity, restore proof, and exact assurance slices before live authority resumes.",docs/architecture/13_backend_runtime_service_baseline.md#Runtime Executables; docs/architecture/43_service_scaffold_map.md; docs/architecture/11_trust_zone_and_workload_family_strategy.md#Workload Families; docs/architecture/15_release_and_supply_chain_tooling_baseline.md#Supply Chain Law
fd_production_secondary_projection_read_models,rwf_production_secondary_projection_read_models,wf_projection_read_models,production,secondary,tz_application_core,projection_single_secondary_slice,wf_public_edge_ingress; wf_shell_delivery_static_publication; wf_shell_delivery_published_gateway; wf_command_orchestration; wf_integration_dispatch; wf_integration_simulation_lab; wf_data_stateful_plane; wf_assurance_security_control,summary_only or projection_stale,eal_projection_to_internal_planes_only,dep_pds_fhir_enrichment,"Runtime publication parity, restore proof, and exact assurance slices before live authority resumes.",docs/architecture/13_backend_runtime_service_baseline.md#Runtime Executables; docs/architecture/43_service_scaffold_map.md; docs/architecture/11_trust_zone_and_workload_family_strategy.md#Workload Families; docs/architecture/15_release_and_supply_chain_tooling_baseline.md#Supply Chain Law
fd_production_secondary_integration_dispatch,rwf_production_secondary_integration_dispatch,wf_integration_dispatch,production,secondary,tz_integration_perimeter,integration_single_secondary_slice,wf_public_edge_ingress; wf_shell_delivery_static_publication; wf_shell_delivery_published_gateway; wf_command_orchestration; wf_projection_read_models; wf_integration_simulation_lab; wf_data_stateful_plane; wf_assurance_security_control,queue_only or receipt_review,eal_declared_external_dependencies_only,dep_email_notification_provider; dep_sms_notification_provider,"Runtime publication parity, restore proof, and exact assurance slices before live authority resumes.",docs/architecture/13_backend_runtime_service_baseline.md#Runtime Executables; docs/external/39_browser_automation_retry_policy.md; docs/architecture/11_trust_zone_and_workload_family_strategy.md#Workload Families; docs/architecture/15_release_and_supply_chain_tooling_baseline.md#Supply Chain Law
fd_production_secondary_data_stateful_plane,rwf_production_secondary_data_stateful_plane,wf_data_stateful_plane,production,secondary,tz_stateful_data,data_single_secondary_slice,wf_public_edge_ingress; wf_shell_delivery_static_publication; wf_shell_delivery_published_gateway; wf_command_orchestration; wf_projection_read_models; wf_integration_dispatch; wf_integration_simulation_lab; wf_assurance_security_control,restore_only,eal_data_internal_only,,"Runtime publication parity, restore proof, and exact assurance slices before live authority resumes.",docs/architecture/15_release_and_supply_chain_tooling_baseline.md#Required Object Bindings; blueprint/platform-runtime-and-release-blueprint.md#Runtime topology contract; docs/architecture/11_trust_zone_and_workload_family_strategy.md#Workload Families; docs/architecture/15_release_and_supply_chain_tooling_baseline.md#Supply Chain Law
fd_production_secondary_assurance_security_control,rwf_production_secondary_assurance_security_control,wf_assurance_security_control,production,secondary,tz_assurance_security,assurance_security_single_secondary_slice,wf_public_edge_ingress; wf_shell_delivery_static_publication; wf_shell_delivery_published_gateway; wf_command_orchestration; wf_projection_read_models; wf_integration_dispatch; wf_integration_simulation_lab; wf_data_stateful_plane,diagnostic_visible_controls_frozen,eal_assurance_to_internal_planes_only,,"Runtime publication parity, restore proof, and exact assurance slices before live authority resumes.","docs/architecture/15_release_and_supply_chain_tooling_baseline.md#Supply Chain Law; blueprint/phase-9-the-assurance-ledger.md#9F. Resilience architecture, restore orchestration, and chaos programme; docs/architecture/11_trust_zone_and_workload_family_strategy.md#Workload Families; docs/architecture/15_release_and_supply_chain_tooling_baseline.md#Supply Chain Law"
