classification_row_id,classification_scope,surface_id,route_family_id,field_or_artifact_id,canonical_object_id,field_name_or_artifact_class,sensitivity_class,contains_phi,allowed_audience_tiers,allowed_purposes_of_use,preview_ceiling,detail_ceiling,artifact_ceiling,telemetry_ceiling,log_ceiling,audit_replay_ceiling,redaction_policy_ref,break_glass_behavior,retention_class_ref_if_artifact,materialization_rule,post_delivery_widening,wrong_patient_hold_behavior,source_refs,notes
CLS_FIELD_FLD_PATIENT_EMBEDDED_ENTRY_ASSERTION,field_catalog,,,FLD_PATIENT_EMBEDDED_ENTRY_ASSERTION,OBJ_PATIENTEMBEDDEDSESSIONPROJECTION,PatientEmbeddedSessionProjection asserted entry or bridge refs,security_or_secret_sensitive,contextual,patient_embedded_authenticated; governance_review,embedded_authenticated; governance_review,none,summary_only,not_applicable,none,none,bounded_detail_with_scope,POL_EMBEDDED_ARTIFACT_CHANNEL,bounded_detail_with_scope_envelope,,allowlisted_only,forbidden,not_applicable,phase-7-inside-the-nhs-app.md,Embedded identity assertions and bridge capability proof are scrubbed immediately and never left in URLs or logs.
CLS_FIELD_FLD_RECORD_ARTIFACT_SUMMARY_REF,field_catalog,,,FLD_RECORD_ARTIFACT_SUMMARY_REF,OBJ_PATIENTRECORDARTIFACTPROJECTION,PatientRecordArtifactProjection summary and mode state,clinical_sensitive,yes,patient_authenticated; patient_embedded_authenticated; origin_practice_clinical; support; governance_review,authenticated_self_service; embedded_authenticated; operational_execution; support_recovery; governance_review,governed_preview,bounded_detail,governed_inline,descriptor_only,diagnostic_refs_only,bounded_detail_with_scope,POL_PATIENT_ARTIFACT_GOVERNED,bounded_detail_with_scope_envelope,,allowlisted_only,forbidden,not_applicable,platform-frontend-blueprint.md#ArtifactPresentationContract; phase-9-the-assurance-ledger.md,Artifact summary and body modes are separate permissions with parity and fallback controls.
CLS_FIELD_FLD_RECOVERY_FENCE_MAX_VISIBLE_FIELDS,field_catalog,,,FLD_RECOVERY_FENCE_MAX_VISIBLE_FIELDS,OBJ_RECOVERYREDACTIONFENCE,RecoveryRedactionFence maxVisibleFields and disclosure class,operational_internal_non_phi,no,patient_public; patient_grant_scoped; support; governance_review,public_status; secure_link_recovery; support_recovery; governance_review,governed_preview,summary_only,not_applicable,descriptor_and_hash_only,diagnostic_refs_only,bounded_detail_with_scope,POL_PUBLIC_SAFE_PLACEHOLDER,summary_only_with_scope_envelope,,allowlisted_only,forbidden,not_applicable,platform-frontend-blueprint.md#RecoveryRedactionFence,This is the explicit no-PHI recovery contract rather than a UI convention.
CLS_FIELD_FLD_REQUEST_CONTACT_PREFERENCES_REF,field_catalog,,,FLD_REQUEST_CONTACT_PREFERENCES_REF,OBJ_REQUEST,Request.contactPreferencesRef,contact_sensitive,yes,patient_authenticated; origin_practice_clinical; origin_practice_operations; support; governance_review,authenticated_self_service; operational_execution; support_recovery; governance_review,none,bounded_detail,not_applicable,none,diagnostic_refs_only,bounded_detail_with_scope,POL_WORKSPACE_MINIMUM_NECESSARY,bounded_detail_with_scope_envelope,,allowlisted_only,forbidden,not_applicable,phase-2-the-identity-and-echoes.md; patient-account-and-communications-blueprint.md,Contact preferences are distinct from NHS login claims and may not be overwritten or leaked through delivery telemetry.
CLS_FIELD_FLD_REQUEST_NARRATIVE_REF,field_catalog,,,FLD_REQUEST_NARRATIVE_REF,OBJ_REQUEST,Request.narrativeRef,clinical_sensitive,yes,patient_authenticated; patient_embedded_authenticated; origin_practice_clinical; hub_desk; servicing_site; support; governance_review,authenticated_self_service; embedded_authenticated; operational_execution; coordination; servicing_delivery; support_recovery; governance_review,masked_summary,bounded_detail,summary_only,descriptor_only,diagnostic_refs_only,bounded_detail_with_scope,POL_WORKSPACE_MINIMUM_NECESSARY,bounded_detail_with_scope_envelope,,allowlisted_only,forbidden,not_applicable,phase-0-the-foundation-protocol.md#1.3 Request; patient-account-and-communications-blueprint.md#Request detail contract,"Narrative content is never lawful in public previews, raw telemetry, or wide logs."
CLS_FIELD_FLD_REQUEST_PATIENT_REF,field_catalog,,,FLD_REQUEST_PATIENT_REF,OBJ_REQUEST,Request.patientRef,patient_identifying,yes,patient_authenticated; patient_embedded_authenticated; origin_practice_clinical; origin_practice_operations; hub_desk; servicing_site; support; governance_review,authenticated_self_service; embedded_authenticated; operational_execution; coordination; servicing_delivery; support_recovery; governance_review,masked_summary,bounded_detail,not_applicable,descriptor_only,diagnostic_refs_only,bounded_detail_with_scope,POL_PATIENT_AUTH_SUMMARY,bounded_detail_with_scope_envelope,,allowlisted_only,forbidden,not_applicable,phase-0-the-foundation-protocol.md#1.3 Request; forensic-audit-findings.md#Finding 50 - The concrete Request schema dropped identity-binding references and treated `patientRef` as unconditional,Derived from verified IdentityBinding only; not lawful in patient_public or unsecured recovery payloads.
CLS_FIELD_FLD_SUBMISSION_ATTACHMENT_SET,field_catalog,,,FLD_SUBMISSION_ATTACHMENT_SET,OBJ_SUBMISSIONENVELOPE,SubmissionEnvelope attachment refs,clinical_sensitive,contextual,patient_public; patient_grant_scoped; origin_practice_clinical; support; governance_review,public_status; secure_link_recovery; operational_execution; support_recovery; governance_review,awareness_only,summary_only,summary_only,none,diagnostic_refs_only,bounded_detail_with_scope,POL_PUBLIC_SAFE_PLACEHOLDER,bounded_detail_with_scope_envelope,,allowlisted_only,forbidden,not_applicable,phase-0-the-foundation-protocol.md#1.1 SubmissionEnvelope; platform-frontend-blueprint.md#ArtifactPresentationContract,Pre-submit attachment presence may be acknowledged without exposing body or filename detail.
CLS_FIELD_FLD_SUBMISSION_RAW_DRAFT_FRAGMENT,field_catalog,,,FLD_SUBMISSION_RAW_DRAFT_FRAGMENT,OBJ_SUBMISSIONENVELOPE,SubmissionEnvelope draft fragments and free text,clinical_sensitive,contextual,patient_public; patient_grant_scoped; origin_practice_clinical; support; governance_review,public_status; secure_link_recovery; operational_execution; support_recovery; governance_review,masked_summary,summary_only,summary_only,none,diagnostic_refs_only,bounded_detail_with_scope,POL_PUBLIC_SAFE_PLACEHOLDER,bounded_detail_with_scope_envelope,,allowlisted_only,forbidden,not_applicable,phase-0-the-foundation-protocol.md#1.1 SubmissionEnvelope; phase-1-the-red-flag-gate.md,Incomplete or unauthenticated content keeps narrower projection and retention rules than submitted work.
CLS_FIELD_FLD_SUPPORT_REPLAY_MASK_SCOPE,field_catalog,,,FLD_SUPPORT_REPLAY_MASK_SCOPE,OBJ_SUPPORTREPLAYSESSION,SupportReplaySession maskScopeRef and checkpoint tuple,audit_investigation_restricted,contextual,support; governance_review,support_recovery; governance_review; investigation_break_glass,governed_preview,bounded_detail,summary_only,masked_scope_and_refs_only,masked_scope_and_refs_only,masked_timeline,POL_SUPPORT_MASKED_REPLAY,pivot_to_governance_investigation,,allowlisted_only,forbidden,not_applicable,"staff-operations-and-support-blueprint.md#3. Complex investigation and replay; phase-9-the-assurance-ledger.md#9C. Audit explorer, break-glass review, and support replay","Mask scope, selected anchor, and replay checkpoint remain explicit and restore-safe."
CLS_FIELD_FLD_UIEVENTVIS_ALLOWED_REFS,field_catalog,,,FLD_UIEVENTVIS_ALLOWED_REFS,OBJ_UIEVENTVISIBILITYPROFILE,UIEventVisibilityProfile allowed refs and disclosure class,operational_internal_non_phi,no,patient_public; patient_authenticated; patient_embedded_authenticated; support; operations_control; governance_review,public_status; authenticated_self_service; embedded_authenticated; support_recovery; operational_control; governance_review,governed_preview,summary_only,not_applicable,descriptor_and_hash_only,diagnostic_refs_only,bounded_detail_with_scope,POL_TELEMETRY_PHI_SAFE,summary_only_with_scope_envelope,,allowlisted_only,forbidden,not_applicable,platform-frontend-blueprint.md#UIEventVisibilityProfile,Visibility profiles are the platform-side allowlists for UI event disclosures.
CLS_FIELD_FLD_UITELEMETRY_DISCLOSURE_CLASS,field_catalog,,,FLD_UITELEMETRY_DISCLOSURE_CLASS,OBJ_UITELEMETRYDISCLOSUREFENCE,UITelemetryDisclosureFence disclosure class,operational_internal_non_phi,no,patient_public; patient_authenticated; patient_embedded_authenticated; support; operations_control; governance_review,public_status; authenticated_self_service; embedded_authenticated; support_recovery; operational_control; governance_review,governed_preview,summary_only,not_applicable,descriptor_and_hash_only,diagnostic_refs_only,bounded_detail_with_scope,POL_TELEMETRY_PHI_SAFE,summary_only_with_scope_envelope,,allowlisted_only,forbidden,not_applicable,platform-frontend-blueprint.md#UITelemetryDisclosureFence; phase-9-the-assurance-ledger.md,Disclosure fences prove the ceiling before browser or operator telemetry leaves the shell.
CLS_SURFACE_SURF_ASSISTIVE_SIDECAR,surface_projection,surf_assistive_sidecar,rf_staff_workspace_child,surf_assistive_sidecar,OBJ_ASSISTIVECOMPANIONPRESENTATIONPROFILE,Assistive companion sidecar inside the owning task,operational_internal_non_phi,contextual,assistive_adjunct,assistive_companion,governed_preview,summary_only,summary_only,masked_scope_and_refs_only,masked_scope_and_refs_only,bounded_detail_with_scope,POL_WORKSPACE_MINIMUM_NECESSARY,forbidden,,allowlisted_only,forbidden,hold_detail_and_keep_summary,platform-frontend-blueprint.md; forensic-audit-findings.md#Finding 94 - The audit still treated assistive output as a generic sidecar instead of a trust-bound same-shell capability,Assistive sidecars inherit the owning shell’s disclosure ceiling and never act as a separate broad PHI surface.
CLS_SURFACE_SURF_CLINICIAN_WORKSPACE,surface_projection,surf_clinician_workspace,rf_staff_workspace,surf_clinician_workspace,OBJ_TASKWORKSPACEPROJECTION,Clinical Workspace queue and task canvas,clinical_sensitive,yes,origin_practice_clinical,operational_execution,governed_preview,full_detail,governed_inline,masked_scope_and_refs_only,masked_scope_and_refs_only,bounded_detail_with_scope,POL_WORKSPACE_MINIMUM_NECESSARY,summary_only_with_scope_envelope,,allowlisted_only,forbidden,hold_detail_and_keep_summary,phase-0-the-foundation-protocol.md#1.17C MinimumNecessaryContract; staff-operations-and-support-blueprint.md,"Operational clinicians can see full task detail but not raw identity-proof stores, secrets, or off-scope replay evidence."
CLS_SURFACE_SURF_CLINICIAN_WORKSPACE_CHILD,surface_projection,surf_clinician_workspace_child,rf_staff_workspace_child,surf_clinician_workspace_child,OBJ_TASKWORKSPACEPROJECTION,Clinical Workspace child review states,clinical_sensitive,yes,origin_practice_clinical,operational_execution,governed_preview,full_detail,governed_inline,masked_scope_and_refs_only,masked_scope_and_refs_only,bounded_detail_with_scope,POL_WORKSPACE_MINIMUM_NECESSARY,summary_only_with_scope_envelope,,allowlisted_only,forbidden,hold_detail_and_keep_summary,platform-frontend-blueprint.md; forensic-audit-findings.md#Finding 92 - The audit still lacked a canonical staff-workspace consistency and trust envelope,Child workspace states inherit the same minimum-necessary rule and do not invent broader projection shapes.
CLS_SURFACE_SURF_GOVERNANCE_SHELL,surface_projection,surf_governance_shell,rf_governance_shell,surf_governance_shell,OBJ_GOVERNANCESURFACEPOSTURE,Governance and Admin shell,audit_investigation_restricted,contextual,governance_review,governance_review,governed_preview,bounded_detail,governed_handoff,masked_scope_and_refs_only,audit_reference_only,full_evidence_with_scope,POL_INVESTIGATION_SCOPE_ENVELOPE,bounded_detail_with_scope_envelope,,allowlisted_only,forbidden,hold_detail_and_keep_summary,"phase-9-the-assurance-ledger.md#9C. Audit explorer, break-glass review, and support replay; forensic-audit-findings.md#Finding 103 - Governance compliance review still omitted continuity-evidence bundles","Governance routes own break-glass, export, retention witnesses, and evidence-pack posture under one investigation envelope."
CLS_SURFACE_SURF_HUB_CASE_MANAGEMENT,surface_projection,surf_hub_case_management,rf_hub_case_management,surf_hub_case_management,OBJ_HUBCASECONSOLEPROJECTION,"Hub case, alternatives, exception, and audit work",clinical_sensitive,yes,hub_desk,coordination,governed_preview,full_detail,governed_inline,masked_scope_and_refs_only,masked_scope_and_refs_only,bounded_detail_with_scope,POL_WORKSPACE_MINIMUM_NECESSARY,summary_only_with_scope_envelope,,allowlisted_only,forbidden,hold_detail_and_keep_summary,phase-0-the-foundation-protocol.md#1.17D AudienceVisibilityCoverage; forensic-audit-findings.md#Finding 47 - Cross-organisation and support visibility boundaries were under-specified,"Hub coordination can access richer case detail, but break-glass still pivots to governed investigation scope."
CLS_SURFACE_SURF_HUB_QUEUE,surface_projection,surf_hub_queue,rf_hub_queue,surf_hub_queue,OBJ_HUBQUEUEWORKBENCHPROJECTION,Hub queue,clinical_sensitive,contextual,hub_desk,coordination,governed_preview,bounded_detail,summary_only,masked_scope_and_refs_only,masked_scope_and_refs_only,bounded_detail_with_scope,POL_WORKSPACE_MINIMUM_NECESSARY,summary_only_with_scope_envelope,,allowlisted_only,forbidden,hold_detail_and_keep_summary,phase-0-the-foundation-protocol.md#1.17B PreviewVisibilityContract; forensic-audit-findings.md#Finding 47 - Cross-organisation and support visibility boundaries were under-specified,Queue rows expose the minimum coordination detail and stay subordinate to patient-safe downstream truth.
CLS_SURFACE_SURF_OPERATIONS_BOARD,surface_projection,surf_operations_board,rf_operations_board,surf_operations_board,OBJ_OPSOVERVIEWCONTEXTFRAME,Operations board,operational_internal_non_phi,contextual,operations_control,operational_control,governed_preview,summary_only,summary_only,masked_scope_and_refs_only,masked_scope_and_refs_only,bounded_detail_with_scope,POL_OPS_AGGREGATE_DISCLOSURE,pivot_to_governance_investigation,,allowlisted_only,forbidden,not_applicable,phase-9-the-assurance-ledger.md; forensic-audit-findings.md#Finding 96 - The audit still under-specified operations-console trust and guardrail posture,Overview boards default to aggregate slice posture and do not hydrate subject payloads by convenience.
CLS_SURFACE_SURF_OPERATIONS_DRILLDOWN,surface_projection,surf_operations_drilldown,rf_operations_drilldown,surf_operations_drilldown,OBJ_AUDITQUERYSESSION,Operations investigation and intervention drill-down,audit_investigation_restricted,contextual,operations_control,operational_control,governed_preview,bounded_detail,governed_inline_masked,masked_scope_and_refs_only,masked_scope_and_refs_only,bounded_detail_with_scope,POL_INVESTIGATION_SCOPE_ENVELOPE,bounded_detail_with_scope_envelope,,allowlisted_only,forbidden,hold_detail_and_keep_summary,"phase-9-the-assurance-ledger.md#9C. Audit explorer, break-glass review, and support replay; forensic-audit-findings.md#Finding 102 - Operations diagnosis still lacked first-class continuity evidence",Operational drilldown becomes scope-bound investigation when it needs subject-level evidence.
CLS_SURFACE_SURF_PATIENT_APPOINTMENTS,surface_projection,surf_patient_appointments,rf_patient_appointments,surf_patient_appointments,OBJ_PATIENTAPPOINTMENTWORKSPACEPROJECTION,Appointments and manage,clinical_sensitive,contextual,patient_authenticated,authenticated_self_service,governed_preview,bounded_detail,governed_inline,descriptor_and_hash_only,diagnostic_refs_only,bounded_detail_with_scope,POL_PATIENT_ARTIFACT_GOVERNED,forbidden,,allowlisted_only,forbidden,hold_detail_and_keep_summary,patient-account-and-communications-blueprint.md#Request detail contract; platform-frontend-blueprint.md#ArtifactPresentationContract,"Appointment manage, reminder, and artifact posture remain subordinate to confirmation truth and artifact contracts."
CLS_SURFACE_SURF_PATIENT_EMBEDDED_SHELL,surface_projection,surf_patient_embedded_shell,rf_patient_embedded_channel,surf_patient_embedded_shell,OBJ_PATIENTEMBEDDEDSESSIONPROJECTION,Embedded patient shell reuse,clinical_sensitive,contextual,patient_embedded_authenticated,embedded_authenticated,governed_preview,bounded_detail,governed_inline_no_download,descriptor_and_hash_only,diagnostic_refs_only,bounded_detail_with_scope,POL_EMBEDDED_ARTIFACT_CHANNEL,forbidden,,allowlisted_only,forbidden,hold_detail_and_keep_summary,phase-7-inside-the-nhs-app.md; platform-frontend-blueprint.md#ArtifactPresentationContract,Embedded mode narrows artifact and URL posture even when the underlying authenticated patient route remains the same lineage.
CLS_SURFACE_SURF_PATIENT_HEALTH_RECORD,surface_projection,surf_patient_health_record,rf_patient_health_record,surf_patient_health_record,OBJ_PATIENTRECORDARTIFACTPROJECTION,Patient health record and documents,clinical_sensitive,yes,patient_authenticated,authenticated_self_service,governed_preview,bounded_detail,governed_download,descriptor_and_hash_only,diagnostic_refs_only,bounded_detail_with_scope,POL_PATIENT_ARTIFACT_GOVERNED,forbidden,,allowlisted_only,forbidden,hold_detail_and_keep_summary,platform-frontend-blueprint.md#ArtifactPresentationContract; patient-account-and-communications-blueprint.md,"Health-record routes distinguish summary, inline preview, download, and handoff rather than assuming one shared body payload."
CLS_SURFACE_SURF_PATIENT_HOME,surface_projection,surf_patient_home,rf_patient_home,surf_patient_home,OBJ_PATIENTPORTALENTRYPROJECTION,Patient home and spotlight,clinical_sensitive,contextual,patient_authenticated,authenticated_self_service,governed_preview,bounded_detail,summary_only,descriptor_and_hash_only,diagnostic_refs_only,bounded_detail_with_scope,POL_PATIENT_AUTH_SUMMARY,forbidden,,allowlisted_only,forbidden,hold_detail_and_keep_summary,patient-account-and-communications-blueprint.md#Patient home contract; forensic-audit-findings.md#Finding 97 - The audit still let patient-home actionability float above authoritative settlement,"Home cards, quiet-home states, and promoted previews stay preview-bound and may not over-reveal the destination route."
CLS_SURFACE_SURF_PATIENT_INTAKE_PHONE,surface_projection,surf_patient_intake_phone,rf_intake_telephony_capture,surf_patient_intake_phone,OBJ_SUBMISSIONENVELOPE,Telephony / IVR intake capture,clinical_sensitive,contextual,patient_public,public_status,masked_summary,summary_only,summary_only,descriptor_and_hash_only,diagnostic_refs_only,bounded_detail_with_scope,POL_PUBLIC_SAFE_PLACEHOLDER,forbidden,,allowlisted_only,forbidden,suppress_and_demote_cached_phi,phase-2-the-identity-and-echoes.md; patient-account-and-communications-blueprint.md#Patient audience coverage contract,Telephony capture is still public-status until continuation or verified uplift re-materializes the payload.
CLS_SURFACE_SURF_PATIENT_INTAKE_WEB,surface_projection,surf_patient_intake_web,rf_intake_self_service,surf_patient_intake_web,OBJ_SUBMISSIONENVELOPE,Patient intake entry,clinical_sensitive,contextual,patient_public,public_status,masked_summary,summary_only,summary_only,descriptor_and_hash_only,diagnostic_refs_only,bounded_detail_with_scope,POL_PUBLIC_SAFE_PLACEHOLDER,forbidden,,allowlisted_only,forbidden,suppress_and_demote_cached_phi,phase-0-the-foundation-protocol.md#1.1 SubmissionEnvelope; patient-account-and-communications-blueprint.md#Patient audience coverage contract,Anonymous intake remains public-safe until governed promotion or later identity uplift proves a richer row.
CLS_SURFACE_SURF_PATIENT_MESSAGES,surface_projection,surf_patient_messages,rf_patient_messages,surf_patient_messages,OBJ_CONVERSATIONTHREADPROJECTION,Messages and callback thread,clinical_sensitive,yes,patient_authenticated,authenticated_self_service,governed_preview,bounded_detail,summary_only,descriptor_and_hash_only,diagnostic_refs_only,bounded_detail_with_scope,POL_PATIENT_AUTH_SUMMARY,forbidden,,allowlisted_only,forbidden,hold_detail_and_keep_summary,patient-account-and-communications-blueprint.md; forensic-audit-findings.md#Finding 99 - Conversation state could still collapse local acknowledgement into final reassurance,"Thread snippets, message bodies, and acknowledgement states remain preview-safe and body-safe under separate contracts."
CLS_SURFACE_SURF_PATIENT_REQUESTS,surface_projection,surf_patient_requests,rf_patient_requests,surf_patient_requests,OBJ_PATIENTREQUESTSUMMARYPROJECTION,Request list and detail,clinical_sensitive,contextual,patient_authenticated,authenticated_self_service,governed_preview,bounded_detail,summary_only,descriptor_and_hash_only,diagnostic_refs_only,bounded_detail_with_scope,POL_PATIENT_AUTH_SUMMARY,forbidden,,allowlisted_only,forbidden,hold_detail_and_keep_summary,patient-account-and-communications-blueprint.md#Requests browsing contract; patient-account-and-communications-blueprint.md#Request detail contract,"Rows, detail, and downstream chips all bind to one lineage-safe summary grammar instead of sharing a broad payload."
CLS_SURFACE_SURF_PATIENT_SECURE_LINK_RECOVERY,surface_projection,surf_patient_secure_link_recovery,rf_patient_secure_link_recovery,surf_patient_secure_link_recovery,OBJ_PATIENTACTIONRECOVERYPROJECTION,Secure-link recovery and claim resume,patient_identifying,contextual,patient_grant_scoped,secure_link_recovery,masked_summary,summary_only,summary_only,descriptor_and_hash_only,diagnostic_refs_only,bounded_detail_with_scope,POL_GRANT_RECOVERY_BOUNDARY,forbidden,,allowlisted_only,forbidden,suppress_and_demote_cached_phi,patient-account-and-communications-blueprint.md#Patient audience coverage contract; phase-2-the-identity-and-echoes.md,Grant-scoped recovery is distinct from patient_public and patient_authenticated and remains scope-bound until revalidation.
CLS_SURFACE_SURF_PHARMACY_CONSOLE,surface_projection,surf_pharmacy_console,rf_pharmacy_console,surf_pharmacy_console,OBJ_PHARMACYCONSOLESHELL,Pharmacy Console case workbench,clinical_sensitive,yes,servicing_site,servicing_delivery,governed_preview,full_detail,governed_inline,masked_scope_and_refs_only,masked_scope_and_refs_only,bounded_detail_with_scope,POL_WORKSPACE_MINIMUM_NECESSARY,summary_only_with_scope_envelope,,allowlisted_only,forbidden,hold_detail_and_keep_summary,phase-0-the-foundation-protocol.md#1.17C MinimumNecessaryContract; platform-runtime-and-release-blueprint.md#Frontend and backend integration contract,"Pharmacy delivery views need full task detail, but still exclude raw proof stores and unsupported export widening."
CLS_SURFACE_SURF_PRACTICE_OPS_WORKSPACE,surface_projection,surf_practice_ops_workspace,rf_staff_workspace,surf_practice_ops_workspace,OBJ_WORKSPACEHOMEPROJECTION,Practice operations workspace,clinical_sensitive,contextual,origin_practice_operations,operational_execution,governed_preview,bounded_detail,summary_only,masked_scope_and_refs_only,masked_scope_and_refs_only,bounded_detail_with_scope,POL_WORKSPACE_MINIMUM_NECESSARY,summary_only_with_scope_envelope,,allowlisted_only,forbidden,hold_detail_and_keep_summary,staff-operations-and-support-blueprint.md; phase-0-the-foundation-protocol.md#1.17 VisibilityProjectionPolicy,Operational practice views favor bounded detail and posture over raw proof stores.
CLS_SURFACE_SURF_SUPPORT_ASSISTED_CAPTURE,surface_projection,surf_support_assisted_capture,rf_support_ticket_workspace,surf_support_assisted_capture,OBJ_SUPPORTACTIONWORKBENCHPROJECTION,Support-assisted capture and recovery,clinical_sensitive,contextual,support,support_recovery,governed_preview,bounded_detail,summary_only,masked_scope_and_refs_only,masked_scope_and_refs_only,masked_timeline,POL_SUPPORT_MASKED_REPLAY,pivot_to_governance_investigation,,allowlisted_only,forbidden,mask_timeline_and_revalidate_before_restore,staff-operations-and-support-blueprint.md; phase-0-the-foundation-protocol.md#1.1 SubmissionEnvelope,Support-assisted capture remains pre-submit or recovery-safe and does not authorize broad patient-history disclosure.
CLS_SURFACE_SURF_SUPPORT_REPLAY_OBSERVE,surface_projection,surf_support_replay_observe,rf_support_replay_observe,surf_support_replay_observe,OBJ_SUPPORTREPLAYSESSION,Support replay and observe,audit_investigation_restricted,contextual,support,support_recovery,governed_preview,bounded_detail,governed_inline_masked,masked_scope_and_refs_only,masked_scope_and_refs_only,masked_timeline,POL_SUPPORT_MASKED_REPLAY,pivot_to_governance_investigation,,allowlisted_only,forbidden,mask_timeline_and_revalidate_before_restore,"phase-9-the-assurance-ledger.md#9C. Audit explorer, break-glass review, and support replay; staff-operations-and-support-blueprint.md#3. Complex investigation and replay","Replay, diff, and observe stay mask-scope-bound and cannot silently reopen live controls or wider detail."
CLS_SURFACE_SURF_SUPPORT_TICKET_WORKSPACE,surface_projection,surf_support_ticket_workspace,rf_support_ticket_workspace,surf_support_ticket_workspace,OBJ_SUPPORTTICKETWORKSPACEPROJECTION,Support ticket workspace,clinical_sensitive,contextual,support,support_recovery,governed_preview,bounded_detail,governed_inline_masked,masked_scope_and_refs_only,masked_scope_and_refs_only,masked_timeline,POL_SUPPORT_MASKED_REPLAY,pivot_to_governance_investigation,,allowlisted_only,forbidden,mask_timeline_and_revalidate_before_restore,staff-operations-and-support-blueprint.md#3. Complex investigation and replay; forensic-audit-findings.md#Finding 100 - Support replay and observe return still had no authoritative restore gate,Support casework stays minimum-necessary and replay-safe; broader investigation detail requires a separate governance purpose row.
