task_order,task_id,task_kind,task_status,task_prompt_ref,task_title,phase_ref,milestone_id,milestone_title,milestone_class,baseline_scope,critical_path_state,merge_gate_ref
107,par_107,par,not_started,prompt/107.md,phase0 track Playwright or other appropriate tooling frontend build shared status strip case pulse and freshness chip components,phase_0,MS_P0_0E_VERIFICATION_SIMULATORS_AND_FRONTEND_CONTRACTS,"Phase 0E verification ladder, simulators, and frontend contract kernel",foundation,current,on_path,GATE_P0_PARALLEL_FOUNDATION_OPEN
108,par_108,par,not_started,prompt/108.md,phase0 track Playwright or other appropriate tooling frontend build selected anchor and return contract state manager,phase_0,MS_P0_0E_VERIFICATION_SIMULATORS_AND_FRONTEND_CONTRACTS,"Phase 0E verification ladder, simulators, and frontend contract kernel",foundation,current,on_path,GATE_P0_PARALLEL_FOUNDATION_OPEN
109,par_109,par,not_started,prompt/109.md,phase0 track Playwright or other appropriate tooling frontend build artifact presentation preview export download and outbound navigation shell,phase_0,MS_P0_0E_VERIFICATION_SIMULATORS_AND_FRONTEND_CONTRACTS,"Phase 0E verification ladder, simulators, and frontend contract kernel",foundation,current,on_path,GATE_P0_PARALLEL_FOUNDATION_OPEN
110,par_110,par,not_started,prompt/110.md,phase0 track Playwright or other appropriate tooling frontend build shared loading empty error and recovery postures,phase_0,MS_P0_0E_VERIFICATION_SIMULATORS_AND_FRONTEND_CONTRACTS,"Phase 0E verification ladder, simulators, and frontend contract kernel",foundation,current,on_path,GATE_P0_PARALLEL_FOUNDATION_OPEN
111,par_111,par,not_started,prompt/111.md,phase0 track Playwright or other appropriate tooling frontend build accessibility semantic coverage and focus management harness,phase_0,MS_P0_0E_VERIFICATION_SIMULATORS_AND_FRONTEND_CONTRACTS,"Phase 0E verification ladder, simulators, and frontend contract kernel",foundation,current,on_path,GATE_P0_PARALLEL_FOUNDATION_OPEN
112,par_112,par,not_started,prompt/112.md,phase0 track Playwright or other appropriate tooling frontend build route guard and feature flag plumbing,phase_0,MS_P0_0E_VERIFICATION_SIMULATORS_AND_FRONTEND_CONTRACTS,"Phase 0E verification ladder, simulators, and frontend contract kernel",foundation,current,on_path,GATE_P0_PARALLEL_FOUNDATION_OPEN
113,par_113,par,not_started,prompt/113.md,phase0 track Playwright or other appropriate tooling frontend build frontend contract manifest codegen and runtime validation,phase_0,MS_P0_0E_VERIFICATION_SIMULATORS_AND_FRONTEND_CONTRACTS,"Phase 0E verification ladder, simulators, and frontend contract kernel",foundation,current,on_path,GATE_P0_PARALLEL_FOUNDATION_OPEN
114,par_114,par,not_started,prompt/114.md,phase0 track Playwright or other appropriate tooling frontend build automation anchor and ui telemetry vocab layer,phase_0,MS_P0_0E_VERIFICATION_SIMULATORS_AND_FRONTEND_CONTRACTS,"Phase 0E verification ladder, simulators, and frontend contract kernel",foundation,current,on_path,GATE_P0_PARALLEL_FOUNDATION_OPEN
115,par_115,par,not_started,prompt/115.md,phase0 track Playwright or other appropriate tooling frontend build patient shell seed routes and mock projections,phase_0,MS_P0_0F_SEED_SHELLS_AND_SYNTHETIC_FLOW,"Phase 0F seed shells, audience bindings, and synthetic flow integration",foundation,current,on_path,GATE_P0_0F_TO_0G
116,par_116,par,not_started,prompt/116.md,phase0 track Playwright or other appropriate tooling frontend build staff shell seed routes and mock projections,phase_0,MS_P0_0F_SEED_SHELLS_AND_SYNTHETIC_FLOW,"Phase 0F seed shells, audience bindings, and synthetic flow integration",foundation,current,on_path,GATE_P0_0F_TO_0G
117,par_117,par,not_started,prompt/117.md,phase0 track Playwright or other appropriate tooling frontend build ops shell seed routes and mock projections,phase_0,MS_P0_0F_SEED_SHELLS_AND_SYNTHETIC_FLOW,"Phase 0F seed shells, audience bindings, and synthetic flow integration",foundation,current,on_path,GATE_P0_0F_TO_0G
118,par_118,par,not_started,prompt/118.md,phase0 track Playwright or other appropriate tooling frontend build hub shell seed routes and mock projections,phase_0,MS_P0_0F_SEED_SHELLS_AND_SYNTHETIC_FLOW,"Phase 0F seed shells, audience bindings, and synthetic flow integration",foundation,current,on_path,GATE_P0_0F_TO_0G
119,par_119,par,not_started,prompt/119.md,phase0 track Playwright or other appropriate tooling frontend build governance shell seed routes and mock projections,phase_0,MS_P0_0F_SEED_SHELLS_AND_SYNTHETIC_FLOW,"Phase 0F seed shells, audience bindings, and synthetic flow integration",foundation,current,on_path,GATE_P0_0F_TO_0G
120,par_120,par,not_started,prompt/120.md,phase0 track Playwright or other appropriate tooling frontend build pharmacy shell seed routes and mock projections,phase_0,MS_P0_0F_SEED_SHELLS_AND_SYNTHETIC_FLOW,"Phase 0F seed shells, audience bindings, and synthetic flow integration",foundation,current,on_path,GATE_P0_0F_TO_0G
121,par_121,par,not_started,prompt/121.md,phase0 track assurance start dcb0129 hazard log and safety case structure,phase_0,MS_P0_0G_DCB0129_SAFETY_CASE,Phase 0G DCB0129 safety case and hazard-log lane,dependency_readiness,current,on_path,GATE_P0_LONG_LEAD_ASSURANCE_MERGE
122,par_122,par,not_started,prompt/122.md,phase0 track assurance start dspt gap assessment and evidence plan,phase_0,MS_P0_0G_DSPT_READINESS,Phase 0G DSPT readiness lane,dependency_readiness,current,on_path,GATE_P0_LONG_LEAD_ASSURANCE_MERGE
123,par_123,par,not_started,prompt/123.md,phase0 track assurance start im1 prerequisite and scal readiness pack,phase_0,MS_P0_0G_IM1_SCAL_ASSURANCE,Phase 0G IM1 and SCAL readiness lane,dependency_readiness,current,on_path,GATE_P0_LONG_LEAD_ASSURANCE_MERGE
124,par_124,par,not_started,prompt/124.md,phase0 track assurance start nhs login onboarding evidence pack,phase_0,MS_P0_0G_NHS_LOGIN_ONBOARDING_EVIDENCE,Phase 0G NHS login onboarding evidence lane,dependency_readiness,current,on_path,GATE_P0_LONG_LEAD_ASSURANCE_MERGE
125,par_125,par,not_started,prompt/125.md,phase0 track assurance define clinical risk review cadence and signoff matrix,phase_0,MS_P0_0G_CLINICAL_AND_PRIVACY_REVIEW_CADENCE,Phase 0G clinical review cadence and DPIA backlog,assurance_gate,current,on_path,GATE_P0_LONG_LEAD_ASSURANCE_MERGE
126,par_126,par,not_started,prompt/126.md,phase0 track assurance define privacy threat model and dpia backlog,phase_0,MS_P0_0G_CLINICAL_AND_PRIVACY_REVIEW_CADENCE,Phase 0G clinical review cadence and DPIA backlog,assurance_gate,current,on_path,GATE_P0_LONG_LEAD_ASSURANCE_MERGE
127,seq_127,seq,not_started,prompt/127.md,phase0 merge Playwright or other appropriate tooling integrate domain kernel runtime and shell manifests,phase_0,MS_P0_0F_SEED_SHELLS_AND_SYNTHETIC_FLOW,"Phase 0F seed shells, audience bindings, and synthetic flow integration",foundation,current,on_path,GATE_P0_0F_TO_0G
128,seq_128,seq,not_started,prompt/128.md,phase0 merge seed synthetic reference flow through api gateway command api and projection worker,phase_0,MS_P0_0F_SEED_SHELLS_AND_SYNTHETIC_FLOW,"Phase 0F seed shells, audience bindings, and synthetic flow integration",foundation,current,on_path,GATE_P0_0F_TO_0G
129,seq_129,seq,not_started,prompt/129.md,phase0 merge validate adapter simulators and seeded external contracts,phase_0,MS_P0_0F_SEED_SHELLS_AND_SYNTHETIC_FLOW,"Phase 0F seed shells, audience bindings, and synthetic flow integration",foundation,current,on_path,GATE_P0_0F_TO_0G
130,seq_130,seq,not_started,prompt/130.md,phase0 merge Playwright or other appropriate tooling finalize audience surface runtime bindings and publication parity,phase_0,MS_P0_0F_SEED_SHELLS_AND_SYNTHETIC_FLOW,"Phase 0F seed shells, audience bindings, and synthetic flow integration",foundation,current,on_path,GATE_P0_0F_TO_0G
131,seq_131,seq,not_started,prompt/131.md,phase0 merge finalize release candidate freeze and environment compatibility evidence,phase_0,MS_P0_0F_SEED_SHELLS_AND_SYNTHETIC_FLOW,"Phase 0F seed shells, audience bindings, and synthetic flow integration",foundation,current,on_path,GATE_P0_0F_TO_0G
132,seq_132,seq,not_started,prompt/132.md,phase0 merge finalize phase0 exit artifacts and happy unhappy path demonstration,phase_0,MS_P0_0G_EXIT_PROOF_AND_FOUNDATION_SIGNOFF,"Phase 0G observability, security, and foundation exit proof",release_gate,current,on_path,GATE_P0_EXIT
133,seq_133,seq,not_started,prompt/133.md,phase0 Playwright or other appropriate tooling testing run domain transition and event schema compatibility suites,phase_0,MS_P0_0G_EXIT_PROOF_AND_FOUNDATION_SIGNOFF,"Phase 0G observability, security, and foundation exit proof",release_gate,current,on_path,GATE_P0_EXIT
134,seq_134,seq,not_started,prompt/134.md,phase0 Playwright or other appropriate tooling testing run route intent projection freshness and scoped mutation gate suites,phase_0,MS_P0_0G_EXIT_PROOF_AND_FOUNDATION_SIGNOFF,"Phase 0G observability, security, and foundation exit proof",release_gate,current,on_path,GATE_P0_EXIT
135,seq_135,seq,not_started,prompt/135.md,phase0 Playwright or other appropriate tooling testing run adapter replay duplicate cluster quarantine and fallback review suites,phase_0,MS_P0_0G_EXIT_PROOF_AND_FOUNDATION_SIGNOFF,"Phase 0G observability, security, and foundation exit proof",release_gate,current,on_path,GATE_P0_EXIT
136,seq_136,seq,not_started,prompt/136.md,phase0 Playwright or other appropriate tooling testing run shell accessibility preview environment and smoke suites,phase_0,MS_P0_0G_EXIT_PROOF_AND_FOUNDATION_SIGNOFF,"Phase 0G observability, security, and foundation exit proof",release_gate,current,on_path,GATE_P0_EXIT
137,seq_137,seq,not_started,prompt/137.md,phase0 Playwright or other appropriate tooling testing run backup restore release freeze and non production canary rehearsals,phase_0,MS_P0_0G_EXIT_PROOF_AND_FOUNDATION_SIGNOFF,"Phase 0G observability, security, and foundation exit proof",release_gate,current,on_path,GATE_P0_EXIT
138,seq_138,seq,not_started,prompt/138.md,phase0 exit gate approve foundation protocol completion,phase_0,MS_P0_0G_EXIT_PROOF_AND_FOUNDATION_SIGNOFF,"Phase 0G observability, security, and foundation exit proof",release_gate,current,on_path,GATE_P0_EXIT
139,seq_139,seq,not_started,prompt/139.md,phase1 freeze web intake journey contract and submission schema lock,phase_1,MS_P1_DEFINITION_AND_ENTRY,Phase 1 contract freeze and intake entry gate,phase_delivery,current,on_path,GATE_P1_PARALLEL_MERGE
140,seq_140,seq,not_started,prompt/140.md,phase1 define request type taxonomy and questionnaire decision tables,phase_1,MS_P1_DEFINITION_AND_ENTRY,Phase 1 contract freeze and intake entry gate,phase_delivery,current,on_path,GATE_P1_PARALLEL_MERGE
141,seq_141,seq,not_started,prompt/141.md,phase1 define attachment acceptance rules classification and quarantine contracts,phase_1,MS_P1_DEFINITION_AND_ENTRY,Phase 1 contract freeze and intake entry gate,phase_delivery,current,on_path,GATE_P1_PARALLEL_MERGE
142,seq_142,seq,not_started,prompt/142.md,phase1 define red flag rulebook and urgent diversion copy,phase_1,MS_P1_DEFINITION_AND_ENTRY,Phase 1 contract freeze and intake entry gate,phase_delivery,current,on_path,GATE_P1_PARALLEL_MERGE
143,seq_143,seq,not_started,prompt/143.md,phase1 open parallel intake tracks gate,phase_1,MS_P1_DEFINITION_AND_ENTRY,Phase 1 contract freeze and intake entry gate,phase_delivery,current,on_path,GATE_P1_PARALLEL_MERGE
144,par_144,par,not_started,prompt/144.md,phase1 track backend build draft session lease and autosave api,phase_1,MS_P1_PARALLEL_INTAKE_IMPLEMENTATION,Phase 1 parallel intake implementation,phase_delivery,current,on_path,GATE_P1_PARALLEL_MERGE
145,par_145,par,not_started,prompt/145.md,phase1 track backend build submission envelope validation and required field rules,phase_1,MS_P1_PARALLEL_INTAKE_IMPLEMENTATION,Phase 1 parallel intake implementation,phase_delivery,current,on_path,GATE_P1_PARALLEL_MERGE
146,par_146,par,not_started,prompt/146.md,phase1 track backend build attachment upload scan quarantine and document reference pipeline,phase_1,MS_P1_PARALLEL_INTAKE_IMPLEMENTATION,Phase 1 parallel intake implementation,phase_delivery,current,on_path,GATE_P1_PARALLEL_MERGE
147,par_147,par,not_started,prompt/147.md,phase1 track backend build contact preference capture and masked storage,phase_1,MS_P1_PARALLEL_INTAKE_IMPLEMENTATION,Phase 1 parallel intake implementation,phase_delivery,current,on_path,GATE_P1_PARALLEL_MERGE
148,par_148,par,not_started,prompt/148.md,phase1 track backend build submission snapshot freeze and promotion transaction,phase_1,MS_P1_PARALLEL_INTAKE_IMPLEMENTATION,Phase 1 parallel intake implementation,phase_delivery,current,on_path,GATE_P1_PARALLEL_MERGE
149,par_149,par,not_started,prompt/149.md,phase1 track backend build free text normalization into canonical request shape,phase_1,MS_P1_PARALLEL_INTAKE_IMPLEMENTATION,Phase 1 parallel intake implementation,phase_delivery,current,on_path,GATE_P1_PARALLEL_MERGE
150,par_150,par,not_started,prompt/150.md,phase1 track backend build rule based synchronous safety engine,phase_1,MS_P1_PARALLEL_INTAKE_IMPLEMENTATION,Phase 1 parallel intake implementation,phase_delivery,current,on_path,GATE_P1_PARALLEL_MERGE
151,par_151,par,not_started,prompt/151.md,phase1 track backend build urgent diversion settlement and receipt grammar,phase_1,MS_P1_PARALLEL_INTAKE_IMPLEMENTATION,Phase 1 parallel intake implementation,phase_delivery,current,on_path,GATE_P1_PARALLEL_MERGE
152,par_152,par,not_started,prompt/152.md,phase1 track backend build triage task creation eta engine and minimal status tracking,phase_1,MS_P1_PARALLEL_INTAKE_IMPLEMENTATION,Phase 1 parallel intake implementation,phase_delivery,current,on_path,GATE_P1_PARALLEL_MERGE
153,par_153,par,not_started,prompt/153.md,phase1 track backend build confirmation notification dispatch and observability,phase_1,MS_P1_PARALLEL_INTAKE_IMPLEMENTATION,Phase 1 parallel intake implementation,phase_delivery,current,on_path,GATE_P1_PARALLEL_MERGE
154,par_154,par,not_started,prompt/154.md,phase1 track backend build promoted draft token supersession and resume blocking,phase_1,MS_P1_PARALLEL_INTAKE_IMPLEMENTATION,Phase 1 parallel intake implementation,phase_delivery,current,on_path,GATE_P1_PARALLEL_MERGE
155,par_155,par,not_started,prompt/155.md,phase1 track Playwright or other appropriate tooling frontend build patient intake mission frame,phase_1,MS_P1_PARALLEL_INTAKE_IMPLEMENTATION,Phase 1 parallel intake implementation,phase_delivery,current,on_path,GATE_P1_PARALLEL_MERGE
156,par_156,par,not_started,prompt/156.md,phase1 track Playwright or other appropriate tooling frontend build request type selection and progressive question flow,phase_1,MS_P1_PARALLEL_INTAKE_IMPLEMENTATION,Phase 1 parallel intake implementation,phase_delivery,current,on_path,GATE_P1_PARALLEL_MERGE
157,par_157,par,not_started,prompt/157.md,phase1 track Playwright or other appropriate tooling frontend build quiet autosave status strip and resume states,phase_1,MS_P1_PARALLEL_INTAKE_IMPLEMENTATION,Phase 1 parallel intake implementation,phase_delivery,current,on_path,GATE_P1_PARALLEL_MERGE
158,par_158,par,not_started,prompt/158.md,phase1 track Playwright or other appropriate tooling frontend build file upload evidence states and error recovery,phase_1,MS_P1_PARALLEL_INTAKE_IMPLEMENTATION,Phase 1 parallel intake implementation,phase_delivery,current,on_path,GATE_P1_PARALLEL_MERGE
159,par_159,par,not_started,prompt/159.md,phase1 track Playwright or other appropriate tooling frontend build contact preference editor and confirmation copy,phase_1,MS_P1_PARALLEL_INTAKE_IMPLEMENTATION,Phase 1 parallel intake implementation,phase_delivery,current,on_path,GATE_P1_PARALLEL_MERGE
160,par_160,par,not_started,prompt/160.md,phase1 track Playwright or other appropriate tooling frontend build same shell urgent diversion surface,phase_1,MS_P1_PARALLEL_INTAKE_IMPLEMENTATION,Phase 1 parallel intake implementation,phase_delivery,current,on_path,GATE_P1_PARALLEL_MERGE
161,par_161,par,not_started,prompt/161.md,phase1 track Playwright or other appropriate tooling frontend build same shell receipt and eta surface,phase_1,MS_P1_PARALLEL_INTAKE_IMPLEMENTATION,Phase 1 parallel intake implementation,phase_delivery,current,on_path,GATE_P1_PARALLEL_MERGE
162,par_162,par,not_started,prompt/162.md,phase1 track Playwright or other appropriate tooling frontend build minimal track my request page,phase_1,MS_P1_PARALLEL_INTAKE_IMPLEMENTATION,Phase 1 parallel intake implementation,phase_delivery,current,on_path,GATE_P1_PARALLEL_MERGE
163,par_163,par,not_started,prompt/163.md,phase1 track Playwright or other appropriate tooling frontend build sign in uplift refresh and resume postures,phase_1,MS_P1_PARALLEL_INTAKE_IMPLEMENTATION,Phase 1 parallel intake implementation,phase_delivery,current,on_path,GATE_P1_PARALLEL_MERGE
164,seq_164,seq,not_started,prompt/164.md,phase1 merge Playwright or other appropriate tooling integrate intake backend with patient shell and notification worker,phase_1,MS_P1_MERGE_AND_PROOF,"Phase 1 merge, resilience proof, and end-to-end evidence",phase_delivery,current,on_path,GATE_P1_EXIT
165,seq_165,seq,not_started,prompt/165.md,phase1 Playwright or other appropriate tooling testing run red flag decision table and malicious upload suites,phase_1,MS_P1_MERGE_AND_PROOF,"Phase 1 merge, resilience proof, and end-to-end evidence",phase_delivery,current,on_path,GATE_P1_EXIT
166,seq_166,seq,not_started,prompt/166.md,phase1 Playwright or other appropriate tooling testing run duplicate submit refresh replay and collision review suites,phase_1,MS_P1_MERGE_AND_PROOF,"Phase 1 merge, resilience proof, and end-to-end evidence",phase_delivery,current,on_path,GATE_P1_EXIT
167,seq_167,seq,not_started,prompt/167.md,phase1 Playwright or other appropriate tooling testing run end to end channel and accessibility regression suites,phase_1,MS_P1_MERGE_AND_PROOF,"Phase 1 merge, resilience proof, and end-to-end evidence",phase_delivery,current,on_path,GATE_P1_EXIT
168,seq_168,seq,not_started,prompt/168.md,phase1 Playwright or other appropriate tooling testing run submission burst performance and resilience suites,phase_1,MS_P1_MERGE_AND_PROOF,"Phase 1 merge, resilience proof, and end-to-end evidence",phase_delivery,current,on_path,GATE_P1_EXIT
169,seq_169,seq,not_started,prompt/169.md,phase1 exit gate approve red flag gate completion,phase_1,MS_P1_EXIT_GATE,Phase 1 red-flag gate exit approval,release_gate,current,on_path,GATE_P1_EXIT
170,seq_170,seq,not_started,prompt/170.md,phase2 freeze trust contract capability gates and identity authority rules,phase_2,MS_P2_DEFINITION_AND_ENTRY,"Phase 2 trust, identity, and telephony contract freeze",phase_delivery,current,on_path,GATE_P2_PARALLEL_MERGE
171,seq_171,seq,not_started,prompt/171.md,phase2 freeze nhs login auth transaction and local session contracts,phase_2,MS_P2_DEFINITION_AND_ENTRY,"Phase 2 trust, identity, and telephony contract freeze",phase_delivery,current,on_path,GATE_P2_PARALLEL_MERGE
172,seq_172,seq,not_started,prompt/172.md,phase2 freeze patient linkage match model and optional pds enrichment seam,phase_2,MS_P2_DEFINITION_AND_ENTRY,"Phase 2 trust, identity, and telephony contract freeze",phase_delivery,current,on_path,GATE_P2_PARALLEL_MERGE
173,seq_173,seq,not_started,prompt/173.md,phase2 freeze telephony call session and evidence readiness contracts,phase_2,MS_P2_DEFINITION_AND_ENTRY,"Phase 2 trust, identity, and telephony contract freeze",phase_delivery,current,on_path,GATE_P2_PARALLEL_MERGE
174,seq_174,seq,not_started,prompt/174.md,phase2 open parallel identity and telephony tracks gate,phase_2,MS_P2_DEFINITION_AND_ENTRY,"Phase 2 trust, identity, and telephony contract freeze",phase_delivery,current,on_path,GATE_P2_PARALLEL_MERGE
175,par_175,par,not_started,prompt/175.md,phase2 track identity build auth bridge service with oidc transaction tracking,phase_2,MS_P2_PARALLEL_IDENTITY_AND_TELEPHONY,"Phase 2 identity, telephony, and signed-in patient implementation",phase_delivery,current,on_path,GATE_P2_PARALLEL_MERGE
176,par_176,par,not_started,prompt/176.md,phase2 track identity build session governor for session establishment rotation and logout,phase_2,MS_P2_PARALLEL_IDENTITY_AND_TELEPHONY,"Phase 2 identity, telephony, and signed-in patient implementation",phase_delivery,current,on_path,GATE_P2_PARALLEL_MERGE
177,par_177,par,not_started,prompt/177.md,phase2 track identity build identity evidence vault for raw claim and telephony identifier storage,phase_2,MS_P2_PARALLEL_IDENTITY_AND_TELEPHONY,"Phase 2 identity, telephony, and signed-in patient implementation",phase_delivery,current,on_path,GATE_P2_PARALLEL_MERGE
178,par_178,par,not_started,prompt/178.md,phase2 track identity build patient linker and match confidence pipeline,phase_2,MS_P2_PARALLEL_IDENTITY_AND_TELEPHONY,"Phase 2 identity, telephony, and signed-in patient implementation",phase_delivery,current,on_path,GATE_P2_PARALLEL_MERGE
179,par_179,par,not_started,prompt/179.md,phase2 track identity build identity binding authority append only decision engine,phase_2,MS_P2_PARALLEL_IDENTITY_AND_TELEPHONY,"Phase 2 identity, telephony, and signed-in patient implementation",phase_delivery,current,on_path,GATE_P2_PARALLEL_MERGE
180,par_180,par,not_started,prompt/180.md,phase2 track identity build capability decision engine and scope envelope rules,phase_2,MS_P2_PARALLEL_IDENTITY_AND_TELEPHONY,"Phase 2 identity, telephony, and signed-in patient implementation",phase_delivery,current,on_path,GATE_P2_PARALLEL_MERGE
181,par_181,par,not_started,prompt/181.md,phase2 track identity build request claim redemption and access grant supersession workflows,phase_2,MS_P2_PARALLEL_IDENTITY_AND_TELEPHONY,"Phase 2 identity, telephony, and signed-in patient implementation",phase_delivery,current,on_path,GATE_P2_PARALLEL_MERGE
182,par_182,par,not_started,prompt/182.md,phase2 track identity build wrong patient identity repair signal freeze and release chain,phase_2,MS_P2_PARALLEL_IDENTITY_AND_TELEPHONY,"Phase 2 identity, telephony, and signed-in patient implementation",phase_delivery,current,on_path,GATE_P2_PARALLEL_MERGE
183,par_183,par,not_started,prompt/183.md,phase2 track identity build optional pds adapter and feature flagged enrichment flow,phase_2,MS_P2_PARALLEL_IDENTITY_AND_TELEPHONY,"Phase 2 identity, telephony, and signed-in patient implementation",phase_delivery,current,on_path,GATE_P2_PARALLEL_MERGE
184,par_184,par,not_started,prompt/184.md,phase2 track identity build signed in request ownership and patient ref derivation rules,phase_2,MS_P2_PARALLEL_IDENTITY_AND_TELEPHONY,"Phase 2 identity, telephony, and signed-in patient implementation",phase_delivery,current,on_path,GATE_P2_PARALLEL_MERGE
185,par_185,par,not_started,prompt/185.md,phase2 track identity build authenticated portal projection and status access controls,phase_2,MS_P2_PARALLEL_IDENTITY_AND_TELEPHONY,"Phase 2 identity, telephony, and signed-in patient implementation",phase_delivery,current,on_path,GATE_P2_PARALLEL_MERGE
186,par_186,par,not_started,prompt/186.md,phase2 track identity build audit and masking for identity events and claims,phase_2,MS_P2_PARALLEL_IDENTITY_AND_TELEPHONY,"Phase 2 identity, telephony, and signed-in patient implementation",phase_delivery,current,on_path,GATE_P2_PARALLEL_MERGE
187,par_187,par,not_started,prompt/187.md,phase2 track telephony build telephony edge and webhook ingestion service,phase_2,MS_P2_PARALLEL_IDENTITY_AND_TELEPHONY,"Phase 2 identity, telephony, and signed-in patient implementation",phase_delivery,current,on_path,GATE_P2_PARALLEL_MERGE
188,par_188,par,not_started,prompt/188.md,phase2 track telephony build call session state machine and menu selection capture,phase_2,MS_P2_PARALLEL_IDENTITY_AND_TELEPHONY,"Phase 2 identity, telephony, and signed-in patient implementation",phase_delivery,current,on_path,GATE_P2_PARALLEL_MERGE
189,par_189,par,not_started,prompt/189.md,phase2 track telephony build caller verification and captured identifier pipeline,phase_2,MS_P2_PARALLEL_IDENTITY_AND_TELEPHONY,"Phase 2 identity, telephony, and signed-in patient implementation",phase_delivery,current,on_path,GATE_P2_PARALLEL_MERGE
190,par_190,par,not_started,prompt/190.md,phase2 track telephony build recording fetch worker and audio quarantine storage,phase_2,MS_P2_PARALLEL_IDENTITY_AND_TELEPHONY,"Phase 2 identity, telephony, and signed-in patient implementation",phase_delivery,current,on_path,GATE_P2_PARALLEL_MERGE
191,par_191,par,not_started,prompt/191.md,phase2 track telephony build transcript readiness fact extraction and evidence readiness assessments,phase_2,MS_P2_PARALLEL_IDENTITY_AND_TELEPHONY,"Phase 2 identity, telephony, and signed-in patient implementation",phase_delivery,current,on_path,GATE_P2_PARALLEL_MERGE
192,par_192,par,not_started,prompt/192.md,phase2 track telephony build seeded vs challenge sms continuation access grants,phase_2,MS_P2_PARALLEL_IDENTITY_AND_TELEPHONY,"Phase 2 identity, telephony, and signed-in patient implementation",phase_delivery,current,on_path,GATE_P2_PARALLEL_MERGE
193,par_193,par,not_started,prompt/193.md,phase2 track telephony build one pipeline convergence into canonical submission promotion,phase_2,MS_P2_PARALLEL_IDENTITY_AND_TELEPHONY,"Phase 2 identity, telephony, and signed-in patient implementation",phase_delivery,current,on_path,GATE_P2_PARALLEL_MERGE
194,par_194,par,not_started,prompt/194.md,phase2 track telephony build duplicate attachment and resafety trigger handling for phone followups,phase_2,MS_P2_PARALLEL_IDENTITY_AND_TELEPHONY,"Phase 2 identity, telephony, and signed-in patient implementation",phase_delivery,current,on_path,GATE_P2_PARALLEL_MERGE
195,par_195,par,not_started,prompt/195.md,phase2 track Playwright or other appropriate tooling frontend build real sign in callback and signed out recovery experience,phase_2,MS_P2_PARALLEL_IDENTITY_AND_TELEPHONY,"Phase 2 identity, telephony, and signed-in patient implementation",phase_delivery,current,on_path,GATE_P2_PARALLEL_MERGE
196,par_196,par,not_started,prompt/196.md,phase2 track Playwright or other appropriate tooling frontend build authenticated patient home and status tracker uplift,phase_2,MS_P2_PARALLEL_IDENTITY_AND_TELEPHONY,"Phase 2 identity, telephony, and signed-in patient implementation",phase_delivery,current,on_path,GATE_P2_PARALLEL_MERGE
197,par_197,par,not_started,prompt/197.md,phase2 track Playwright or other appropriate tooling frontend build request claim resume and identity hold postures,phase_2,MS_P2_PARALLEL_IDENTITY_AND_TELEPHONY,"Phase 2 identity, telephony, and signed-in patient implementation",phase_delivery,current,on_path,GATE_P2_PARALLEL_MERGE
198,par_198,par,not_started,prompt/198.md,phase2 track Playwright or other appropriate tooling frontend build mobile sms continuation flow for callers,phase_2,MS_P2_PARALLEL_IDENTITY_AND_TELEPHONY,"Phase 2 identity, telephony, and signed-in patient implementation",phase_delivery,current,on_path,GATE_P2_PARALLEL_MERGE
199,par_199,par,not_started,prompt/199.md,phase2 track Playwright or other appropriate tooling frontend build signed in request creation and saved context restore,phase_2,MS_P2_PARALLEL_IDENTITY_AND_TELEPHONY,"Phase 2 identity, telephony, and signed-in patient implementation",phase_delivery,current,on_path,GATE_P2_PARALLEL_MERGE
200,par_200,par,not_started,prompt/200.md,phase2 track Playwright or other appropriate tooling frontend build contact claim visibility and preference separation ui,phase_2,MS_P2_PARALLEL_IDENTITY_AND_TELEPHONY,"Phase 2 identity, telephony, and signed-in patient implementation",phase_delivery,current,on_path,GATE_P2_PARALLEL_MERGE
201,par_201,par,not_started,prompt/201.md,phase2 track Playwright or other appropriate tooling frontend build cross channel receipt and status parity surfaces,phase_2,MS_P2_PARALLEL_IDENTITY_AND_TELEPHONY,"Phase 2 identity, telephony, and signed-in patient implementation",phase_delivery,current,on_path,GATE_P2_PARALLEL_MERGE
202,seq_202,seq,not_started,prompt/202.md,phase2 use Playwright or other appropriate tooling browser automation to configure nhs login redirects scopes and test users,phase_2,MS_P2_EXTERNAL_CONFIG,Phase 2 partner and webhook configuration,dependency_readiness,current,on_path,GATE_P2_EXIT
203,seq_203,seq,not_started,prompt/203.md,phase2 use Playwright or other appropriate tooling browser automation to configure telephony sms and email webhook settings,phase_2,MS_P2_EXTERNAL_CONFIG,Phase 2 partner and webhook configuration,dependency_readiness,current,on_path,GATE_P2_EXIT
204,seq_204,seq,not_started,prompt/204.md,phase2 Playwright or other appropriate tooling testing run auth replay session expiry identity mismatch and logout suites,phase_2,MS_P2_PROOF_AND_REGRESSION,Phase 2 proof and regression suites,phase_delivery,current,on_path,GATE_P2_EXIT
205,seq_205,seq,not_started,prompt/205.md,phase2 Playwright or other appropriate tooling testing run ivr webhook audio integrity and continuation access grant suites,phase_2,MS_P2_PROOF_AND_REGRESSION,Phase 2 proof and regression suites,phase_delivery,current,on_path,GATE_P2_EXIT
