account_or_secret_id,dependency_family,dependency_title,environment,record_class,current_lane,owner_role,backup_owner_role,creator_role,approver_role,storage_backend,distribution_method,rotation_policy,revocation_policy,audit_sink,exposure_constraints,allowed_usage_surfaces,manual_checkpoint_required,live_gate_refs,mock_equivalent_ref,origin_source,landing_zone,runtime_injection_path,dual_control_required,redaction_profile,risk_refs,source_refs,notes
PUB_NHS_LOGIN_SANDPIT_JWKS,identity_auth,NHS login identity rail,sandpit,public_key,actual_later,ROLE_IDENTITY_PARTNER_MANAGER,ROLE_SECURITY_LEAD,ROLE_PARTNER_ONBOARDING_LEAD,ROLE_INTEROPERABILITY_LEAD,partner_metadata_registry,approved_metadata_publish,quarterly_recertification_and_on_topology_change,remove_from_partner_registry_republish_runtime_metadata_append_audit,ExternalAccessLifecycleLedger,"Metadata may appear only as placeholder, hash, or approved identifier digest; never adjacent to live secret values.",browser_automation_dry_run; svc_identity_bridge; partner_onboarding_control_plane; redirect_and_key_inventory,yes,GATE_EXTERNAL_TO_FOUNDATION; LIVE_GATE_NHS_LOGIN_PARTNER_APPROVED; LIVE_GATE_REDIRECT_URI_REVIEW; LIVE_GATE_IDENTITY_SESSION_PARITY,PUB_NHS_LOGIN_SHARED_DEV_JWKS,provider_admin_console_or_partner_form,partner_metadata_review_queue,control_plane_metadata_publication,no,identifier_hash_or_placeholder,HZ_TELEPHONY_EVIDENCE_INADEQUACY; HZ_URGENT_DIVERSION_UNDER_OR_OVER_TRIAGE; RISK_EXT_NHS_LOGIN_DELAY; RISK_MUTATION_003; RISK_RUNTIME_001; HZ_WRONG_PATIENT_BINDING; RISK_MUTATION_002; RISK_STATE_001; RISK_STATE_002; RISK_STATE_003; RISK_STATE_005; RISK_STATE_004; RISK_OWNERSHIP_001; RISK_MUTATION_001,blueprint/phase-0-the-foundation-protocol.md#1.4D AuthTransaction; blueprint/phase-0-the-foundation-protocol.md#1.4G SessionEstablishmentDecision; blueprint/phase-2-the-identity-and-echoes.md#2B. NHS login bridge and local session engine; docs/external/21_integration_priority_and_execution_matrix.md#Scorecards And Secret Posture,Published sandpit JWKS metadata under redirect-review control.
ACC_NHS_LOGIN_INTEGRATION_CLIENT_REG,identity_auth,NHS login identity rail,integration,client_registration,actual_later,ROLE_IDENTITY_PARTNER_MANAGER,ROLE_SECURITY_LEAD,ROLE_PARTNER_ONBOARDING_LEAD,ROLE_INTEROPERABILITY_LEAD,partner_metadata_registry,approved_metadata_publish,quarterly_recertification_and_on_topology_change,remove_from_partner_registry_republish_runtime_metadata_append_audit,ExternalAccessLifecycleLedger,"Metadata may appear only as placeholder, hash, or approved identifier digest; never adjacent to live secret values.",browser_automation_dry_run; svc_identity_bridge; partner_onboarding_control_plane; redirect_and_key_inventory,yes,GATE_EXTERNAL_TO_FOUNDATION; LIVE_GATE_NHS_LOGIN_PARTNER_APPROVED; LIVE_GATE_REDIRECT_URI_REVIEW; LIVE_GATE_IDENTITY_SESSION_PARITY,ACC_NHS_LOGIN_CI_CLIENT_REG,provider_admin_console_or_partner_form,partner_metadata_review_queue,control_plane_metadata_publication,no,identifier_hash_or_placeholder,HZ_TELEPHONY_EVIDENCE_INADEQUACY; HZ_URGENT_DIVERSION_UNDER_OR_OVER_TRIAGE; RISK_EXT_NHS_LOGIN_DELAY; RISK_MUTATION_003; RISK_RUNTIME_001; HZ_WRONG_PATIENT_BINDING; RISK_MUTATION_002; RISK_STATE_001; RISK_STATE_002; RISK_STATE_003; RISK_STATE_005; RISK_STATE_004; RISK_OWNERSHIP_001; RISK_MUTATION_001,blueprint/phase-0-the-foundation-protocol.md#1.4D AuthTransaction; blueprint/phase-0-the-foundation-protocol.md#1.4G SessionEstablishmentDecision; blueprint/phase-2-the-identity-and-echoes.md#2B. NHS login bridge and local session engine; docs/external/21_integration_priority_and_execution_matrix.md#Scorecards And Secret Posture,Integration client registration metadata held under route-parity review.
SEC_NHS_LOGIN_INTEGRATION_CLIENT_SECRET,identity_auth,NHS login identity rail,integration,client_secret,actual_later,ROLE_IDENTITY_PARTNER_MANAGER,ROLE_SECURITY_LEAD,ROLE_PARTNER_ONBOARDING_LEAD,ROLE_INTEROPERABILITY_LEAD,shared_nonprod_vault,dual_control_capture_then_vault_ingest,every_90_days_or_provider_maximum,disable_at_provider_rotate_dependent_handles_republish_runtime_append_audit,ExternalAccessLifecycleLedger,"No markdown literals, no console echo, no trace/video capture, screenshots only after explicit redaction, runtime reference handles only.",browser_automation_dry_run; svc_identity_bridge; partner_onboarding_control_plane,yes,GATE_EXTERNAL_TO_FOUNDATION; LIVE_GATE_NHS_LOGIN_PARTNER_APPROVED; LIVE_GATE_REDIRECT_URI_REVIEW; LIVE_GATE_IDENTITY_SESSION_PARITY,KEY_NHS_LOGIN_CI_SIGNING,partner_portal_download_or_secure_operator_capture,partner_capture_quarantine,nonprod_workload_identity_fetch,yes,full_secret_mask_and_capture_block,HZ_TELEPHONY_EVIDENCE_INADEQUACY; HZ_URGENT_DIVERSION_UNDER_OR_OVER_TRIAGE; RISK_EXT_NHS_LOGIN_DELAY; RISK_MUTATION_003; RISK_RUNTIME_001; HZ_WRONG_PATIENT_BINDING; RISK_MUTATION_002; RISK_STATE_001; RISK_STATE_002; RISK_STATE_003; RISK_STATE_005; RISK_STATE_004; RISK_OWNERSHIP_001; RISK_MUTATION_001,blueprint/phase-0-the-foundation-protocol.md#1.4D AuthTransaction; blueprint/phase-0-the-foundation-protocol.md#1.4G SessionEstablishmentDecision; blueprint/phase-2-the-identity-and-echoes.md#2B. NHS login bridge and local session engine; docs/external/21_integration_priority_and_execution_matrix.md#Scorecards And Secret Posture,Integration client secret issued only after named approver and environment target exist.
KEY_NHS_LOGIN_PREPROD_PRIVATE_KEY,identity_auth,NHS login identity rail,preprod,private_key,actual_later,ROLE_IDENTITY_PARTNER_MANAGER,ROLE_SECURITY_LEAD,ROLE_PARTNER_ONBOARDING_LEAD,ROLE_INTEROPERABILITY_LEAD,nonprod_hsm_keyring,dual_control_capture_then_vault_ingest,every_90_days_or_on_environment_change,disable_at_provider_rotate_dependent_handles_republish_runtime_append_audit,ExternalAccessLifecycleLedger,"No markdown literals, no console echo, no trace/video capture, screenshots only after explicit redaction, runtime reference handles only.",browser_automation_dry_run; svc_identity_bridge; partner_onboarding_control_plane,yes,GATE_EXTERNAL_TO_FOUNDATION; LIVE_GATE_NHS_LOGIN_PARTNER_APPROVED; LIVE_GATE_REDIRECT_URI_REVIEW; LIVE_GATE_IDENTITY_SESSION_PARITY,KEY_NHS_LOGIN_LOCAL_SIGNING,partner_portal_download_or_secure_operator_capture,partner_capture_quarantine,preprod_workload_identity_fetch,yes,full_secret_mask_and_capture_block,HZ_TELEPHONY_EVIDENCE_INADEQUACY; HZ_URGENT_DIVERSION_UNDER_OR_OVER_TRIAGE; RISK_EXT_NHS_LOGIN_DELAY; RISK_MUTATION_003; RISK_RUNTIME_001; HZ_WRONG_PATIENT_BINDING; RISK_MUTATION_002; RISK_STATE_001; RISK_STATE_002; RISK_STATE_003; RISK_STATE_005; RISK_STATE_004; RISK_OWNERSHIP_001; RISK_MUTATION_001,blueprint/phase-0-the-foundation-protocol.md#1.4D AuthTransaction; blueprint/phase-0-the-foundation-protocol.md#1.4G SessionEstablishmentDecision; blueprint/phase-2-the-identity-and-echoes.md#2B. NHS login bridge and local session engine; docs/external/21_integration_priority_and_execution_matrix.md#Scorecards And Secret Posture,Preprod identity key bound to publication parity and rollback evidence.
SEC_NHS_LOGIN_PRODUCTION_CLIENT_SECRET,identity_auth,NHS login identity rail,production,client_secret,actual_later,ROLE_IDENTITY_PARTNER_MANAGER,ROLE_SECURITY_LEAD,ROLE_PARTNER_ONBOARDING_LEAD,ROLE_INTEROPERABILITY_LEAD,production_vault,dual_control_capture_then_vault_ingest,dual_control_every_60_days_or_on_incident,disable_at_provider_rotate_dependent_handles_republish_runtime_append_audit,ExternalAccessLifecycleLedger,"No markdown literals, no console echo, no trace/video capture, screenshots only after explicit redaction, runtime reference handles only.",browser_automation_dry_run; svc_identity_bridge; partner_onboarding_control_plane,yes,GATE_EXTERNAL_TO_FOUNDATION; LIVE_GATE_NHS_LOGIN_PARTNER_APPROVED; LIVE_GATE_REDIRECT_URI_REVIEW; LIVE_GATE_IDENTITY_SESSION_PARITY,KEY_NHS_LOGIN_LOCAL_SIGNING,partner_portal_download_or_secure_operator_capture,partner_capture_quarantine,production_workload_identity_fetch,yes,full_secret_mask_and_capture_block,HZ_TELEPHONY_EVIDENCE_INADEQUACY; HZ_URGENT_DIVERSION_UNDER_OR_OVER_TRIAGE; RISK_EXT_NHS_LOGIN_DELAY; RISK_MUTATION_003; RISK_RUNTIME_001; HZ_WRONG_PATIENT_BINDING; RISK_MUTATION_002; RISK_STATE_001; RISK_STATE_002; RISK_STATE_003; RISK_STATE_005; RISK_STATE_004; RISK_OWNERSHIP_001; RISK_MUTATION_001,blueprint/phase-0-the-foundation-protocol.md#1.4D AuthTransaction; blueprint/phase-0-the-foundation-protocol.md#1.4G SessionEstablishmentDecision; blueprint/phase-2-the-identity-and-echoes.md#2B. NHS login bridge and local session engine; docs/external/21_integration_priority_and_execution_matrix.md#Scorecards And Secret Posture,Production secret requires dual control and incident-grade revocation proof.
KEY_NHS_LOGIN_PRODUCTION_PRIVATE_KEY,identity_auth,NHS login identity rail,production,private_key,actual_later,ROLE_IDENTITY_PARTNER_MANAGER,ROLE_SECURITY_LEAD,ROLE_PARTNER_ONBOARDING_LEAD,ROLE_INTEROPERABILITY_LEAD,production_hsm_keyring,dual_control_capture_then_vault_ingest,dual_control_every_60_days_or_on_redirect_or_certificate_change,disable_at_provider_rotate_dependent_handles_republish_runtime_append_audit,ExternalAccessLifecycleLedger,"No markdown literals, no console echo, no trace/video capture, screenshots only after explicit redaction, runtime reference handles only.",browser_automation_dry_run; svc_identity_bridge; partner_onboarding_control_plane,yes,GATE_EXTERNAL_TO_FOUNDATION; LIVE_GATE_NHS_LOGIN_PARTNER_APPROVED; LIVE_GATE_REDIRECT_URI_REVIEW; LIVE_GATE_IDENTITY_SESSION_PARITY,KEY_NHS_LOGIN_LOCAL_SIGNING,partner_portal_download_or_secure_operator_capture,partner_capture_quarantine,production_workload_identity_fetch,yes,full_secret_mask_and_capture_block,HZ_TELEPHONY_EVIDENCE_INADEQUACY; HZ_URGENT_DIVERSION_UNDER_OR_OVER_TRIAGE; RISK_EXT_NHS_LOGIN_DELAY; RISK_MUTATION_003; RISK_RUNTIME_001; HZ_WRONG_PATIENT_BINDING; RISK_MUTATION_002; RISK_STATE_001; RISK_STATE_002; RISK_STATE_003; RISK_STATE_005; RISK_STATE_004; RISK_OWNERSHIP_001; RISK_MUTATION_001,blueprint/phase-0-the-foundation-protocol.md#1.4D AuthTransaction; blueprint/phase-0-the-foundation-protocol.md#1.4G SessionEstablishmentDecision; blueprint/phase-2-the-identity-and-echoes.md#2B. NHS login bridge and local session engine; docs/external/21_integration_priority_and_execution_matrix.md#Scorecards And Secret Posture,Production private key lives only in the production HSM keyring.
ACC_SCAN_SHARED_DEV_PRINCIPAL,malware_scanning,Artifact scanning provider,shared_dev,service_principal,mock_now,ROLE_SECURITY_LEAD,ROLE_OPERATIONS_LEAD,ROLE_PARTNER_ONBOARDING_LEAD,ROLE_SECURITY_LEAD,shared_nonprod_vault,deterministic_seed_bootstrap,daily_shared_reset_or_on_contract_change,destroy_seed_material_reset_environment_append_mock_audit,MockCredentialSeedAudit,"No markdown literals, no console echo, no trace/video capture, screenshots only after explicit redaction, runtime reference handles only.",artifact_scan_simulator; svc_evidence_pipeline,no,GATE_EXTERNAL_TO_FOUNDATION; LIVE_GATE_TRANSCRIPT_SAFETY_REVIEW,,deterministic_seed_generator,seed_bootstrap_outside_repo,nonprod_workload_identity_fetch,no,full_secret_mask_and_capture_block,HZ_TELEPHONY_EVIDENCE_INADEQUACY; HZ_URGENT_DIVERSION_UNDER_OR_OVER_TRIAGE; RISK_EXT_COMMS_VENDOR_DELAY,data/analysis/external_dependencies.json#dep_malware_scanning_provider; data/analysis/provider_family_scorecards.json#telephony_voice_and_recording,Mock scanning project principal for quarantine workflow rehearsal.
DATA_SCAN_SHARED_DEV_SIGNATURE_PACK,malware_scanning,Artifact scanning provider,shared_dev,sandbox_dataset,mock_now,ROLE_SECURITY_LEAD,ROLE_OPERATIONS_LEAD,ROLE_PARTNER_ONBOARDING_LEAD,ROLE_SECURITY_LEAD,shared_nonprod_fixture_registry,deterministic_seed_bootstrap,daily_shared_reset_or_on_contract_change,destroy_seed_material_reset_environment_append_mock_audit,MockCredentialSeedAudit,Synthetic-only material; never mix with live partner outputs or live patient-like identifiers.,artifact_scan_simulator; svc_evidence_pipeline; seed_reset_job,no,GATE_EXTERNAL_TO_FOUNDATION; LIVE_GATE_TRANSCRIPT_SAFETY_REVIEW,,deterministic_seed_generator,seed_bootstrap_outside_repo,seed_fixture_sync_and_environment_reset,no,synthetic_only_render,HZ_TELEPHONY_EVIDENCE_INADEQUACY; HZ_URGENT_DIVERSION_UNDER_OR_OVER_TRIAGE; RISK_EXT_COMMS_VENDOR_DELAY,data/analysis/external_dependencies.json#dep_malware_scanning_provider; data/analysis/provider_family_scorecards.json#telephony_voice_and_recording,Synthetic malware-signature corpus and known-bad evidence pack.
KEY_MESH_SHARED_DEV_TRANSPORT_CERT,messaging_transport,Cross-organisation messaging transport,shared_dev,private_key,mock_now,ROLE_INTEROPERABILITY_LEAD,ROLE_SECURITY_LEAD,ROLE_PARTNER_ONBOARDING_LEAD,ROLE_OPERATIONS_LEAD,nonprod_hsm_keyring,deterministic_seed_bootstrap,daily_shared_reset_or_on_contract_change,destroy_seed_material_reset_environment_append_mock_audit,MockCredentialSeedAudit,"No markdown literals, no console echo, no trace/video capture, screenshots only after explicit redaction, runtime reference handles only.",mesh_simulator; svc_secure_message_adapter; ops_vendor_control_plane,no,GATE_EXTERNAL_TO_FOUNDATION; LIVE_GATE_CROSS_ORG_TRANSPORT_APPROVED,,deterministic_seed_generator,seed_bootstrap_outside_repo,nonprod_workload_identity_fetch,no,full_secret_mask_and_capture_block,HZ_TELEPHONY_EVIDENCE_INADEQUACY; HZ_DUPLICATE_SUPPRESSION_OR_MERGE; RISK_BOOKING_002; HZ_WRONG_PATIENT_BINDING; RISK_RECOVERY_001; RISK_BOOKING_001; RISK_EXT_MESH_DELAY; RISK_OWNERSHIP_003,data/analysis/external_dependencies.json#dep_cross_org_secure_messaging_mesh; data/analysis/external_dependencies.json#dep_origin_practice_ack_rail; data/analysis/external_dependencies.json#dep_pharmacy_urgent_return_professional_routes,Mock certificate material for authenticated transport tests.
ACC_MESH_SHARED_DEV_MAILBOX,messaging_transport,Cross-organisation messaging transport,shared_dev,mailbox_credential,mock_now,ROLE_INTEROPERABILITY_LEAD,ROLE_SECURITY_LEAD,ROLE_PARTNER_ONBOARDING_LEAD,ROLE_OPERATIONS_LEAD,shared_nonprod_vault,deterministic_seed_bootstrap,daily_shared_reset_or_on_contract_change,destroy_seed_material_reset_environment_append_mock_audit,MockCredentialSeedAudit,"No markdown literals, no console echo, no trace/video capture, screenshots only after explicit redaction, runtime reference handles only.",mesh_simulator; svc_secure_message_adapter; ops_vendor_control_plane,no,GATE_EXTERNAL_TO_FOUNDATION; LIVE_GATE_CROSS_ORG_TRANSPORT_APPROVED,,deterministic_seed_generator,seed_bootstrap_outside_repo,nonprod_workload_identity_fetch,no,full_secret_mask_and_capture_block,HZ_TELEPHONY_EVIDENCE_INADEQUACY; HZ_DUPLICATE_SUPPRESSION_OR_MERGE; RISK_BOOKING_002; HZ_WRONG_PATIENT_BINDING; RISK_RECOVERY_001; RISK_BOOKING_001; RISK_EXT_MESH_DELAY; RISK_OWNERSHIP_003,data/analysis/external_dependencies.json#dep_cross_org_secure_messaging_mesh; data/analysis/external_dependencies.json#dep_origin_practice_ack_rail; data/analysis/external_dependencies.json#dep_pharmacy_urgent_return_professional_routes,Shared-dev MESH-like mailbox credential for cross-org message replay rehearsal.
ACC_PRACTICE_ACK_INTEGRATION_MAILBOX,messaging_transport,Cross-organisation messaging transport,integration,mailbox_credential,actual_later,ROLE_INTEROPERABILITY_LEAD,ROLE_SECURITY_LEAD,ROLE_PARTNER_ONBOARDING_LEAD,ROLE_OPERATIONS_LEAD,shared_nonprod_vault,dual_control_capture_then_vault_ingest,every_90_days_or_provider_maximum,disable_at_provider_rotate_dependent_handles_republish_runtime_append_audit,ExternalAccessLifecycleLedger,"No markdown literals, no console echo, no trace/video capture, screenshots only after explicit redaction, runtime reference handles only.",svc_secure_message_adapter; browser_automation_dry_run; ops_vendor_control_plane,yes,GATE_EXTERNAL_TO_FOUNDATION; LIVE_GATE_CROSS_ORG_TRANSPORT_APPROVED,ACC_MESH_SHARED_DEV_MAILBOX,partner_portal_download_or_secure_operator_capture,partner_capture_quarantine,nonprod_workload_identity_fetch,yes,full_secret_mask_and_capture_block,HZ_TELEPHONY_EVIDENCE_INADEQUACY; HZ_DUPLICATE_SUPPRESSION_OR_MERGE; RISK_BOOKING_002; HZ_WRONG_PATIENT_BINDING; RISK_RECOVERY_001; RISK_BOOKING_001; RISK_EXT_MESH_DELAY; RISK_OWNERSHIP_003,data/analysis/external_dependencies.json#dep_cross_org_secure_messaging_mesh; data/analysis/external_dependencies.json#dep_origin_practice_ack_rail; data/analysis/external_dependencies.json#dep_pharmacy_urgent_return_professional_routes; docs/external/21_integration_priority_and_execution_matrix.md#Scorecards And Secret Posture,Practice acknowledgement mailbox credential for origin-practice updates.
ACC_MESH_PREPROD_MAILBOX,messaging_transport,Cross-organisation messaging transport,preprod,mailbox_credential,actual_later,ROLE_INTEROPERABILITY_LEAD,ROLE_SECURITY_LEAD,ROLE_PARTNER_ONBOARDING_LEAD,ROLE_OPERATIONS_LEAD,preprod_vault,dual_control_capture_then_vault_ingest,every_90_days_or_before_release_candidate_widen,disable_at_provider_rotate_dependent_handles_republish_runtime_append_audit,ExternalAccessLifecycleLedger,"No markdown literals, no console echo, no trace/video capture, screenshots only after explicit redaction, runtime reference handles only.",svc_secure_message_adapter; browser_automation_dry_run; ops_vendor_control_plane,yes,GATE_EXTERNAL_TO_FOUNDATION; LIVE_GATE_CROSS_ORG_TRANSPORT_APPROVED,ACC_MESH_SHARED_DEV_MAILBOX,partner_portal_download_or_secure_operator_capture,partner_capture_quarantine,preprod_workload_identity_fetch,yes,full_secret_mask_and_capture_block,HZ_TELEPHONY_EVIDENCE_INADEQUACY; HZ_DUPLICATE_SUPPRESSION_OR_MERGE; RISK_BOOKING_002; HZ_WRONG_PATIENT_BINDING; RISK_RECOVERY_001; RISK_BOOKING_001; RISK_EXT_MESH_DELAY; RISK_OWNERSHIP_003,data/analysis/external_dependencies.json#dep_cross_org_secure_messaging_mesh; data/analysis/external_dependencies.json#dep_origin_practice_ack_rail; data/analysis/external_dependencies.json#dep_pharmacy_urgent_return_professional_routes; docs/external/21_integration_priority_and_execution_matrix.md#Scorecards And Secret Posture,Preprod MESH mailbox for cross-org dispatch rehearsal.
KEY_MESH_PRODUCTION_TRANSPORT_CERT,messaging_transport,Cross-organisation messaging transport,production,private_key,actual_later,ROLE_INTEROPERABILITY_LEAD,ROLE_SECURITY_LEAD,ROLE_PARTNER_ONBOARDING_LEAD,ROLE_OPERATIONS_LEAD,production_hsm_keyring,dual_control_capture_then_vault_ingest,dual_control_every_60_days_or_on_redirect_or_certificate_change,disable_at_provider_rotate_dependent_handles_republish_runtime_append_audit,ExternalAccessLifecycleLedger,"No markdown literals, no console echo, no trace/video capture, screenshots only after explicit redaction, runtime reference handles only.",svc_secure_message_adapter; browser_automation_dry_run; ops_vendor_control_plane,yes,GATE_EXTERNAL_TO_FOUNDATION; LIVE_GATE_CROSS_ORG_TRANSPORT_APPROVED,KEY_MESH_SHARED_DEV_TRANSPORT_CERT,partner_portal_download_or_secure_operator_capture,partner_capture_quarantine,production_workload_identity_fetch,yes,full_secret_mask_and_capture_block,HZ_TELEPHONY_EVIDENCE_INADEQUACY; HZ_DUPLICATE_SUPPRESSION_OR_MERGE; RISK_BOOKING_002; HZ_WRONG_PATIENT_BINDING; RISK_RECOVERY_001; RISK_BOOKING_001; RISK_EXT_MESH_DELAY; RISK_OWNERSHIP_003,data/analysis/external_dependencies.json#dep_cross_org_secure_messaging_mesh; data/analysis/external_dependencies.json#dep_origin_practice_ack_rail; data/analysis/external_dependencies.json#dep_pharmacy_urgent_return_professional_routes; docs/external/21_integration_priority_and_execution_matrix.md#Scorecards And Secret Posture,Production transport certificate lives only in the production HSM keyring.
SEC_ASSISTIVE_PREPROD_VENDOR_KEY,model_vendor,Future-optional assistive vendor boundary,preprod,client_secret,actual_later,ROLE_AI_GOVERNANCE_LEAD,ROLE_SECURITY_LEAD,ROLE_PARTNER_ONBOARDING_LEAD,ROLE_DPO,preprod_vault,dual_control_capture_then_vault_ingest,every_90_days_or_before_release_candidate_widen,disable_at_provider_rotate_dependent_handles_republish_runtime_append_audit,ExternalAccessLifecycleLedger,"No markdown literals, no console echo, no trace/video capture, screenshots only after explicit redaction, runtime reference handles only.",browser_automation_dry_run; assistive_vendor_placeholder_console,yes,LIVE_GATE_ASSISTIVE_INTENDED_USE_REVIEW,,partner_portal_download_or_secure_operator_capture,partner_capture_quarantine,preprod_workload_identity_fetch,yes,full_secret_mask_and_capture_block,RISK_ASSURANCE_001,data/analysis/external_dependencies.json#dep_assistive_model_vendor_family; docs/analysis/09_regulatory_workstreams.md#WS_ASSISTIVE_AI_GOVERNANCE; docs/external/21_integration_priority_and_execution_matrix.md#Scorecards And Secret Posture,Future-optional model vendor key remains blocked until intended-use review and rollback proof exist.
ACC_NETWORK_FEED_INTEGRATION_PRINCIPAL,network_capacity,Network capacity partner feed,integration,service_principal,actual_later,ROLE_NETWORK_COORDINATION_OWNER,ROLE_INTEROPERABILITY_LEAD,ROLE_PARTNER_ONBOARDING_LEAD,ROLE_GOVERNANCE_LEAD,shared_nonprod_vault,dual_control_capture_then_vault_ingest,every_90_days_or_provider_maximum,disable_at_provider_rotate_dependent_handles_republish_runtime_append_audit,ExternalAccessLifecycleLedger,"No markdown literals, no console echo, no trace/video capture, screenshots only after explicit redaction, runtime reference handles only.",svc_capacity_ingest; browser_automation_dry_run; network_policy_console,yes,LIVE_GATE_NETWORK_FEED_TRUST_REVIEW,,partner_portal_download_or_secure_operator_capture,partner_capture_quarantine,nonprod_workload_identity_fetch,yes,full_secret_mask_and_capture_block,RISK_BOOKING_002; RISK_RECOVERY_001; RISK_BOOKING_001; RISK_EXT_BOOKING_PROVIDER_GAP; RISK_OWNERSHIP_003,data/analysis/external_dependencies.json#dep_network_capacity_partner_feeds; blueprint/phase-5-the-network-horizon.md#5C. Enhanced Access policy engine and network capacity ingestion; docs/external/21_integration_priority_and_execution_matrix.md#Scorecards And Secret Posture,Partner-feed principal kept separate from booking supplier truth.
ACC_PDS_SANDPIT_PRINCIPAL,patient_data_enrichment,Optional PDS enrichment seam,sandpit,service_principal,actual_later,ROLE_INTEROPERABILITY_LEAD,ROLE_DPO,ROLE_PARTNER_ONBOARDING_LEAD,ROLE_GOVERNANCE_LEAD,shared_nonprod_vault,dual_control_capture_then_vault_ingest,every_90_days_or_provider_maximum,disable_at_provider_rotate_dependent_handles_republish_runtime_append_audit,ExternalAccessLifecycleLedger,"No markdown literals, no console echo, no trace/video capture, screenshots only after explicit redaction, runtime reference handles only.",browser_automation_dry_run; svc_identity_bridge; governance_feature_flag_console,yes,LIVE_GATE_PDS_LEGAL_BASIS_APPROVED; GATE_EXTERNAL_TO_FOUNDATION,,partner_portal_download_or_secure_operator_capture,partner_capture_quarantine,nonprod_workload_identity_fetch,yes,full_secret_mask_and_capture_block,RISK_STATE_004,"blueprint/phase-2-the-identity-and-echoes.md#2C. Patient linkage, demographic confidence, and optional PDS enrichment; data/analysis/external_dependencies.json#dep_pds_fhir_enrichment; docs/external/21_integration_priority_and_execution_matrix.md#Scorecards And Secret Posture",Optional PDS service principal remains placeholder until legal basis and feature flag approval.
KEY_PDS_SANDPIT_CERT,patient_data_enrichment,Optional PDS enrichment seam,sandpit,private_key,actual_later,ROLE_INTEROPERABILITY_LEAD,ROLE_DPO,ROLE_PARTNER_ONBOARDING_LEAD,ROLE_GOVERNANCE_LEAD,nonprod_hsm_keyring,dual_control_capture_then_vault_ingest,every_90_days_or_on_environment_change,disable_at_provider_rotate_dependent_handles_republish_runtime_append_audit,ExternalAccessLifecycleLedger,"No markdown literals, no console echo, no trace/video capture, screenshots only after explicit redaction, runtime reference handles only.",browser_automation_dry_run; svc_identity_bridge; governance_feature_flag_console,yes,LIVE_GATE_PDS_LEGAL_BASIS_APPROVED; GATE_EXTERNAL_TO_FOUNDATION,,partner_portal_download_or_secure_operator_capture,partner_capture_quarantine,nonprod_workload_identity_fetch,yes,full_secret_mask_and_capture_block,RISK_STATE_004,"blueprint/phase-2-the-identity-and-echoes.md#2C. Patient linkage, demographic confidence, and optional PDS enrichment; data/analysis/external_dependencies.json#dep_pds_fhir_enrichment; docs/external/21_integration_priority_and_execution_matrix.md#Scorecards And Secret Posture",Optional PDS certificate material is blocked until governance signs off.
ACC_PHARMACY_DIRECTORY_SHARED_DEV_PRINCIPAL,pharmacy_directory,Pharmacy directory seam,shared_dev,service_principal,mock_now,ROLE_PHARMACY_PARTNER_OWNER,ROLE_PHARMACY_DOMAIN_LEAD,ROLE_PARTNER_ONBOARDING_LEAD,ROLE_GOVERNANCE_LEAD,shared_nonprod_vault,deterministic_seed_bootstrap,daily_shared_reset_or_on_contract_change,destroy_seed_material_reset_environment_append_mock_audit,MockCredentialSeedAudit,"No markdown literals, no console echo, no trace/video capture, screenshots only after explicit redaction, runtime reference handles only.",pharmacy_directory_simulator; svc_pharmacy_adapter,no,LIVE_GATE_PHARMACY_DIRECTORY_REVIEW,,deterministic_seed_generator,seed_bootstrap_outside_repo,nonprod_workload_identity_fetch,no,full_secret_mask_and_capture_block,RISK_EXT_PHARMACY_PROVIDER_GAP; RISK_PHARMACY_001; RISK_RECOVERY_001; RISK_BOOKING_001; RISK_OWNERSHIP_003,"blueprint/phase-6-the-pharmacy-loop.md#6C. Pharmacy discovery, provider choice, and directory abstraction; data/analysis/external_dependencies.json#dep_pharmacy_directory_dohs",Mock directory access principal for patient-choice rehearsal.
DATA_PHARMACY_DIRECTORY_SHARED_DEV_FIXTURES,pharmacy_directory,Pharmacy directory seam,shared_dev,sandbox_dataset,mock_now,ROLE_PHARMACY_PARTNER_OWNER,ROLE_PHARMACY_DOMAIN_LEAD,ROLE_PARTNER_ONBOARDING_LEAD,ROLE_GOVERNANCE_LEAD,shared_nonprod_fixture_registry,deterministic_seed_bootstrap,daily_shared_reset_or_on_contract_change,destroy_seed_material_reset_environment_append_mock_audit,MockCredentialSeedAudit,Synthetic-only material; never mix with live partner outputs or live patient-like identifiers.,pharmacy_directory_simulator; svc_pharmacy_adapter; seed_reset_job,no,LIVE_GATE_PHARMACY_DIRECTORY_REVIEW,,deterministic_seed_generator,seed_bootstrap_outside_repo,seed_fixture_sync_and_environment_reset,no,synthetic_only_render,RISK_EXT_PHARMACY_PROVIDER_GAP; RISK_PHARMACY_001; RISK_RECOVERY_001; RISK_BOOKING_001; RISK_OWNERSHIP_003,"blueprint/phase-6-the-pharmacy-loop.md#6C. Pharmacy discovery, provider choice, and directory abstraction; data/analysis/external_dependencies.json#dep_pharmacy_directory_dohs","Synthetic pharmacy listings, availability, and professional-route fixtures."
