task_id,task_title,phase_ref,baseline_scope,orphan_state,notes
par_248,phase3 track backend build support handoff and resolution linkage for callback and message failures,phase_3,current,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_249,phase3 track backend build self care boundary decision and advice eligibility grants,phase_3,current,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_250,phase3 track backend build advice render settlement and content approval binding,phase_3,current,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_251,phase3 track backend build admin resolution case profiles waiting reason and completion artifact policies,phase_3,current,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_252,phase3 track backend build advice admin dependency sets and reopen trigger evaluation,phase_3,current,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_253,phase3 track backend build self care outcome analytics and patient expectation templates,phase_3,current,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_254,phase3 track backend build admin resolution settlement and cross domain reentry rules,phase_3,current,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_255,phase3 track Playwright or other appropriate tooling frontend build workspace home queue and task route family,phase_3,current,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_256,phase3 track Playwright or other appropriate tooling frontend build queue workboard preview pocket and selected anchor preservation,phase_3,current,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_257,phase3 track Playwright or other appropriate tooling frontend build active task shell case pulse and decision dock,phase_3,current,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_258,phase3 track Playwright or other appropriate tooling frontend build rapid entry notes more info and endpoint reasoning layer,phase_3,current,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_259,phase3 track Playwright or other appropriate tooling frontend build attachment viewer and patient response thread,phase_3,current,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_260,phase3 track Playwright or other appropriate tooling frontend build approval inbox and escalation surfaces,phase_3,current,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_261,phase3 track Playwright or other appropriate tooling frontend build changed since seen and review resumed recovery flow,phase_3,current,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_262,phase3 track Playwright or other appropriate tooling frontend build workspace focus protection buffered queue change and next task posture,phase_3,current,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_263,phase3 track Playwright or other appropriate tooling frontend build callback management views and attempt outcome capture,phase_3,current,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_264,phase3 track Playwright or other appropriate tooling frontend build clinician messaging thread and delivery repair views,phase_3,current,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_265,phase3 track Playwright or other appropriate tooling frontend build self care advice issue and admin resolution views,phase_3,current,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_266,phase3 track Playwright or other appropriate tooling frontend build patient conversation surface for more info callback and message updates,phase_3,current,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_267,phase3 track Playwright or other appropriate tooling frontend build support desk replay and linked context views for triage failures,phase_3,current,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_268,phase3 track Playwright or other appropriate tooling frontend build accessibility and ergonomic refinements for clinical workspace,phase_3,current,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_269,phase3 track Playwright or other appropriate tooling frontend build metrics and validation hooks for workspace and support flows,phase_3,current,weakly_grounded,Prompt file is currently empty; title-level grounding only.
seq_270,phase3 merge integrate triage queue callback and self care admin resolution services,phase_3,current,weakly_grounded,Prompt file is currently empty; title-level grounding only.
seq_271,phase3 merge Playwright or other appropriate tooling integrate patient portal more info and thread surfaces with workspace actions,phase_3,current,weakly_grounded,Prompt file is currently empty; title-level grounding only.
seq_272,phase3 Playwright or other appropriate tooling testing run queue fairness duplicate clustering and stale owner recovery suites,phase_3,current,weakly_grounded,Prompt file is currently empty; title-level grounding only.
seq_273,phase3 Playwright or other appropriate tooling testing run more info resafety endpoint decision and approval suites,phase_3,current,weakly_grounded,Prompt file is currently empty; title-level grounding only.
seq_274,phase3 Playwright or other appropriate tooling testing run callback message delivery and reachability repair suites,phase_3,current,weakly_grounded,Prompt file is currently empty; title-level grounding only.
seq_275,phase3 Playwright or other appropriate tooling testing run self care admin resolution and reopen regression suites,phase_3,current,weakly_grounded,Prompt file is currently empty; title-level grounding only.
seq_276,phase3 Playwright or other appropriate tooling testing run workspace accessibility performance and multi user read only suites,phase_3,current,weakly_grounded,Prompt file is currently empty; title-level grounding only.
seq_277,phase3 exit gate approve human checkpoint completion,phase_3,current,weakly_grounded,Prompt file is currently empty; title-level grounding only.
seq_278,phase4 freeze booking contract case model and state machine,phase_4,current,weakly_grounded,Prompt file is currently empty; title-level grounding only.
seq_279,phase4 freeze provider capability matrix adapter profiles and confirmation gates,phase_4,current,weakly_grounded,Prompt file is currently empty; title-level grounding only.
seq_280,phase4 freeze slot snapshot offer scoring commit and management contracts,phase_4,current,weakly_grounded,Prompt file is currently empty; title-level grounding only.
seq_281,phase4 open parallel local booking tracks gate,phase_4,current,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_282,phase4 track backend build booking case state machine and booking intent records,phase_4,current,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_283,phase4 track backend build provider capability matrix and adapter binding compiler,phase_4,current,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_284,phase4 track backend build slot search normalization and availability snapshot pipeline,phase_4,current,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_285,phase4 track backend build slot scoring offer orchestration and selection rules,phase_4,current,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_286,phase4 track backend build reservation authority soft hold and real hold flows,phase_4,current,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_287,phase4 track backend build commit path revalidation booking record and compensation logic,phase_4,current,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_288,phase4 track backend build appointment management cancel reschedule and detail update commands,phase_4,current,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_289,phase4 track backend build reminder scheduler and notification settlement for appointments,phase_4,current,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_290,phase4 track backend build smart waitlist transactional autofill and deadline logic,phase_4,current,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_291,phase4 track backend build staff assisted booking exception queue and handoff panel api,phase_4,current,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_292,phase4 track backend build booking reconciliation and external confirmation dispute worker,phase_4,current,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_293,phase4 track Playwright or other appropriate tooling frontend build patient appointment scheduling workspace,phase_4,current,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_294,phase4 track Playwright or other appropriate tooling frontend build slot search results and availability freshness states,phase_4,current,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_295,phase4 track Playwright or other appropriate tooling frontend build offer selection flow with truthful hold posture,phase_4,current,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_296,phase4 track Playwright or other appropriate tooling frontend build confirmation pending disputed and recovery states,phase_4,current,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_297,phase4 track Playwright or other appropriate tooling frontend build appointment detail cancel reschedule and reminder views,phase_4,current,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_298,phase4 track Playwright or other appropriate tooling frontend build waitlist enrolment management and offer acceptance views,phase_4,current,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_299,phase4 track Playwright or other appropriate tooling frontend build staff booking handoff panel and assisted booking views,phase_4,current,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_300,phase4 track Playwright or other appropriate tooling frontend build record origin continuation and booking entry surfaces,phase_4,current,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_301,phase4 track Playwright or other appropriate tooling frontend build patient action recovery envelopes for booking failures,phase_4,current,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_302,phase4 track Playwright or other appropriate tooling frontend build mobile responsive booking and manage flows,phase_4,current,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_303,phase4 track Playwright or other appropriate tooling frontend build accessibility and artifact parity for booking documents,phase_4,current,weakly_grounded,Prompt file is currently empty; title-level grounding only.
seq_304,phase4 use Playwright or other appropriate tooling browser automation to configure booking provider sandboxes and callback endpoints,phase_4,current,weakly_grounded,Prompt file is currently empty; title-level grounding only.
seq_305,phase4 use Playwright or other appropriate tooling browser automation to capture booking provider capability evidence and test credentials,phase_4,current,weakly_grounded,Prompt file is currently empty; title-level grounding only.
seq_306,phase4 merge Playwright or other appropriate tooling integrate local booking with triage portal and notification workflows,phase_4,current,weakly_grounded,Prompt file is currently empty; title-level grounding only.
seq_307,phase4 Playwright or other appropriate tooling testing run capability matrix slot snapshot hold commit and compensation suites,phase_4,current,weakly_grounded,Prompt file is currently empty; title-level grounding only.
seq_308,phase4 Playwright or other appropriate tooling testing run manage waitlist assisted booking and reconciliation suites,phase_4,current,weakly_grounded,Prompt file is currently empty; title-level grounding only.
seq_309,phase4 Playwright or other appropriate tooling testing run patient staff booking end to end accessibility and load suites,phase_4,current,weakly_grounded,Prompt file is currently empty; title-level grounding only.
seq_310,phase4 exit gate approve booking engine completion,phase_4,current,weakly_grounded,Prompt file is currently empty; title-level grounding only.
seq_311,phase5 freeze network coordination contract org boundaries and acting context rules,phase_5,current,weakly_grounded,Prompt file is currently empty; title-level grounding only.
seq_312,phase5 freeze enhanced access policy capacity ingestion and candidate ranking contracts,phase_5,current,weakly_grounded,Prompt file is currently empty; title-level grounding only.
seq_313,phase5 freeze cross org booking commit and practice visibility contracts,phase_5,current,weakly_grounded,Prompt file is currently empty; title-level grounding only.
seq_314,phase5 open parallel network tracks gate,phase_5,current,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_315,phase5 track backend build network coordination case state machine and lineage links,phase_5,current,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_316,phase5 track backend build staff identity org boundary and acting context resolution,phase_5,current,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_317,phase5 track backend build enhanced access policy engine and versioned policy packs,phase_5,current,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_318,phase5 track backend build network capacity ingestion and freshness assessment pipeline,phase_5,current,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_319,phase5 track backend build coordination queue candidate ranking and sla breach risk engine,phase_5,current,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_320,phase5 track backend build alternative offer generation patient choice and expiry rules,phase_5,current,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_321,phase5 track backend build native hub booking commit and practice continuity messaging,phase_5,current,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_322,phase5 track backend build cross org message and mesh dispatch settlement chain,phase_5,current,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_323,phase5 track backend build no slot urgent bounce back callback fallback and reopen workflows,phase_5,current,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_324,phase5 track backend build network reminders manage flows and practice visibility projections,phase_5,current,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_325,phase5 track backend build hub supplier mirror commit reconciler and exception worker,phase_5,current,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_326,phase5 track Playwright or other appropriate tooling frontend build hub desk shell and start of day views,phase_5,current,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_327,phase5 track Playwright or other appropriate tooling frontend build coordination queue candidate ranking and sla visualization,phase_5,current,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_328,phase5 track Playwright or other appropriate tooling frontend build patient network alternatives choice and callback fallback views,phase_5,current,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_329,phase5 track Playwright or other appropriate tooling frontend build cross org commit confirmation and practice visibility surfaces,phase_5,current,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_330,phase5 track Playwright or other appropriate tooling frontend build network reminders manage flows and message timeline views,phase_5,current,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_331,phase5 track Playwright or other appropriate tooling frontend build no slot reopen and urgent bounce back recovery views,phase_5,current,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_332,phase5 track Playwright or other appropriate tooling frontend build org aware access controls and acting context switcher,phase_5,current,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_333,phase5 track Playwright or other appropriate tooling frontend build mobile and narrow screen hub workflows,phase_5,current,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_334,phase5 track Playwright or other appropriate tooling frontend build cross org accessibility content and artifact handoff refinements,phase_5,current,weakly_grounded,Prompt file is currently empty; title-level grounding only.
seq_335,phase5 use Playwright or other appropriate tooling browser automation to configure mesh mailboxes and cross org message routes,phase_5,current,weakly_grounded,Prompt file is currently empty; title-level grounding only.
seq_336,phase5 use Playwright or other appropriate tooling browser automation to configure network capacity feeds and partner credentials,phase_5,current,weakly_grounded,Prompt file is currently empty; title-level grounding only.
seq_337,phase5 merge Playwright or other appropriate tooling integrate network coordination with local booking and patient portal manage flows,phase_5,current,weakly_grounded,Prompt file is currently empty; title-level grounding only.
seq_338,phase5 Playwright or other appropriate tooling testing run org boundary capacity ingestion candidate ranking and sla suites,phase_5,current,weakly_grounded,Prompt file is currently empty; title-level grounding only.
seq_339,phase5 Playwright or other appropriate tooling testing run hub commit mesh dispatch no slot and reopen suites,phase_5,current,weakly_grounded,Prompt file is currently empty; title-level grounding only.
seq_340,phase5 Playwright or other appropriate tooling testing run patient choice cross org visibility and responsive regression suites,phase_5,current,weakly_grounded,Prompt file is currently empty; title-level grounding only.
seq_341,phase5 exit gate approve network horizon completion,phase_5,current,weakly_grounded,Prompt file is currently empty; title-level grounding only.
seq_342,phase6 freeze pharmacy case model eligibility and policy pack contracts,phase_6,current,weakly_grounded,Prompt file is currently empty; title-level grounding only.
seq_343,phase6 freeze directory discovery referral dispatch and outcome reconciliation contracts,phase_6,current,weakly_grounded,Prompt file is currently empty; title-level grounding only.
seq_344,phase6 freeze bounce back urgent return and practice visibility contracts,phase_6,current,weakly_grounded,Prompt file is currently empty; title-level grounding only.
seq_345,phase6 open parallel pharmacy tracks gate,phase_6,current,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_346,phase6 track backend build pharmacy case state machine and lineage linkage,phase_6,current,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_347,phase6 track backend build eligibility engine pathway rules and versioned policy pack compiler,phase_6,current,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_348,phase6 track backend build pharmacy directory abstraction and provider choice pipeline,phase_6,current,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_349,phase6 track backend build referral pack composer and content governance binding,phase_6,current,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_350,phase6 track backend build dispatch adapter transport contract and retry expiry logic,phase_6,current,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_351,phase6 track backend build patient instruction generation and referral status projections,phase_6,current,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_352,phase6 track backend build pharmacy outcome ingest update record observation and reconciliation pipeline,phase_6,current,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_353,phase6 track backend build bounce back urgent return and reopen mechanics,phase_6,current,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_354,phase6 track backend build practice visibility operations queue and exception handling views api,phase_6,current,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_355,phase6 track backend build pharmacy console support region and stock truth api,phase_6,current,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_356,phase6 track backend build referral dispatch monitoring and dependency degradation profiles,phase_6,current,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_357,phase6 track Playwright or other appropriate tooling frontend build pharmacy console queue spine and validation board,phase_6,current,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_358,phase6 track Playwright or other appropriate tooling frontend build provider choice directory and patient instruction views,phase_6,current,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_359,phase6 track Playwright or other appropriate tooling frontend build referral status tracking and patient visibility surfaces,phase_6,current,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_360,phase6 track Playwright or other appropriate tooling frontend build inventory truth support regions and supply delta posture,phase_6,current,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_361,phase6 track Playwright or other appropriate tooling frontend build bounce back urgent return and exception handling views,phase_6,current,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_362,phase6 track Playwright or other appropriate tooling frontend build practice visibility and operations queue surfaces,phase_6,current,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_363,phase6 track Playwright or other appropriate tooling frontend build pharmacy safety signals override paths and settlement visibility,phase_6,current,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_364,phase6 track Playwright or other appropriate tooling frontend build narrow screen and recovery postures for pharmacy console,phase_6,current,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_365,phase6 track Playwright or other appropriate tooling frontend build accessibility and micro interaction refinements for pharmacy flows,phase_6,current,weakly_grounded,Prompt file is currently empty; title-level grounding only.
seq_366,phase6 use Playwright or other appropriate tooling browser automation to configure pharmacy directory and dispatch provider credentials,phase_6,current,weakly_grounded,Prompt file is currently empty; title-level grounding only.
seq_367,phase6 use Playwright or other appropriate tooling browser automation to request update record and referral transport sandboxes,phase_6,current,weakly_grounded,Prompt file is currently empty; title-level grounding only.
seq_368,phase6 merge Playwright or other appropriate tooling integrate pharmacy loop with triage portal operations and notification workflows,phase_6,current,weakly_grounded,Prompt file is currently empty; title-level grounding only.
seq_369,phase6 Playwright or other appropriate tooling testing run eligibility directory dispatch and outcome reconciliation suites,phase_6,current,weakly_grounded,Prompt file is currently empty; title-level grounding only.
seq_370,phase6 Playwright or other appropriate tooling testing run bounce back urgent return practice visibility and exception suites,phase_6,current,weakly_grounded,Prompt file is currently empty; title-level grounding only.
seq_371,phase6 Playwright or other appropriate tooling testing run pharmacy console patient status and responsive accessibility suites,phase_6,current,weakly_grounded,Prompt file is currently empty; title-level grounding only.
seq_372,phase6 exit gate approve pharmacy loop completion,phase_6,current,weakly_grounded,Prompt file is currently empty; title-level grounding only.
seq_373,post phase6 open deferred nhs app and parallel assistive assurance tracks gate,phase_7,current,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_374,phase7 track gate freeze nhs app journey inventory manifest and onboarding pack,phase_7,deferred,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_375,phase7 track gate freeze embedded context sso bridge and navigation behavior contracts,phase_7,deferred,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_376,phase7 track gate freeze webview file handling accessibility and release guardrails,phase_7,deferred,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_377,phase7 track backend build nhs app integration manifest and jump off mapping service,phase_7,deferred,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_378,phase7 track backend build embedded context resolver and trusted embedded session projection,phase_7,deferred,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_379,phase7 track backend build nhs app sso bridge and identity assertion binding flow,phase_7,deferred,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_380,phase7 track backend build deep link site link and return to journey resolution service,phase_7,deferred,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_381,phase7 track backend build nhs app bridge api wrapper and capability matrix service,phase_7,deferred,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_382,phase7 track backend build embedded file handling download artifact and outbound navigation controls,phase_7,deferred,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_383,phase7 track backend build nhs app continuity evidence bundle and manifest promotion checks,phase_7,deferred,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_384,phase7 track backend build webview limitation recovery copy and partial visibility placeholders,phase_7,deferred,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_385,phase7 track backend build sandpit aos scal delivery pipeline and channel release freeze checks,phase_7,deferred,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_386,phase7 track Playwright or other appropriate tooling frontend build embedded shell split and header suppression behaviors,phase_7,deferred,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_387,phase7 track Playwright or other appropriate tooling frontend build context aware navigation back override and return postures,phase_7,deferred,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_388,phase7 track Playwright or other appropriate tooling frontend build nhs app sign in bootstrap and loading experience,phase_7,deferred,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_389,phase7 track Playwright or other appropriate tooling frontend build embedded journey entry resume and deep link surfaces,phase_7,deferred,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_390,phase7 track Playwright or other appropriate tooling frontend build bridge wrappers for navigation calendar download and external browser handoffs,phase_7,deferred,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_391,phase7 track Playwright or other appropriate tooling frontend build webview safe file upload download and error recovery surfaces,phase_7,deferred,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_392,phase7 track Playwright or other appropriate tooling frontend build embedded accessibility design system and mobile spacing refinements,phase_7,deferred,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_393,phase7 track Playwright or other appropriate tooling frontend build internal embedded preview mode for design and qa,phase_7,deferred,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_394,phase7 use Playwright or other appropriate tooling browser automation to configure nhs app sandpit manifest entries,phase_7,deferred,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_395,phase7 use Playwright or other appropriate tooling browser automation to register site links asset associations and test routes,phase_7,deferred,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_396,phase7 use Playwright or other appropriate tooling browser automation to validate nhs app js api capabilities in supported environments,phase_7,deferred,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_397,phase7 merge Playwright or other appropriate tooling integrate embedded channel with existing patient portal identity and record routes,phase_7,deferred,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_398,phase7 Playwright or other appropriate tooling testing run manifest context resolver and sso bridge suites,phase_7,deferred,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_399,phase7 Playwright or other appropriate tooling testing run deep link bridge api webview file handling and accessibility suites,phase_7,deferred,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_400,phase7 Playwright or other appropriate tooling testing run sandpit aos scal and limited release regression suites,phase_7,deferred,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_401,phase7 track exit document deferred channel readiness and rollout dependencies,phase_7,deferred,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_402,phase7 exit gate approve nhs app channel completion,phase_7,deferred,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_403,phase8 track gate freeze assistive capability boundaries policy envelope and human control rules,phase_8,current,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_404,phase8 track gate freeze evaluation corpus shadow mode and feedback eligibility contracts,phase_8,current,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_405,phase8 track gate freeze release candidate safety case and regulatory change control rules,phase_8,current,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_406,phase8 track backend build evaluation corpus label store replay harness and shadow dataset,phase_8,current,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_407,phase8 track backend build audio transcript and artifact normalization pipeline,phase_8,current,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_408,phase8 track backend build summary note draft and structured documentation composer,phase_8,current,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_409,phase8 track backend build risk extraction question suggestions and endpoint recommendation orchestrator,phase_8,current,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_410,phase8 track backend build invocation eligibility capability composition and kill switch service,phase_8,current,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_411,phase8 track backend build assistive surface binding and trust envelope projection,phase_8,current,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_412,phase8 track backend build assistive work protection and suggestion draft insertion leases,phase_8,current,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_413,phase8 track backend build override record feedback chain and final human artifact linkage,phase_8,current,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_414,phase8 track backend build replayable inference logs prompt snapshot storage and trainability flags,phase_8,current,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_415,phase8 track backend build drift fairness and degraded trust monitoring pipeline,phase_8,current,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_416,phase8 track backend build assistive freeze disposition and policy freshness invalidations,phase_8,current,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_417,phase8 track backend build dtac dcb safety rfc and change control evidence pipeline,phase_8,current,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_418,phase8 track Playwright or other appropriate tooling frontend build assistive side panel and shadow mode presentation,phase_8,current,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_419,phase8 track Playwright or other appropriate tooling frontend build diffable note draft and bounded insert controls,phase_8,current,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_420,phase8 track Playwright or other appropriate tooling frontend build confidence rationale and provenance visibility components,phase_8,current,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_421,phase8 track Playwright or other appropriate tooling frontend build override reason capture and edited by clinician trail,phase_8,current,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_422,phase8 track Playwright or other appropriate tooling frontend build shadow degraded quarantined frozen and blocked postures,phase_8,current,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_423,phase8 track Playwright or other appropriate tooling frontend build stale session freeze and regenerate in place recovery,phase_8,current,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_424,phase8 track Playwright or other appropriate tooling frontend build same shell assistive stage integration with workspace,phase_8,current,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_425,phase8 use Playwright or other appropriate tooling browser automation to provision model vendor projects and api keys,phase_8,current,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_426,phase8 use Playwright or other appropriate tooling browser automation to configure model audit logs and safety settings,phase_8,current,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_427,phase8 merge Playwright or other appropriate tooling integrate assistive layer with workspace queue and assurance streams,phase_8,current,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_428,phase8 Playwright or other appropriate tooling testing run offline eval hallucination and red flag regression suites,phase_8,current,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_429,phase8 Playwright or other appropriate tooling testing run invocation kill switch surface visibility and draft insertion suites,phase_8,current,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_430,phase8 Playwright or other appropriate tooling testing run trust envelope feedback chain and visible rollout suites,phase_8,current,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_431,phase8 exit gate approve assistive layer completion,phase_8,current,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_432,phase9 track gate freeze assurance ledger evidence graph and slice trust contracts,phase_9,current,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_433,phase9 track gate freeze operational projection kpi breach and dashboard contracts,phase_9,current,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_434,phase9 track gate freeze retention resilience incident and tenant governance contracts,phase_9,current,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_435,phase9 track backend build assurance ledger event ingest and evidence graph snapshot service,phase_9,current,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_436,phase9 track backend build assurance graph completeness and orphan edge verdict engine,phase_9,current,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_437,phase9 track backend build live operational projections queue health and breach risk engine,phase_9,current,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_438,phase9 track backend build waitlist conversion pharmacy bounce back and notification delivery metrics,phase_9,current,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_439,phase9 track backend build break glass queries investigation scope envelope and timeline reconstruction,phase_9,current,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_440,phase9 track backend build assurance pack factory for dspt dtac dcb0160 and channel packs,phase_9,current,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_441,phase9 track backend build capa tracker evidence gap queue and attestation workflow api,phase_9,current,weakly_grounded,Prompt file is currently empty; title-level grounding only.
