requirement_id,requirement_title,requirement_type,canonicality,source_file,source_heading_or_logical_block,direct_quote_or_precise_paraphrase,rationale,affected_phases,affected_domains,actors_personas,audience_tiers,channels,primary_objects,preconditions,trigger,expected_behavior,failure_or_degraded_behavior,closure_blockers_or_guards,external_dependencies,FHIR_or_representation_implications,security_privacy_implications,observability_implications,acceptance_test_hint,related_requirement_ids,status,notes
REQ-TEST-phase-3-the-human-checkpoint-md-007,event-schema compatibility tests,test,canonical,phase-3-the-human-checkpoint.md,Tests that must pass before moving on,event-schema compatibility tests,Every mandatory phase test becomes a traceable registry row so later implementation and merge tasks know the exit gate they serve.,phase_3,cross_phase,cross_programme,cross_audience,cross_channel,,The relevant implementation and fixtures exist for the referenced phase or control surface.,Run the referenced verification suite or release gate.,event-schema compatibility tests,Block the matching phase gate or release promotion until the suite passes.,,,Map or validate this requirement through the governed FHIR representation set rather than treating a FHIR resource as the hidden write model.,No extra security or privacy implication was stated beyond the default requirement to preserve auditability and minimum-necessary access.,"Emit explicit events, projection freshness, parity, or continuity proof so operators can observe the requirement rather than infer it from UI calmness.",event-schema compatibility tests,,normalized,phase_test_section=Tests that must pass before moving on
REQ-TEST-phase-3-the-human-checkpoint-md-008,migration tests proving Phase 1 and 2 requests can spawn triage tasks without data loss,test,canonical,phase-3-the-human-checkpoint.md,Tests that must pass before moving on,migration tests proving Phase 1 and 2 requests can spawn triage tasks without data loss,Every mandatory phase test becomes a traceable registry row so later implementation and merge tasks know the exit gate they serve.,phase_3,safety|triage,cross_programme,cross_audience,cross_channel,Request,The relevant implementation and fixtures exist for the referenced phase or control surface.,Run the referenced verification suite or release gate.,migration tests proving Phase 1 and 2 requests can spawn triage tasks without data loss,Block the matching phase gate or release promotion until the suite passes.,,,Map or validate this requirement through the governed FHIR representation set rather than treating a FHIR resource as the hidden write model.,No extra security or privacy implication was stated beyond the default requirement to preserve auditability and minimum-necessary access.,"Record enough audit and projection evidence to prove the requirement remains true after replay, recovery, and release drift.",migration tests proving Phase 1 and 2 requests can spawn triage tasks without data loss,REQ-OBJ-request,normalized,phase_test_section=Tests that must pass before moving on
REQ-TEST-phase-3-the-human-checkpoint-md-009,read-model rebuild tests for `ReviewBundle`,test,canonical,phase-3-the-human-checkpoint.md,Tests that must pass before moving on,read-model rebuild tests for `ReviewBundle`,Every mandatory phase test becomes a traceable registry row so later implementation and merge tasks know the exit gate they serve.,phase_3,triage,cross_programme,cross_audience,cross_channel,,The relevant implementation and fixtures exist for the referenced phase or control surface.,Run the referenced verification suite or release gate.,read-model rebuild tests for `ReviewBundle`,Block the matching phase gate or release promotion until the suite passes.,,,Map or validate this requirement through the governed FHIR representation set rather than treating a FHIR resource as the hidden write model.,No extra security or privacy implication was stated beyond the default requirement to preserve auditability and minimum-necessary access.,"Record enough audit and projection evidence to prove the requirement remains true after replay, recovery, and release drift.",read-model rebuild tests for `ReviewBundle`,,normalized,phase_test_section=Tests that must pass before moving on
REQ-TEST-phase-3-the-human-checkpoint-md-010,"lease-heartbeat, stale-owner fencing, and audited-break tests for triage, more-info, and approval branches",test,canonical,phase-3-the-human-checkpoint.md,Tests that must pass before moving on,"lease-heartbeat, stale-owner fencing, and audited-break tests for triage, more-info, and approval branches",Every mandatory phase test becomes a traceable registry row so later implementation and merge tasks know the exit gate they serve.,phase_3,safety|triage|assurance,cross_programme,cross_audience,cross_channel,,The relevant implementation and fixtures exist for the referenced phase or control surface.,Run the referenced verification suite or release gate.,"lease-heartbeat, stale-owner fencing, and audited-break tests for triage, more-info, and approval branches",Block the matching phase gate or release promotion until the suite passes.,,,Map or validate this requirement through the governed FHIR representation set rather than treating a FHIR resource as the hidden write model.,No extra security or privacy implication was stated beyond the default requirement to preserve auditability and minimum-necessary access.,"Emit explicit events, projection freshness, parity, or continuity proof so operators can observe the requirement rather than infer it from UI calmness.","lease-heartbeat, stale-owner fencing, and audited-break tests for triage, more-info, and approval branches",,normalized,phase_test_section=Tests that must pass before moving on
REQ-TEST-phase-3-the-human-checkpoint-md-011,review-invalidation tests proving authoritative deltas set `reviewFreshnessState = review_required` without overwriting in-progress context,test,canonical,phase-3-the-human-checkpoint.md,Tests that must pass before moving on,review-invalidation tests proving authoritative deltas set `reviewFreshnessState = review_required` without overwriting in-progress context,Every mandatory phase test becomes a traceable registry row so later implementation and merge tasks know the exit gate they serve.,phase_3,identity|triage,cross_programme,cross_audience,cross_channel,,The relevant implementation and fixtures exist for the referenced phase or control surface.,Run the referenced verification suite or release gate.,review-invalidation tests proving authoritative deltas set `reviewFreshnessState = review_required` without overwriting in-progress context,Block the matching phase gate or release promotion until the suite passes.,,,Map or validate this requirement through the governed FHIR representation set rather than treating a FHIR resource as the hidden write model.,No extra security or privacy implication was stated beyond the default requirement to preserve auditability and minimum-necessary access.,"Record enough audit and projection evidence to prove the requirement remains true after replay, recovery, and release drift.",review-invalidation tests proving authoritative deltas set `reviewFreshnessState = review_required` without overwriting in-progress context,,normalized,phase_test_section=Tests that must pass before moving on
REQ-TEST-phase-3-the-human-checkpoint-md-012,"`TaskLaunchContext` restore tests proving queue filters, return anchor, and next-task candidate continuity survive deep links and reopen flows",test,canonical,phase-3-the-human-checkpoint.md,Tests that must pass before moving on,"`TaskLaunchContext` restore tests proving queue filters, return anchor, and next-task candidate continuity survive deep links and reopen flows",Every mandatory phase test becomes a traceable registry row so later implementation and merge tasks know the exit gate they serve.,phase_3,triage,cross_programme,cross_audience,cross_channel,,The relevant implementation and fixtures exist for the referenced phase or control surface.,Run the referenced verification suite or release gate.,"`TaskLaunchContext` restore tests proving queue filters, return anchor, and next-task candidate continuity survive deep links and reopen flows",Block the matching phase gate or release promotion until the suite passes.,,,Map or validate this requirement through the governed FHIR representation set rather than treating a FHIR resource as the hidden write model.,No extra security or privacy implication was stated beyond the default requirement to preserve auditability and minimum-necessary access.,"Record enough audit and projection evidence to prove the requirement remains true after replay, recovery, and release drift.","`TaskLaunchContext` restore tests proving queue filters, return anchor, and next-task candidate continuity survive deep links and reopen flows",,normalized,phase_test_section=Tests that must pass before moving on
REQ-TEST-phase-3-the-human-checkpoint-md-013,"workspace-trust-envelope tests proving queue truth, task truth, trust posture, focus protection, and completion calmness stay locked to one current envelope and fail closed on drift",test,canonical,phase-3-the-human-checkpoint.md,Tests that must pass before moving on,"workspace-trust-envelope tests proving queue truth, task truth, trust posture, focus protection, and completion calmness stay locked to one current envelope and fail closed on drift",Every mandatory phase test becomes a traceable registry row so later implementation and merge tasks know the exit gate they serve.,phase_3,triage|staff_workspace,staff,staff,staff_console,,The relevant implementation and fixtures exist for the referenced phase or control surface.,Run the referenced verification suite or release gate.,"workspace-trust-envelope tests proving queue truth, task truth, trust posture, focus protection, and completion calmness stay locked to one current envelope and fail closed on drift",Block the matching phase gate or release promotion until the suite passes.,,,Map or validate this requirement through the governed FHIR representation set rather than treating a FHIR resource as the hidden write model.,No extra security or privacy implication was stated beyond the default requirement to preserve auditability and minimum-necessary access.,"Record enough audit and projection evidence to prove the requirement remains true after replay, recovery, and release drift.","workspace-trust-envelope tests proving queue truth, task truth, trust posture, focus protection, and completion calmness stay locked to one current envelope and fail closed on drift",,normalized,phase_test_section=Tests that must pass before moving on
REQ-TEST-phase-3-the-human-checkpoint-md-014,"command-envelope idempotency tests for claim, release, start-review, approve, escalate, reopen, and close",test,canonical,phase-3-the-human-checkpoint.md,Tests that must pass before moving on,"command-envelope idempotency tests for claim, release, start-review, approve, escalate, reopen, and close",Every mandatory phase test becomes a traceable registry row so later implementation and merge tasks know the exit gate they serve.,phase_3,identity|triage|runtime,cross_programme,cross_audience,cross_channel,,The relevant implementation and fixtures exist for the referenced phase or control surface.,Run the referenced verification suite or release gate.,"command-envelope idempotency tests for claim, release, start-review, approve, escalate, reopen, and close",Block the matching phase gate or release promotion until the suite passes.,,,Map or validate this requirement through the governed FHIR representation set rather than treating a FHIR resource as the hidden write model.,No extra security or privacy implication was stated beyond the default requirement to preserve auditability and minimum-necessary access.,"Record enough audit and projection evidence to prove the requirement remains true after replay, recovery, and release drift.","command-envelope idempotency tests for claim, release, start-review, approve, escalate, reopen, and close",,normalized,phase_test_section=Tests that must pass before moving on
REQ-TEST-phase-3-the-human-checkpoint-md-015,replay-collision tests proving reused identifiers with divergent workspace payload cannot silently reuse a prior settlement,test,canonical,phase-3-the-human-checkpoint.md,Tests that must pass before moving on,replay-collision tests proving reused identifiers with divergent workspace payload cannot silently reuse a prior settlement,Every mandatory phase test becomes a traceable registry row so later implementation and merge tasks know the exit gate they serve.,phase_3,staff_workspace,staff,staff,staff_console,,The relevant implementation and fixtures exist for the referenced phase or control surface.,Run the referenced verification suite or release gate.,replay-collision tests proving reused identifiers with divergent workspace payload cannot silently reuse a prior settlement,Block the matching phase gate or release promotion until the suite passes.,,,Map or validate this requirement through the governed FHIR representation set rather than treating a FHIR resource as the hidden write model.,No extra security or privacy implication was stated beyond the default requirement to preserve auditability and minimum-necessary access.,"Record enough audit and projection evidence to prove the requirement remains true after replay, recovery, and release drift.",replay-collision tests proving reused identifiers with divergent workspace payload cannot silently reuse a prior settlement,,normalized,phase_test_section=Tests that must pass before moving on
REQ-TEST-phase-3-the-human-checkpoint-md-016,queue-change buffering tests proving active review stays pinned while reordered work lands through `QueueChangeBatch`,test,canonical,phase-3-the-human-checkpoint.md,Tests that must pass before moving on,queue-change buffering tests proving active review stays pinned while reordered work lands through `QueueChangeBatch`,Every mandatory phase test becomes a traceable registry row so later implementation and merge tasks know the exit gate they serve.,phase_3,triage,cross_programme,cross_audience,cross_channel,QueueChangeBatch,The relevant implementation and fixtures exist for the referenced phase or control surface.,Run the referenced verification suite or release gate.,queue-change buffering tests proving active review stays pinned while reordered work lands through `QueueChangeBatch`,Block the matching phase gate or release promotion until the suite passes.,,,Map or validate this requirement through the governed FHIR representation set rather than treating a FHIR resource as the hidden write model.,No extra security or privacy implication was stated beyond the default requirement to preserve auditability and minimum-necessary access.,"Record enough audit and projection evidence to prove the requirement remains true after replay, recovery, and release drift.",queue-change buffering tests proving active review stays pinned while reordered work lands through `QueueChangeBatch`,REQ-OBJ-queuechangebatch,normalized,phase_test_section=Tests that must pass before moving on
REQ-TEST-phase-3-the-human-checkpoint-md-017,safety-classification tests proving degraded patient replies fail closed into `WorkspaceSafetyInterruptProjection` instead of resuming routine review,test,canonical,phase-3-the-human-checkpoint.md,Tests that must pass before moving on,safety-classification tests proving degraded patient replies fail closed into `WorkspaceSafetyInterruptProjection` instead of resuming routine review,Every mandatory phase test becomes a traceable registry row so later implementation and merge tasks know the exit gate they serve.,phase_3,safety|triage|patient_portal|staff_workspace,patient|staff,patient|staff,staff_console,,The relevant implementation and fixtures exist for the referenced phase or control surface.,Run the referenced verification suite or release gate.,safety-classification tests proving degraded patient replies fail closed into `WorkspaceSafetyInterruptProjection` instead of resuming routine review,Block the matching phase gate or release promotion until the suite passes.,,,Map or validate this requirement through the governed FHIR representation set rather than treating a FHIR resource as the hidden write model.,"This requirement affects PHI exposure, subject binding, masking, or consent posture and must fail closed on ambiguous trust or scope.","Emit explicit events, projection freshness, parity, or continuity proof so operators can observe the requirement rather than infer it from UI calmness.",safety-classification tests proving degraded patient replies fail closed into `WorkspaceSafetyInterruptProjection` instead of resuming routine review,,normalized,phase_test_section=Tests that must pass before moving on
REQ-TEST-phase-3-the-human-checkpoint-md-018,"safety-epoch fence tests proving stale task tabs cannot close, hand off, or reassure after late safety evidence advances the lineage epoch",test,canonical,phase-3-the-human-checkpoint.md,Tests that must pass before moving on,"safety-epoch fence tests proving stale task tabs cannot close, hand off, or reassure after late safety evidence advances the lineage epoch",Every mandatory phase test becomes a traceable registry row so later implementation and merge tasks know the exit gate they serve.,phase_3,safety,cross_programme,cross_audience,cross_channel,,The relevant implementation and fixtures exist for the referenced phase or control surface.,Run the referenced verification suite or release gate.,"safety-epoch fence tests proving stale task tabs cannot close, hand off, or reassure after late safety evidence advances the lineage epoch",Block the matching phase gate or release promotion until the suite passes.,,,Map or validate this requirement through the governed FHIR representation set rather than treating a FHIR resource as the hidden write model.,No extra security or privacy implication was stated beyond the default requirement to preserve auditability and minimum-necessary access.,"Record enough audit and projection evidence to prove the requirement remains true after replay, recovery, and release drift.","safety-epoch fence tests proving stale task tabs cannot close, hand off, or reassure after late safety evidence advances the lineage epoch",,normalized,phase_test_section=Tests that must pass before moving on
REQ-TEST-phase-3-the-human-checkpoint-md-019,"preview and next-task-prefetch cancellation tests proving fast scan, queued reorder, and focus protection cannot hydrate stale launch state",test,canonical,phase-3-the-human-checkpoint.md,Tests that must pass before moving on,"preview and next-task-prefetch cancellation tests proving fast scan, queued reorder, and focus protection cannot hydrate stale launch state",Every mandatory phase test becomes a traceable registry row so later implementation and merge tasks know the exit gate they serve.,phase_3,triage,cross_programme,cross_audience,cross_channel,,The relevant implementation and fixtures exist for the referenced phase or control surface.,Run the referenced verification suite or release gate.,"preview and next-task-prefetch cancellation tests proving fast scan, queued reorder, and focus protection cannot hydrate stale launch state",Block the matching phase gate or release promotion until the suite passes.,,,Map or validate this requirement through the governed FHIR representation set rather than treating a FHIR resource as the hidden write model.,No extra security or privacy implication was stated beyond the default requirement to preserve auditability and minimum-necessary access.,"Record enough audit and projection evidence to prove the requirement remains true after replay, recovery, and release drift.","preview and next-task-prefetch cancellation tests proving fast scan, queued reorder, and focus protection cannot hydrate stale launch state",,normalized,phase_test_section=Tests that must pass before moving on
REQ-TEST-phase-3-the-human-checkpoint-md-020,"no-auto-advance tests proving local completion, provisional settlement, or prefetched readiness cannot open the next task without explicit operator launch",test,canonical,phase-3-the-human-checkpoint.md,Tests that must pass before moving on,"no-auto-advance tests proving local completion, provisional settlement, or prefetched readiness cannot open the next task without explicit operator launch",Every mandatory phase test becomes a traceable registry row so later implementation and merge tasks know the exit gate they serve.,phase_3,cross_phase,cross_programme,cross_audience,cross_channel,,The relevant implementation and fixtures exist for the referenced phase or control surface.,Run the referenced verification suite or release gate.,"no-auto-advance tests proving local completion, provisional settlement, or prefetched readiness cannot open the next task without explicit operator launch",Block the matching phase gate or release promotion until the suite passes.,,,Map or validate this requirement through the governed FHIR representation set rather than treating a FHIR resource as the hidden write model.,No extra security or privacy implication was stated beyond the default requirement to preserve auditability and minimum-necessary access.,"Record enough audit and projection evidence to prove the requirement remains true after replay, recovery, and release drift.","no-auto-advance tests proving local completion, provisional settlement, or prefetched readiness cannot open the next task without explicit operator launch",,normalized,phase_test_section=Tests that must pass before moving on
REQ-TEST-phase-3-the-human-checkpoint-md-021,"next-task blocking-reason tests proving the CTA stays in one stable location with exact settlement, snapshot, and continuity blockers",test,canonical,phase-3-the-human-checkpoint.md,Tests that must pass before moving on,"next-task blocking-reason tests proving the CTA stays in one stable location with exact settlement, snapshot, and continuity blockers",Every mandatory phase test becomes a traceable registry row so later implementation and merge tasks know the exit gate they serve.,phase_3,cross_phase,cross_programme,cross_audience,cross_channel,,The relevant implementation and fixtures exist for the referenced phase or control surface.,Run the referenced verification suite or release gate.,"next-task blocking-reason tests proving the CTA stays in one stable location with exact settlement, snapshot, and continuity blockers",Block the matching phase gate or release promotion until the suite passes.,,,Map or validate this requirement through the governed FHIR representation set rather than treating a FHIR resource as the hidden write model.,No extra security or privacy implication was stated beyond the default requirement to preserve auditability and minimum-necessary access.,"Record enough audit and projection evidence to prove the requirement remains true after replay, recovery, and release drift.","next-task blocking-reason tests proving the CTA stays in one stable location with exact settlement, snapshot, and continuity blockers",,normalized,phase_test_section=Tests that must pass before moving on
REQ-TEST-phase-3-the-human-checkpoint-md-022,departing-task return-stub tests proving the previous task remains recoverable until the launched task reaches stable shell posture,test,canonical,phase-3-the-human-checkpoint.md,Tests that must pass before moving on,departing-task return-stub tests proving the previous task remains recoverable until the launched task reaches stable shell posture,Every mandatory phase test becomes a traceable registry row so later implementation and merge tasks know the exit gate they serve.,phase_3,frontend,cross_programme,cross_audience,cross_channel,,The relevant implementation and fixtures exist for the referenced phase or control surface.,Run the referenced verification suite or release gate.,departing-task return-stub tests proving the previous task remains recoverable until the launched task reaches stable shell posture,Block the matching phase gate or release promotion until the suite passes.,,,Map or validate this requirement through the governed FHIR representation set rather than treating a FHIR resource as the hidden write model.,No extra security or privacy implication was stated beyond the default requirement to preserve auditability and minimum-necessary access.,"Record enough audit and projection evidence to prove the requirement remains true after replay, recovery, and release drift.",departing-task return-stub tests proving the previous task remains recoverable until the launched task reaches stable shell posture,,normalized,phase_test_section=Tests that must pass before moving on
REQ-TEST-phase-3-the-human-checkpoint-md-023,urgent-required-versus-urgent-issued tests proving escalated work cannot appear durably diverted before one `UrgentDiversionSettlement`,test,canonical,phase-3-the-human-checkpoint.md,Tests that must pass before moving on,urgent-required-versus-urgent-issued tests proving escalated work cannot appear durably diverted before one `UrgentDiversionSettlement`,Every mandatory phase test becomes a traceable registry row so later implementation and merge tasks know the exit gate they serve.,phase_3,safety,cross_programme,cross_audience,cross_channel,UrgentDiversionSettlement,The relevant implementation and fixtures exist for the referenced phase or control surface.,Run the referenced verification suite or release gate.,urgent-required-versus-urgent-issued tests proving escalated work cannot appear durably diverted before one `UrgentDiversionSettlement`,Block the matching phase gate or release promotion until the suite passes.,,,Map or validate this requirement through the governed FHIR representation set rather than treating a FHIR resource as the hidden write model.,No extra security or privacy implication was stated beyond the default requirement to preserve auditability and minimum-necessary access.,"Record enough audit and projection evidence to prove the requirement remains true after replay, recovery, and release drift.",urgent-required-versus-urgent-issued tests proving escalated work cannot appear durably diverted before one `UrgentDiversionSettlement`,REQ-OBJ-urgentdiversionsettlement,normalized,phase_test_section=Tests that must pass before moving on
REQ-TEST-phase-3-the-human-checkpoint-md-024,"duplicate-review snapshot tests proving reviewers see winning and competing candidates, continuity witness, and instability state from canonical evidence rather than raw row proximity",test,canonical,phase-3-the-human-checkpoint.md,Tests that must pass before moving on,"duplicate-review snapshot tests proving reviewers see winning and competing candidates, continuity witness, and instability state from canonical evidence rather than raw row proximity",Every mandatory phase test becomes a traceable registry row so later implementation and merge tasks know the exit gate they serve.,phase_3,triage,cross_programme,cross_audience,cross_channel,,The relevant implementation and fixtures exist for the referenced phase or control surface.,Run the referenced verification suite or release gate.,"duplicate-review snapshot tests proving reviewers see winning and competing candidates, continuity witness, and instability state from canonical evidence rather than raw row proximity",Block the matching phase gate or release promotion until the suite passes.,,,Map or validate this requirement through the governed FHIR representation set rather than treating a FHIR resource as the hidden write model.,No extra security or privacy implication was stated beyond the default requirement to preserve auditability and minimum-necessary access.,"Record enough audit and projection evidence to prove the requirement remains true after replay, recovery, and release drift.","duplicate-review snapshot tests proving reviewers see winning and competing candidates, continuity witness, and instability state from canonical evidence rather than raw row proximity",,normalized,phase_test_section=Tests that must pass before moving on
REQ-TEST-phase-3-the-human-checkpoint-md-025,duplicate-resolution supersession tests proving corrected attach or separate outcomes append a new `DuplicateResolutionDecision` and invalidate stale downstream assumptions without rewriting prior audit,test,canonical,phase-3-the-human-checkpoint.md,Tests that must pass before moving on,duplicate-resolution supersession tests proving corrected attach or separate outcomes append a new `DuplicateResolutionDecision` and invalidate stale downstream assumptions without rewriting prior audit,Every mandatory phase test becomes a traceable registry row so later implementation and merge tasks know the exit gate they serve.,phase_3,identity|assurance,cross_programme,cross_audience,cross_channel,Session|DuplicateResolutionDecision,The relevant implementation and fixtures exist for the referenced phase or control surface.,Run the referenced verification suite or release gate.,duplicate-resolution supersession tests proving corrected attach or separate outcomes append a new `DuplicateResolutionDecision` and invalidate stale downstream assumptions without rewriting prior audit,Block the matching phase gate or release promotion until the suite passes.,,,Map or validate this requirement through the governed FHIR representation set rather than treating a FHIR resource as the hidden write model.,No extra security or privacy implication was stated beyond the default requirement to preserve auditability and minimum-necessary access.,"Emit explicit events, projection freshness, parity, or continuity proof so operators can observe the requirement rather than infer it from UI calmness.",duplicate-resolution supersession tests proving corrected attach or separate outcomes append a new `DuplicateResolutionDecision` and invalidate stale downstream assumptions without rewriting prior audit,REQ-OBJ-duplicateresolutiondecision|REQ-OBJ-session,normalized,phase_test_section=Tests that must pass before moving on
REQ-TEST-phase-3-the-human-checkpoint-md-026,queue-order determinism across repeated recomputation,test,canonical,phase-3-the-human-checkpoint.md,Tests that must pass before moving on,queue-order determinism across repeated recomputation,Every mandatory phase test becomes a traceable registry row so later implementation and merge tasks know the exit gate they serve.,phase_3,triage,cross_programme,cross_audience,cross_channel,,The relevant implementation and fixtures exist for the referenced phase or control surface.,Run the referenced verification suite or release gate.,queue-order determinism across repeated recomputation,Block the matching phase gate or release promotion until the suite passes.,,,Map or validate this requirement through the governed FHIR representation set rather than treating a FHIR resource as the hidden write model.,No extra security or privacy implication was stated beyond the default requirement to preserve auditability and minimum-necessary access.,"Record enough audit and projection evidence to prove the requirement remains true after replay, recovery, and release drift.",queue-order determinism across repeated recomputation,,normalized,phase_test_section=Tests that must pass before moving on
REQ-TEST-phase-3-the-human-checkpoint-md-027,queue-snapshot replay tests proving the same `QueueRankPlan` plus the same fact cut yields the same `QueueRankSnapshot.rowOrderHash`,test,canonical,phase-3-the-human-checkpoint.md,Tests that must pass before moving on,queue-snapshot replay tests proving the same `QueueRankPlan` plus the same fact cut yields the same `QueueRankSnapshot.rowOrderHash`,Every mandatory phase test becomes a traceable registry row so later implementation and merge tasks know the exit gate they serve.,phase_3,triage,cross_programme,cross_audience,cross_channel,QueueRankPlan|QueueRankSnapshot,The relevant implementation and fixtures exist for the referenced phase or control surface.,Run the referenced verification suite or release gate.,queue-snapshot replay tests proving the same `QueueRankPlan` plus the same fact cut yields the same `QueueRankSnapshot.rowOrderHash`,Block the matching phase gate or release promotion until the suite passes.,,,Map or validate this requirement through the governed FHIR representation set rather than treating a FHIR resource as the hidden write model.,No extra security or privacy implication was stated beyond the default requirement to preserve auditability and minimum-necessary access.,"Record enough audit and projection evidence to prove the requirement remains true after replay, recovery, and release drift.",queue-snapshot replay tests proving the same `QueueRankPlan` plus the same fact cut yields the same `QueueRankSnapshot.rowOrderHash`,REQ-OBJ-queuerankplan|REQ-OBJ-queueranksnapshot,normalized,phase_test_section=Tests that must pass before moving on
REQ-TEST-phase-3-the-human-checkpoint-md-028,preemption-exclusion tests proving `preemptionPending_i = 1` work cannot appear in the routine queue,test,canonical,phase-3-the-human-checkpoint.md,Tests that must pass before moving on,preemption-exclusion tests proving `preemptionPending_i = 1` work cannot appear in the routine queue,Every mandatory phase test becomes a traceable registry row so later implementation and merge tasks know the exit gate they serve.,phase_3,triage,cross_programme,cross_audience,cross_channel,,The relevant implementation and fixtures exist for the referenced phase or control surface.,Run the referenced verification suite or release gate.,preemption-exclusion tests proving `preemptionPending_i = 1` work cannot appear in the routine queue,Block the matching phase gate or release promotion until the suite passes.,,,Map or validate this requirement through the governed FHIR representation set rather than treating a FHIR resource as the hidden write model.,No extra security or privacy implication was stated beyond the default requirement to preserve auditability and minimum-necessary access.,"Record enough audit and projection evidence to prove the requirement remains true after replay, recovery, and release drift.",preemption-exclusion tests proving `preemptionPending_i = 1` work cannot appear in the routine queue,,normalized,phase_test_section=Tests that must pass before moving on
REQ-TEST-phase-3-the-human-checkpoint-md-029,coverage-fit isolation tests proving capability fit cannot raise clinical urgency ordering,test,canonical,phase-3-the-human-checkpoint.md,Tests that must pass before moving on,coverage-fit isolation tests proving capability fit cannot raise clinical urgency ordering,Every mandatory phase test becomes a traceable registry row so later implementation and merge tasks know the exit gate they serve.,phase_3,cross_phase,clinician,cross_audience,cross_channel,,The relevant implementation and fixtures exist for the referenced phase or control surface.,Run the referenced verification suite or release gate.,coverage-fit isolation tests proving capability fit cannot raise clinical urgency ordering,Block the matching phase gate or release promotion until the suite passes.,,,Map or validate this requirement through the governed FHIR representation set rather than treating a FHIR resource as the hidden write model.,No extra security or privacy implication was stated beyond the default requirement to preserve auditability and minimum-necessary access.,"Record enough audit and projection evidence to prove the requirement remains true after replay, recovery, and release drift.",coverage-fit isolation tests proving capability fit cannot raise clinical urgency ordering,,normalized,phase_test_section=Tests that must pass before moving on
REQ-TEST-phase-3-the-human-checkpoint-md-030,reviewer-suggestion isolation tests proving `QueueAssignmentSuggestionSnapshot` cannot rewrite canonical task order,test,canonical,phase-3-the-human-checkpoint.md,Tests that must pass before moving on,reviewer-suggestion isolation tests proving `QueueAssignmentSuggestionSnapshot` cannot rewrite canonical task order,Every mandatory phase test becomes a traceable registry row so later implementation and merge tasks know the exit gate they serve.,phase_3,triage,cross_programme,cross_audience,cross_channel,QueueAssignmentSuggestionSnapshot,The relevant implementation and fixtures exist for the referenced phase or control surface.,Run the referenced verification suite or release gate.,reviewer-suggestion isolation tests proving `QueueAssignmentSuggestionSnapshot` cannot rewrite canonical task order,Block the matching phase gate or release promotion until the suite passes.,,,Map or validate this requirement through the governed FHIR representation set rather than treating a FHIR resource as the hidden write model.,No extra security or privacy implication was stated beyond the default requirement to preserve auditability and minimum-necessary access.,"Record enough audit and projection evidence to prove the requirement remains true after replay, recovery, and release drift.",reviewer-suggestion isolation tests proving `QueueAssignmentSuggestionSnapshot` cannot rewrite canonical task order,REQ-OBJ-queueassignmentsuggestionsnapshot,normalized,phase_test_section=Tests that must pass before moving on
REQ-TEST-phase-3-the-human-checkpoint-md-031,starvation simulations proving fairness floors work while `rho_crit < rho_guard`,test,canonical,phase-3-the-human-checkpoint.md,Tests that must pass before moving on,starvation simulations proving fairness floors work while `rho_crit < rho_guard`,Every mandatory phase test becomes a traceable registry row so later implementation and merge tasks know the exit gate they serve.,phase_3,cross_phase,cross_programme,cross_audience,cross_channel,,The relevant implementation and fixtures exist for the referenced phase or control surface.,Run the referenced verification suite or release gate.,starvation simulations proving fairness floors work while `rho_crit < rho_guard`,Block the matching phase gate or release promotion until the suite passes.,,,Map or validate this requirement through the governed FHIR representation set rather than treating a FHIR resource as the hidden write model.,No extra security or privacy implication was stated beyond the default requirement to preserve auditability and minimum-necessary access.,"Record enough audit and projection evidence to prove the requirement remains true after replay, recovery, and release drift.",starvation simulations proving fairness floors work while `rho_crit < rho_guard`,,normalized,phase_test_section=Tests that must pass before moving on
REQ-TEST-phase-3-the-human-checkpoint-md-032,critical-overload detection tests proving `triage.queue.overload_critical` triggers instead of falsely promising starvation freedom,test,canonical,phase-3-the-human-checkpoint.md,Tests that must pass before moving on,critical-overload detection tests proving `triage.queue.overload_critical` triggers instead of falsely promising starvation freedom,Every mandatory phase test becomes a traceable registry row so later implementation and merge tasks know the exit gate they serve.,phase_3,safety|triage,cross_programme,cross_audience,cross_channel,,The relevant implementation and fixtures exist for the referenced phase or control surface.,Run the referenced verification suite or release gate.,critical-overload detection tests proving `triage.queue.overload_critical` triggers instead of falsely promising starvation freedom,Block the matching phase gate or release promotion until the suite passes.,,,Map or validate this requirement through the governed FHIR representation set rather than treating a FHIR resource as the hidden write model.,No extra security or privacy implication was stated beyond the default requirement to preserve auditability and minimum-necessary access.,"Record enough audit and projection evidence to prove the requirement remains true after replay, recovery, and release drift.",critical-overload detection tests proving `triage.queue.overload_critical` triggers instead of falsely promising starvation freedom,,normalized,phase_test_section=Tests that must pass before moving on
