browserRecoveryPostureId,environmentRing,routeFamilyRef,routeFamilyLabel,audienceSurfaceRef,gatewaySurfaceRef,runtimePublicationBundleRef,releasePublicationParityRecordRef,cachePolicyRef,secondaryCachePolicyRefs,liveUpdateChannelContractRef,baselineBrowserPosture,transientDisconnectPosture,replayGapPosture,staleProjectionPosture,publicationDriftPosture,releaseOrChannelFreezePosture,assuranceTrustDriftPosture,manifestDriftPosture,offlineReusePosture,runtimePublicationState,parityState,routeExposureState,staleDisclosureMode,defaultRecoveryDispositionRef,readOnlyRecoveryDispositionRef,recoveryOnlyRecoveryDispositionRef,blockedRecoveryDispositionRef,offlineReuseDisposition,reconnectPolicyRef,gapResolutionRefs,source_refs
BRP_096_LOCAL_RF_PATIENT_SECURE_LINK_RECOVERY_V1,local,rf_patient_secure_link_recovery,Secure-link recovery and claim resume (derived),audsurf_patient_transaction_recovery,gws_patient_secure_link_recovery,rpb::local::authoritative,rpp::local::authoritative,CP_GRANT_SCOPED_EPHEMERAL,,,recovery_only,recovery_only,recovery_only,recovery_only,recovery_only,recovery_only,recovery_only,recovery_only,recovery_only,published,exact,constrained,embedded_recovery_banner,RRD_SECURE_LINK_RECOVERY_ONLY,RRD_EMBEDDED_READ_ONLY,RRD_SECURE_LINK_RECOVERY_ONLY,RRD_EMBEDDED_HANDOFF_ONLY,secure_link_recovery_only,not_applicable,FOLLOW_ON_DEPENDENCY_CONTENT_AUDSURF_PATIENT_TRANSACTION_RECOVERY_V1|GAP_ROUTE_CACHE_OR_CHANNEL_BINDING_RF_PATIENT_SECURE_LINK_RECOVERY_LIVE_CHANNEL_ABSENT,"blueprint/forensic-audit-findings.md#Finding 91|blueprint/patient-account-and-communications-blueprint.md#Patient audience coverage contract|blueprint/phase-0-the-foundation-protocol.md#5.4 Claim, secure-link, and embedded access algorithm|blueprint/platform-runtime-and-release-blueprint.md#FrontendContractManifest|data/analysis/build_provenance_manifest.json|data/analysis/design_contract_publication_bundles.json|data/analysis/frontend_contract_manifests.json|data/analysis/gateway_bff_surfaces.json|data/analysis/gateway_bff_surfaces.json#gws_patient_embedded_shell|data/analysis/gateway_bff_surfaces.json#gws_patient_secure_link_recovery|data/analysis/release_contract_verification_matrix.json|data/analysis/release_publication_parity_rules.json|data/analysis/runtime_topology_manifest.json|data/analysis/tenant_isolation_matrix.csv#TIM_GRANT_SCOPED_RECOVERY|patient-account-and-communications-blueprint.md#Patient audience coverage contract|patient-account-and-communications-blueprint.md#Patient audience coverage contract; phase-0-the-foundation-protocol.md#5.4 Claim, secure-link, and embedded access algorithm; platform-runtime-and-release-blueprint.md#GatewayBffSurface; blueprint/phase-0-the-foundation-protocol.md#5.4 Claim, secure-link, and embedded access algorithm; blueprint/forensic-audit-findings.md#Finding 91; data/analysis/tenant_isolation_matrix.csv#TIM_GRANT_SCOPED_RECOVERY|patient-portal-experience-architecture-blueprint.md#Control priorities|phase-0-the-foundation-protocol.md#5.4 Claim, secure-link, and embedded access algorithm|platform-runtime-and-release-blueprint.md#GatewayBffSurface"
BRP_096_LOCAL_RF_PHARMACY_CONSOLE_V1,local,rf_pharmacy_console,"/workspace/pharmacy, /workspace/pharmacy/:pharmacyCaseId, /validate, /inventory, /resolve, /handoff, /assurance",audsurf_pharmacy_console,gws_pharmacy_console,rpb::local::authoritative,rpp::local::authoritative,CP_PHARMACY_CASE_PRIVATE,,LCC_050_RF_PHARMACY_CONSOLE_V1,read_only,read_only,recovery_only,read_only,read_only,read_only,recovery_only,recovery_only,read_only,published,exact,constrained,workspace_status_strip,RRD_PHARMACY_READ_ONLY,RRD_PHARMACY_READ_ONLY,RRD_PHARMACY_DISPATCH_RECOVERY,RRD_PHARMACY_DISPATCH_RECOVERY,pharmacy_case_last_safe_read_only,GAP_RESOLUTION_RECONNECT_POLICY_PHARMACY_SSE_V1,FOLLOW_ON_DEPENDENCY_CONTENT_AUDSURF_PHARMACY_CONSOLE_V1|GAP_RESOLUTION_RECONNECT_POLICY_PHARMACY_SSE_V1,blueprint/forensic-audit-findings.md#Finding 91|blueprint/pharmacy-console-frontend-architecture.md#Mission frame|blueprint/platform-runtime-and-release-blueprint.md#FrontendContractManifest|blueprint/platform-runtime-and-release-blueprint.md#LiveUpdateChannelContract|data/analysis/build_provenance_manifest.json|data/analysis/design_contract_publication_bundles.json|data/analysis/frontend_contract_manifests.json|data/analysis/gateway_bff_surfaces.json|data/analysis/gateway_bff_surfaces.json#gws_pharmacy_console|data/analysis/release_contract_verification_matrix.json|data/analysis/release_publication_parity_rules.json|data/analysis/runtime_topology_manifest.json|data/analysis/tenant_isolation_matrix.csv#TIM_PHARMACY_SERVICING|pharmacy-console-frontend-architecture.md#Mission frame|pharmacy-console-frontend-architecture.md#Mission frame; pharmacy-console-frontend-architecture.md#The recommended route family is; platform-runtime-and-release-blueprint.md#GatewayBffSurface; blueprint/pharmacy-console-frontend-architecture.md#Mission frame; blueprint/forensic-audit-findings.md#Finding 91; data/analysis/tenant_isolation_matrix.csv#TIM_PHARMACY_SERVICING|pharmacy-console-frontend-architecture.md#The recommended route family is|platform-runtime-and-release-blueprint.md#GatewayBffSurface
BRP_096_LOCAL_RF_STAFF_WORKSPACE_V1,local,rf_staff_workspace,"/workspace, /workspace/queue/:queueKey, /workspace/task/:taskId",audsurf_clinical_workspace,gws_clinician_workspace,rpb::local::authoritative,rpp::local::authoritative,CP_WORKSPACE_SINGLE_ORG_PRIVATE,,LCC_050_RF_STAFF_WORKSPACE_V1,read_only,read_only,recovery_only,read_only,read_only,read_only,recovery_only,recovery_only,read_only,published,exact,constrained,workspace_status_strip,RRD_WORKSPACE_READ_ONLY,RRD_WORKSPACE_READ_ONLY,RRD_WORKSPACE_QUEUE_PLACEHOLDER,RRD_WORKSPACE_QUEUE_PLACEHOLDER,workspace_anchor_read_only,GAP_RESOLUTION_RECONNECT_POLICY_WORKSPACE_SSE_V1,FOLLOW_ON_DEPENDENCY_CONTENT_AUDSURF_CLINICAL_WORKSPACE_V1|GAP_RESOLUTION_RECONNECT_POLICY_WORKSPACE_SSE_V1,blueprint/forensic-audit-findings.md#Finding 114|blueprint/forensic-audit-findings.md#Finding 92|blueprint/platform-frontend-blueprint.md#Shared IA rules|blueprint/platform-runtime-and-release-blueprint.md#FrontendContractManifest|blueprint/platform-runtime-and-release-blueprint.md#LiveUpdateChannelContract|blueprint/staff-operations-and-support-blueprint.md#Staff audience coverage contract|blueprint/staff-workspace-interface-architecture.md|blueprint/staff-workspace-interface-architecture.md#Route family|data/analysis/build_provenance_manifest.json|data/analysis/design_contract_publication_bundles.json|data/analysis/frontend_contract_manifests.json|data/analysis/gateway_bff_surfaces.json|data/analysis/gateway_bff_surfaces.json#gws_clinician_workspace|data/analysis/release_contract_verification_matrix.json|data/analysis/release_publication_parity_rules.json|data/analysis/runtime_topology_manifest.json|data/analysis/tenant_isolation_matrix.csv#TIM_TENANT_STAFF_SINGLE_ORG|platform-runtime-and-release-blueprint.md#GatewayBffSurface|staff-operations-and-support-blueprint.md#Clinical Workspace specialization|staff-operations-and-support-blueprint.md#Staff audience coverage contract|staff-workspace-interface-architecture.md#Additional route rules|staff-workspace-interface-architecture.md#Route family|staff-workspace-interface-architecture.md#Route family; staff-workspace-interface-architecture.md#Workspace shell-family ownership is explicit; staff-operations-and-support-blueprint.md#Clinical Workspace specialization; platform-runtime-and-release-blueprint.md#GatewayBffSurface; blueprint/staff-workspace-interface-architecture.md#Route family; blueprint/forensic-audit-findings.md#Finding 92; data/analysis/tenant_isolation_matrix.csv#TIM_TENANT_STAFF_SINGLE_ORG|staff-workspace-interface-architecture.md#Route family; staff-workspace-interface-architecture.md#Workspace shell-family ownership is explicit; staff-operations-and-support-blueprint.md#Staff audience coverage contract; platform-runtime-and-release-blueprint.md#GatewayBffSurface; blueprint/staff-operations-and-support-blueprint.md#Staff audience coverage contract; blueprint/forensic-audit-findings.md#Finding 114; data/analysis/tenant_isolation_matrix.csv#TIM_TENANT_STAFF_SINGLE_ORG|staff-workspace-interface-architecture.md#Workspace shell-family ownership is explicit
BRP_096_LOCAL_RF_STAFF_WORKSPACE_CHILD_V1,local,rf_staff_workspace_child,"/workspace/task/:taskId/more-info, /workspace/task/:taskId/decision, /workspace/approvals, /workspace/escalations, /workspace/changed, /workspace/search",audsurf_clinical_workspace,gws_clinician_workspace_child,rpb::local::authoritative,rpp::local::authoritative,CP_WORKSPACE_CHILD_PRIVATE_EPHEMERAL,CP_ASSISTIVE_ADJUNCT_NO_PERSIST,LCC_050_RF_STAFF_WORKSPACE_CHILD_V1,read_only,read_only,recovery_only,read_only,read_only,read_only,recovery_only,recovery_only,read_only,published,exact,constrained,workspace_status_strip,RRD_WORKSPACE_CHILD_READ_ONLY,RRD_WORKSPACE_CHILD_READ_ONLY,RRD_WORKSPACE_CHILD_RECOVERY_ONLY,RRD_WORKSPACE_CHILD_RECOVERY_ONLY,workspace_child_anchor_read_only,GAP_RESOLUTION_RECONNECT_POLICY_WORKSPACE_SSE_V1,FOLLOW_ON_DEPENDENCY_CONTENT_AUDSURF_CLINICAL_WORKSPACE_V1|GAP_RESOLUTION_RECONNECT_POLICY_WORKSPACE_SSE_V1,blueprint/forensic-audit-findings.md#Finding 92|blueprint/platform-frontend-blueprint.md#Shared IA rules|blueprint/platform-runtime-and-release-blueprint.md#FrontendContractManifest|blueprint/platform-runtime-and-release-blueprint.md#LiveUpdateChannelContract|blueprint/staff-workspace-interface-architecture.md|blueprint/staff-workspace-interface-architecture.md#Additional route rules|data/analysis/build_provenance_manifest.json|data/analysis/design_contract_publication_bundles.json|data/analysis/frontend_contract_manifests.json|data/analysis/gateway_bff_surfaces.json|data/analysis/gateway_bff_surfaces.json#gws_clinician_workspace|data/analysis/release_contract_verification_matrix.json|data/analysis/release_publication_parity_rules.json|data/analysis/runtime_topology_manifest.json|data/analysis/tenant_isolation_matrix.csv#TIM_TENANT_STAFF_SINGLE_ORG|platform-runtime-and-release-blueprint.md#GatewayBffSurface|staff-workspace-interface-architecture.md#Additional route rules|staff-workspace-interface-architecture.md#Route family|staff-workspace-interface-architecture.md#Route family; staff-workspace-interface-architecture.md#Additional route rules; phase-8-the-assistive-layer.md#Control priorities; staff-workspace-interface-architecture.md#Assistive companion presentation profile; platform-runtime-and-release-blueprint.md#GatewayBffSurface; blueprint/phase-8-the-assistive-layer.md#Control priorities; blueprint/forensic-audit-findings.md#Finding 91; data/analysis/tenant_isolation_matrix.csv#TIM_ASSISTIVE_ADJUNCT|staff-workspace-interface-architecture.md#Route family; staff-workspace-interface-architecture.md#Additional route rules; platform-runtime-and-release-blueprint.md#GatewayBffSurface; blueprint/staff-workspace-interface-architecture.md#Additional route rules; blueprint/forensic-audit-findings.md#Finding 92; data/analysis/tenant_isolation_matrix.csv#TIM_TENANT_STAFF_SINGLE_ORG|staff-workspace-interface-architecture.md#Workspace shell-family ownership is explicit
BRP_096_LOCAL_RF_SUPPORT_REPLAY_OBSERVE_V1,local,rf_support_replay_observe,/ops/support/replay/:supportReplaySessionId and /ops/support/tickets/:supportTicketId/observe/:supportObserveSessionId,audsurf_support_workspace,gws_support_replay_observe,rpb::local::authoritative,rpp::local::authoritative,CP_SUPPORT_REPLAY_FROZEN_NO_STORE,,LCC_050_RF_SUPPORT_REPLAY_OBSERVE_V1,recovery_only,recovery_only,recovery_only,recovery_only,recovery_only,recovery_only,recovery_only,recovery_only,recovery_only,published,exact,constrained,support_replay_notice,RRD_SUPPORT_REPLAY_MASKED,RRD_SUPPORT_REPLAY_MASKED,RRD_SUPPORT_REPLAY_RESTORE_FROZEN,RRD_SUPPORT_REPLAY_RESTORE_FROZEN,support_replay_restore_only,GAP_RESOLUTION_RECONNECT_POLICY_SUPPORT_REPLAY_SSE_V1,FOLLOW_ON_DEPENDENCY_CONTENT_AUDSURF_SUPPORT_WORKSPACE_V1|GAP_RESOLUTION_RECONNECT_POLICY_SUPPORT_REPLAY_SSE_V1,blueprint/forensic-audit-findings.md#Finding 100 - Support replay and observe return still had no authoritative restore gate|blueprint/phase-0-the-foundation-protocol.md#6.5 Support and replay algorithm|blueprint/platform-runtime-and-release-blueprint.md#FrontendContractManifest|blueprint/platform-runtime-and-release-blueprint.md#LiveUpdateChannelContract|blueprint/staff-operations-and-support-blueprint.md#Support route contract|data/analysis/build_provenance_manifest.json|data/analysis/design_contract_publication_bundles.json|data/analysis/frontend_contract_manifests.json|data/analysis/gateway_bff_surfaces.json|data/analysis/gateway_bff_surfaces.json#gws_support_ticket_workspace|data/analysis/release_contract_verification_matrix.json|data/analysis/release_publication_parity_rules.json|data/analysis/runtime_topology_manifest.json|data/analysis/tenant_isolation_matrix.csv#TIM_SUPPORT_INVESTIGATION|phase-0-the-foundation-protocol.md#6.5 Support and replay algorithm|platform-runtime-and-release-blueprint.md#GatewayBffSurface|staff-operations-and-support-blueprint.md#Support route contract|staff-operations-and-support-blueprint.md#Support route contract; phase-0-the-foundation-protocol.md#6.5 Support and replay algorithm; platform-runtime-and-release-blueprint.md#GatewayBffSurface; blueprint/phase-0-the-foundation-protocol.md#6.5 Support and replay algorithm; blueprint/forensic-audit-findings.md#Finding 100 - Support replay and observe return still had no authoritative restore gate; data/analysis/tenant_isolation_matrix.csv#TIM_SUPPORT_INVESTIGATION
BRP_096_LOCAL_RF_SUPPORT_TICKET_WORKSPACE_V1,local,rf_support_ticket_workspace,"/ops/support, /ops/support/inbox/:viewKey, /ops/support/tickets/:supportTicketId, /conversation, /history, /knowledge, /actions/:actionKey, /handoff/:supportOwnershipTransferId",audsurf_support_workspace,gws_support_ticket_workspace,rpb::local::authoritative,rpp::local::authoritative,CP_SUPPORT_CAPTURE_PRIVATE_EPHEMERAL,CP_SUPPORT_MASKED_PRIVATE,LCC_050_RF_SUPPORT_TICKET_WORKSPACE_V1,recovery_only,recovery_only,recovery_only,recovery_only,recovery_only,recovery_only,recovery_only,recovery_only,recovery_only,published,exact,constrained,support_recovery_notice,RRD_SUPPORT_CAPTURE_READ_ONLY,RRD_SUPPORT_WORKSPACE_READ_ONLY,RRD_SUPPORT_CAPTURE_RECOVERY,RRD_SUPPORT_CAPTURE_RECOVERY,support_capture_recovery_only,GAP_RESOLUTION_RECONNECT_POLICY_SUPPORT_SSE_V1,FOLLOW_ON_DEPENDENCY_CONTENT_AUDSURF_SUPPORT_WORKSPACE_V1|GAP_RESOLUTION_RECONNECT_POLICY_SUPPORT_SSE_V1,blueprint-init.md#2. Core product surfaces|blueprint/forensic-audit-findings.md#Finding 114|blueprint/platform-runtime-and-release-blueprint.md#FrontendContractManifest|blueprint/platform-runtime-and-release-blueprint.md#LiveUpdateChannelContract|blueprint/staff-operations-and-support-blueprint.md#Support route contract|data/analysis/build_provenance_manifest.json|data/analysis/design_contract_publication_bundles.json|data/analysis/frontend_contract_manifests.json|data/analysis/gateway_bff_surfaces.json|data/analysis/gateway_bff_surfaces.json#gws_support_ticket_workspace|data/analysis/release_contract_verification_matrix.json|data/analysis/release_publication_parity_rules.json|data/analysis/runtime_topology_manifest.json|data/analysis/tenant_isolation_matrix.csv#TIM_SUPPORT_DELEGATE|phase-0-the-foundation-protocol.md#6.5 Support and replay algorithm|platform-runtime-and-release-blueprint.md#GatewayBffSurface|staff-operations-and-support-blueprint.md#Support route contract|staff-operations-and-support-blueprint.md#Support route contract; phase-0-the-foundation-protocol.md#6.5 Support and replay algorithm; blueprint-init.md#2. Core product surfaces; platform-runtime-and-release-blueprint.md#GatewayBffSurface; blueprint/staff-operations-and-support-blueprint.md#Support route contract; blueprint/forensic-audit-findings.md#Finding 114; data/analysis/tenant_isolation_matrix.csv#TIM_SUPPORT_DELEGATE|staff-operations-and-support-blueprint.md#Support route contract; phase-0-the-foundation-protocol.md#6.5 Support and replay algorithm; platform-runtime-and-release-blueprint.md#GatewayBffSurface; blueprint/staff-operations-and-support-blueprint.md#Support route contract; blueprint/forensic-audit-findings.md#Finding 114; data/analysis/tenant_isolation_matrix.csv#TIM_SUPPORT_DELEGATE
BRP_096_PREPROD_RF_GOVERNANCE_SHELL_V1,preprod,rf_governance_shell,"/ops/governance/*, /ops/access/*, /ops/config/*, /ops/comms/*, /ops/release/*",audsurf_governance_admin,gws_governance_shell,rpb::preprod::authoritative,rpp::preprod::authoritative,CP_GOVERNANCE_CONTROL_EPHEMERAL,,LCC_050_RF_GOVERNANCE_SHELL_V1,read_only,read_only,blocked,read_only,blocked,blocked,blocked,blocked,read_only,withdrawn,withdrawn,withdrawn,governance_control_notice,RRD_GOVERNANCE_READ_ONLY,RRD_GOVERNANCE_READ_ONLY,RRD_GOVERNANCE_HANDOFF_ONLY,RRD_GOVERNANCE_HANDOFF_ONLY,governance_last_safe_read_only,GAP_RESOLUTION_RECONNECT_POLICY_GOVERNANCE_SSE_V1,FOLLOW_ON_DEPENDENCY_CONTENT_AUDSURF_GOVERNANCE_ADMIN_V1|GAP_RESOLUTION_RECONNECT_POLICY_GOVERNANCE_SSE_V1,blueprint/forensic-audit-findings.md#Finding 95|blueprint/governance-admin-console-frontend-blueprint.md#Shell and route topology|blueprint/platform-runtime-and-release-blueprint.md#FrontendContractManifest|blueprint/platform-runtime-and-release-blueprint.md#LiveUpdateChannelContract|data/analysis/build_provenance_manifest.json|data/analysis/design_contract_publication_bundles.json|data/analysis/frontend_contract_manifests.json|data/analysis/gateway_bff_surfaces.json|data/analysis/gateway_bff_surfaces.json#gws_governance_shell|data/analysis/release_contract_verification_matrix.json|data/analysis/release_publication_parity_rules.json|data/analysis/runtime_topology_manifest.json|data/analysis/tenant_isolation_matrix.csv#TIM_GOVERNANCE_PLATFORM|governance-admin-console-frontend-blueprint.md#Primary governance personas|governance-admin-console-frontend-blueprint.md#Shell and route topology|governance-admin-console-frontend-blueprint.md#Shell and route topology; platform-frontend-blueprint.md#Governance/Admin specialization; governance-admin-console-frontend-blueprint.md#Primary governance personas; platform-runtime-and-release-blueprint.md#GatewayBffSurface; blueprint/governance-admin-console-frontend-blueprint.md#Shell and route topology; blueprint/forensic-audit-findings.md#Finding 95; data/analysis/tenant_isolation_matrix.csv#TIM_GOVERNANCE_PLATFORM|platform-frontend-blueprint.md#Governance/Admin specialization|platform-runtime-and-release-blueprint.md#GatewayBffSurface
BRP_096_PREPROD_RF_HUB_CASE_MANAGEMENT_V1,preprod,rf_hub_case_management,"/hub/case/:hubCoordinationCaseId, /hub/alternatives/:offerSessionId, /hub/exceptions, /hub/audit/:hubCoordinationCaseId",audsurf_hub_desk,gws_hub_case_management,rpb::preprod::authoritative,rpp::preprod::authoritative,CP_HUB_CASE_PRIVATE_EPHEMERAL,,LCC_050_RF_HUB_CASE_MANAGEMENT_V1,read_only,read_only,recovery_only,read_only,blocked,blocked,recovery_only,recovery_only,read_only,withdrawn,withdrawn,withdrawn,workspace_status_strip,RRD_HUB_CASE_READ_ONLY,RRD_HUB_CASE_READ_ONLY,RRD_HUB_CASE_RECOVERY_ONLY,RRD_HUB_CASE_RECOVERY_ONLY,hub_case_last_anchor_read_only,GAP_RESOLUTION_RECONNECT_POLICY_HUB_SSE_V1,FOLLOW_ON_DEPENDENCY_CONTENT_AUDSURF_HUB_DESK_V1|GAP_RESOLUTION_RECONNECT_POLICY_HUB_SSE_V1,"blueprint/forensic-audit-findings.md#Finding 114|blueprint/phase-5-the-network-horizon.md#Frontend work|blueprint/phase-5-the-network-horizon.md#Hub shell-family ownership is explicit|blueprint/platform-runtime-and-release-blueprint.md#FrontendContractManifest|blueprint/platform-runtime-and-release-blueprint.md#LiveUpdateChannelContract|data/analysis/build_provenance_manifest.json|data/analysis/design_contract_publication_bundles.json|data/analysis/frontend_contract_manifests.json|data/analysis/gateway_bff_surfaces.json|data/analysis/gateway_bff_surfaces.json#gws_hub_case_management|data/analysis/gateway_bff_surfaces.json#gws_hub_queue|data/analysis/release_contract_verification_matrix.json|data/analysis/release_publication_parity_rules.json|data/analysis/runtime_topology_manifest.json|data/analysis/tenant_isolation_matrix.csv#TIM_HUB_CROSS_ORG|phase-5-the-network-horizon.md#5A. Network coordination contract, case model, and state machine|phase-5-the-network-horizon.md#Frontend work|phase-5-the-network-horizon.md#Frontend work; phase-5-the-network-horizon.md#Hub shell-family ownership is explicit; platform-runtime-and-release-blueprint.md#GatewayBffSurface; blueprint/phase-5-the-network-horizon.md#Hub shell-family ownership is explicit; blueprint/forensic-audit-findings.md#Finding 114; data/analysis/tenant_isolation_matrix.csv#TIM_HUB_CROSS_ORG|phase-5-the-network-horizon.md#Hub shell-family ownership is explicit|platform-runtime-and-release-blueprint.md#GatewayBffSurface"
BRP_096_PREPROD_RF_HUB_QUEUE_V1,preprod,rf_hub_queue,/hub/queue,audsurf_hub_desk,gws_hub_queue,rpb::preprod::authoritative,rpp::preprod::authoritative,CP_HUB_QUEUE_PRIVATE_SUMMARY,,LCC_050_RF_HUB_QUEUE_V1,read_only,read_only,recovery_only,read_only,blocked,blocked,recovery_only,recovery_only,read_only,withdrawn,withdrawn,withdrawn,workspace_status_strip,RRD_HUB_QUEUE_READ_ONLY,RRD_HUB_QUEUE_READ_ONLY,RRD_HUB_QUEUE_SUMMARY_ONLY,RRD_HUB_QUEUE_SUMMARY_ONLY,hub_queue_summary_only,GAP_RESOLUTION_RECONNECT_POLICY_HUB_SSE_V1,FOLLOW_ON_DEPENDENCY_CONTENT_AUDSURF_HUB_DESK_V1|GAP_RESOLUTION_RECONNECT_POLICY_HUB_SSE_V1,"blueprint/forensic-audit-findings.md#Finding 114|blueprint/phase-5-the-network-horizon.md#Frontend work|blueprint/platform-runtime-and-release-blueprint.md#FrontendContractManifest|blueprint/platform-runtime-and-release-blueprint.md#LiveUpdateChannelContract|data/analysis/build_provenance_manifest.json|data/analysis/design_contract_publication_bundles.json|data/analysis/frontend_contract_manifests.json|data/analysis/gateway_bff_surfaces.json|data/analysis/gateway_bff_surfaces.json#gws_hub_case_management|data/analysis/gateway_bff_surfaces.json#gws_hub_queue|data/analysis/release_contract_verification_matrix.json|data/analysis/release_publication_parity_rules.json|data/analysis/runtime_topology_manifest.json|data/analysis/tenant_isolation_matrix.csv#TIM_HUB_CROSS_ORG|phase-5-the-network-horizon.md#5A. Network coordination contract, case model, and state machine|phase-5-the-network-horizon.md#Frontend work|phase-5-the-network-horizon.md#Frontend work; phase-5-the-network-horizon.md#5A. Network coordination contract, case model, and state machine; platform-runtime-and-release-blueprint.md#GatewayBffSurface; blueprint/phase-5-the-network-horizon.md#Frontend work; blueprint/forensic-audit-findings.md#Finding 114; data/analysis/tenant_isolation_matrix.csv#TIM_HUB_CROSS_ORG|phase-5-the-network-horizon.md#Hub shell-family ownership is explicit|platform-runtime-and-release-blueprint.md#GatewayBffSurface"
BRP_096_PREPROD_RF_INTAKE_SELF_SERVICE_V1,preprod,rf_intake_self_service,Intake / self-service form (derived),audsurf_patient_public_entry,gws_patient_intake_web,rpb::preprod::authoritative,rpp::preprod::authoritative,CP_PUBLIC_NO_PERSISTED_PHI,,,recovery_only,recovery_only,recovery_only,recovery_only,blocked,blocked,recovery_only,recovery_only,recovery_only,withdrawn,withdrawn,withdrawn,public_entry_recovery_banner,RRD_PATIENT_INTAKE_RECOVERY,RRD_PATIENT_PUBLIC_PLACEHOLDER,RRD_PATIENT_INTAKE_RECOVERY,RRD_PATIENT_INTAKE_RECOVERY,public_placeholder_only,not_applicable,FOLLOW_ON_DEPENDENCY_CONTENT_AUDSURF_PATIENT_PUBLIC_ENTRY_V1|GAP_ROUTE_CACHE_OR_CHANNEL_BINDING_RF_INTAKE_SELF_SERVICE_LIVE_CHANNEL_ABSENT,blueprint-init.md#2. Core product surfaces|blueprint-init.md#2. Core product surfaces; phase-0-the-foundation-protocol.md#12.1 Mandatory audience tiers; platform-runtime-and-release-blueprint.md#GatewayBffSurface; blueprint/blueprint-init.md#2. Core product surfaces; blueprint/forensic-audit-findings.md#Finding 97; data/analysis/tenant_isolation_matrix.csv#TIM_PUBLIC_PRE_IDENTITY|blueprint/blueprint-init.md#2. Core product surfaces|blueprint/forensic-audit-findings.md#Finding 97|blueprint/platform-frontend-blueprint.md#Browser boundary and BFF law|blueprint/platform-runtime-and-release-blueprint.md#FrontendContractManifest|data/analysis/build_provenance_manifest.json|data/analysis/design_contract_publication_bundles.json|data/analysis/frontend_contract_manifests.json|data/analysis/gateway_bff_surfaces.json|data/analysis/gateway_bff_surfaces.json#gws_patient_intake_phone|data/analysis/gateway_bff_surfaces.json#gws_patient_intake_web|data/analysis/release_contract_verification_matrix.json|data/analysis/release_publication_parity_rules.json|data/analysis/runtime_topology_manifest.json|data/analysis/tenant_isolation_matrix.csv#TIM_PUBLIC_PRE_IDENTITY|phase-0-the-foundation-protocol.md#0.2 Continuity key and shell law|phase-0-the-foundation-protocol.md#12.1 Mandatory audience tiers|platform-runtime-and-release-blueprint.md#GatewayBffSurface
BRP_096_PREPROD_RF_INTAKE_TELEPHONY_CAPTURE_V1,preprod,rf_intake_telephony_capture,Intake / telephony capture (derived),audsurf_patient_public_entry,gws_patient_intake_phone,rpb::preprod::authoritative,rpp::preprod::authoritative,CP_CONSTRAINED_CAPTURE_NO_BROWSER_CACHE,,,recovery_only,recovery_only,recovery_only,recovery_only,blocked,blocked,recovery_only,recovery_only,recovery_only,withdrawn,withdrawn,withdrawn,public_entry_recovery_banner,RRD_TELEPHONY_CAPTURE_RECOVERY,RRD_PATIENT_PUBLIC_PLACEHOLDER,RRD_TELEPHONY_CAPTURE_RECOVERY,RRD_TELEPHONY_CAPTURE_RECOVERY,telephony_resume_required,not_applicable,FOLLOW_ON_DEPENDENCY_CONTENT_AUDSURF_PATIENT_PUBLIC_ENTRY_V1|GAP_ROUTE_CACHE_OR_CHANNEL_BINDING_RF_INTAKE_TELEPHONY_CAPTURE_LIVE_CHANNEL_ABSENT,blueprint-init.md#2. Core product surfaces|blueprint-init.md#2. Core product surfaces; phase-0-the-foundation-protocol.md#0.2 Continuity key and shell law; platform-runtime-and-release-blueprint.md#GatewayBffSurface; blueprint/blueprint-init.md#2. Core product surfaces; docs/architecture/11_gateway_surface_and_runtime_topology_baseline.md#Gateway Surface Matrix; data/analysis/tenant_isolation_matrix.csv#TIM_PUBLIC_PRE_IDENTITY|blueprint/blueprint-init.md#2. Core product surfaces|blueprint/platform-frontend-blueprint.md#Browser boundary and BFF law|blueprint/platform-runtime-and-release-blueprint.md#FrontendContractManifest|data/analysis/build_provenance_manifest.json|data/analysis/design_contract_publication_bundles.json|data/analysis/frontend_contract_manifests.json|data/analysis/gateway_bff_surfaces.json|data/analysis/gateway_bff_surfaces.json#gws_patient_intake_phone|data/analysis/gateway_bff_surfaces.json#gws_patient_intake_web|data/analysis/release_contract_verification_matrix.json|data/analysis/release_publication_parity_rules.json|data/analysis/runtime_topology_manifest.json|data/analysis/tenant_isolation_matrix.csv#TIM_PUBLIC_PRE_IDENTITY|docs/architecture/11_gateway_surface_and_runtime_topology_baseline.md#Gateway Surface Matrix|phase-0-the-foundation-protocol.md#0.2 Continuity key and shell law|phase-0-the-foundation-protocol.md#12.1 Mandatory audience tiers|platform-runtime-and-release-blueprint.md#GatewayBffSurface
