provider_family,dimension_id,dimension_title,dimension_class,minimum_bar_mock_now,evidence_required_mock_now,kill_switch_if_failed_mock_now,source_refs,notes
telephony_voice_and_recording,degraded_mode_resilience,Resilience And Degraded-Mode Compatibility,resilience,5,"[""Simulator evidence showing stale, partial, or blocked telephony voice capture, recording, and transcript processing states degrade through the published recovery posture."", ""Same-shell or same-control-plane recovery proof for the affected user or operator path.""]",Reject the mock if degraded or stale states are absent or if recovery posture diverges from the blueprint.,"[""blueprint/phase-2-the-identity-and-echoes.md#2E. Telephony edge, IVR choreography, and call-session persistence"", ""blueprint/phase-2-the-identity-and-echoes.md#2F. Caller verification, voice capture, transcript stub, and SMS continuation"", ""blueprint/forensic-audit-findings.md#Finding 2 - Telephony urgent branch did not enforce evidence readiness"", ""blueprint/phase-2-identity-and-echoes.md#2E. Telephony edge, IVR choreography, and call-session persistence"", ""blueprint/phase-2-identity-and-echoes.md#2F. Caller verification, voice capture, transcript stub, and SMS continuation"", ""blueprint/forensic-audit-findings.md#Finding 12 - No safe fallback when ingest or safety failed"", ""data/analysis/dependency_truth_and_fallback_matrix.csv#dep_telephony_ivr_recording_provider"", ""phase-2-identity-and-echoes.md#2E. Telephony call-session ingestion, evidence readiness, and convergence"", ""phase-2-identity-and-echoes.md#2F. Caller verification, voice capture, transcript stub, and SMS continuation"", ""callback-and-clinician-messaging-loop.md#Callback domain"", ""forensic-audit-findings.md#Finding 12 - No safe fallback when ingest or safety failed"", ""phase-0-the-foundation-protocol.md#4.3A Artifact quarantine and fallback review""]","Degraded-mode law is part of the provider scorecard, not an afterthought. Weights stay equal because the architectural law is invariant across mock-now and actual-provider later. The mapped seq_021 seams are Telephony capture, transcript, and artifact-safety backplane."
telephony_voice_and_recording,experience_and_brand_constraints,UI / Brand / Interaction Constraints,ui_brand_constraints,3,"[""Simulator screens or artifacts showing any provider-imposed UI or message constraints for telephony voice capture, recording, and transcript processing."", ""Evidence that Vecells can preserve quiet, accurate copy without hiding provider-mandated interaction rules.""]",Reject the mock if it hides provider-driven interaction constraints that later affect UX truth.,"[""blueprint/phase-2-the-identity-and-echoes.md#2E. Telephony edge, IVR choreography, and call-session persistence"", ""blueprint/phase-2-the-identity-and-echoes.md#2F. Caller verification, voice capture, transcript stub, and SMS continuation"", ""blueprint/forensic-audit-findings.md#Finding 2 - Telephony urgent branch did not enforce evidence readiness"", ""blueprint/phase-2-identity-and-echoes.md#2E. Telephony edge, IVR choreography, and call-session persistence"", ""blueprint/phase-2-identity-and-echoes.md#2F. Caller verification, voice capture, transcript stub, and SMS continuation"", ""blueprint/forensic-audit-findings.md#Finding 12 - No safe fallback when ingest or safety failed"", ""data/analysis/dependency_truth_and_fallback_matrix.csv#dep_telephony_ivr_recording_provider"", ""phase-2-identity-and-echoes.md#2E. Telephony call-session ingestion, evidence readiness, and convergence"", ""phase-2-identity-and-echoes.md#2F. Caller verification, voice capture, transcript stub, and SMS continuation"", ""callback-and-clinician-messaging-loop.md#Callback domain"", ""forensic-audit-findings.md#Finding 12 - No safe fallback when ingest or safety failed"", ""phase-0-the-foundation-protocol.md#4.3A Artifact quarantine and fallback review""]","Interaction constraints matter when they change calmness, redirect safety, or patient expectations. Actual-provider later is heavier because later onboarding adds approval, support, or compliance burden without lowering the proof bar. The mapped seq_021 seams are Telephony capture, transcript, and artifact-safety backplane."
telephony_voice_and_recording,simulator_fidelity,Simulator Fidelity And State Coverage,mock_fidelity,5,"[""Named state inventory for telephony voice capture, recording, and transcript processing covering happy, degraded, replayed, stale, and blocked paths."", ""Playwright or contract-test evidence proving the simulator drives real product logic instead of a toy stub.""]","Reject the mock if it omits states that later drive patient-visible truth, safety, or closure behavior.","[""blueprint/phase-2-the-identity-and-echoes.md#2E. Telephony edge, IVR choreography, and call-session persistence"", ""blueprint/phase-2-the-identity-and-echoes.md#2F. Caller verification, voice capture, transcript stub, and SMS continuation"", ""blueprint/forensic-audit-findings.md#Finding 2 - Telephony urgent branch did not enforce evidence readiness"", ""blueprint/phase-2-identity-and-echoes.md#2E. Telephony edge, IVR choreography, and call-session persistence"", ""blueprint/phase-2-identity-and-echoes.md#2F. Caller verification, voice capture, transcript stub, and SMS continuation"", ""blueprint/forensic-audit-findings.md#Finding 12 - No safe fallback when ingest or safety failed"", ""data/analysis/dependency_truth_and_fallback_matrix.csv#dep_telephony_ivr_recording_provider"", ""phase-2-identity-and-echoes.md#2E. Telephony call-session ingestion, evidence readiness, and convergence"", ""phase-2-identity-and-echoes.md#2F. Caller verification, voice capture, transcript stub, and SMS continuation"", ""callback-and-clinician-messaging-loop.md#Callback domain"", ""forensic-audit-findings.md#Finding 12 - No safe fallback when ingest or safety failed"", ""phase-0-the-foundation-protocol.md#4.3A Artifact quarantine and fallback review""]","This dimension exists specifically to prevent mock providers from becoming oversimplified placeholders. Mock-now is heavier because the simulator must prove this behavior before live onboarding exists. The mapped seq_021 seams are Telephony capture, transcript, and artifact-safety backplane."
notifications_sms,contract_shape,Capability And Tuple Coverage,capability,4,"[""State and action-scope matrix for Notifications / SMS covering queued, delayed, bounced, disputed, expired, and wrong-recipient-sensitive SMS delivery for seeded and challenge continuation flows."", ""Contract-test pack proving Vecells reads only the adapter-bound tuple for the SMS continuation delivery rail.""]","Reject the mock if it collapses capability, route tuple, or actor scope into a generic success flow.","[""blueprint/phase-2-the-identity-and-echoes.md#2F. Caller verification, voice capture, transcript stub, and SMS continuation"", ""blueprint/forensic-audit-findings.md#Finding 27 - Notification delivery lacked acknowledgement and dispute semantics"", ""blueprint/phase-2-identity-and-echoes.md#2F. Caller verification, voice capture, transcript stub, and SMS continuation"", ""data/analysis/dependency_truth_and_fallback_matrix.csv#dep_sms_notification_provider"", ""data/analysis/future_browser_automation_backlog.csv#dep_sms_notification_provider_seq_033"", ""phase-2-identity-and-echoes.md#2F. Caller verification, voice capture, transcript stub, and SMS continuation"", ""callback-and-clinician-messaging-loop.md#Delivery, callback-window, and settlement confidence model"", ""phase-0-the-foundation-protocol.md#Command and adapter effect ledger""]",Capability evaluation must stay in the Vecells core and may not escape into provider-specific semantics. Weights stay equal because the architectural law is invariant across mock-now and actual-provider later. The mapped seq_021 seams are SMS continuation delivery rail.
notifications_sms,authoritative_truth,Authoritative Truth Separation,proof_truth,5,"[""Simulator evidence showing accepted transport, pending proof, disputed proof, and authoritative confirmation as separate states for the SMS continuation delivery rail."", ""Replay-safe ledger trace proving patient-visible or staff-visible calmness waits for the correct proof class.""]",Reject the mock if provider acceptance or webhook arrival is treated as authoritative truth.,"[""blueprint/phase-2-the-identity-and-echoes.md#2F. Caller verification, voice capture, transcript stub, and SMS continuation"", ""blueprint/forensic-audit-findings.md#Finding 27 - Notification delivery lacked acknowledgement and dispute semantics"", ""blueprint/phase-2-identity-and-echoes.md#2F. Caller verification, voice capture, transcript stub, and SMS continuation"", ""data/analysis/dependency_truth_and_fallback_matrix.csv#dep_sms_notification_provider"", ""data/analysis/future_browser_automation_backlog.csv#dep_sms_notification_provider_seq_033"", ""phase-2-identity-and-echoes.md#2F. Caller verification, voice capture, transcript stub, and SMS continuation"", ""callback-and-clinician-messaging-loop.md#Delivery, callback-window, and settlement confidence model"", ""phase-0-the-foundation-protocol.md#Command and adapter effect ledger""]",No provider family may pass without explicit proof-truth semantics. Weights stay equal because the architectural law is invariant across mock-now and actual-provider later. The mapped seq_021 seams are SMS continuation delivery rail.
notifications_sms,ambiguity_handling,Ambiguity And Partial Failure Semantics,ambiguity_handling,5,"[""Fault-injection cases for stale, contradictory, duplicated, replayed, and out-of-order events within the SMS continuation delivery rail."", ""Projection evidence proving ambiguous or degraded states stay open and block calm copy where required.""]",Reject the mock if contradictory or weak evidence collapses into silent retry or silent success.,"[""blueprint/phase-2-the-identity-and-echoes.md#2F. Caller verification, voice capture, transcript stub, and SMS continuation"", ""blueprint/forensic-audit-findings.md#Finding 27 - Notification delivery lacked acknowledgement and dispute semantics"", ""blueprint/phase-2-identity-and-echoes.md#2F. Caller verification, voice capture, transcript stub, and SMS continuation"", ""data/analysis/dependency_truth_and_fallback_matrix.csv#dep_sms_notification_provider"", ""data/analysis/future_browser_automation_backlog.csv#dep_sms_notification_provider_seq_033"", ""phase-2-identity-and-echoes.md#2F. Caller verification, voice capture, transcript stub, and SMS continuation"", ""callback-and-clinician-messaging-loop.md#Delivery, callback-window, and settlement confidence model"", ""phase-0-the-foundation-protocol.md#Command and adapter effect ledger""]","Opaque ambiguity handling is a hard architectural failure, not a scoring nicety. Mock-now is heavier because the simulator must prove this behavior before live onboarding exists. The mapped seq_021 seams are SMS continuation delivery rail."
notifications_sms,security_replay,"Security, Authentication, And Replay Control",security,4,"[""Threat-model and contract tests for signed callbacks, nonce or state handling, replay protection, and environment isolation around the SMS continuation delivery rail."", ""Evidence that browser-to-provider direct calls are impossible for this family.""]","Reject the mock if it permits direct browser calls, token reuse, or unverified callbacks.","[""blueprint/phase-2-the-identity-and-echoes.md#2F. Caller verification, voice capture, transcript stub, and SMS continuation"", ""blueprint/forensic-audit-findings.md#Finding 27 - Notification delivery lacked acknowledgement and dispute semantics"", ""blueprint/phase-2-identity-and-echoes.md#2F. Caller verification, voice capture, transcript stub, and SMS continuation"", ""data/analysis/dependency_truth_and_fallback_matrix.csv#dep_sms_notification_provider"", ""data/analysis/future_browser_automation_backlog.csv#dep_sms_notification_provider_seq_033"", ""phase-2-identity-and-echoes.md#2F. Caller verification, voice capture, transcript stub, and SMS continuation"", ""callback-and-clinician-messaging-loop.md#Delivery, callback-window, and settlement confidence model"", ""phase-0-the-foundation-protocol.md#Command and adapter effect ledger""]","Security control evidence must remain compatible with future secret ownership and vault-ingest law. Actual-provider later is heavier because later onboarding adds approval, support, or compliance burden without lowering the proof bar. The mapped seq_021 seams are SMS continuation delivery rail."
notifications_sms,privacy_residency,"Privacy, Residency, And Subprocessor Transparency",privacy,3,"[""Synthetic-data-only fixture pack for the SMS continuation delivery rail with explicit PHI exclusion and redaction traces."", ""Mock data-retention statement describing what is persisted and why.""]","Reject the mock if it encourages real credentials, real patient data, or uncontrolled retention.","[""blueprint/phase-2-the-identity-and-echoes.md#2F. Caller verification, voice capture, transcript stub, and SMS continuation"", ""blueprint/forensic-audit-findings.md#Finding 27 - Notification delivery lacked acknowledgement and dispute semantics"", ""blueprint/phase-2-identity-and-echoes.md#2F. Caller verification, voice capture, transcript stub, and SMS continuation"", ""data/analysis/dependency_truth_and_fallback_matrix.csv#dep_sms_notification_provider"", ""data/analysis/future_browser_automation_backlog.csv#dep_sms_notification_provider_seq_033"", ""phase-2-identity-and-echoes.md#2F. Caller verification, voice capture, transcript stub, and SMS continuation"", ""callback-and-clinician-messaging-loop.md#Delivery, callback-window, and settlement confidence model"", ""phase-0-the-foundation-protocol.md#Command and adapter effect ledger""]","Mock-now uses synthetic data, but actual-later must still preserve the same disclosure boundaries. Actual-provider later is heavier because later onboarding adds approval, support, or compliance burden without lowering the proof bar. The mapped seq_021 seams are SMS continuation delivery rail."
notifications_sms,healthcare_compliance,UK Healthcare Compliance And Assurance Readiness,compliance,3,"[""Mock contract note describing which assurance or standards obligations the family must later satisfy."", ""Evidence map linking the SMS continuation delivery rail to the relevant NHS or clinical-safety posture without claiming live approval.""]",Reject the mock if it implies live approval or hides later assurance obligations.,"[""blueprint/phase-2-the-identity-and-echoes.md#2F. Caller verification, voice capture, transcript stub, and SMS continuation"", ""blueprint/forensic-audit-findings.md#Finding 27 - Notification delivery lacked acknowledgement and dispute semantics"", ""blueprint/phase-2-identity-and-echoes.md#2F. Caller verification, voice capture, transcript stub, and SMS continuation"", ""data/analysis/dependency_truth_and_fallback_matrix.csv#dep_sms_notification_provider"", ""data/analysis/future_browser_automation_backlog.csv#dep_sms_notification_provider_seq_033"", ""phase-2-identity-and-echoes.md#2F. Caller verification, voice capture, transcript stub, and SMS continuation"", ""callback-and-clinician-messaging-loop.md#Delivery, callback-window, and settlement confidence model"", ""phase-0-the-foundation-protocol.md#Command and adapter effect ledger""]","Actual-provider acceptance is blocked until the compliance evidence pack exists and matches the architecture. Actual-provider later is heavier because later onboarding adds approval, support, or compliance burden without lowering the proof bar. The mapped seq_021 seams are SMS continuation delivery rail."
notifications_sms,onboarding_and_sponsorship,Onboarding Friction And Sponsor Burden,onboarding_friction,2,"[""Explicit statement of which onboarding steps are intentionally deferred for the SMS continuation delivery rail."", ""Task linkage showing how the mock keeps engineering moving while live approval waits.""]",Reject the mock if it pretends onboarding does not matter or hides later human approvals.,"[""blueprint/phase-2-the-identity-and-echoes.md#2F. Caller verification, voice capture, transcript stub, and SMS continuation"", ""blueprint/forensic-audit-findings.md#Finding 27 - Notification delivery lacked acknowledgement and dispute semantics"", ""blueprint/phase-2-identity-and-echoes.md#2F. Caller verification, voice capture, transcript stub, and SMS continuation"", ""data/analysis/dependency_truth_and_fallback_matrix.csv#dep_sms_notification_provider"", ""data/analysis/future_browser_automation_backlog.csv#dep_sms_notification_provider_seq_033"", ""phase-2-identity-and-echoes.md#2F. Caller verification, voice capture, transcript stub, and SMS continuation"", ""callback-and-clinician-messaging-loop.md#Delivery, callback-window, and settlement confidence model"", ""phase-0-the-foundation-protocol.md#Command and adapter effect ledger""]","Actual-provider strategy weights this heavily because onboarding latency can distort programme order if left implicit. Actual-provider later is heavier because later onboarding adds approval, support, or compliance burden without lowering the proof bar. The mapped seq_021 seams are SMS continuation delivery rail."
notifications_sms,sandbox_depth,Sandbox Depth And Environment Isolation,sandbox_quality,5,"[""Simulator runbook proving every critical state, callback, and error path for the SMS continuation delivery rail exists in a deterministic local environment."", ""Evidence that dev, test, and later-live behavior are separated without changing contract shape.""]","Reject the mock if the sandbox misses states that drive patient-visible truth, safety, or control-plane decisions.","[""blueprint/phase-2-the-identity-and-echoes.md#2F. Caller verification, voice capture, transcript stub, and SMS continuation"", ""blueprint/forensic-audit-findings.md#Finding 27 - Notification delivery lacked acknowledgement and dispute semantics"", ""blueprint/phase-2-identity-and-echoes.md#2F. Caller verification, voice capture, transcript stub, and SMS continuation"", ""data/analysis/dependency_truth_and_fallback_matrix.csv#dep_sms_notification_provider"", ""data/analysis/future_browser_automation_backlog.csv#dep_sms_notification_provider_seq_033"", ""phase-2-identity-and-echoes.md#2F. Caller verification, voice capture, transcript stub, and SMS continuation"", ""callback-and-clinician-messaging-loop.md#Delivery, callback-window, and settlement confidence model"", ""phase-0-the-foundation-protocol.md#Command and adapter effect ledger""]","Mock-now cares about full state coverage, not a thin happy-path stub. Mock-now is heavier because the simulator must prove this behavior before live onboarding exists. The mapped seq_021 seams are SMS continuation delivery rail."
notifications_sms,test_data_fidelity,Test Data And Synthetic Fixture Quality,test_data_quality,4,"[""Synthetic fixture set for the SMS continuation delivery rail covering nominal, degraded, replay, stale, and blocked paths."", ""Contract-test evidence that fixture data preserves identifiers, timestamps, and hashes needed for Vecells logic.""]","Reject the mock if fixture data cannot reproduce the states that later drive calmness, closure, or recovery.","[""blueprint/phase-2-the-identity-and-echoes.md#2F. Caller verification, voice capture, transcript stub, and SMS continuation"", ""blueprint/forensic-audit-findings.md#Finding 27 - Notification delivery lacked acknowledgement and dispute semantics"", ""blueprint/phase-2-identity-and-echoes.md#2F. Caller verification, voice capture, transcript stub, and SMS continuation"", ""data/analysis/dependency_truth_and_fallback_matrix.csv#dep_sms_notification_provider"", ""data/analysis/future_browser_automation_backlog.csv#dep_sms_notification_provider_seq_033"", ""phase-2-identity-and-echoes.md#2F. Caller verification, voice capture, transcript stub, and SMS continuation"", ""callback-and-clinician-messaging-loop.md#Delivery, callback-window, and settlement confidence model"", ""phase-0-the-foundation-protocol.md#Command and adapter effect ledger""]",Weak test data quality usually hides real integration risk until too late in the programme. Mock-now is heavier because the simulator must prove this behavior before live onboarding exists. The mapped seq_021 seams are SMS continuation delivery rail.
notifications_sms,observability_and_audit,"Observability, Audit, And Replay Support",observability,3,"[""Event trace or audit view for the SMS continuation delivery rail showing correlation IDs, proof upgrades, and replay handling."", ""Evidence that the simulator preserves the same diagnostic fields later live adapters will need.""]",Reject the mock if it removes the audit or replay evidence later diagnostics will rely on.,"[""blueprint/phase-2-the-identity-and-echoes.md#2F. Caller verification, voice capture, transcript stub, and SMS continuation"", ""blueprint/forensic-audit-findings.md#Finding 27 - Notification delivery lacked acknowledgement and dispute semantics"", ""blueprint/phase-2-identity-and-echoes.md#2F. Caller verification, voice capture, transcript stub, and SMS continuation"", ""data/analysis/dependency_truth_and_fallback_matrix.csv#dep_sms_notification_provider"", ""data/analysis/future_browser_automation_backlog.csv#dep_sms_notification_provider_seq_033"", ""phase-2-identity-and-echoes.md#2F. Caller verification, voice capture, transcript stub, and SMS continuation"", ""callback-and-clinician-messaging-loop.md#Delivery, callback-window, and settlement confidence model"", ""phase-0-the-foundation-protocol.md#Command and adapter effect ledger""]","Observability must support both runtime diagnosis and later assurance evidence generation. Actual-provider later is heavier because later onboarding adds approval, support, or compliance burden without lowering the proof bar. The mapped seq_021 seams are SMS continuation delivery rail."
notifications_sms,operational_support,Operational Support And Incident Handling,operational_support,3,"[""Runbook excerpt explaining who owns degraded or disputed the SMS continuation delivery rail states in the mock and how they are repaired."", ""Simulator evidence for escalation, reset, or manual-review paths.""]",Reject the mock if degraded paths exist with no clear recovery owner or operator action.,"[""blueprint/phase-2-the-identity-and-echoes.md#2F. Caller verification, voice capture, transcript stub, and SMS continuation"", ""blueprint/forensic-audit-findings.md#Finding 27 - Notification delivery lacked acknowledgement and dispute semantics"", ""blueprint/phase-2-identity-and-echoes.md#2F. Caller verification, voice capture, transcript stub, and SMS continuation"", ""data/analysis/dependency_truth_and_fallback_matrix.csv#dep_sms_notification_provider"", ""data/analysis/future_browser_automation_backlog.csv#dep_sms_notification_provider_seq_033"", ""phase-2-identity-and-echoes.md#2F. Caller verification, voice capture, transcript stub, and SMS continuation"", ""callback-and-clinician-messaging-loop.md#Delivery, callback-window, and settlement confidence model"", ""phase-0-the-foundation-protocol.md#Command and adapter effect ledger""]","Later live-provider acceptance is not just about APIs; it is about the operational recovery contract too. Actual-provider later is heavier because later onboarding adds approval, support, or compliance burden without lowering the proof bar. The mapped seq_021 seams are SMS continuation delivery rail."
notifications_sms,commercial_and_lock_in,Cost Governance And Lock-In Control,cost_governance,2,"[""Statement that the simulator keeps commercial assumptions out of the core contract for the SMS continuation delivery rail."", ""Evidence that the mock does not hard-code one future vendor decision.""]",Reject the mock if it bakes one vendor's commercial model into the product contract.,"[""blueprint/phase-2-the-identity-and-echoes.md#2F. Caller verification, voice capture, transcript stub, and SMS continuation"", ""blueprint/forensic-audit-findings.md#Finding 27 - Notification delivery lacked acknowledgement and dispute semantics"", ""blueprint/phase-2-identity-and-echoes.md#2F. Caller verification, voice capture, transcript stub, and SMS continuation"", ""data/analysis/dependency_truth_and_fallback_matrix.csv#dep_sms_notification_provider"", ""data/analysis/future_browser_automation_backlog.csv#dep_sms_notification_provider_seq_033"", ""phase-2-identity-and-echoes.md#2F. Caller verification, voice capture, transcript stub, and SMS continuation"", ""callback-and-clinician-messaging-loop.md#Delivery, callback-window, and settlement confidence model"", ""phase-0-the-foundation-protocol.md#Command and adapter effect ledger""]","Commercial ease cannot override truth, safety, audit, or portability law. Actual-provider later is heavier because later onboarding adds approval, support, or compliance burden without lowering the proof bar. The mapped seq_021 seams are SMS continuation delivery rail."
notifications_sms,portability_and_exit,Portability And Adapter Exit Posture,portability,3,"[""Adapter boundary proof showing the simulator can be swapped without changing Vecells core logic for the SMS continuation delivery rail."", ""Evidence that state, hashes, or identifiers are not tied to one provider-local meaning.""]","Reject the mock if identifiers, proof objects, or UX copy become inseparable from one supplier model.","[""blueprint/phase-2-the-identity-and-echoes.md#2F. Caller verification, voice capture, transcript stub, and SMS continuation"", ""blueprint/forensic-audit-findings.md#Finding 27 - Notification delivery lacked acknowledgement and dispute semantics"", ""blueprint/phase-2-identity-and-echoes.md#2F. Caller verification, voice capture, transcript stub, and SMS continuation"", ""data/analysis/dependency_truth_and_fallback_matrix.csv#dep_sms_notification_provider"", ""data/analysis/future_browser_automation_backlog.csv#dep_sms_notification_provider_seq_033"", ""phase-2-identity-and-echoes.md#2F. Caller verification, voice capture, transcript stub, and SMS continuation"", ""callback-and-clinician-messaging-loop.md#Delivery, callback-window, and settlement confidence model"", ""phase-0-the-foundation-protocol.md#Command and adapter effect ledger""]","Portability guards against direct supplier coupling and protects later provider changes. Actual-provider later is heavier because later onboarding adds approval, support, or compliance burden without lowering the proof bar. The mapped seq_021 seams are SMS continuation delivery rail."
notifications_sms,degraded_mode_resilience,Resilience And Degraded-Mode Compatibility,resilience,4,"[""Simulator evidence showing stale, partial, or blocked the SMS continuation delivery rail states degrade through the published recovery posture."", ""Same-shell or same-control-plane recovery proof for the affected user or operator path.""]",Reject the mock if degraded or stale states are absent or if recovery posture diverges from the blueprint.,"[""blueprint/phase-2-the-identity-and-echoes.md#2F. Caller verification, voice capture, transcript stub, and SMS continuation"", ""blueprint/forensic-audit-findings.md#Finding 27 - Notification delivery lacked acknowledgement and dispute semantics"", ""blueprint/phase-2-identity-and-echoes.md#2F. Caller verification, voice capture, transcript stub, and SMS continuation"", ""data/analysis/dependency_truth_and_fallback_matrix.csv#dep_sms_notification_provider"", ""data/analysis/future_browser_automation_backlog.csv#dep_sms_notification_provider_seq_033"", ""phase-2-identity-and-echoes.md#2F. Caller verification, voice capture, transcript stub, and SMS continuation"", ""callback-and-clinician-messaging-loop.md#Delivery, callback-window, and settlement confidence model"", ""phase-0-the-foundation-protocol.md#Command and adapter effect ledger""]","Degraded-mode law is part of the provider scorecard, not an afterthought. Actual-provider later is heavier because later onboarding adds approval, support, or compliance burden without lowering the proof bar. The mapped seq_021 seams are SMS continuation delivery rail."
notifications_sms,experience_and_brand_constraints,UI / Brand / Interaction Constraints,ui_brand_constraints,4,"[""Simulator screens or artifacts showing any provider-imposed UI or message constraints for the SMS continuation delivery rail."", ""Evidence that Vecells can preserve quiet, accurate copy without hiding provider-mandated interaction rules.""]",Reject the mock if it hides provider-driven interaction constraints that later affect UX truth.,"[""blueprint/phase-2-the-identity-and-echoes.md#2F. Caller verification, voice capture, transcript stub, and SMS continuation"", ""blueprint/forensic-audit-findings.md#Finding 27 - Notification delivery lacked acknowledgement and dispute semantics"", ""blueprint/phase-2-identity-and-echoes.md#2F. Caller verification, voice capture, transcript stub, and SMS continuation"", ""data/analysis/dependency_truth_and_fallback_matrix.csv#dep_sms_notification_provider"", ""data/analysis/future_browser_automation_backlog.csv#dep_sms_notification_provider_seq_033"", ""phase-2-identity-and-echoes.md#2F. Caller verification, voice capture, transcript stub, and SMS continuation"", ""callback-and-clinician-messaging-loop.md#Delivery, callback-window, and settlement confidence model"", ""phase-0-the-foundation-protocol.md#Command and adapter effect ledger""]","Interaction constraints matter when they change calmness, redirect safety, or patient expectations. Weights stay equal because the architectural law is invariant across mock-now and actual-provider later. The mapped seq_021 seams are SMS continuation delivery rail."
notifications_sms,simulator_fidelity,Simulator Fidelity And State Coverage,mock_fidelity,5,"[""Named state inventory for the SMS continuation delivery rail covering happy, degraded, replayed, stale, and blocked paths."", ""Playwright or contract-test evidence proving the simulator drives real product logic instead of a toy stub.""]","Reject the mock if it omits states that later drive patient-visible truth, safety, or closure behavior.","[""blueprint/phase-2-the-identity-and-echoes.md#2F. Caller verification, voice capture, transcript stub, and SMS continuation"", ""blueprint/forensic-audit-findings.md#Finding 27 - Notification delivery lacked acknowledgement and dispute semantics"", ""blueprint/phase-2-identity-and-echoes.md#2F. Caller verification, voice capture, transcript stub, and SMS continuation"", ""data/analysis/dependency_truth_and_fallback_matrix.csv#dep_sms_notification_provider"", ""data/analysis/future_browser_automation_backlog.csv#dep_sms_notification_provider_seq_033"", ""phase-2-identity-and-echoes.md#2F. Caller verification, voice capture, transcript stub, and SMS continuation"", ""callback-and-clinician-messaging-loop.md#Delivery, callback-window, and settlement confidence model"", ""phase-0-the-foundation-protocol.md#Command and adapter effect ledger""]",This dimension exists specifically to prevent mock providers from becoming oversimplified placeholders. Mock-now is heavier because the simulator must prove this behavior before live onboarding exists. The mapped seq_021 seams are SMS continuation delivery rail.
notifications_email,contract_shape,Capability And Tuple Coverage,capability,4,"[""State and action-scope matrix for Notifications / Email covering accepted, delivered, bounced, disputed, delayed, and expired email delivery for secure-link and reassurance flows."", ""Contract-test pack proving Vecells reads only the adapter-bound tuple for the email and secure-link delivery rail.""]","Reject the mock if it collapses capability, route tuple, or actor scope into a generic success flow.","[""blueprint/blueprint-init.md#6. Booking and access continuity"", ""blueprint/forensic-audit-findings.md#Finding 27 - Notification delivery lacked acknowledgement and dispute semantics"", ""blueprint/callback-and-clinician-messaging-loop.md#Clinician message domain"", ""blueprint/phase-5-the-network-horizon.md#Reminder and communication publication"", ""data/analysis/dependency_truth_and_fallback_matrix.csv#dep_email_notification_provider"", ""callback-and-clinician-messaging-loop.md#Clinician message domain"", ""phase-5-the-network-horizon.md#Reminder and communication publication"", ""phase-0-the-foundation-protocol.md#Command and adapter effect ledger""]",Capability evaluation must stay in the Vecells core and may not escape into provider-specific semantics. Weights stay equal because the architectural law is invariant across mock-now and actual-provider later. The mapped seq_021 seams are Email and secure-link notification rail.
notifications_email,authoritative_truth,Authoritative Truth Separation,proof_truth,5,"[""Simulator evidence showing accepted transport, pending proof, disputed proof, and authoritative confirmation as separate states for the email and secure-link delivery rail."", ""Replay-safe ledger trace proving patient-visible or staff-visible calmness waits for the correct proof class.""]",Reject the mock if provider acceptance or webhook arrival is treated as authoritative truth.,"[""blueprint/blueprint-init.md#6. Booking and access continuity"", ""blueprint/forensic-audit-findings.md#Finding 27 - Notification delivery lacked acknowledgement and dispute semantics"", ""blueprint/callback-and-clinician-messaging-loop.md#Clinician message domain"", ""blueprint/phase-5-the-network-horizon.md#Reminder and communication publication"", ""data/analysis/dependency_truth_and_fallback_matrix.csv#dep_email_notification_provider"", ""callback-and-clinician-messaging-loop.md#Clinician message domain"", ""phase-5-the-network-horizon.md#Reminder and communication publication"", ""phase-0-the-foundation-protocol.md#Command and adapter effect ledger""]",No provider family may pass without explicit proof-truth semantics. Weights stay equal because the architectural law is invariant across mock-now and actual-provider later. The mapped seq_021 seams are Email and secure-link notification rail.
notifications_email,ambiguity_handling,Ambiguity And Partial Failure Semantics,ambiguity_handling,5,"[""Fault-injection cases for stale, contradictory, duplicated, replayed, and out-of-order events within the email and secure-link delivery rail."", ""Projection evidence proving ambiguous or degraded states stay open and block calm copy where required.""]",Reject the mock if contradictory or weak evidence collapses into silent retry or silent success.,"[""blueprint/blueprint-init.md#6. Booking and access continuity"", ""blueprint/forensic-audit-findings.md#Finding 27 - Notification delivery lacked acknowledgement and dispute semantics"", ""blueprint/callback-and-clinician-messaging-loop.md#Clinician message domain"", ""blueprint/phase-5-the-network-horizon.md#Reminder and communication publication"", ""data/analysis/dependency_truth_and_fallback_matrix.csv#dep_email_notification_provider"", ""callback-and-clinician-messaging-loop.md#Clinician message domain"", ""phase-5-the-network-horizon.md#Reminder and communication publication"", ""phase-0-the-foundation-protocol.md#Command and adapter effect ledger""]","Opaque ambiguity handling is a hard architectural failure, not a scoring nicety. Mock-now is heavier because the simulator must prove this behavior before live onboarding exists. The mapped seq_021 seams are Email and secure-link notification rail."
