surface_authority_verdict_id,audience_surface_runtime_binding_id,inventory_surface_ref,audience_surface,route_family_ref,shell_type,binding_state,calm_truth_state,writable_truth_state,disposition_kind,disposition_ref,disposition_label
ASV_130_SURF_PATIENT_SECURE_LINK_RECOVERY_V1,ASRB_050_PATIENT_TRANSACTION_RECOVERY_V1,surf_patient_secure_link_recovery,audsurf_patient_transaction_recovery,rf_patient_secure_link_recovery,patient,blocked,suppressed,blocked,recovery,RRD_EMBEDDED_READ_ONLY,Embedded Read Only
ASV_130_SURF_PATIENT_SECURE_LINK_RECOVERY_V1,ASRB_050_PATIENT_TRANSACTION_RECOVERY_V1,surf_patient_secure_link_recovery,audsurf_patient_transaction_recovery,rf_patient_secure_link_recovery,patient,blocked,suppressed,blocked,recovery,RRD_IDENTITY_HOLD_PLACEHOLDER,Identity Hold Placeholder
ASV_130_SURF_PATIENT_SECURE_LINK_RECOVERY_V1,ASRB_050_PATIENT_TRANSACTION_RECOVERY_V1,surf_patient_secure_link_recovery,audsurf_patient_transaction_recovery,rf_patient_secure_link_recovery,patient,blocked,suppressed,blocked,recovery,RRD_SECURE_LINK_RECOVERY_ONLY,Secure Link Recovery Only
ASV_130_SURF_PHARMACY_CONSOLE_V1,ASRB_050_PHARMACY_CONSOLE_V1,surf_pharmacy_console,audsurf_pharmacy_console,rf_pharmacy_console,pharmacy,partial,suppressed,blocked,freeze,RFD_050_PHARMACY_CONSOLE_V1,050 Pharmacy Console V1
ASV_130_SURF_PHARMACY_CONSOLE_V1,ASRB_050_PHARMACY_CONSOLE_V1,surf_pharmacy_console,audsurf_pharmacy_console,rf_pharmacy_console,pharmacy,partial,suppressed,blocked,recovery,RRD_PHARMACY_DISPATCH_RECOVERY,Pharmacy Dispatch Recovery
ASV_130_SURF_PHARMACY_CONSOLE_V1,ASRB_050_PHARMACY_CONSOLE_V1,surf_pharmacy_console,audsurf_pharmacy_console,rf_pharmacy_console,pharmacy,partial,suppressed,blocked,recovery,RRD_PHARMACY_READ_ONLY,Pharmacy Read Only
ASV_130_SURF_CLINICIAN_WORKSPACE_V1,ASRB_050_CLINICAL_WORKSPACE_V1,surf_clinician_workspace,audsurf_clinical_workspace,rf_staff_workspace,staff,partial,suppressed,blocked,freeze,RFD_050_CLINICAL_WORKSPACE_V1,050 Clinical Workspace V1
ASV_130_SURF_CLINICIAN_WORKSPACE_V1,ASRB_050_CLINICAL_WORKSPACE_V1,surf_clinician_workspace,audsurf_clinical_workspace,rf_staff_workspace,staff,partial,suppressed,blocked,recovery,RRD_ASSISTIVE_READ_ONLY,Assistive Read Only
ASV_130_SURF_CLINICIAN_WORKSPACE_V1,ASRB_050_CLINICAL_WORKSPACE_V1,surf_clinician_workspace,audsurf_clinical_workspace,rf_staff_workspace,staff,partial,suppressed,blocked,recovery,RRD_ASSISTIVE_SIDECAR_FROZEN,Assistive Sidecar Frozen
ASV_130_SURF_CLINICIAN_WORKSPACE_V1,ASRB_050_CLINICAL_WORKSPACE_V1,surf_clinician_workspace,audsurf_clinical_workspace,rf_staff_workspace,staff,partial,suppressed,blocked,recovery,RRD_WORKSPACE_CHILD_READ_ONLY,Workspace Child Read Only
ASV_130_SURF_CLINICIAN_WORKSPACE_V1,ASRB_050_CLINICAL_WORKSPACE_V1,surf_clinician_workspace,audsurf_clinical_workspace,rf_staff_workspace,staff,partial,suppressed,blocked,recovery,RRD_WORKSPACE_CHILD_RECOVERY_ONLY,Workspace Child Recovery Only
ASV_130_SURF_CLINICIAN_WORKSPACE_V1,ASRB_050_CLINICAL_WORKSPACE_V1,surf_clinician_workspace,audsurf_clinical_workspace,rf_staff_workspace,staff,partial,suppressed,blocked,recovery,RRD_WORKSPACE_QUEUE_PLACEHOLDER,Workspace Queue Placeholder
ASV_130_SURF_CLINICIAN_WORKSPACE_V1,ASRB_050_CLINICAL_WORKSPACE_V1,surf_clinician_workspace,audsurf_clinical_workspace,rf_staff_workspace,staff,partial,suppressed,blocked,recovery,RRD_WORKSPACE_READ_ONLY,Workspace Read Only
ASV_130_SURF_PRACTICE_OPS_WORKSPACE_V1,ASRB_050_CLINICAL_WORKSPACE_V1,surf_practice_ops_workspace,audsurf_clinical_workspace,rf_staff_workspace,staff,partial,suppressed,blocked,freeze,RFD_050_CLINICAL_WORKSPACE_V1,050 Clinical Workspace V1
ASV_130_SURF_PRACTICE_OPS_WORKSPACE_V1,ASRB_050_CLINICAL_WORKSPACE_V1,surf_practice_ops_workspace,audsurf_clinical_workspace,rf_staff_workspace,staff,partial,suppressed,blocked,recovery,RRD_ASSISTIVE_READ_ONLY,Assistive Read Only
ASV_130_SURF_PRACTICE_OPS_WORKSPACE_V1,ASRB_050_CLINICAL_WORKSPACE_V1,surf_practice_ops_workspace,audsurf_clinical_workspace,rf_staff_workspace,staff,partial,suppressed,blocked,recovery,RRD_ASSISTIVE_SIDECAR_FROZEN,Assistive Sidecar Frozen
ASV_130_SURF_PRACTICE_OPS_WORKSPACE_V1,ASRB_050_CLINICAL_WORKSPACE_V1,surf_practice_ops_workspace,audsurf_clinical_workspace,rf_staff_workspace,staff,partial,suppressed,blocked,recovery,RRD_WORKSPACE_CHILD_READ_ONLY,Workspace Child Read Only
ASV_130_SURF_PRACTICE_OPS_WORKSPACE_V1,ASRB_050_CLINICAL_WORKSPACE_V1,surf_practice_ops_workspace,audsurf_clinical_workspace,rf_staff_workspace,staff,partial,suppressed,blocked,recovery,RRD_WORKSPACE_CHILD_RECOVERY_ONLY,Workspace Child Recovery Only
ASV_130_SURF_PRACTICE_OPS_WORKSPACE_V1,ASRB_050_CLINICAL_WORKSPACE_V1,surf_practice_ops_workspace,audsurf_clinical_workspace,rf_staff_workspace,staff,partial,suppressed,blocked,recovery,RRD_WORKSPACE_QUEUE_PLACEHOLDER,Workspace Queue Placeholder
ASV_130_SURF_PRACTICE_OPS_WORKSPACE_V1,ASRB_050_CLINICAL_WORKSPACE_V1,surf_practice_ops_workspace,audsurf_clinical_workspace,rf_staff_workspace,staff,partial,suppressed,blocked,recovery,RRD_WORKSPACE_READ_ONLY,Workspace Read Only
ASV_130_SURF_ASSISTIVE_SIDECAR_V1,ASRB_050_CLINICAL_WORKSPACE_V1,surf_assistive_sidecar,audsurf_clinical_workspace,rf_staff_workspace_child,staff,partial,suppressed,blocked,freeze,RFD_050_CLINICAL_WORKSPACE_V1,050 Clinical Workspace V1
ASV_130_SURF_ASSISTIVE_SIDECAR_V1,ASRB_050_CLINICAL_WORKSPACE_V1,surf_assistive_sidecar,audsurf_clinical_workspace,rf_staff_workspace_child,staff,partial,suppressed,blocked,recovery,RRD_ASSISTIVE_READ_ONLY,Assistive Read Only
ASV_130_SURF_ASSISTIVE_SIDECAR_V1,ASRB_050_CLINICAL_WORKSPACE_V1,surf_assistive_sidecar,audsurf_clinical_workspace,rf_staff_workspace_child,staff,partial,suppressed,blocked,recovery,RRD_ASSISTIVE_SIDECAR_FROZEN,Assistive Sidecar Frozen
ASV_130_SURF_ASSISTIVE_SIDECAR_V1,ASRB_050_CLINICAL_WORKSPACE_V1,surf_assistive_sidecar,audsurf_clinical_workspace,rf_staff_workspace_child,staff,partial,suppressed,blocked,recovery,RRD_WORKSPACE_CHILD_READ_ONLY,Workspace Child Read Only
ASV_130_SURF_ASSISTIVE_SIDECAR_V1,ASRB_050_CLINICAL_WORKSPACE_V1,surf_assistive_sidecar,audsurf_clinical_workspace,rf_staff_workspace_child,staff,partial,suppressed,blocked,recovery,RRD_WORKSPACE_CHILD_RECOVERY_ONLY,Workspace Child Recovery Only
ASV_130_SURF_ASSISTIVE_SIDECAR_V1,ASRB_050_CLINICAL_WORKSPACE_V1,surf_assistive_sidecar,audsurf_clinical_workspace,rf_staff_workspace_child,staff,partial,suppressed,blocked,recovery,RRD_WORKSPACE_QUEUE_PLACEHOLDER,Workspace Queue Placeholder
ASV_130_SURF_ASSISTIVE_SIDECAR_V1,ASRB_050_CLINICAL_WORKSPACE_V1,surf_assistive_sidecar,audsurf_clinical_workspace,rf_staff_workspace_child,staff,partial,suppressed,blocked,recovery,RRD_WORKSPACE_READ_ONLY,Workspace Read Only
ASV_130_SURF_CLINICIAN_WORKSPACE_CHILD_V1,ASRB_050_CLINICAL_WORKSPACE_V1,surf_clinician_workspace_child,audsurf_clinical_workspace,rf_staff_workspace_child,staff,partial,suppressed,blocked,freeze,RFD_050_CLINICAL_WORKSPACE_V1,050 Clinical Workspace V1
ASV_130_SURF_CLINICIAN_WORKSPACE_CHILD_V1,ASRB_050_CLINICAL_WORKSPACE_V1,surf_clinician_workspace_child,audsurf_clinical_workspace,rf_staff_workspace_child,staff,partial,suppressed,blocked,recovery,RRD_ASSISTIVE_READ_ONLY,Assistive Read Only
ASV_130_SURF_CLINICIAN_WORKSPACE_CHILD_V1,ASRB_050_CLINICAL_WORKSPACE_V1,surf_clinician_workspace_child,audsurf_clinical_workspace,rf_staff_workspace_child,staff,partial,suppressed,blocked,recovery,RRD_ASSISTIVE_SIDECAR_FROZEN,Assistive Sidecar Frozen
ASV_130_SURF_CLINICIAN_WORKSPACE_CHILD_V1,ASRB_050_CLINICAL_WORKSPACE_V1,surf_clinician_workspace_child,audsurf_clinical_workspace,rf_staff_workspace_child,staff,partial,suppressed,blocked,recovery,RRD_WORKSPACE_CHILD_READ_ONLY,Workspace Child Read Only
ASV_130_SURF_CLINICIAN_WORKSPACE_CHILD_V1,ASRB_050_CLINICAL_WORKSPACE_V1,surf_clinician_workspace_child,audsurf_clinical_workspace,rf_staff_workspace_child,staff,partial,suppressed,blocked,recovery,RRD_WORKSPACE_CHILD_RECOVERY_ONLY,Workspace Child Recovery Only
ASV_130_SURF_CLINICIAN_WORKSPACE_CHILD_V1,ASRB_050_CLINICAL_WORKSPACE_V1,surf_clinician_workspace_child,audsurf_clinical_workspace,rf_staff_workspace_child,staff,partial,suppressed,blocked,recovery,RRD_WORKSPACE_QUEUE_PLACEHOLDER,Workspace Queue Placeholder
ASV_130_SURF_CLINICIAN_WORKSPACE_CHILD_V1,ASRB_050_CLINICAL_WORKSPACE_V1,surf_clinician_workspace_child,audsurf_clinical_workspace,rf_staff_workspace_child,staff,partial,suppressed,blocked,recovery,RRD_WORKSPACE_READ_ONLY,Workspace Read Only
ASV_130_SURF_SUPPORT_REPLAY_OBSERVE_V1,ASRB_050_SUPPORT_WORKSPACE_V1,surf_support_replay_observe,audsurf_support_workspace,rf_support_replay_observe,support,recovery_only,suppressed,recovery_only,freeze,RFD_050_SUPPORT_WORKSPACE_V1,050 Support Workspace V1
ASV_130_SURF_SUPPORT_REPLAY_OBSERVE_V1,ASRB_050_SUPPORT_WORKSPACE_V1,surf_support_replay_observe,audsurf_support_workspace,rf_support_replay_observe,support,recovery_only,suppressed,recovery_only,recovery,RRD_SUPPORT_CAPTURE_READ_ONLY,Support Capture Read Only
ASV_130_SURF_SUPPORT_REPLAY_OBSERVE_V1,ASRB_050_SUPPORT_WORKSPACE_V1,surf_support_replay_observe,audsurf_support_workspace,rf_support_replay_observe,support,recovery_only,suppressed,recovery_only,recovery,RRD_SUPPORT_CAPTURE_RECOVERY,Support Capture Recovery
ASV_130_SURF_SUPPORT_REPLAY_OBSERVE_V1,ASRB_050_SUPPORT_WORKSPACE_V1,surf_support_replay_observe,audsurf_support_workspace,rf_support_replay_observe,support,recovery_only,suppressed,recovery_only,recovery,RRD_SUPPORT_REPLAY_MASKED,Support Replay Masked
ASV_130_SURF_SUPPORT_REPLAY_OBSERVE_V1,ASRB_050_SUPPORT_WORKSPACE_V1,surf_support_replay_observe,audsurf_support_workspace,rf_support_replay_observe,support,recovery_only,suppressed,recovery_only,recovery,RRD_SUPPORT_REPLAY_RESTORE_FROZEN,Support Replay Restore Frozen
ASV_130_SURF_SUPPORT_REPLAY_OBSERVE_V1,ASRB_050_SUPPORT_WORKSPACE_V1,surf_support_replay_observe,audsurf_support_workspace,rf_support_replay_observe,support,recovery_only,suppressed,recovery_only,recovery,RRD_SUPPORT_WORKSPACE_READ_ONLY,Support Workspace Read Only
ASV_130_SURF_SUPPORT_ASSISTED_CAPTURE_V1,ASRB_050_SUPPORT_WORKSPACE_V1,surf_support_assisted_capture,audsurf_support_workspace,rf_support_ticket_workspace,support,recovery_only,suppressed,recovery_only,freeze,RFD_050_SUPPORT_WORKSPACE_V1,050 Support Workspace V1
ASV_130_SURF_SUPPORT_ASSISTED_CAPTURE_V1,ASRB_050_SUPPORT_WORKSPACE_V1,surf_support_assisted_capture,audsurf_support_workspace,rf_support_ticket_workspace,support,recovery_only,suppressed,recovery_only,recovery,RRD_SUPPORT_CAPTURE_READ_ONLY,Support Capture Read Only
ASV_130_SURF_SUPPORT_ASSISTED_CAPTURE_V1,ASRB_050_SUPPORT_WORKSPACE_V1,surf_support_assisted_capture,audsurf_support_workspace,rf_support_ticket_workspace,support,recovery_only,suppressed,recovery_only,recovery,RRD_SUPPORT_CAPTURE_RECOVERY,Support Capture Recovery
ASV_130_SURF_SUPPORT_ASSISTED_CAPTURE_V1,ASRB_050_SUPPORT_WORKSPACE_V1,surf_support_assisted_capture,audsurf_support_workspace,rf_support_ticket_workspace,support,recovery_only,suppressed,recovery_only,recovery,RRD_SUPPORT_REPLAY_MASKED,Support Replay Masked
ASV_130_SURF_SUPPORT_ASSISTED_CAPTURE_V1,ASRB_050_SUPPORT_WORKSPACE_V1,surf_support_assisted_capture,audsurf_support_workspace,rf_support_ticket_workspace,support,recovery_only,suppressed,recovery_only,recovery,RRD_SUPPORT_REPLAY_RESTORE_FROZEN,Support Replay Restore Frozen
ASV_130_SURF_SUPPORT_ASSISTED_CAPTURE_V1,ASRB_050_SUPPORT_WORKSPACE_V1,surf_support_assisted_capture,audsurf_support_workspace,rf_support_ticket_workspace,support,recovery_only,suppressed,recovery_only,recovery,RRD_SUPPORT_WORKSPACE_READ_ONLY,Support Workspace Read Only
ASV_130_SURF_SUPPORT_TICKET_WORKSPACE_V1,ASRB_050_SUPPORT_WORKSPACE_V1,surf_support_ticket_workspace,audsurf_support_workspace,rf_support_ticket_workspace,support,recovery_only,suppressed,recovery_only,freeze,RFD_050_SUPPORT_WORKSPACE_V1,050 Support Workspace V1
ASV_130_SURF_SUPPORT_TICKET_WORKSPACE_V1,ASRB_050_SUPPORT_WORKSPACE_V1,surf_support_ticket_workspace,audsurf_support_workspace,rf_support_ticket_workspace,support,recovery_only,suppressed,recovery_only,recovery,RRD_SUPPORT_CAPTURE_READ_ONLY,Support Capture Read Only
ASV_130_SURF_SUPPORT_TICKET_WORKSPACE_V1,ASRB_050_SUPPORT_WORKSPACE_V1,surf_support_ticket_workspace,audsurf_support_workspace,rf_support_ticket_workspace,support,recovery_only,suppressed,recovery_only,recovery,RRD_SUPPORT_CAPTURE_RECOVERY,Support Capture Recovery
ASV_130_SURF_SUPPORT_TICKET_WORKSPACE_V1,ASRB_050_SUPPORT_WORKSPACE_V1,surf_support_ticket_workspace,audsurf_support_workspace,rf_support_ticket_workspace,support,recovery_only,suppressed,recovery_only,recovery,RRD_SUPPORT_REPLAY_MASKED,Support Replay Masked
ASV_130_SURF_SUPPORT_TICKET_WORKSPACE_V1,ASRB_050_SUPPORT_WORKSPACE_V1,surf_support_ticket_workspace,audsurf_support_workspace,rf_support_ticket_workspace,support,recovery_only,suppressed,recovery_only,recovery,RRD_SUPPORT_REPLAY_RESTORE_FROZEN,Support Replay Restore Frozen
ASV_130_SURF_SUPPORT_TICKET_WORKSPACE_V1,ASRB_050_SUPPORT_WORKSPACE_V1,surf_support_ticket_workspace,audsurf_support_workspace,rf_support_ticket_workspace,support,recovery_only,suppressed,recovery_only,recovery,RRD_SUPPORT_WORKSPACE_READ_ONLY,Support Workspace Read Only
