row_id,environment_ring,audience_surface_ref,gateway_surface_ref,route_family_ref,transport_channel_ref,live_update_channel_contract_id,transport,channel_state,cache_policy_id,cache_namespace_ref,namespace_class,degraded_mode,browser_boundary,connection_registry_ref,replay_buffer_ref,transport_backend_ref,cache_backend_ref,truth_posture,follow_on_dependency_ref
bnd_integration_rf_patient_health_record,integration,audsurf_patient_authenticated_portal,gws_patient_health_record,rf_patient_health_record,,,none,not_declared,CP_PATIENT_ARTIFACT_SUMMARY_NO_STORE,cns_transient_replay_support_patient_artifact_summary_no_store,transient_replay_support,follow_on_route_contract,gateway_only_no_internal_bus,,,,ds_runtime_cache_plane,connection_health_and_cache_warmth_are_non_authoritative,FOLLOW_ON_DEPENDENCY_096_ROUTE_FAMILY_CACHE_AND_LIVE_POLICY_BINDING
bnd_integration_rf_patient_home,integration,audsurf_patient_authenticated_portal,gws_patient_home,rf_patient_home,ltr_patient_home,LCC_050_RF_PATIENT_HOME_V1,sse,healthy,CP_PATIENT_SUMMARY_PRIVATE_SHORT,cns_projection_read_patient_summary_private_short,projection_read,none,gateway_only_no_internal_bus,cr_patient_authenticated_portal,rb_patient_home,ltb_sse_gateway_fanout,ds_runtime_cache_plane,connection_health_and_cache_warmth_are_non_authoritative,FOLLOW_ON_DEPENDENCY_096_ROUTE_FAMILY_CACHE_AND_LIVE_POLICY_BINDING
bnd_integration_rf_patient_messages,integration,audsurf_patient_authenticated_portal,gws_patient_messages,rf_patient_messages,ltr_patient_messages,LCC_050_RF_PATIENT_MESSAGES_V1,sse,healthy,CP_PATIENT_THREAD_PRIVATE_EPHEMERAL,cns_entity_scoped_patient_thread_private_ephemeral,entity_scoped,none,gateway_only_no_internal_bus,cr_patient_authenticated_portal,rb_patient_messages,ltb_sse_gateway_fanout,ds_runtime_cache_plane,connection_health_and_cache_warmth_are_non_authoritative,FOLLOW_ON_DEPENDENCY_096_ROUTE_FAMILY_CACHE_AND_LIVE_POLICY_BINDING
bnd_integration_rf_patient_requests,integration,audsurf_patient_authenticated_portal,gws_patient_requests,rf_patient_requests,ltr_patient_requests,LCC_050_RF_PATIENT_REQUESTS_V1,sse,replay_only,CP_PATIENT_ROUTE_INTENT_PRIVATE,cns_route_family_patient_route_intent_private,route_family,reconnect_replay_required,gateway_only_no_internal_bus,cr_patient_authenticated_portal,rb_patient_requests,ltb_sse_gateway_fanout,ds_runtime_cache_plane,connection_health_and_cache_warmth_are_non_authoritative,FOLLOW_ON_DEPENDENCY_096_ROUTE_FAMILY_CACHE_AND_LIVE_POLICY_BINDING
bnd_integration_rf_patient_secure_link_recovery,integration,audsurf_patient_transaction_recovery,gws_patient_secure_link_recovery,rf_patient_secure_link_recovery,,,none,not_declared,CP_GRANT_SCOPED_EPHEMERAL,cns_entity_scoped_grant_scoped_ephemeral,entity_scoped,follow_on_route_contract,gateway_only_no_internal_bus,,,,ds_runtime_cache_plane,connection_health_and_cache_warmth_are_non_authoritative,FOLLOW_ON_DEPENDENCY_096_ROUTE_FAMILY_CACHE_AND_LIVE_POLICY_BINDING
bnd_integration_rf_pharmacy_console,integration,audsurf_pharmacy_console,gws_pharmacy_console,rf_pharmacy_console,ltr_pharmacy_console,LCC_050_RF_PHARMACY_CONSOLE_V1,sse,healthy,CP_PHARMACY_CASE_PRIVATE,cns_entity_scoped_pharmacy_case_private,entity_scoped,none,gateway_only_no_internal_bus,cr_pharmacy_console,rb_pharmacy_console,ltb_sse_gateway_fanout,ds_runtime_cache_plane,connection_health_and_cache_warmth_are_non_authoritative,FOLLOW_ON_DEPENDENCY_096_ROUTE_FAMILY_CACHE_AND_LIVE_POLICY_BINDING
bnd_integration_rf_staff_workspace,integration,audsurf_clinical_workspace,gws_clinician_workspace,rf_staff_workspace,ltr_staff_workspace,LCC_050_RF_STAFF_WORKSPACE_V1,sse,healthy,CP_WORKSPACE_SINGLE_ORG_PRIVATE,cns_route_family_workspace_single_org_private,route_family,none,gateway_only_no_internal_bus,cr_clinical_workspace,rb_staff_workspace,ltb_sse_gateway_fanout,ds_runtime_cache_plane,connection_health_and_cache_warmth_are_non_authoritative,FOLLOW_ON_DEPENDENCY_096_ROUTE_FAMILY_CACHE_AND_LIVE_POLICY_BINDING
bnd_integration_rf_staff_workspace_child,integration,audsurf_clinical_workspace,gws_clinician_workspace_child,rf_staff_workspace_child,ltr_staff_workspace_child,LCC_050_RF_STAFF_WORKSPACE_CHILD_V1,sse,stale,CP_ASSISTIVE_ADJUNCT_NO_PERSIST,cns_transient_replay_support_assistive_adjunct_no_persist,transient_replay_support,stale_mode_required,gateway_only_no_internal_bus,cr_clinical_workspace,rb_staff_workspace_child,ltb_sse_gateway_fanout,ds_runtime_cache_plane,connection_health_and_cache_warmth_are_non_authoritative,FOLLOW_ON_DEPENDENCY_096_ROUTE_FAMILY_CACHE_AND_LIVE_POLICY_BINDING
bnd_integration_rf_support_replay_observe,integration,audsurf_support_workspace,gws_support_replay_observe,rf_support_replay_observe,ltr_support_replay_observe,LCC_050_RF_SUPPORT_REPLAY_OBSERVE_V1,sse,healthy,CP_SUPPORT_REPLAY_FROZEN_NO_STORE,cns_transient_replay_support_support_replay_frozen_no_store,transient_replay_support,none,gateway_only_no_internal_bus,cr_support_workspace,rb_support_replay_observe,ltb_sse_gateway_fanout,ds_runtime_cache_plane,connection_health_and_cache_warmth_are_non_authoritative,FOLLOW_ON_DEPENDENCY_096_ROUTE_FAMILY_CACHE_AND_LIVE_POLICY_BINDING
bnd_integration_rf_support_ticket_workspace,integration,audsurf_support_workspace,gws_support_ticket_workspace,rf_support_ticket_workspace,ltr_support_ticket_workspace,LCC_050_RF_SUPPORT_TICKET_WORKSPACE_V1,sse,stale,CP_SUPPORT_CAPTURE_PRIVATE_EPHEMERAL,cns_entity_scoped_support_capture_private_ephemeral,entity_scoped,stale_mode_required,gateway_only_no_internal_bus,cr_support_workspace,rb_support_ticket_workspace,ltb_sse_gateway_fanout,ds_runtime_cache_plane,connection_health_and_cache_warmth_are_non_authoritative,FOLLOW_ON_DEPENDENCY_096_ROUTE_FAMILY_CACHE_AND_LIVE_POLICY_BINDING
bnd_preprod_rf_governance_shell,preprod,audsurf_governance_admin,gws_governance_shell,rf_governance_shell,ltr_governance_shell,LCC_050_RF_GOVERNANCE_SHELL_V1,sse,stale,CP_GOVERNANCE_CONTROL_EPHEMERAL,cns_runtime_manifest_governance_control_ephemeral,runtime_manifest,stale_mode_required,gateway_only_no_internal_bus,cr_governance_admin,rb_governance_shell,ltb_sse_gateway_fanout,ds_runtime_cache_plane,connection_health_and_cache_warmth_are_non_authoritative,FOLLOW_ON_DEPENDENCY_096_ROUTE_FAMILY_CACHE_AND_LIVE_POLICY_BINDING
bnd_preprod_rf_hub_case_management,preprod,audsurf_hub_desk,gws_hub_case_management,rf_hub_case_management,ltr_hub_case_management,LCC_050_RF_HUB_CASE_MANAGEMENT_V1,sse,restored,CP_HUB_CASE_PRIVATE_EPHEMERAL,cns_entity_scoped_hub_case_private_ephemeral,entity_scoped,restored_after_rebind,gateway_only_no_internal_bus,cr_hub_desk,rb_hub_case_management,ltb_sse_gateway_fanout,ds_runtime_cache_plane,connection_health_and_cache_warmth_are_non_authoritative,FOLLOW_ON_DEPENDENCY_096_ROUTE_FAMILY_CACHE_AND_LIVE_POLICY_BINDING
bnd_preprod_rf_hub_queue,preprod,audsurf_hub_desk,gws_hub_queue,rf_hub_queue,ltr_hub_queue,LCC_050_RF_HUB_QUEUE_V1,sse,healthy,CP_HUB_QUEUE_PRIVATE_SUMMARY,cns_projection_read_hub_queue_private_summary,projection_read,none,gateway_only_no_internal_bus,cr_hub_desk,rb_hub_queue,ltb_sse_gateway_fanout,ds_runtime_cache_plane,connection_health_and_cache_warmth_are_non_authoritative,FOLLOW_ON_DEPENDENCY_096_ROUTE_FAMILY_CACHE_AND_LIVE_POLICY_BINDING
bnd_preprod_rf_intake_self_service,preprod,audsurf_patient_public_entry,gws_patient_intake_web,rf_intake_self_service,,,none,not_declared,CP_PUBLIC_NO_PERSISTED_PHI,cns_runtime_manifest_public_no_persisted_phi,runtime_manifest,follow_on_route_contract,gateway_only_no_internal_bus,,,,ds_runtime_cache_plane,connection_health_and_cache_warmth_are_non_authoritative,FOLLOW_ON_DEPENDENCY_096_ROUTE_FAMILY_CACHE_AND_LIVE_POLICY_BINDING
bnd_preprod_rf_intake_telephony_capture,preprod,audsurf_patient_public_entry,gws_patient_intake_phone,rf_intake_telephony_capture,,,none,not_declared,CP_CONSTRAINED_CAPTURE_NO_BROWSER_CACHE,cns_route_family_constrained_capture_no_browser_cache,route_family,follow_on_route_contract,gateway_only_no_internal_bus,,,,ds_runtime_cache_plane,connection_health_and_cache_warmth_are_non_authoritative,FOLLOW_ON_DEPENDENCY_096_ROUTE_FAMILY_CACHE_AND_LIVE_POLICY_BINDING
bnd_preprod_rf_operations_board,preprod,audsurf_operations_console,gws_operations_board,rf_operations_board,ltr_operations_board,LCC_050_RF_OPERATIONS_BOARD_V1,websocket,healthy,CP_OPERATIONS_WATCH_NO_SHARED_CACHE,cns_runtime_manifest_operations_watch_no_shared_cache,runtime_manifest,none,gateway_only_no_internal_bus,cr_operations_console,rb_operations_board,ltb_websocket_gateway_fanout,ds_runtime_cache_plane,connection_health_and_cache_warmth_are_non_authoritative,FOLLOW_ON_DEPENDENCY_096_ROUTE_FAMILY_CACHE_AND_LIVE_POLICY_BINDING
bnd_preprod_rf_operations_drilldown,preprod,audsurf_operations_console,gws_operations_drilldown,rf_operations_drilldown,ltr_operations_drilldown,LCC_050_RF_OPERATIONS_DRILLDOWN_V1,websocket,stale,CP_OPERATIONS_CONTROL_EPHEMERAL,cns_route_family_operations_control_ephemeral,route_family,stale_mode_required,gateway_only_no_internal_bus,cr_operations_console,rb_operations_drilldown,ltb_websocket_gateway_fanout,ds_runtime_cache_plane,connection_health_and_cache_warmth_are_non_authoritative,FOLLOW_ON_DEPENDENCY_096_ROUTE_FAMILY_CACHE_AND_LIVE_POLICY_BINDING
bnd_preprod_rf_patient_appointments,preprod,audsurf_patient_authenticated_portal,gws_patient_appointments,rf_patient_appointments,ltr_patient_appointments,LCC_050_RF_PATIENT_APPOINTMENTS_V1,sse,healthy,CP_PATIENT_BOOKING_PRIVATE_EPHEMERAL,cns_entity_scoped_patient_booking_private_ephemeral,entity_scoped,none,gateway_only_no_internal_bus,cr_patient_authenticated_portal,rb_patient_appointments,ltb_sse_gateway_fanout,ds_runtime_cache_plane,connection_health_and_cache_warmth_are_non_authoritative,FOLLOW_ON_DEPENDENCY_096_ROUTE_FAMILY_CACHE_AND_LIVE_POLICY_BINDING
bnd_preprod_rf_patient_embedded_channel,preprod,audsurf_patient_transaction_recovery,gws_patient_embedded_shell,rf_patient_embedded_channel,ltr_patient_embedded_channel,LCC_050_RF_PATIENT_EMBEDDED_CHANNEL_V1,sse,healthy,CP_EMBEDDED_HOST_SCOPED_EPHEMERAL,cns_entity_scoped_embedded_host_scoped_ephemeral,entity_scoped,none,gateway_only_no_internal_bus,cr_patient_transaction_recovery,rb_patient_embedded_channel,ltb_sse_gateway_fanout,ds_runtime_cache_plane,connection_health_and_cache_warmth_are_non_authoritative,FOLLOW_ON_DEPENDENCY_096_ROUTE_FAMILY_CACHE_AND_LIVE_POLICY_BINDING
bnd_preprod_rf_patient_health_record,preprod,audsurf_patient_authenticated_portal,gws_patient_health_record,rf_patient_health_record,,,none,not_declared,CP_PATIENT_ARTIFACT_SUMMARY_NO_STORE,cns_transient_replay_support_patient_artifact_summary_no_store,transient_replay_support,follow_on_route_contract,gateway_only_no_internal_bus,,,,ds_runtime_cache_plane,connection_health_and_cache_warmth_are_non_authoritative,FOLLOW_ON_DEPENDENCY_096_ROUTE_FAMILY_CACHE_AND_LIVE_POLICY_BINDING
bnd_preprod_rf_patient_home,preprod,audsurf_patient_authenticated_portal,gws_patient_home,rf_patient_home,ltr_patient_home,LCC_050_RF_PATIENT_HOME_V1,sse,healthy,CP_PATIENT_SUMMARY_PRIVATE_SHORT,cns_projection_read_patient_summary_private_short,projection_read,none,gateway_only_no_internal_bus,cr_patient_authenticated_portal,rb_patient_home,ltb_sse_gateway_fanout,ds_runtime_cache_plane,connection_health_and_cache_warmth_are_non_authoritative,FOLLOW_ON_DEPENDENCY_096_ROUTE_FAMILY_CACHE_AND_LIVE_POLICY_BINDING
bnd_preprod_rf_patient_messages,preprod,audsurf_patient_authenticated_portal,gws_patient_messages,rf_patient_messages,ltr_patient_messages,LCC_050_RF_PATIENT_MESSAGES_V1,sse,healthy,CP_PATIENT_THREAD_PRIVATE_EPHEMERAL,cns_entity_scoped_patient_thread_private_ephemeral,entity_scoped,none,gateway_only_no_internal_bus,cr_patient_authenticated_portal,rb_patient_messages,ltb_sse_gateway_fanout,ds_runtime_cache_plane,connection_health_and_cache_warmth_are_non_authoritative,FOLLOW_ON_DEPENDENCY_096_ROUTE_FAMILY_CACHE_AND_LIVE_POLICY_BINDING
bnd_preprod_rf_patient_requests,preprod,audsurf_patient_authenticated_portal,gws_patient_requests,rf_patient_requests,ltr_patient_requests,LCC_050_RF_PATIENT_REQUESTS_V1,sse,healthy,CP_PATIENT_ROUTE_INTENT_PRIVATE,cns_route_family_patient_route_intent_private,route_family,none,gateway_only_no_internal_bus,cr_patient_authenticated_portal,rb_patient_requests,ltb_sse_gateway_fanout,ds_runtime_cache_plane,connection_health_and_cache_warmth_are_non_authoritative,FOLLOW_ON_DEPENDENCY_096_ROUTE_FAMILY_CACHE_AND_LIVE_POLICY_BINDING
bnd_preprod_rf_patient_secure_link_recovery,preprod,audsurf_patient_transaction_recovery,gws_patient_secure_link_recovery,rf_patient_secure_link_recovery,,,none,not_declared,CP_GRANT_SCOPED_EPHEMERAL,cns_entity_scoped_grant_scoped_ephemeral,entity_scoped,follow_on_route_contract,gateway_only_no_internal_bus,,,,ds_runtime_cache_plane,connection_health_and_cache_warmth_are_non_authoritative,FOLLOW_ON_DEPENDENCY_096_ROUTE_FAMILY_CACHE_AND_LIVE_POLICY_BINDING
bnd_preprod_rf_pharmacy_console,preprod,audsurf_pharmacy_console,gws_pharmacy_console,rf_pharmacy_console,ltr_pharmacy_console,LCC_050_RF_PHARMACY_CONSOLE_V1,sse,healthy,CP_PHARMACY_CASE_PRIVATE,cns_entity_scoped_pharmacy_case_private,entity_scoped,none,gateway_only_no_internal_bus,cr_pharmacy_console,rb_pharmacy_console,ltb_sse_gateway_fanout,ds_runtime_cache_plane,connection_health_and_cache_warmth_are_non_authoritative,FOLLOW_ON_DEPENDENCY_096_ROUTE_FAMILY_CACHE_AND_LIVE_POLICY_BINDING
bnd_preprod_rf_staff_workspace,preprod,audsurf_clinical_workspace,gws_clinician_workspace,rf_staff_workspace,ltr_staff_workspace,LCC_050_RF_STAFF_WORKSPACE_V1,sse,healthy,CP_WORKSPACE_SINGLE_ORG_PRIVATE,cns_route_family_workspace_single_org_private,route_family,none,gateway_only_no_internal_bus,cr_clinical_workspace,rb_staff_workspace,ltb_sse_gateway_fanout,ds_runtime_cache_plane,connection_health_and_cache_warmth_are_non_authoritative,FOLLOW_ON_DEPENDENCY_096_ROUTE_FAMILY_CACHE_AND_LIVE_POLICY_BINDING
bnd_preprod_rf_staff_workspace_child,preprod,audsurf_clinical_workspace,gws_clinician_workspace_child,rf_staff_workspace_child,ltr_staff_workspace_child,LCC_050_RF_STAFF_WORKSPACE_CHILD_V1,sse,healthy,CP_ASSISTIVE_ADJUNCT_NO_PERSIST,cns_transient_replay_support_assistive_adjunct_no_persist,transient_replay_support,none,gateway_only_no_internal_bus,cr_clinical_workspace,rb_staff_workspace_child,ltb_sse_gateway_fanout,ds_runtime_cache_plane,connection_health_and_cache_warmth_are_non_authoritative,FOLLOW_ON_DEPENDENCY_096_ROUTE_FAMILY_CACHE_AND_LIVE_POLICY_BINDING
bnd_preprod_rf_support_replay_observe,preprod,audsurf_support_workspace,gws_support_replay_observe,rf_support_replay_observe,ltr_support_replay_observe,LCC_050_RF_SUPPORT_REPLAY_OBSERVE_V1,sse,healthy,CP_SUPPORT_REPLAY_FROZEN_NO_STORE,cns_transient_replay_support_support_replay_frozen_no_store,transient_replay_support,none,gateway_only_no_internal_bus,cr_support_workspace,rb_support_replay_observe,ltb_sse_gateway_fanout,ds_runtime_cache_plane,connection_health_and_cache_warmth_are_non_authoritative,FOLLOW_ON_DEPENDENCY_096_ROUTE_FAMILY_CACHE_AND_LIVE_POLICY_BINDING
bnd_preprod_rf_support_ticket_workspace,preprod,audsurf_support_workspace,gws_support_ticket_workspace,rf_support_ticket_workspace,ltr_support_ticket_workspace,LCC_050_RF_SUPPORT_TICKET_WORKSPACE_V1,sse,healthy,CP_SUPPORT_CAPTURE_PRIVATE_EPHEMERAL,cns_entity_scoped_support_capture_private_ephemeral,entity_scoped,none,gateway_only_no_internal_bus,cr_support_workspace,rb_support_ticket_workspace,ltb_sse_gateway_fanout,ds_runtime_cache_plane,connection_health_and_cache_warmth_are_non_authoritative,FOLLOW_ON_DEPENDENCY_096_ROUTE_FAMILY_CACHE_AND_LIVE_POLICY_BINDING
bnd_production_rf_governance_shell,production,audsurf_governance_admin,gws_governance_shell,rf_governance_shell,ltr_governance_shell,LCC_050_RF_GOVERNANCE_SHELL_V1,sse,healthy,CP_GOVERNANCE_CONTROL_EPHEMERAL,cns_runtime_manifest_governance_control_ephemeral,runtime_manifest,none,gateway_only_no_internal_bus,cr_governance_admin,rb_governance_shell,ltb_sse_gateway_fanout,ds_runtime_cache_plane,connection_health_and_cache_warmth_are_non_authoritative,FOLLOW_ON_DEPENDENCY_096_ROUTE_FAMILY_CACHE_AND_LIVE_POLICY_BINDING
bnd_production_rf_hub_case_management,production,audsurf_hub_desk,gws_hub_case_management,rf_hub_case_management,ltr_hub_case_management,LCC_050_RF_HUB_CASE_MANAGEMENT_V1,sse,healthy,CP_HUB_CASE_PRIVATE_EPHEMERAL,cns_entity_scoped_hub_case_private_ephemeral,entity_scoped,none,gateway_only_no_internal_bus,cr_hub_desk,rb_hub_case_management,ltb_sse_gateway_fanout,ds_runtime_cache_plane,connection_health_and_cache_warmth_are_non_authoritative,FOLLOW_ON_DEPENDENCY_096_ROUTE_FAMILY_CACHE_AND_LIVE_POLICY_BINDING
bnd_production_rf_hub_queue,production,audsurf_hub_desk,gws_hub_queue,rf_hub_queue,ltr_hub_queue,LCC_050_RF_HUB_QUEUE_V1,sse,healthy,CP_HUB_QUEUE_PRIVATE_SUMMARY,cns_projection_read_hub_queue_private_summary,projection_read,none,gateway_only_no_internal_bus,cr_hub_desk,rb_hub_queue,ltb_sse_gateway_fanout,ds_runtime_cache_plane,connection_health_and_cache_warmth_are_non_authoritative,FOLLOW_ON_DEPENDENCY_096_ROUTE_FAMILY_CACHE_AND_LIVE_POLICY_BINDING
bnd_production_rf_intake_self_service,production,audsurf_patient_public_entry,gws_patient_intake_web,rf_intake_self_service,,,none,not_declared,CP_PUBLIC_NO_PERSISTED_PHI,cns_runtime_manifest_public_no_persisted_phi,runtime_manifest,follow_on_route_contract,gateway_only_no_internal_bus,,,,ds_runtime_cache_plane,connection_health_and_cache_warmth_are_non_authoritative,FOLLOW_ON_DEPENDENCY_096_ROUTE_FAMILY_CACHE_AND_LIVE_POLICY_BINDING
bnd_production_rf_intake_telephony_capture,production,audsurf_patient_public_entry,gws_patient_intake_phone,rf_intake_telephony_capture,,,none,not_declared,CP_CONSTRAINED_CAPTURE_NO_BROWSER_CACHE,cns_route_family_constrained_capture_no_browser_cache,route_family,follow_on_route_contract,gateway_only_no_internal_bus,,,,ds_runtime_cache_plane,connection_health_and_cache_warmth_are_non_authoritative,FOLLOW_ON_DEPENDENCY_096_ROUTE_FAMILY_CACHE_AND_LIVE_POLICY_BINDING
bnd_production_rf_operations_board,production,audsurf_operations_console,gws_operations_board,rf_operations_board,ltr_operations_board,LCC_050_RF_OPERATIONS_BOARD_V1,websocket,restored,CP_OPERATIONS_WATCH_NO_SHARED_CACHE,cns_runtime_manifest_operations_watch_no_shared_cache,runtime_manifest,restored_after_rebind,gateway_only_no_internal_bus,cr_operations_console,rb_operations_board,ltb_websocket_gateway_fanout,ds_runtime_cache_plane,connection_health_and_cache_warmth_are_non_authoritative,FOLLOW_ON_DEPENDENCY_096_ROUTE_FAMILY_CACHE_AND_LIVE_POLICY_BINDING
bnd_production_rf_operations_drilldown,production,audsurf_operations_console,gws_operations_drilldown,rf_operations_drilldown,ltr_operations_drilldown,LCC_050_RF_OPERATIONS_DRILLDOWN_V1,websocket,healthy,CP_OPERATIONS_CONTROL_EPHEMERAL,cns_route_family_operations_control_ephemeral,route_family,none,gateway_only_no_internal_bus,cr_operations_console,rb_operations_drilldown,ltb_websocket_gateway_fanout,ds_runtime_cache_plane,connection_health_and_cache_warmth_are_non_authoritative,FOLLOW_ON_DEPENDENCY_096_ROUTE_FAMILY_CACHE_AND_LIVE_POLICY_BINDING
bnd_production_rf_patient_appointments,production,audsurf_patient_authenticated_portal,gws_patient_appointments,rf_patient_appointments,ltr_patient_appointments,LCC_050_RF_PATIENT_APPOINTMENTS_V1,sse,healthy,CP_PATIENT_BOOKING_PRIVATE_EPHEMERAL,cns_entity_scoped_patient_booking_private_ephemeral,entity_scoped,none,gateway_only_no_internal_bus,cr_patient_authenticated_portal,rb_patient_appointments,ltb_sse_gateway_fanout,ds_runtime_cache_plane,connection_health_and_cache_warmth_are_non_authoritative,FOLLOW_ON_DEPENDENCY_096_ROUTE_FAMILY_CACHE_AND_LIVE_POLICY_BINDING
bnd_production_rf_patient_embedded_channel,production,audsurf_patient_transaction_recovery,gws_patient_embedded_shell,rf_patient_embedded_channel,ltr_patient_embedded_channel,LCC_050_RF_PATIENT_EMBEDDED_CHANNEL_V1,sse,healthy,CP_EMBEDDED_HOST_SCOPED_EPHEMERAL,cns_entity_scoped_embedded_host_scoped_ephemeral,entity_scoped,none,gateway_only_no_internal_bus,cr_patient_transaction_recovery,rb_patient_embedded_channel,ltb_sse_gateway_fanout,ds_runtime_cache_plane,connection_health_and_cache_warmth_are_non_authoritative,FOLLOW_ON_DEPENDENCY_096_ROUTE_FAMILY_CACHE_AND_LIVE_POLICY_BINDING
bnd_production_rf_patient_health_record,production,audsurf_patient_authenticated_portal,gws_patient_health_record,rf_patient_health_record,,,none,not_declared,CP_PATIENT_ARTIFACT_SUMMARY_NO_STORE,cns_transient_replay_support_patient_artifact_summary_no_store,transient_replay_support,follow_on_route_contract,gateway_only_no_internal_bus,,,,ds_runtime_cache_plane,connection_health_and_cache_warmth_are_non_authoritative,FOLLOW_ON_DEPENDENCY_096_ROUTE_FAMILY_CACHE_AND_LIVE_POLICY_BINDING
bnd_production_rf_patient_home,production,audsurf_patient_authenticated_portal,gws_patient_home,rf_patient_home,ltr_patient_home,LCC_050_RF_PATIENT_HOME_V1,sse,healthy,CP_PATIENT_SUMMARY_PRIVATE_SHORT,cns_projection_read_patient_summary_private_short,projection_read,none,gateway_only_no_internal_bus,cr_patient_authenticated_portal,rb_patient_home,ltb_sse_gateway_fanout,ds_runtime_cache_plane,connection_health_and_cache_warmth_are_non_authoritative,FOLLOW_ON_DEPENDENCY_096_ROUTE_FAMILY_CACHE_AND_LIVE_POLICY_BINDING
bnd_production_rf_patient_messages,production,audsurf_patient_authenticated_portal,gws_patient_messages,rf_patient_messages,ltr_patient_messages,LCC_050_RF_PATIENT_MESSAGES_V1,sse,healthy,CP_PATIENT_THREAD_PRIVATE_EPHEMERAL,cns_entity_scoped_patient_thread_private_ephemeral,entity_scoped,none,gateway_only_no_internal_bus,cr_patient_authenticated_portal,rb_patient_messages,ltb_sse_gateway_fanout,ds_runtime_cache_plane,connection_health_and_cache_warmth_are_non_authoritative,FOLLOW_ON_DEPENDENCY_096_ROUTE_FAMILY_CACHE_AND_LIVE_POLICY_BINDING
bnd_production_rf_patient_requests,production,audsurf_patient_authenticated_portal,gws_patient_requests,rf_patient_requests,ltr_patient_requests,LCC_050_RF_PATIENT_REQUESTS_V1,sse,healthy,CP_PATIENT_ROUTE_INTENT_PRIVATE,cns_route_family_patient_route_intent_private,route_family,none,gateway_only_no_internal_bus,cr_patient_authenticated_portal,rb_patient_requests,ltb_sse_gateway_fanout,ds_runtime_cache_plane,connection_health_and_cache_warmth_are_non_authoritative,FOLLOW_ON_DEPENDENCY_096_ROUTE_FAMILY_CACHE_AND_LIVE_POLICY_BINDING
bnd_production_rf_patient_secure_link_recovery,production,audsurf_patient_transaction_recovery,gws_patient_secure_link_recovery,rf_patient_secure_link_recovery,,,none,not_declared,CP_GRANT_SCOPED_EPHEMERAL,cns_entity_scoped_grant_scoped_ephemeral,entity_scoped,follow_on_route_contract,gateway_only_no_internal_bus,,,,ds_runtime_cache_plane,connection_health_and_cache_warmth_are_non_authoritative,FOLLOW_ON_DEPENDENCY_096_ROUTE_FAMILY_CACHE_AND_LIVE_POLICY_BINDING
bnd_production_rf_pharmacy_console,production,audsurf_pharmacy_console,gws_pharmacy_console,rf_pharmacy_console,ltr_pharmacy_console,LCC_050_RF_PHARMACY_CONSOLE_V1,sse,healthy,CP_PHARMACY_CASE_PRIVATE,cns_entity_scoped_pharmacy_case_private,entity_scoped,none,gateway_only_no_internal_bus,cr_pharmacy_console,rb_pharmacy_console,ltb_sse_gateway_fanout,ds_runtime_cache_plane,connection_health_and_cache_warmth_are_non_authoritative,FOLLOW_ON_DEPENDENCY_096_ROUTE_FAMILY_CACHE_AND_LIVE_POLICY_BINDING
bnd_production_rf_staff_workspace,production,audsurf_clinical_workspace,gws_clinician_workspace,rf_staff_workspace,ltr_staff_workspace,LCC_050_RF_STAFF_WORKSPACE_V1,sse,healthy,CP_WORKSPACE_SINGLE_ORG_PRIVATE,cns_route_family_workspace_single_org_private,route_family,none,gateway_only_no_internal_bus,cr_clinical_workspace,rb_staff_workspace,ltb_sse_gateway_fanout,ds_runtime_cache_plane,connection_health_and_cache_warmth_are_non_authoritative,FOLLOW_ON_DEPENDENCY_096_ROUTE_FAMILY_CACHE_AND_LIVE_POLICY_BINDING
bnd_production_rf_staff_workspace_child,production,audsurf_clinical_workspace,gws_clinician_workspace_child,rf_staff_workspace_child,ltr_staff_workspace_child,LCC_050_RF_STAFF_WORKSPACE_CHILD_V1,sse,healthy,CP_ASSISTIVE_ADJUNCT_NO_PERSIST,cns_transient_replay_support_assistive_adjunct_no_persist,transient_replay_support,none,gateway_only_no_internal_bus,cr_clinical_workspace,rb_staff_workspace_child,ltb_sse_gateway_fanout,ds_runtime_cache_plane,connection_health_and_cache_warmth_are_non_authoritative,FOLLOW_ON_DEPENDENCY_096_ROUTE_FAMILY_CACHE_AND_LIVE_POLICY_BINDING
bnd_production_rf_support_replay_observe,production,audsurf_support_workspace,gws_support_replay_observe,rf_support_replay_observe,ltr_support_replay_observe,LCC_050_RF_SUPPORT_REPLAY_OBSERVE_V1,sse,healthy,CP_SUPPORT_REPLAY_FROZEN_NO_STORE,cns_transient_replay_support_support_replay_frozen_no_store,transient_replay_support,none,gateway_only_no_internal_bus,cr_support_workspace,rb_support_replay_observe,ltb_sse_gateway_fanout,ds_runtime_cache_plane,connection_health_and_cache_warmth_are_non_authoritative,FOLLOW_ON_DEPENDENCY_096_ROUTE_FAMILY_CACHE_AND_LIVE_POLICY_BINDING
