seed_object_id,object_type,reference_case_id,tenant_scope_ref,organisation_scope_ref,route_family_ref,starting_surface_ref,seed_state,simulator_refs,continuity_control_refs,release_verification_use,phi_safe_class,requires_live_credentials,canonical_truth_refs,notes
SEED_059_DUPLICATE_COLLISION_OPEN_REVIEW_PATIENT_IDENTITY_SEED_V1,SyntheticPatientIdentityState,RC_059_DUPLICATE_COLLISION_REVIEW_V1,tenant://vecells/phase0-primary,SEED_059_ORG_VECELLS_SUPPORT_V1,rf_support_ticket_workspace,audsurf_support_workspace,duplicate_collision_review,sim_email_notification_twin; sim_sms_delivery_twin,workspace_task_completion,integration,synthetic_phi_safe,no,IdentityBinding; ReachabilityAssessmentRecord,Synthetic patient identity state with PHI-safe names and deterministic identifiers.
SEED_059_DUPLICATE_COLLISION_OPEN_REVIEW_PATIENT_RECEIPT_V1,PatientReceiptEnvelope,RC_059_DUPLICATE_COLLISION_REVIEW_V1,tenant://vecells/phase0-primary,SEED_059_ORG_VECELLS_SUPPORT_V1,rf_support_ticket_workspace,audsurf_support_workspace,recovery,sim_email_notification_twin; sim_sms_delivery_twin,workspace_task_completion,integration,synthetic_phi_safe,no,PatientReceiptEnvelope; PatientShellConsistencyProjection,"Receipt rows keep preview shells truthful about calm, degraded, or blocked posture."
SEED_059_DUPLICATE_COLLISION_OPEN_REVIEW_RELEASE_BINDING_ROW_V1,VerificationScenarioBinding,RC_059_DUPLICATE_COLLISION_REVIEW_V1,tenant://vecells/phase0-primary,SEED_059_ORG_VECELLS_SUPPORT_V1,rf_support_ticket_workspace,audsurf_support_workspace,integration,sim_email_notification_twin; sim_sms_delivery_twin,workspace_task_completion,integration,synthetic_phi_safe,no,VS_058_INTEGRATION_V1,Release and runtime tuple binding keeps seed simulation reusable across rings.
SEED_059_DUPLICATE_COLLISION_OPEN_REVIEW_REQUEST_LINEAGE_V1,RequestLineage,RC_059_DUPLICATE_COLLISION_REVIEW_V1,tenant://vecells/phase0-primary,SEED_059_ORG_VECELLS_SUPPORT_V1,rf_support_ticket_workspace,audsurf_support_workspace,active,sim_email_notification_twin; sim_sms_delivery_twin,workspace_task_completion,integration,synthetic_phi_safe,no,RequestLineage; LineageCaseLink,Lineage rows preserve child-case links and replay-safe causality.
SEED_059_DUPLICATE_COLLISION_OPEN_REVIEW_REQUEST_V1,Request,RC_059_DUPLICATE_COLLISION_REVIEW_V1,tenant://vecells/phase0-primary,SEED_059_ORG_VECELLS_SUPPORT_V1,rf_support_ticket_workspace,audsurf_support_workspace,active,sim_email_notification_twin; sim_sms_delivery_twin,workspace_task_completion,integration,synthetic_phi_safe,no,Request; RequestClosureRecord,Canonical request truth remains domain-owned even when transport is simulated.
SEED_059_DUPLICATE_COLLISION_OPEN_REVIEW_ROUTE_INTENT_BINDING_V1,RouteIntentBinding,RC_059_DUPLICATE_COLLISION_REVIEW_V1,tenant://vecells/phase0-primary,SEED_059_ORG_VECELLS_SUPPORT_V1,rf_support_ticket_workspace,audsurf_support_workspace,bound,sim_email_notification_twin; sim_sms_delivery_twin,workspace_task_completion,integration,synthetic_phi_safe,no,RouteIntentBinding; ScopedMutationGate,Route-intent tuple keeps writable posture bound to publication and subject fences.
SEED_059_DUPLICATE_COLLISION_OPEN_REVIEW_SUBMISSION_ENVELOPE_V1,SubmissionEnvelope,RC_059_DUPLICATE_COLLISION_REVIEW_V1,tenant://vecells/phase0-primary,SEED_059_ORG_VECELLS_SUPPORT_V1,rf_support_ticket_workspace,audsurf_support_workspace,captured,sim_email_notification_twin; sim_sms_delivery_twin,workspace_task_completion,integration,synthetic_phi_safe,no,SubmissionEnvelope; SubmissionIngressRecord,Envelope fixture preserves pre-promotion evidence and continuation state.
SEED_059_DUPLICATE_COLLISION_OPEN_REVIEW_SUPPORT_TICKET_V1,SupportTicket,RC_059_DUPLICATE_COLLISION_REVIEW_V1,tenant://vecells/phase0-primary,SEED_059_ORG_VECELLS_SUPPORT_V1,rf_support_ticket_workspace,audsurf_support_workspace,observe_or_restore,sim_email_notification_twin; sim_sms_delivery_twin,workspace_task_completion,integration,synthetic_phi_safe,no,SupportLineageBinding; SupportContinuityEvidenceProjection,Support fixtures keep replay and resend work governed by lineage and scope fences.
SEED_059_DUPLICATE_RETRY_RETURN_PRIOR_ACCEPTED_ACTING_SCOPE_TUPLE_V1,ActingScopeTuple,RC_059_DUPLICATE_RETRY_COLLAPSE_V1,tenant://vecells/phase0-primary,SEED_059_ORG_MERIDIAN_FAMILY_PRACTICE_V1,rf_patient_requests,audsurf_patient_authenticated_portal,aligned,sim_email_notification_twin,patient_nav,preview,synthetic_phi_safe,no,ActingScopeTuple; AudienceSurfaceRuntimeBinding,Acting scope stays deterministic and tenant-safe in every seeded route.
SEED_059_DUPLICATE_RETRY_RETURN_PRIOR_ACCEPTED_COMMAND_SETTLEMENT_RECORD_V1,CommandSettlementRecord,RC_059_DUPLICATE_RETRY_COLLAPSE_V1,tenant://vecells/phase0-primary,SEED_059_ORG_MERIDIAN_FAMILY_PRACTICE_V1,rf_patient_requests,audsurf_patient_authenticated_portal,settled_or_pending,sim_email_notification_twin,patient_nav,preview,synthetic_phi_safe,no,CommandSettlementRecord; CommandActionRecord,Command settlement rows prove same-shell write posture without transport-local shortcuts.
SEED_059_DUPLICATE_RETRY_RETURN_PRIOR_ACCEPTED_DUPLICATE_CLUSTER_V1,DuplicateCluster,RC_059_DUPLICATE_RETRY_COLLAPSE_V1,tenant://vecells/phase0-primary,SEED_059_ORG_MERIDIAN_FAMILY_PRACTICE_V1,rf_patient_requests,audsurf_patient_authenticated_portal,review_or_collapsed,sim_email_notification_twin,patient_nav,preview,synthetic_phi_safe,no,DuplicateCluster; DuplicateResolutionDecision,Duplicate clustering stays first-class rather than flattened into idempotency folklore.
SEED_059_DUPLICATE_RETRY_RETURN_PRIOR_ACCEPTED_PATIENT_IDENTITY_SEED_V1,SyntheticPatientIdentityState,RC_059_DUPLICATE_RETRY_COLLAPSE_V1,tenant://vecells/phase0-primary,SEED_059_ORG_MERIDIAN_FAMILY_PRACTICE_V1,rf_patient_requests,audsurf_patient_authenticated_portal,verified_authenticated,sim_email_notification_twin,patient_nav,preview,synthetic_phi_safe,no,IdentityBinding; ReachabilityAssessmentRecord,Synthetic patient identity state with PHI-safe names and deterministic identifiers.
SEED_059_DUPLICATE_RETRY_RETURN_PRIOR_ACCEPTED_PATIENT_RECEIPT_V1,PatientReceiptEnvelope,RC_059_DUPLICATE_RETRY_COLLAPSE_V1,tenant://vecells/phase0-primary,SEED_059_ORG_MERIDIAN_FAMILY_PRACTICE_V1,rf_patient_requests,audsurf_patient_authenticated_portal,happy,sim_email_notification_twin,patient_nav,preview,synthetic_phi_safe,no,PatientReceiptEnvelope; PatientShellConsistencyProjection,"Receipt rows keep preview shells truthful about calm, degraded, or blocked posture."
SEED_059_DUPLICATE_RETRY_RETURN_PRIOR_ACCEPTED_RECOVERY_CONTINUATION_TOKEN_V1,RecoveryContinuationToken,RC_059_DUPLICATE_RETRY_COLLAPSE_V1,tenant://vecells/phase0-primary,SEED_059_ORG_MERIDIAN_FAMILY_PRACTICE_V1,rf_patient_requests,audsurf_patient_authenticated_portal,active,sim_email_notification_twin,patient_nav,preview,synthetic_phi_safe,no,RecoveryContinuationToken; PatientActionRecoveryEnvelope,Recovery tokens bind same-shell return instead of detached restart flows.
SEED_059_DUPLICATE_RETRY_RETURN_PRIOR_ACCEPTED_RELEASE_BINDING_ROW_V1,VerificationScenarioBinding,RC_059_DUPLICATE_RETRY_COLLAPSE_V1,tenant://vecells/phase0-primary,SEED_059_ORG_MERIDIAN_FAMILY_PRACTICE_V1,rf_patient_requests,audsurf_patient_authenticated_portal,preview,sim_email_notification_twin,patient_nav,preview,synthetic_phi_safe,no,VS_058_CI_PREVIEW_V1,Release and runtime tuple binding keeps seed simulation reusable across rings.
SEED_059_DUPLICATE_RETRY_RETURN_PRIOR_ACCEPTED_REQUEST_LINEAGE_V1,RequestLineage,RC_059_DUPLICATE_RETRY_COLLAPSE_V1,tenant://vecells/phase0-primary,SEED_059_ORG_MERIDIAN_FAMILY_PRACTICE_V1,rf_patient_requests,audsurf_patient_authenticated_portal,active,sim_email_notification_twin,patient_nav,preview,synthetic_phi_safe,no,RequestLineage; LineageCaseLink,Lineage rows preserve child-case links and replay-safe causality.
SEED_059_DUPLICATE_RETRY_RETURN_PRIOR_ACCEPTED_REQUEST_V1,Request,RC_059_DUPLICATE_RETRY_COLLAPSE_V1,tenant://vecells/phase0-primary,SEED_059_ORG_MERIDIAN_FAMILY_PRACTICE_V1,rf_patient_requests,audsurf_patient_authenticated_portal,active,sim_email_notification_twin,patient_nav,preview,synthetic_phi_safe,no,Request; RequestClosureRecord,Canonical request truth remains domain-owned even when transport is simulated.
SEED_059_DUPLICATE_RETRY_RETURN_PRIOR_ACCEPTED_ROUTE_INTENT_BINDING_V1,RouteIntentBinding,RC_059_DUPLICATE_RETRY_COLLAPSE_V1,tenant://vecells/phase0-primary,SEED_059_ORG_MERIDIAN_FAMILY_PRACTICE_V1,rf_patient_requests,audsurf_patient_authenticated_portal,bound,sim_email_notification_twin,patient_nav,preview,synthetic_phi_safe,no,RouteIntentBinding; ScopedMutationGate,Route-intent tuple keeps writable posture bound to publication and subject fences.
SEED_059_DUPLICATE_RETRY_RETURN_PRIOR_ACCEPTED_SUBMISSION_ENVELOPE_V1,SubmissionEnvelope,RC_059_DUPLICATE_RETRY_COLLAPSE_V1,tenant://vecells/phase0-primary,SEED_059_ORG_MERIDIAN_FAMILY_PRACTICE_V1,rf_patient_requests,audsurf_patient_authenticated_portal,captured,sim_email_notification_twin,patient_nav,preview,synthetic_phi_safe,no,SubmissionEnvelope; SubmissionIngressRecord,Envelope fixture preserves pre-promotion evidence and continuation state.
SEED_059_PHARMACY_DISPATCH_PROOF_PENDING_WEAK_MATCH_ACTING_SCOPE_TUPLE_V1,ActingScopeTuple,RC_059_PHARMACY_DISPATCH_WEAK_MATCH_V1,tenant://vecells/phase0-primary,SEED_059_ORG_MERIDIAN_FAMILY_PRACTICE_V1; SEED_059_ORG_RIVERSTONE_PHARMACY_V1,rf_pharmacy_console,audsurf_pharmacy_console,aligned,sim_pharmacy_dispatch_transport_twin; sim_pharmacy_visibility_update_record_twin; sim_mesh_message_path_twin,pharmacy_console_settlement,integration,synthetic_phi_safe,no,ActingScopeTuple; AudienceSurfaceRuntimeBinding,Acting scope stays deterministic and tenant-safe in every seeded route.
SEED_059_PHARMACY_DISPATCH_PROOF_PENDING_WEAK_MATCH_COMMAND_SETTLEMENT_RECORD_V1,CommandSettlementRecord,RC_059_PHARMACY_DISPATCH_WEAK_MATCH_V1,tenant://vecells/phase0-primary,SEED_059_ORG_MERIDIAN_FAMILY_PRACTICE_V1; SEED_059_ORG_RIVERSTONE_PHARMACY_V1,rf_pharmacy_console,audsurf_pharmacy_console,settled_or_pending,sim_pharmacy_dispatch_transport_twin; sim_pharmacy_visibility_update_record_twin; sim_mesh_message_path_twin,pharmacy_console_settlement,integration,synthetic_phi_safe,no,CommandSettlementRecord; CommandActionRecord,Command settlement rows prove same-shell write posture without transport-local shortcuts.
SEED_059_PHARMACY_DISPATCH_PROOF_PENDING_WEAK_MATCH_COMMUNICATION_ENVELOPE_V1,CommunicationEnvelope,RC_059_PHARMACY_DISPATCH_WEAK_MATCH_V1,tenant://vecells/phase0-primary,SEED_059_ORG_MERIDIAN_FAMILY_PRACTICE_V1; SEED_059_ORG_RIVERSTONE_PHARMACY_V1,rf_pharmacy_console,audsurf_pharmacy_console,prepared,sim_pharmacy_dispatch_transport_twin; sim_pharmacy_visibility_update_record_twin; sim_mesh_message_path_twin,pharmacy_console_settlement,integration,synthetic_phi_safe,no,CommunicationEnvelope; ConversationCommandSettlement,Communication fixtures carry delivery proof separately from send acceptance.
SEED_059_PHARMACY_DISPATCH_PROOF_PENDING_WEAK_MATCH_LIFECYCLE_LEASE_V1,RequestLifecycleLease,RC_059_PHARMACY_DISPATCH_WEAK_MATCH_V1,tenant://vecells/phase0-primary,SEED_059_ORG_MERIDIAN_FAMILY_PRACTICE_V1; SEED_059_ORG_RIVERSTONE_PHARMACY_V1,rf_pharmacy_console,audsurf_pharmacy_console,held,sim_pharmacy_dispatch_transport_twin; sim_pharmacy_visibility_update_record_twin; sim_mesh_message_path_twin,pharmacy_console_settlement,integration,synthetic_phi_safe,no,RequestLifecycleLease; RequestClosureRecord,Lifecycle lease rows keep closure coordinator-owned even in seed drills.
SEED_059_PHARMACY_DISPATCH_PROOF_PENDING_WEAK_MATCH_OUTCOME_RECONCILIATION_GATE_V1,PharmacyOutcomeReconciliationGate,RC_059_PHARMACY_DISPATCH_WEAK_MATCH_V1,tenant://vecells/phase0-primary,SEED_059_ORG_MERIDIAN_FAMILY_PRACTICE_V1; SEED_059_ORG_RIVERSTONE_PHARMACY_V1,rf_pharmacy_console,audsurf_pharmacy_console,weak_match,sim_pharmacy_dispatch_transport_twin; sim_pharmacy_visibility_update_record_twin; sim_mesh_message_path_twin,pharmacy_console_settlement,integration,synthetic_phi_safe,no,PharmacyOutcomeReconciliationGate; PharmacyOutcomeMatchAssessment,Outcome reconciliation fixtures keep weak-match and delayed outcome truth separate from closure.
SEED_059_PHARMACY_DISPATCH_PROOF_PENDING_WEAK_MATCH_PATIENT_IDENTITY_SEED_V1,SyntheticPatientIdentityState,RC_059_PHARMACY_DISPATCH_WEAK_MATCH_V1,tenant://vecells/phase0-primary,SEED_059_ORG_MERIDIAN_FAMILY_PRACTICE_V1; SEED_059_ORG_RIVERSTONE_PHARMACY_V1,rf_pharmacy_console,audsurf_pharmacy_console,pharmacy_weak_match,sim_pharmacy_dispatch_transport_twin; sim_pharmacy_visibility_update_record_twin; sim_mesh_message_path_twin,pharmacy_console_settlement,integration,synthetic_phi_safe,no,IdentityBinding; ReachabilityAssessmentRecord,Synthetic patient identity state with PHI-safe names and deterministic identifiers.
SEED_059_PHARMACY_DISPATCH_PROOF_PENDING_WEAK_MATCH_PATIENT_RECEIPT_V1,PatientReceiptEnvelope,RC_059_PHARMACY_DISPATCH_WEAK_MATCH_V1,tenant://vecells/phase0-primary,SEED_059_ORG_MERIDIAN_FAMILY_PRACTICE_V1; SEED_059_ORG_RIVERSTONE_PHARMACY_V1,rf_pharmacy_console,audsurf_pharmacy_console,degraded,sim_pharmacy_dispatch_transport_twin; sim_pharmacy_visibility_update_record_twin; sim_mesh_message_path_twin,pharmacy_console_settlement,integration,synthetic_phi_safe,no,PatientReceiptEnvelope; PatientShellConsistencyProjection,"Receipt rows keep preview shells truthful about calm, degraded, or blocked posture."
SEED_059_PHARMACY_DISPATCH_PROOF_PENDING_WEAK_MATCH_PHARMACY_CASE_V1,PharmacyCase,RC_059_PHARMACY_DISPATCH_WEAK_MATCH_V1,tenant://vecells/phase0-primary,SEED_059_ORG_MERIDIAN_FAMILY_PRACTICE_V1; SEED_059_ORG_RIVERSTONE_PHARMACY_V1,rf_pharmacy_console,audsurf_pharmacy_console,dispatch_or_reconciliation_pending,sim_pharmacy_dispatch_transport_twin; sim_pharmacy_visibility_update_record_twin; sim_mesh_message_path_twin,pharmacy_console_settlement,integration,synthetic_phi_safe,no,PharmacyCase; PharmacyContinuityEvidenceProjection,"Pharmacy fixtures preserve dispatch, weak-match, and outcome reconciliation truth."
SEED_059_PHARMACY_DISPATCH_PROOF_PENDING_WEAK_MATCH_PHARMACY_DISPATCH_ATTEMPT_V1,PharmacyDispatchAttempt,RC_059_PHARMACY_DISPATCH_WEAK_MATCH_V1,tenant://vecells/phase0-primary,SEED_059_ORG_MERIDIAN_FAMILY_PRACTICE_V1; SEED_059_ORG_RIVERSTONE_PHARMACY_V1,rf_pharmacy_console,audsurf_pharmacy_console,proof_pending,sim_pharmacy_dispatch_transport_twin; sim_pharmacy_visibility_update_record_twin; sim_mesh_message_path_twin,pharmacy_console_settlement,integration,synthetic_phi_safe,no,PharmacyDispatchAttempt; ExternalConfirmationGate,Dispatch attempt fixtures keep proof-missing and redispatch semantics explicit.
SEED_059_PHARMACY_DISPATCH_PROOF_PENDING_WEAK_MATCH_RELEASE_BINDING_ROW_V1,VerificationScenarioBinding,RC_059_PHARMACY_DISPATCH_WEAK_MATCH_V1,tenant://vecells/phase0-primary,SEED_059_ORG_MERIDIAN_FAMILY_PRACTICE_V1; SEED_059_ORG_RIVERSTONE_PHARMACY_V1,rf_pharmacy_console,audsurf_pharmacy_console,integration,sim_pharmacy_dispatch_transport_twin; sim_pharmacy_visibility_update_record_twin; sim_mesh_message_path_twin,pharmacy_console_settlement,integration,synthetic_phi_safe,no,VS_058_INTEGRATION_V1,Release and runtime tuple binding keeps seed simulation reusable across rings.
SEED_059_PHARMACY_DISPATCH_PROOF_PENDING_WEAK_MATCH_REQUEST_LINEAGE_V1,RequestLineage,RC_059_PHARMACY_DISPATCH_WEAK_MATCH_V1,tenant://vecells/phase0-primary,SEED_059_ORG_MERIDIAN_FAMILY_PRACTICE_V1; SEED_059_ORG_RIVERSTONE_PHARMACY_V1,rf_pharmacy_console,audsurf_pharmacy_console,active,sim_pharmacy_dispatch_transport_twin; sim_pharmacy_visibility_update_record_twin; sim_mesh_message_path_twin,pharmacy_console_settlement,integration,synthetic_phi_safe,no,RequestLineage; LineageCaseLink,Lineage rows preserve child-case links and replay-safe causality.
SEED_059_PHARMACY_DISPATCH_PROOF_PENDING_WEAK_MATCH_REQUEST_V1,Request,RC_059_PHARMACY_DISPATCH_WEAK_MATCH_V1,tenant://vecells/phase0-primary,SEED_059_ORG_MERIDIAN_FAMILY_PRACTICE_V1; SEED_059_ORG_RIVERSTONE_PHARMACY_V1,rf_pharmacy_console,audsurf_pharmacy_console,active,sim_pharmacy_dispatch_transport_twin; sim_pharmacy_visibility_update_record_twin; sim_mesh_message_path_twin,pharmacy_console_settlement,integration,synthetic_phi_safe,no,Request; RequestClosureRecord,Canonical request truth remains domain-owned even when transport is simulated.
SEED_059_PHARMACY_DISPATCH_PROOF_PENDING_WEAK_MATCH_ROUTE_INTENT_BINDING_V1,RouteIntentBinding,RC_059_PHARMACY_DISPATCH_WEAK_MATCH_V1,tenant://vecells/phase0-primary,SEED_059_ORG_MERIDIAN_FAMILY_PRACTICE_V1; SEED_059_ORG_RIVERSTONE_PHARMACY_V1,rf_pharmacy_console,audsurf_pharmacy_console,bound,sim_pharmacy_dispatch_transport_twin; sim_pharmacy_visibility_update_record_twin; sim_mesh_message_path_twin,pharmacy_console_settlement,integration,synthetic_phi_safe,no,RouteIntentBinding; ScopedMutationGate,Route-intent tuple keeps writable posture bound to publication and subject fences.
SEED_059_PHARMACY_DISPATCH_PROOF_PENDING_WEAK_MATCH_SUBMISSION_ENVELOPE_V1,SubmissionEnvelope,RC_059_PHARMACY_DISPATCH_WEAK_MATCH_V1,tenant://vecells/phase0-primary,SEED_059_ORG_MERIDIAN_FAMILY_PRACTICE_V1; SEED_059_ORG_RIVERSTONE_PHARMACY_V1,rf_pharmacy_console,audsurf_pharmacy_console,captured,sim_pharmacy_dispatch_transport_twin; sim_pharmacy_visibility_update_record_twin; sim_mesh_message_path_twin,pharmacy_console_settlement,integration,synthetic_phi_safe,no,SubmissionEnvelope; SubmissionIngressRecord,Envelope fixture preserves pre-promotion evidence and continuation state.
SEED_059_SUPPORT_REPLAY_RESTORE_SAME_SHELL_RECOVERY_ACTING_SCOPE_TUPLE_V1,ActingScopeTuple,RC_059_SUPPORT_REPLAY_RESTORE_V1,tenant://vecells/phase0-primary,SEED_059_ORG_VECELLS_SUPPORT_V1,rf_support_replay_observe,audsurf_support_workspace,aligned,sim_email_notification_twin; sim_sms_delivery_twin; sim_telephony_ivr_twin,support_replay_restore; conversation_settlement; more_info_reply; workspace_task_completion,preprod,synthetic_phi_safe,no,ActingScopeTuple; AudienceSurfaceRuntimeBinding,Acting scope stays deterministic and tenant-safe in every seeded route.
SEED_059_SUPPORT_REPLAY_RESTORE_SAME_SHELL_RECOVERY_COMMAND_SETTLEMENT_RECORD_V1,CommandSettlementRecord,RC_059_SUPPORT_REPLAY_RESTORE_V1,tenant://vecells/phase0-primary,SEED_059_ORG_VECELLS_SUPPORT_V1,rf_support_replay_observe,audsurf_support_workspace,review_required,sim_email_notification_twin; sim_sms_delivery_twin; sim_telephony_ivr_twin,support_replay_restore; conversation_settlement; more_info_reply; workspace_task_completion,preprod,synthetic_phi_safe,no,CommandSettlementRecord; CommandActionRecord,Command settlement rows prove same-shell write posture without transport-local shortcuts.
SEED_059_SUPPORT_REPLAY_RESTORE_SAME_SHELL_RECOVERY_COMMUNICATION_ENVELOPE_V1,CommunicationEnvelope,RC_059_SUPPORT_REPLAY_RESTORE_V1,tenant://vecells/phase0-primary,SEED_059_ORG_VECELLS_SUPPORT_V1,rf_support_replay_observe,audsurf_support_workspace,prepared,sim_email_notification_twin; sim_sms_delivery_twin; sim_telephony_ivr_twin,support_replay_restore; conversation_settlement; more_info_reply; workspace_task_completion,preprod,synthetic_phi_safe,no,CommunicationEnvelope; ConversationCommandSettlement,Communication fixtures carry delivery proof separately from send acceptance.
SEED_059_SUPPORT_REPLAY_RESTORE_SAME_SHELL_RECOVERY_LIFECYCLE_LEASE_V1,RequestLifecycleLease,RC_059_SUPPORT_REPLAY_RESTORE_V1,tenant://vecells/phase0-primary,SEED_059_ORG_VECELLS_SUPPORT_V1,rf_support_replay_observe,audsurf_support_workspace,held,sim_email_notification_twin; sim_sms_delivery_twin; sim_telephony_ivr_twin,support_replay_restore; conversation_settlement; more_info_reply; workspace_task_completion,preprod,synthetic_phi_safe,no,RequestLifecycleLease; RequestClosureRecord,Lifecycle lease rows keep closure coordinator-owned even in seed drills.
SEED_059_SUPPORT_REPLAY_RESTORE_SAME_SHELL_RECOVERY_PATIENT_ACTION_RECOVERY_ENVELOPE_V1,PatientActionRecoveryEnvelope,RC_059_SUPPORT_REPLAY_RESTORE_V1,tenant://vecells/phase0-primary,SEED_059_ORG_VECELLS_SUPPORT_V1,rf_support_replay_observe,audsurf_support_workspace,active,sim_email_notification_twin; sim_sms_delivery_twin; sim_telephony_ivr_twin,support_replay_restore; conversation_settlement; more_info_reply; workspace_task_completion,preprod,synthetic_phi_safe,no,PatientActionRecoveryEnvelope; PatientRequestReturnBundle,Patient recovery envelope keeps shell continuity truthful through blockers and repairs.
SEED_059_SUPPORT_REPLAY_RESTORE_SAME_SHELL_RECOVERY_PATIENT_IDENTITY_SEED_V1,SyntheticPatientIdentityState,RC_059_SUPPORT_REPLAY_RESTORE_V1,tenant://vecells/phase0-primary,SEED_059_ORG_VECELLS_SUPPORT_V1,rf_support_replay_observe,audsurf_support_workspace,support_restore_required,sim_email_notification_twin; sim_sms_delivery_twin; sim_telephony_ivr_twin,support_replay_restore; conversation_settlement; more_info_reply; workspace_task_completion,preprod,synthetic_phi_safe,no,IdentityBinding; ReachabilityAssessmentRecord,Synthetic patient identity state with PHI-safe names and deterministic identifiers.
SEED_059_SUPPORT_REPLAY_RESTORE_SAME_SHELL_RECOVERY_PATIENT_RECEIPT_V1,PatientReceiptEnvelope,RC_059_SUPPORT_REPLAY_RESTORE_V1,tenant://vecells/phase0-primary,SEED_059_ORG_VECELLS_SUPPORT_V1,rf_support_replay_observe,audsurf_support_workspace,recovery,sim_email_notification_twin; sim_sms_delivery_twin; sim_telephony_ivr_twin,support_replay_restore; conversation_settlement; more_info_reply; workspace_task_completion,preprod,synthetic_phi_safe,no,PatientReceiptEnvelope; PatientShellConsistencyProjection,"Receipt rows keep preview shells truthful about calm, degraded, or blocked posture."
SEED_059_SUPPORT_REPLAY_RESTORE_SAME_SHELL_RECOVERY_REACHABILITY_ASSESSMENT_V1,ReachabilityAssessmentRecord,RC_059_SUPPORT_REPLAY_RESTORE_V1,tenant://vecells/phase0-primary,SEED_059_ORG_VECELLS_SUPPORT_V1,rf_support_replay_observe,audsurf_support_workspace,current_or_repair_required,sim_email_notification_twin; sim_sms_delivery_twin; sim_telephony_ivr_twin,support_replay_restore; conversation_settlement; more_info_reply; workspace_task_completion,preprod,synthetic_phi_safe,no,ReachabilityAssessmentRecord; ContactRouteSnapshot,Reachability rows keep message and continuation repair explicit.
SEED_059_SUPPORT_REPLAY_RESTORE_SAME_SHELL_RECOVERY_RECOVERY_CONTINUATION_TOKEN_V1,RecoveryContinuationToken,RC_059_SUPPORT_REPLAY_RESTORE_V1,tenant://vecells/phase0-primary,SEED_059_ORG_VECELLS_SUPPORT_V1,rf_support_replay_observe,audsurf_support_workspace,active,sim_email_notification_twin; sim_sms_delivery_twin; sim_telephony_ivr_twin,support_replay_restore; conversation_settlement; more_info_reply; workspace_task_completion,preprod,synthetic_phi_safe,no,RecoveryContinuationToken; PatientActionRecoveryEnvelope,Recovery tokens bind same-shell return instead of detached restart flows.
SEED_059_SUPPORT_REPLAY_RESTORE_SAME_SHELL_RECOVERY_RELEASE_BINDING_ROW_V1,VerificationScenarioBinding,RC_059_SUPPORT_REPLAY_RESTORE_V1,tenant://vecells/phase0-primary,SEED_059_ORG_VECELLS_SUPPORT_V1,rf_support_replay_observe,audsurf_support_workspace,preprod,sim_email_notification_twin; sim_sms_delivery_twin; sim_telephony_ivr_twin,support_replay_restore; conversation_settlement; more_info_reply; workspace_task_completion,preprod,synthetic_phi_safe,no,VS_058_PREPROD_V1,Release and runtime tuple binding keeps seed simulation reusable across rings.
SEED_059_SUPPORT_REPLAY_RESTORE_SAME_SHELL_RECOVERY_REQUEST_LINEAGE_V1,RequestLineage,RC_059_SUPPORT_REPLAY_RESTORE_V1,tenant://vecells/phase0-primary,SEED_059_ORG_VECELLS_SUPPORT_V1,rf_support_replay_observe,audsurf_support_workspace,active,sim_email_notification_twin; sim_sms_delivery_twin; sim_telephony_ivr_twin,support_replay_restore; conversation_settlement; more_info_reply; workspace_task_completion,preprod,synthetic_phi_safe,no,RequestLineage; LineageCaseLink,Lineage rows preserve child-case links and replay-safe causality.
SEED_059_SUPPORT_REPLAY_RESTORE_SAME_SHELL_RECOVERY_REQUEST_V1,Request,RC_059_SUPPORT_REPLAY_RESTORE_V1,tenant://vecells/phase0-primary,SEED_059_ORG_VECELLS_SUPPORT_V1,rf_support_replay_observe,audsurf_support_workspace,active,sim_email_notification_twin; sim_sms_delivery_twin; sim_telephony_ivr_twin,support_replay_restore; conversation_settlement; more_info_reply; workspace_task_completion,preprod,synthetic_phi_safe,no,Request; RequestClosureRecord,Canonical request truth remains domain-owned even when transport is simulated.
SEED_059_SUPPORT_REPLAY_RESTORE_SAME_SHELL_RECOVERY_ROUTE_INTENT_BINDING_V1,RouteIntentBinding,RC_059_SUPPORT_REPLAY_RESTORE_V1,tenant://vecells/phase0-primary,SEED_059_ORG_VECELLS_SUPPORT_V1,rf_support_replay_observe,audsurf_support_workspace,bound,sim_email_notification_twin; sim_sms_delivery_twin; sim_telephony_ivr_twin,support_replay_restore; conversation_settlement; more_info_reply; workspace_task_completion,preprod,synthetic_phi_safe,no,RouteIntentBinding; ScopedMutationGate,Route-intent tuple keeps writable posture bound to publication and subject fences.
SEED_059_SUPPORT_REPLAY_RESTORE_SAME_SHELL_RECOVERY_SUBMISSION_ENVELOPE_V1,SubmissionEnvelope,RC_059_SUPPORT_REPLAY_RESTORE_V1,tenant://vecells/phase0-primary,SEED_059_ORG_VECELLS_SUPPORT_V1,rf_support_replay_observe,audsurf_support_workspace,captured,sim_email_notification_twin; sim_sms_delivery_twin; sim_telephony_ivr_twin,support_replay_restore; conversation_settlement; more_info_reply; workspace_task_completion,preprod,synthetic_phi_safe,no,SubmissionEnvelope; SubmissionIngressRecord,Envelope fixture preserves pre-promotion evidence and continuation state.
