task_id,task_title,total_requirement_count,direct_requirement_count,test_requirement_count,gate_requirement_count,assurance_requirement_count,orphan_state,notes
par_214,crosscutting track backend build communications timeline and message callback visibility rules,1,0,0,0,0,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_215,crosscutting track Playwright or other appropriate tooling frontend build patient home requests and request detail routes,70,70,39,0,0,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_216,crosscutting track Playwright or other appropriate tooling frontend build more info response callback status and contact repair views,96,96,24,0,0,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_217,crosscutting track Playwright or other appropriate tooling frontend build health record and communications timeline views,1,0,1,0,0,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_218,crosscutting track backend build support lineage binding ticket projection and subject history queries,24,24,0,0,0,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_219,crosscutting track backend build controlled resend delivery repair and support replay foundations,1,0,0,0,0,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_220,crosscutting track Playwright or other appropriate tooling frontend build staff start of day operations and support entry surfaces,377,377,0,0,0,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_221,crosscutting track Playwright or other appropriate tooling frontend build support workspace shell and omnichannel ticket views,109,109,3,0,0,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_222,crosscutting track Playwright or other appropriate tooling frontend build support masking read only fallback and contextual playbook panels,1,0,1,0,0,weakly_grounded,Prompt file is currently empty; title-level grounding only.
seq_223,crosscutting merge Playwright or other appropriate tooling integrate patient account and support surfaces with phase2 identity and status models,205,205,0,85,0,weakly_grounded,Prompt file is currently empty; title-level grounding only.
seq_224,crosscutting Playwright or other appropriate tooling testing run patient account support and record artifact continuity suites,1,0,1,0,0,weakly_grounded,Prompt file is currently empty; title-level grounding only.
seq_225,crosscutting exit gate approve portal and support baseline completion,10,10,0,0,0,weakly_grounded,Prompt file is currently empty; title-level grounding only.
seq_226,phase3 freeze triage contract workspace state model and review session rules,25,25,0,0,0,weakly_grounded,Prompt file is currently empty; title-level grounding only.
seq_227,phase3 freeze queue ranking fairness duplicate cluster and more info contracts,1,0,0,0,0,weakly_grounded,Prompt file is currently empty; title-level grounding only.
seq_228,phase3 freeze endpoint decision approval and escalation contracts,1,0,0,0,0,weakly_grounded,Prompt file is currently empty; title-level grounding only.
seq_229,phase3 freeze callback clinician messaging and admin resolution boundaries,1,0,0,0,0,weakly_grounded,Prompt file is currently empty; title-level grounding only.
seq_230,phase3 open parallel triage callback and resolution tracks gate,1,0,0,1,0,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_231,phase3 track backend build triage task state machine and lease fencing,6,6,0,0,0,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_232,phase3 track backend build workspace consistency projection and workspace trust envelope,2,2,0,0,0,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_233,phase3 track backend build deterministic queue engine queue rank snapshots and assignment suggestions,1,0,0,0,0,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_234,phase3 track backend build duplicate pair evidence duplicate review snapshot and resolution decisions,9,9,0,0,6,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_235,phase3 track backend build review bundle assembler deterministic summaries and suggestion seam,1,0,0,0,0,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_236,phase3 track backend build more info cycle reply window checkpoint and reminder scheduler,1,0,0,0,0,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_237,phase3 track backend build response assimilation material delta assessment and canonical resafety,1,0,0,0,0,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_238,phase3 track backend build endpoint decision engine decision epoch and route fence,1,0,0,0,0,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_239,phase3 track backend build human approval checkpoint and urgent escalation path,1,0,0,0,0,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_240,phase3 track backend build direct resolution and downstream handoff seed generation,1,0,0,0,0,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_241,phase3 track backend build reopen mechanics stale owner recovery and next task launch leases,1,0,0,0,0,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_242,phase3 track backend build task completion settlement and workspace continuity evidence projection,5,5,0,0,5,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_243,phase3 track backend build callback case state machine attempt windows and voicemail policy,1,0,0,0,0,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_244,phase3 track backend build clinician message thread state machine and delivery settlement chain,1,0,0,0,0,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_245,phase3 track backend build reachability repair bounce handling and controlled resend logic,1,0,0,0,0,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_246,phase3 track backend build patient conversation digest and shared staff rules,1,0,0,0,0,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_247,phase3 track backend build callback message visibility and patient threading projections,1,0,0,0,0,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_248,phase3 track backend build support handoff and resolution linkage for callback and message failures,9,9,0,0,0,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_249,phase3 track backend build self care boundary decision and advice eligibility grants,1,0,0,0,0,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_250,phase3 track backend build advice render settlement and content approval binding,1,0,0,0,0,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_251,phase3 track backend build admin resolution case profiles waiting reason and completion artifact policies,1,0,0,0,0,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_252,phase3 track backend build advice admin dependency sets and reopen trigger evaluation,1,0,0,0,0,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_253,phase3 track backend build self care outcome analytics and patient expectation templates,1,0,0,0,0,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_254,phase3 track backend build admin resolution settlement and cross domain reentry rules,1,0,0,0,0,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_255,phase3 track Playwright or other appropriate tooling frontend build workspace home queue and task route family,1,0,1,0,0,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_256,phase3 track Playwright or other appropriate tooling frontend build queue workboard preview pocket and selected anchor preservation,1,0,1,0,0,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_257,phase3 track Playwright or other appropriate tooling frontend build active task shell case pulse and decision dock,1,0,1,0,0,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_258,phase3 track Playwright or other appropriate tooling frontend build rapid entry notes more info and endpoint reasoning layer,1,0,1,0,0,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_259,phase3 track Playwright or other appropriate tooling frontend build attachment viewer and patient response thread,3,3,2,0,0,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_260,phase3 track Playwright or other appropriate tooling frontend build approval inbox and escalation surfaces,1,0,1,0,0,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_261,phase3 track Playwright or other appropriate tooling frontend build changed since seen and review resumed recovery flow,1,0,1,0,0,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_262,phase3 track Playwright or other appropriate tooling frontend build workspace focus protection buffered queue change and next task posture,1,0,1,0,0,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_263,phase3 track Playwright or other appropriate tooling frontend build callback management views and attempt outcome capture,1,0,1,0,0,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_264,phase3 track Playwright or other appropriate tooling frontend build clinician messaging thread and delivery repair views,1,0,1,0,0,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_265,phase3 track Playwright or other appropriate tooling frontend build self care advice issue and admin resolution views,1,0,1,0,0,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_266,phase3 track Playwright or other appropriate tooling frontend build patient conversation surface for more info callback and message updates,1,0,1,0,0,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_267,phase3 track Playwright or other appropriate tooling frontend build support desk replay and linked context views for triage failures,1,0,1,0,0,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_268,phase3 track Playwright or other appropriate tooling frontend build accessibility and ergonomic refinements for clinical workspace,1,0,1,0,0,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_269,phase3 track Playwright or other appropriate tooling frontend build metrics and validation hooks for workspace and support flows,86,86,86,0,0,weakly_grounded,Prompt file is currently empty; title-level grounding only.
seq_270,phase3 merge integrate triage queue callback and self care admin resolution services,53,53,0,53,0,weakly_grounded,Prompt file is currently empty; title-level grounding only.
seq_271,phase3 merge Playwright or other appropriate tooling integrate patient portal more info and thread surfaces with workspace actions,17,17,4,17,0,weakly_grounded,Prompt file is currently empty; title-level grounding only.
seq_272,phase3 Playwright or other appropriate tooling testing run queue fairness duplicate clustering and stale owner recovery suites,1,0,1,0,0,weakly_grounded,Prompt file is currently empty; title-level grounding only.
seq_273,phase3 Playwright or other appropriate tooling testing run more info resafety endpoint decision and approval suites,1,0,1,0,0,weakly_grounded,Prompt file is currently empty; title-level grounding only.
seq_274,phase3 Playwright or other appropriate tooling testing run callback message delivery and reachability repair suites,1,0,1,0,0,weakly_grounded,Prompt file is currently empty; title-level grounding only.
seq_275,phase3 Playwright or other appropriate tooling testing run self care admin resolution and reopen regression suites,1,0,1,0,0,weakly_grounded,Prompt file is currently empty; title-level grounding only.
seq_276,phase3 Playwright or other appropriate tooling testing run workspace accessibility performance and multi user read only suites,1,0,1,0,0,weakly_grounded,Prompt file is currently empty; title-level grounding only.
seq_277,phase3 exit gate approve human checkpoint completion,44,44,0,0,0,weakly_grounded,Prompt file is currently empty; title-level grounding only.
seq_278,phase4 freeze booking contract case model and state machine,1,0,0,0,0,weakly_grounded,Prompt file is currently empty; title-level grounding only.
seq_279,phase4 freeze provider capability matrix adapter profiles and confirmation gates,107,107,0,0,0,weakly_grounded,Prompt file is currently empty; title-level grounding only.
seq_280,phase4 freeze slot snapshot offer scoring commit and management contracts,1,0,0,0,0,weakly_grounded,Prompt file is currently empty; title-level grounding only.
seq_281,phase4 open parallel local booking tracks gate,118,118,0,118,0,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_282,phase4 track backend build booking case state machine and booking intent records,1,0,0,0,0,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_283,phase4 track backend build provider capability matrix and adapter binding compiler,1,0,0,0,0,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_284,phase4 track backend build slot search normalization and availability snapshot pipeline,1,0,0,0,0,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_285,phase4 track backend build slot scoring offer orchestration and selection rules,1,0,0,0,0,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_286,phase4 track backend build reservation authority soft hold and real hold flows,1,0,0,0,0,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_287,phase4 track backend build commit path revalidation booking record and compensation logic,1,0,0,0,0,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_288,phase4 track backend build appointment management cancel reschedule and detail update commands,1,0,0,0,0,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_289,phase4 track backend build reminder scheduler and notification settlement for appointments,1,0,0,0,0,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_290,phase4 track backend build smart waitlist transactional autofill and deadline logic,1,0,0,0,0,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_291,phase4 track backend build staff assisted booking exception queue and handoff panel api,3,3,0,0,0,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_292,phase4 track backend build booking reconciliation and external confirmation dispute worker,7,7,0,0,0,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_293,phase4 track Playwright or other appropriate tooling frontend build patient appointment scheduling workspace,130,130,111,0,0,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_294,phase4 track Playwright or other appropriate tooling frontend build slot search results and availability freshness states,13,13,13,0,0,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_295,phase4 track Playwright or other appropriate tooling frontend build offer selection flow with truthful hold posture,1,0,1,0,0,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_296,phase4 track Playwright or other appropriate tooling frontend build confirmation pending disputed and recovery states,1,0,1,0,0,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_297,phase4 track Playwright or other appropriate tooling frontend build appointment detail cancel reschedule and reminder views,1,0,1,0,0,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_298,phase4 track Playwright or other appropriate tooling frontend build waitlist enrolment management and offer acceptance views,1,0,1,0,0,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_299,phase4 track Playwright or other appropriate tooling frontend build staff booking handoff panel and assisted booking views,1,0,1,0,0,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_300,phase4 track Playwright or other appropriate tooling frontend build record origin continuation and booking entry surfaces,1,0,1,0,0,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_301,phase4 track Playwright or other appropriate tooling frontend build patient action recovery envelopes for booking failures,9,9,0,0,0,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_302,phase4 track Playwright or other appropriate tooling frontend build mobile responsive booking and manage flows,8,8,5,0,0,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_303,phase4 track Playwright or other appropriate tooling frontend build accessibility and artifact parity for booking documents,1,0,1,0,0,weakly_grounded,Prompt file is currently empty; title-level grounding only.
seq_304,phase4 use Playwright or other appropriate tooling browser automation to configure booking provider sandboxes and callback endpoints,17,17,0,0,0,weakly_grounded,Prompt file is currently empty; title-level grounding only.
seq_305,phase4 use Playwright or other appropriate tooling browser automation to capture booking provider capability evidence and test credentials,9,9,0,0,9,weakly_grounded,Prompt file is currently empty; title-level grounding only.
seq_306,phase4 merge Playwright or other appropriate tooling integrate local booking with triage portal and notification workflows,16,16,3,16,0,weakly_grounded,Prompt file is currently empty; title-level grounding only.
seq_307,phase4 Playwright or other appropriate tooling testing run capability matrix slot snapshot hold commit and compensation suites,1,0,1,0,0,weakly_grounded,Prompt file is currently empty; title-level grounding only.
seq_308,phase4 Playwright or other appropriate tooling testing run manage waitlist assisted booking and reconciliation suites,1,0,1,0,0,weakly_grounded,Prompt file is currently empty; title-level grounding only.
seq_309,phase4 Playwright or other appropriate tooling testing run patient staff booking end to end accessibility and load suites,19,19,0,0,0,weakly_grounded,Prompt file is currently empty; title-level grounding only.
seq_310,phase4 exit gate approve booking engine completion,103,103,0,0,0,weakly_grounded,Prompt file is currently empty; title-level grounding only.
seq_311,phase5 freeze network coordination contract org boundaries and acting context rules,1,0,0,0,0,weakly_grounded,Prompt file is currently empty; title-level grounding only.
seq_312,phase5 freeze enhanced access policy capacity ingestion and candidate ranking contracts,1,0,0,0,0,weakly_grounded,Prompt file is currently empty; title-level grounding only.
seq_313,phase5 freeze cross org booking commit and practice visibility contracts,1,0,0,0,0,weakly_grounded,Prompt file is currently empty; title-level grounding only.
seq_314,phase5 open parallel network tracks gate,103,100,0,103,0,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_315,phase5 track backend build network coordination case state machine and lineage links,1,0,0,0,0,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_316,phase5 track backend build staff identity org boundary and acting context resolution,9,9,0,0,0,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_317,phase5 track backend build enhanced access policy engine and versioned policy packs,1,0,0,0,0,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_318,phase5 track backend build network capacity ingestion and freshness assessment pipeline,1,0,0,0,0,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_319,phase5 track backend build coordination queue candidate ranking and sla breach risk engine,2,2,0,0,0,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_320,phase5 track backend build alternative offer generation patient choice and expiry rules,90,90,0,0,0,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_321,phase5 track backend build native hub booking commit and practice continuity messaging,10,10,0,0,0,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_322,phase5 track backend build cross org message and mesh dispatch settlement chain,101,101,0,0,0,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_323,phase5 track backend build no slot urgent bounce back callback fallback and reopen workflows,2,2,0,0,0,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_324,phase5 track backend build network reminders manage flows and practice visibility projections,6,6,0,0,0,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_325,phase5 track backend build hub supplier mirror commit reconciler and exception worker,5,5,0,0,0,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_326,phase5 track Playwright or other appropriate tooling frontend build hub desk shell and start of day views,110,110,88,0,0,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_327,phase5 track Playwright or other appropriate tooling frontend build coordination queue candidate ranking and sla visualization,24,24,20,0,0,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_328,phase5 track Playwright or other appropriate tooling frontend build patient network alternatives choice and callback fallback views,4,4,4,0,0,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_329,phase5 track Playwright or other appropriate tooling frontend build cross org commit confirmation and practice visibility surfaces,1,0,1,0,0,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_330,phase5 track Playwright or other appropriate tooling frontend build network reminders manage flows and message timeline views,6,6,0,0,0,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_331,phase5 track Playwright or other appropriate tooling frontend build no slot reopen and urgent bounce back recovery views,9,9,8,0,0,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_332,phase5 track Playwright or other appropriate tooling frontend build org aware access controls and acting context switcher,1,0,1,0,0,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_333,phase5 track Playwright or other appropriate tooling frontend build mobile and narrow screen hub workflows,1,0,1,0,0,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_334,phase5 track Playwright or other appropriate tooling frontend build cross org accessibility content and artifact handoff refinements,1,0,1,0,0,weakly_grounded,Prompt file is currently empty; title-level grounding only.
seq_335,phase5 use Playwright or other appropriate tooling browser automation to configure mesh mailboxes and cross org message routes,10,10,0,0,0,weakly_grounded,Prompt file is currently empty; title-level grounding only.
seq_336,phase5 use Playwright or other appropriate tooling browser automation to configure network capacity feeds and partner credentials,1,0,1,0,0,weakly_grounded,Prompt file is currently empty; title-level grounding only.
seq_337,phase5 merge Playwright or other appropriate tooling integrate network coordination with local booking and patient portal manage flows,25,25,1,24,0,weakly_grounded,Prompt file is currently empty; title-level grounding only.
seq_338,phase5 Playwright or other appropriate tooling testing run org boundary capacity ingestion candidate ranking and sla suites,1,0,1,0,0,weakly_grounded,Prompt file is currently empty; title-level grounding only.
seq_339,phase5 Playwright or other appropriate tooling testing run hub commit mesh dispatch no slot and reopen suites,1,0,1,0,0,weakly_grounded,Prompt file is currently empty; title-level grounding only.
seq_340,phase5 Playwright or other appropriate tooling testing run patient choice cross org visibility and responsive regression suites,1,0,1,0,0,weakly_grounded,Prompt file is currently empty; title-level grounding only.
seq_341,phase5 exit gate approve network horizon completion,1,0,0,1,0,weakly_grounded,Prompt file is currently empty; title-level grounding only.
seq_342,phase6 freeze pharmacy case model eligibility and policy pack contracts,1,0,0,0,0,weakly_grounded,Prompt file is currently empty; title-level grounding only.
seq_343,phase6 freeze directory discovery referral dispatch and outcome reconciliation contracts,1,0,0,0,0,weakly_grounded,Prompt file is currently empty; title-level grounding only.
seq_344,phase6 freeze bounce back urgent return and practice visibility contracts,1,0,0,0,0,weakly_grounded,Prompt file is currently empty; title-level grounding only.
seq_345,phase6 open parallel pharmacy tracks gate,1,0,0,1,0,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_346,phase6 track backend build pharmacy case state machine and lineage linkage,109,108,0,0,0,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_347,phase6 track backend build eligibility engine pathway rules and versioned policy pack compiler,1,0,0,0,0,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_348,phase6 track backend build pharmacy directory abstraction and provider choice pipeline,106,106,0,0,0,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_349,phase6 track backend build referral pack composer and content governance binding,9,9,0,0,8,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_350,phase6 track backend build dispatch adapter transport contract and retry expiry logic,1,0,0,0,0,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_351,phase6 track backend build patient instruction generation and referral status projections,1,0,0,0,0,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_352,phase6 track backend build pharmacy outcome ingest update record observation and reconciliation pipeline,1,0,0,0,0,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_353,phase6 track backend build bounce back urgent return and reopen mechanics,1,0,0,0,0,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_354,phase6 track backend build practice visibility operations queue and exception handling views api,7,7,0,0,0,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_355,phase6 track backend build pharmacy console support region and stock truth api,20,20,0,0,0,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_356,phase6 track backend build referral dispatch monitoring and dependency degradation profiles,1,1,0,0,0,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_357,phase6 track Playwright or other appropriate tooling frontend build pharmacy console queue spine and validation board,6,6,0,0,0,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_358,phase6 track Playwright or other appropriate tooling frontend build provider choice directory and patient instruction views,9,9,0,0,0,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_359,phase6 track Playwright or other appropriate tooling frontend build referral status tracking and patient visibility surfaces,1,0,1,0,0,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_360,phase6 track Playwright or other appropriate tooling frontend build inventory truth support regions and supply delta posture,1,0,1,0,0,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_361,phase6 track Playwright or other appropriate tooling frontend build bounce back urgent return and exception handling views,1,0,1,0,0,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_362,phase6 track Playwright or other appropriate tooling frontend build practice visibility and operations queue surfaces,7,7,6,0,0,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_363,phase6 track Playwright or other appropriate tooling frontend build pharmacy safety signals override paths and settlement visibility,10,10,6,0,0,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_364,phase6 track Playwright or other appropriate tooling frontend build narrow screen and recovery postures for pharmacy console,1,0,1,0,0,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_365,phase6 track Playwright or other appropriate tooling frontend build accessibility and micro interaction refinements for pharmacy flows,1,0,1,0,0,weakly_grounded,Prompt file is currently empty; title-level grounding only.
seq_366,phase6 use Playwright or other appropriate tooling browser automation to configure pharmacy directory and dispatch provider credentials,1,1,0,0,0,weakly_grounded,Prompt file is currently empty; title-level grounding only.
seq_367,phase6 use Playwright or other appropriate tooling browser automation to request update record and referral transport sandboxes,2,2,1,0,0,weakly_grounded,Prompt file is currently empty; title-level grounding only.
seq_368,phase6 merge Playwright or other appropriate tooling integrate pharmacy loop with triage portal operations and notification workflows,130,130,2,130,0,weakly_grounded,Prompt file is currently empty; title-level grounding only.
seq_369,phase6 Playwright or other appropriate tooling testing run eligibility directory dispatch and outcome reconciliation suites,1,0,1,0,0,weakly_grounded,Prompt file is currently empty; title-level grounding only.
seq_370,phase6 Playwright or other appropriate tooling testing run bounce back urgent return practice visibility and exception suites,115,115,115,0,0,weakly_grounded,Prompt file is currently empty; title-level grounding only.
seq_371,phase6 Playwright or other appropriate tooling testing run pharmacy console patient status and responsive accessibility suites,1,0,1,0,0,weakly_grounded,Prompt file is currently empty; title-level grounding only.
seq_372,phase6 exit gate approve pharmacy loop completion,123,123,0,0,0,weakly_grounded,Prompt file is currently empty; title-level grounding only.
seq_373,post phase6 open deferred nhs app and parallel assistive assurance tracks gate,1,0,0,1,0,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_374,phase7 track gate freeze nhs app journey inventory manifest and onboarding pack,88,88,0,88,0,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_375,phase7 track gate freeze embedded context sso bridge and navigation behavior contracts,1,0,0,1,0,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_376,phase7 track gate freeze webview file handling accessibility and release guardrails,1,0,0,1,0,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_377,phase7 track backend build nhs app integration manifest and jump off mapping service,1,0,0,0,0,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_378,phase7 track backend build embedded context resolver and trusted embedded session projection,23,23,0,0,0,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_379,phase7 track backend build nhs app sso bridge and identity assertion binding flow,7,7,0,0,0,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_380,phase7 track backend build deep link site link and return to journey resolution service,1,0,0,0,0,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_381,phase7 track backend build nhs app bridge api wrapper and capability matrix service,1,0,0,0,0,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_382,phase7 track backend build embedded file handling download artifact and outbound navigation controls,1,0,0,0,0,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_383,phase7 track backend build nhs app continuity evidence bundle and manifest promotion checks,4,4,0,0,0,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_384,phase7 track backend build webview limitation recovery copy and partial visibility placeholders,1,0,0,0,0,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_385,phase7 track backend build sandpit aos scal delivery pipeline and channel release freeze checks,1,0,0,0,0,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_386,phase7 track Playwright or other appropriate tooling frontend build embedded shell split and header suppression behaviors,84,84,84,0,0,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_387,phase7 track Playwright or other appropriate tooling frontend build context aware navigation back override and return postures,1,0,1,0,0,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_388,phase7 track Playwright or other appropriate tooling frontend build nhs app sign in bootstrap and loading experience,6,6,6,0,0,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_389,phase7 track Playwright or other appropriate tooling frontend build embedded journey entry resume and deep link surfaces,1,0,1,0,0,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_390,phase7 track Playwright or other appropriate tooling frontend build bridge wrappers for navigation calendar download and external browser handoffs,1,0,1,0,0,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_391,phase7 track Playwright or other appropriate tooling frontend build webview safe file upload download and error recovery surfaces,1,0,1,0,0,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_392,phase7 track Playwright or other appropriate tooling frontend build embedded accessibility design system and mobile spacing refinements,1,0,1,0,0,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_393,phase7 track Playwright or other appropriate tooling frontend build internal embedded preview mode for design and qa,1,0,1,0,0,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_394,phase7 use Playwright or other appropriate tooling browser automation to configure nhs app sandpit manifest entries,1,0,1,0,0,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_395,phase7 use Playwright or other appropriate tooling browser automation to register site links asset associations and test routes,1,0,1,0,0,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_396,phase7 use Playwright or other appropriate tooling browser automation to validate nhs app js api capabilities in supported environments,1,0,1,0,0,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_397,phase7 merge Playwright or other appropriate tooling integrate embedded channel with existing patient portal identity and record routes,21,21,8,13,0,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_398,phase7 Playwright or other appropriate tooling testing run manifest context resolver and sso bridge suites,1,0,1,0,0,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_399,phase7 Playwright or other appropriate tooling testing run deep link bridge api webview file handling and accessibility suites,1,0,1,0,0,weakly_grounded,Prompt file is currently empty; title-level grounding only.
par_400,phase7 Playwright or other appropriate tooling testing run sandpit aos scal and limited release regression suites,1,0,1,0,0,weakly_grounded,Prompt file is currently empty; title-level grounding only.
