provider_family,dimension_id,dimension_title,dimension_class,minimum_bar_actual_later,evidence_required_actual_later,kill_switch_if_failed_actual_later,source_refs,notes
telephony_voice_and_recording,portability_and_exit,Portability And Adapter Exit Posture,portability,4,"[""Provider contract or docs proving identifiers, callbacks, or artifacts can be normalized without irreversible lock-in."", ""Migration or replacement strategy showing how Vecells would exit the provider without rewriting product logic.""]",Reject the provider if replacement would force core lifecycle logic to be rewritten.,"[""blueprint/phase-2-the-identity-and-echoes.md#2E. Telephony edge, IVR choreography, and call-session persistence"", ""blueprint/phase-2-the-identity-and-echoes.md#2F. Caller verification, voice capture, transcript stub, and SMS continuation"", ""blueprint/forensic-audit-findings.md#Finding 2 - Telephony urgent branch did not enforce evidence readiness"", ""blueprint/phase-2-identity-and-echoes.md#2E. Telephony edge, IVR choreography, and call-session persistence"", ""blueprint/phase-2-identity-and-echoes.md#2F. Caller verification, voice capture, transcript stub, and SMS continuation"", ""blueprint/forensic-audit-findings.md#Finding 12 - No safe fallback when ingest or safety failed"", ""data/analysis/dependency_truth_and_fallback_matrix.csv#dep_telephony_ivr_recording_provider"", ""phase-2-identity-and-echoes.md#2E. Telephony call-session ingestion, evidence readiness, and convergence"", ""phase-2-identity-and-echoes.md#2F. Caller verification, voice capture, transcript stub, and SMS continuation"", ""callback-and-clinician-messaging-loop.md#Callback domain"", ""forensic-audit-findings.md#Finding 12 - No safe fallback when ingest or safety failed"", ""phase-0-the-foundation-protocol.md#4.3A Artifact quarantine and fallback review""]","Portability guards against direct supplier coupling and protects later provider changes. Actual-provider later is heavier because later onboarding adds approval, support, or compliance burden without lowering the proof bar. The mapped seq_021 seams are Telephony capture, transcript, and artifact-safety backplane."
telephony_voice_and_recording,degraded_mode_resilience,Resilience And Degraded-Mode Compatibility,resilience,5,"[""Provider outage, latency, or partial failure evidence showing Vecells can degrade safely when telephony voice capture, recording, and transcript processing is unhealthy."", ""Evidence that the provider does not force silent success or bypass the declared degradation profile.""]",Reject the provider if outage or partial-failure behavior cannot support the declared degraded mode.,"[""blueprint/phase-2-the-identity-and-echoes.md#2E. Telephony edge, IVR choreography, and call-session persistence"", ""blueprint/phase-2-the-identity-and-echoes.md#2F. Caller verification, voice capture, transcript stub, and SMS continuation"", ""blueprint/forensic-audit-findings.md#Finding 2 - Telephony urgent branch did not enforce evidence readiness"", ""blueprint/phase-2-identity-and-echoes.md#2E. Telephony edge, IVR choreography, and call-session persistence"", ""blueprint/phase-2-identity-and-echoes.md#2F. Caller verification, voice capture, transcript stub, and SMS continuation"", ""blueprint/forensic-audit-findings.md#Finding 12 - No safe fallback when ingest or safety failed"", ""data/analysis/dependency_truth_and_fallback_matrix.csv#dep_telephony_ivr_recording_provider"", ""phase-2-identity-and-echoes.md#2E. Telephony call-session ingestion, evidence readiness, and convergence"", ""phase-2-identity-and-echoes.md#2F. Caller verification, voice capture, transcript stub, and SMS continuation"", ""callback-and-clinician-messaging-loop.md#Callback domain"", ""forensic-audit-findings.md#Finding 12 - No safe fallback when ingest or safety failed"", ""phase-0-the-foundation-protocol.md#4.3A Artifact quarantine and fallback review""]","Degraded-mode law is part of the provider scorecard, not an afterthought. Weights stay equal because the architectural law is invariant across mock-now and actual-provider later. The mapped seq_021 seams are Telephony capture, transcript, and artifact-safety backplane."
telephony_voice_and_recording,experience_and_brand_constraints,UI / Brand / Interaction Constraints,ui_brand_constraints,3,"[""Provider UX, branding, sender, redirect, or consent constraints for telephony voice capture, recording, and transcript processing."", ""Evidence that provider-specific UI constraints do not force unsafe or misleading patient-facing wording.""]",Reject the provider if required UX or branding constraints would force misleading or non-compliant flows.,"[""blueprint/phase-2-the-identity-and-echoes.md#2E. Telephony edge, IVR choreography, and call-session persistence"", ""blueprint/phase-2-the-identity-and-echoes.md#2F. Caller verification, voice capture, transcript stub, and SMS continuation"", ""blueprint/forensic-audit-findings.md#Finding 2 - Telephony urgent branch did not enforce evidence readiness"", ""blueprint/phase-2-identity-and-echoes.md#2E. Telephony edge, IVR choreography, and call-session persistence"", ""blueprint/phase-2-identity-and-echoes.md#2F. Caller verification, voice capture, transcript stub, and SMS continuation"", ""blueprint/forensic-audit-findings.md#Finding 12 - No safe fallback when ingest or safety failed"", ""data/analysis/dependency_truth_and_fallback_matrix.csv#dep_telephony_ivr_recording_provider"", ""phase-2-identity-and-echoes.md#2E. Telephony call-session ingestion, evidence readiness, and convergence"", ""phase-2-identity-and-echoes.md#2F. Caller verification, voice capture, transcript stub, and SMS continuation"", ""callback-and-clinician-messaging-loop.md#Callback domain"", ""forensic-audit-findings.md#Finding 12 - No safe fallback when ingest or safety failed"", ""phase-0-the-foundation-protocol.md#4.3A Artifact quarantine and fallback review""]","Interaction constraints matter when they change calmness, redirect safety, or patient expectations. Actual-provider later is heavier because later onboarding adds approval, support, or compliance burden without lowering the proof bar. The mapped seq_021 seams are Telephony capture, transcript, and artifact-safety backplane."
telephony_voice_and_recording,simulator_fidelity,Simulator Fidelity And State Coverage,mock_fidelity,3,"[""Evidence that the live-provider plan can preserve simulator parity and contract tests as onboarding advances."", ""Mapping showing how live sandbox states compare with the already-approved simulator states for telephony voice capture, recording, and transcript processing.""]",Reject the provider if onboarding would break simulator parity or invalidate the approved contract tests.,"[""blueprint/phase-2-the-identity-and-echoes.md#2E. Telephony edge, IVR choreography, and call-session persistence"", ""blueprint/phase-2-the-identity-and-echoes.md#2F. Caller verification, voice capture, transcript stub, and SMS continuation"", ""blueprint/forensic-audit-findings.md#Finding 2 - Telephony urgent branch did not enforce evidence readiness"", ""blueprint/phase-2-identity-and-echoes.md#2E. Telephony edge, IVR choreography, and call-session persistence"", ""blueprint/phase-2-identity-and-echoes.md#2F. Caller verification, voice capture, transcript stub, and SMS continuation"", ""blueprint/forensic-audit-findings.md#Finding 12 - No safe fallback when ingest or safety failed"", ""data/analysis/dependency_truth_and_fallback_matrix.csv#dep_telephony_ivr_recording_provider"", ""phase-2-identity-and-echoes.md#2E. Telephony call-session ingestion, evidence readiness, and convergence"", ""phase-2-identity-and-echoes.md#2F. Caller verification, voice capture, transcript stub, and SMS continuation"", ""callback-and-clinician-messaging-loop.md#Callback domain"", ""forensic-audit-findings.md#Finding 12 - No safe fallback when ingest or safety failed"", ""phase-0-the-foundation-protocol.md#4.3A Artifact quarantine and fallback review""]","This dimension exists specifically to prevent mock providers from becoming oversimplified placeholders. Mock-now is heavier because the simulator must prove this behavior before live onboarding exists. The mapped seq_021 seams are Telephony capture, transcript, and artifact-safety backplane."
notifications_sms,contract_shape,Capability And Tuple Coverage,capability,4,"[""Provider API or callback contract pack showing how the SMS continuation delivery rail maps into one Vecells adapter boundary."", ""Evidence that unsupported states are explicit rather than inferred from supplier-local success labels.""]",Reject the provider if Vecells would need supplier-specific business logic outside the published adapter contract.,"[""blueprint/phase-2-the-identity-and-echoes.md#2F. Caller verification, voice capture, transcript stub, and SMS continuation"", ""blueprint/forensic-audit-findings.md#Finding 27 - Notification delivery lacked acknowledgement and dispute semantics"", ""blueprint/phase-2-identity-and-echoes.md#2F. Caller verification, voice capture, transcript stub, and SMS continuation"", ""data/analysis/dependency_truth_and_fallback_matrix.csv#dep_sms_notification_provider"", ""data/analysis/future_browser_automation_backlog.csv#dep_sms_notification_provider_seq_033"", ""phase-2-identity-and-echoes.md#2F. Caller verification, voice capture, transcript stub, and SMS continuation"", ""callback-and-clinician-messaging-loop.md#Delivery, callback-window, and settlement confidence model"", ""phase-0-the-foundation-protocol.md#Command and adapter effect ledger""]",Capability evaluation must stay in the Vecells core and may not escape into provider-specific semantics. Weights stay equal because the architectural law is invariant across mock-now and actual-provider later. The mapped seq_021 seams are SMS continuation delivery rail.
notifications_sms,authoritative_truth,Authoritative Truth Separation,proof_truth,5,"[""Provider evidence pack proving transport acceptance and authoritative truth remain distinct for the SMS continuation delivery rail."", ""Operational proof showing authoritative confirmation or durable observation is available to contract tests and audits.""]",Reject the provider if it cannot represent authoritative truth separately from accepted transport or local acknowledgement.,"[""blueprint/phase-2-the-identity-and-echoes.md#2F. Caller verification, voice capture, transcript stub, and SMS continuation"", ""blueprint/forensic-audit-findings.md#Finding 27 - Notification delivery lacked acknowledgement and dispute semantics"", ""blueprint/phase-2-identity-and-echoes.md#2F. Caller verification, voice capture, transcript stub, and SMS continuation"", ""data/analysis/dependency_truth_and_fallback_matrix.csv#dep_sms_notification_provider"", ""data/analysis/future_browser_automation_backlog.csv#dep_sms_notification_provider_seq_033"", ""phase-2-identity-and-echoes.md#2F. Caller verification, voice capture, transcript stub, and SMS continuation"", ""callback-and-clinician-messaging-loop.md#Delivery, callback-window, and settlement confidence model"", ""phase-0-the-foundation-protocol.md#Command and adapter effect ledger""]",No provider family may pass without explicit proof-truth semantics. Weights stay equal because the architectural law is invariant across mock-now and actual-provider later. The mapped seq_021 seams are SMS continuation delivery rail.
notifications_sms,ambiguity_handling,Ambiguity And Partial Failure Semantics,ambiguity_handling,5,"[""Provider docs or sandbox evidence showing duplicate, replay, delayed, contradictory, or missing events can be detected and reconciled."", ""Evidence that operators can inspect and recover ambiguous the SMS continuation delivery rail states without vendor-side guesswork.""]",Reject the provider if failure semantics are opaque or if ambiguity cannot be surfaced for review.,"[""blueprint/phase-2-the-identity-and-echoes.md#2F. Caller verification, voice capture, transcript stub, and SMS continuation"", ""blueprint/forensic-audit-findings.md#Finding 27 - Notification delivery lacked acknowledgement and dispute semantics"", ""blueprint/phase-2-identity-and-echoes.md#2F. Caller verification, voice capture, transcript stub, and SMS continuation"", ""data/analysis/dependency_truth_and_fallback_matrix.csv#dep_sms_notification_provider"", ""data/analysis/future_browser_automation_backlog.csv#dep_sms_notification_provider_seq_033"", ""phase-2-identity-and-echoes.md#2F. Caller verification, voice capture, transcript stub, and SMS continuation"", ""callback-and-clinician-messaging-loop.md#Delivery, callback-window, and settlement confidence model"", ""phase-0-the-foundation-protocol.md#Command and adapter effect ledger""]","Opaque ambiguity handling is a hard architectural failure, not a scoring nicety. Mock-now is heavier because the simulator must prove this behavior before live onboarding exists. The mapped seq_021 seams are SMS continuation delivery rail."
notifications_sms,security_replay,"Security, Authentication, And Replay Control",security,4,"[""Security docs showing webhook authentication, key rotation, replay protection, and environment isolation for the SMS continuation delivery rail."", ""Evidence that the provider does not require browser egress or client-side secrets for the protected path.""]","Reject the provider if replay protection, callback authenticity, or environment isolation are inadequate.","[""blueprint/phase-2-the-identity-and-echoes.md#2F. Caller verification, voice capture, transcript stub, and SMS continuation"", ""blueprint/forensic-audit-findings.md#Finding 27 - Notification delivery lacked acknowledgement and dispute semantics"", ""blueprint/phase-2-identity-and-echoes.md#2F. Caller verification, voice capture, transcript stub, and SMS continuation"", ""data/analysis/dependency_truth_and_fallback_matrix.csv#dep_sms_notification_provider"", ""data/analysis/future_browser_automation_backlog.csv#dep_sms_notification_provider_seq_033"", ""phase-2-identity-and-echoes.md#2F. Caller verification, voice capture, transcript stub, and SMS continuation"", ""callback-and-clinician-messaging-loop.md#Delivery, callback-window, and settlement confidence model"", ""phase-0-the-foundation-protocol.md#Command and adapter effect ledger""]","Security control evidence must remain compatible with future secret ownership and vault-ingest law. Actual-provider later is heavier because later onboarding adds approval, support, or compliance burden without lowering the proof bar. The mapped seq_021 seams are SMS continuation delivery rail."
notifications_sms,privacy_residency,"Privacy, Residency, And Subprocessor Transparency",privacy,4,"[""UK residency, subprocessor, retention, and deletion evidence for the SMS continuation delivery rail."", ""Data-flow explanation showing what patient or event data leaves Vecells and on what legal or contractual basis.""]","Reject the provider if residency, subprocessor scope, or deletion posture are unclear or incompatible.","[""blueprint/phase-2-the-identity-and-echoes.md#2F. Caller verification, voice capture, transcript stub, and SMS continuation"", ""blueprint/forensic-audit-findings.md#Finding 27 - Notification delivery lacked acknowledgement and dispute semantics"", ""blueprint/phase-2-identity-and-echoes.md#2F. Caller verification, voice capture, transcript stub, and SMS continuation"", ""data/analysis/dependency_truth_and_fallback_matrix.csv#dep_sms_notification_provider"", ""data/analysis/future_browser_automation_backlog.csv#dep_sms_notification_provider_seq_033"", ""phase-2-identity-and-echoes.md#2F. Caller verification, voice capture, transcript stub, and SMS continuation"", ""callback-and-clinician-messaging-loop.md#Delivery, callback-window, and settlement confidence model"", ""phase-0-the-foundation-protocol.md#Command and adapter effect ledger""]","Mock-now uses synthetic data, but actual-later must still preserve the same disclosure boundaries. Actual-provider later is heavier because later onboarding adds approval, support, or compliance burden without lowering the proof bar. The mapped seq_021 seams are SMS continuation delivery rail."
notifications_sms,healthcare_compliance,UK Healthcare Compliance And Assurance Readiness,compliance,4,"[""Current assurance, clinical-safety, or onboarding evidence required for the SMS continuation delivery rail."", ""Evidence that the provider can support the controls Vecells must later attest under NHS, DSPT, DCB, or partner law.""]",Reject the provider if compliance posture is incompatible or cannot be evidenced for audit.,"[""blueprint/phase-2-the-identity-and-echoes.md#2F. Caller verification, voice capture, transcript stub, and SMS continuation"", ""blueprint/forensic-audit-findings.md#Finding 27 - Notification delivery lacked acknowledgement and dispute semantics"", ""blueprint/phase-2-identity-and-echoes.md#2F. Caller verification, voice capture, transcript stub, and SMS continuation"", ""data/analysis/dependency_truth_and_fallback_matrix.csv#dep_sms_notification_provider"", ""data/analysis/future_browser_automation_backlog.csv#dep_sms_notification_provider_seq_033"", ""phase-2-identity-and-echoes.md#2F. Caller verification, voice capture, transcript stub, and SMS continuation"", ""callback-and-clinician-messaging-loop.md#Delivery, callback-window, and settlement confidence model"", ""phase-0-the-foundation-protocol.md#Command and adapter effect ledger""]","Actual-provider acceptance is blocked until the compliance evidence pack exists and matches the architecture. Actual-provider later is heavier because later onboarding adds approval, support, or compliance burden without lowering the proof bar. The mapped seq_021 seams are SMS continuation delivery rail."
notifications_sms,onboarding_and_sponsorship,Onboarding Friction And Sponsor Burden,onboarding_friction,3,"[""Named sponsor, approval, legal, and procurement prerequisites for the SMS continuation delivery rail."", ""Environment, account, and credential intake checklist with manual approvals and blockers called out.""]","Reject the provider if critical approvals, sponsor paths, or account prerequisites are undefined.","[""blueprint/phase-2-the-identity-and-echoes.md#2F. Caller verification, voice capture, transcript stub, and SMS continuation"", ""blueprint/forensic-audit-findings.md#Finding 27 - Notification delivery lacked acknowledgement and dispute semantics"", ""blueprint/phase-2-identity-and-echoes.md#2F. Caller verification, voice capture, transcript stub, and SMS continuation"", ""data/analysis/dependency_truth_and_fallback_matrix.csv#dep_sms_notification_provider"", ""data/analysis/future_browser_automation_backlog.csv#dep_sms_notification_provider_seq_033"", ""phase-2-identity-and-echoes.md#2F. Caller verification, voice capture, transcript stub, and SMS continuation"", ""callback-and-clinician-messaging-loop.md#Delivery, callback-window, and settlement confidence model"", ""phase-0-the-foundation-protocol.md#Command and adapter effect ledger""]","Actual-provider strategy weights this heavily because onboarding latency can distort programme order if left implicit. Actual-provider later is heavier because later onboarding adds approval, support, or compliance burden without lowering the proof bar. The mapped seq_021 seams are SMS continuation delivery rail."
notifications_sms,sandbox_depth,Sandbox Depth And Environment Isolation,sandbox_quality,4,"[""Sandbox or pre-prod evidence showing the provider can exercise the needed control-plane semantics for the SMS continuation delivery rail."", ""Environment-isolation rules proving redirect URIs, sender IDs, mailboxes, or endpoints do not cross environments.""]",Reject the provider if its sandbox is too shallow to verify the required semantics before go-live.,"[""blueprint/phase-2-the-identity-and-echoes.md#2F. Caller verification, voice capture, transcript stub, and SMS continuation"", ""blueprint/forensic-audit-findings.md#Finding 27 - Notification delivery lacked acknowledgement and dispute semantics"", ""blueprint/phase-2-identity-and-echoes.md#2F. Caller verification, voice capture, transcript stub, and SMS continuation"", ""data/analysis/dependency_truth_and_fallback_matrix.csv#dep_sms_notification_provider"", ""data/analysis/future_browser_automation_backlog.csv#dep_sms_notification_provider_seq_033"", ""phase-2-identity-and-echoes.md#2F. Caller verification, voice capture, transcript stub, and SMS continuation"", ""callback-and-clinician-messaging-loop.md#Delivery, callback-window, and settlement confidence model"", ""phase-0-the-foundation-protocol.md#Command and adapter effect ledger""]","Mock-now cares about full state coverage, not a thin happy-path stub. Mock-now is heavier because the simulator must prove this behavior before live onboarding exists. The mapped seq_021 seams are SMS continuation delivery rail."
notifications_sms,test_data_fidelity,Test Data And Synthetic Fixture Quality,test_data_quality,4,"[""Sandbox test-data docs showing whether the provider can reproduce the edge cases Vecells needs for the SMS continuation delivery rail."", ""Evidence that test identities, records, or dispatch references can be reset or rotated safely.""]",Reject the provider if test data cannot reproduce the required control-plane and failure semantics.,"[""blueprint/phase-2-the-identity-and-echoes.md#2F. Caller verification, voice capture, transcript stub, and SMS continuation"", ""blueprint/forensic-audit-findings.md#Finding 27 - Notification delivery lacked acknowledgement and dispute semantics"", ""blueprint/phase-2-identity-and-echoes.md#2F. Caller verification, voice capture, transcript stub, and SMS continuation"", ""data/analysis/dependency_truth_and_fallback_matrix.csv#dep_sms_notification_provider"", ""data/analysis/future_browser_automation_backlog.csv#dep_sms_notification_provider_seq_033"", ""phase-2-identity-and-echoes.md#2F. Caller verification, voice capture, transcript stub, and SMS continuation"", ""callback-and-clinician-messaging-loop.md#Delivery, callback-window, and settlement confidence model"", ""phase-0-the-foundation-protocol.md#Command and adapter effect ledger""]",Weak test data quality usually hides real integration risk until too late in the programme. Mock-now is heavier because the simulator must prove this behavior before live onboarding exists. The mapped seq_021 seams are SMS continuation delivery rail.
notifications_sms,observability_and_audit,"Observability, Audit, And Replay Support",observability,4,"[""Provider observability or audit artifacts showing correlation IDs, delivery or callback logs, and replay-friendly evidence."", ""Evidence that support and incident teams can inspect the SMS continuation delivery rail without relying on hidden provider dashboards alone.""]","Reject the provider if audit, replay, or diagnostic support is too weak to prove control-plane behavior.","[""blueprint/phase-2-the-identity-and-echoes.md#2F. Caller verification, voice capture, transcript stub, and SMS continuation"", ""blueprint/forensic-audit-findings.md#Finding 27 - Notification delivery lacked acknowledgement and dispute semantics"", ""blueprint/phase-2-identity-and-echoes.md#2F. Caller verification, voice capture, transcript stub, and SMS continuation"", ""data/analysis/dependency_truth_and_fallback_matrix.csv#dep_sms_notification_provider"", ""data/analysis/future_browser_automation_backlog.csv#dep_sms_notification_provider_seq_033"", ""phase-2-identity-and-echoes.md#2F. Caller verification, voice capture, transcript stub, and SMS continuation"", ""callback-and-clinician-messaging-loop.md#Delivery, callback-window, and settlement confidence model"", ""phase-0-the-foundation-protocol.md#Command and adapter effect ledger""]","Observability must support both runtime diagnosis and later assurance evidence generation. Actual-provider later is heavier because later onboarding adds approval, support, or compliance burden without lowering the proof bar. The mapped seq_021 seams are SMS continuation delivery rail."
notifications_sms,operational_support,Operational Support And Incident Handling,operational_support,4,"[""Support model, incident routing, escalation path, and recovery SLA for the SMS continuation delivery rail."", ""Evidence that disputes, resets, or reconciliations can be handled without vendor lock-in to one operator workflow.""]",Reject the provider if support or incident handling cannot sustain the required service posture.,"[""blueprint/phase-2-the-identity-and-echoes.md#2F. Caller verification, voice capture, transcript stub, and SMS continuation"", ""blueprint/forensic-audit-findings.md#Finding 27 - Notification delivery lacked acknowledgement and dispute semantics"", ""blueprint/phase-2-identity-and-echoes.md#2F. Caller verification, voice capture, transcript stub, and SMS continuation"", ""data/analysis/dependency_truth_and_fallback_matrix.csv#dep_sms_notification_provider"", ""data/analysis/future_browser_automation_backlog.csv#dep_sms_notification_provider_seq_033"", ""phase-2-identity-and-echoes.md#2F. Caller verification, voice capture, transcript stub, and SMS continuation"", ""callback-and-clinician-messaging-loop.md#Delivery, callback-window, and settlement confidence model"", ""phase-0-the-foundation-protocol.md#Command and adapter effect ledger""]","Later live-provider acceptance is not just about APIs; it is about the operational recovery contract too. Actual-provider later is heavier because later onboarding adds approval, support, or compliance burden without lowering the proof bar. The mapped seq_021 seams are SMS continuation delivery rail."
notifications_sms,commercial_and_lock_in,Cost Governance And Lock-In Control,cost_governance,3,"[""Commercial model, minimum term, price-break risk, and usage assumptions for the SMS continuation delivery rail."", ""Exit-cost or migration evidence showing how future replacement remains feasible.""]",Reject the provider if lock-in or pricing posture would undermine later portability or roadmap freedom.,"[""blueprint/phase-2-the-identity-and-echoes.md#2F. Caller verification, voice capture, transcript stub, and SMS continuation"", ""blueprint/forensic-audit-findings.md#Finding 27 - Notification delivery lacked acknowledgement and dispute semantics"", ""blueprint/phase-2-identity-and-echoes.md#2F. Caller verification, voice capture, transcript stub, and SMS continuation"", ""data/analysis/dependency_truth_and_fallback_matrix.csv#dep_sms_notification_provider"", ""data/analysis/future_browser_automation_backlog.csv#dep_sms_notification_provider_seq_033"", ""phase-2-identity-and-echoes.md#2F. Caller verification, voice capture, transcript stub, and SMS continuation"", ""callback-and-clinician-messaging-loop.md#Delivery, callback-window, and settlement confidence model"", ""phase-0-the-foundation-protocol.md#Command and adapter effect ledger""]","Commercial ease cannot override truth, safety, audit, or portability law. Actual-provider later is heavier because later onboarding adds approval, support, or compliance burden without lowering the proof bar. The mapped seq_021 seams are SMS continuation delivery rail."
notifications_sms,portability_and_exit,Portability And Adapter Exit Posture,portability,4,"[""Provider contract or docs proving identifiers, callbacks, or artifacts can be normalized without irreversible lock-in."", ""Migration or replacement strategy showing how Vecells would exit the provider without rewriting product logic.""]",Reject the provider if replacement would force core lifecycle logic to be rewritten.,"[""blueprint/phase-2-the-identity-and-echoes.md#2F. Caller verification, voice capture, transcript stub, and SMS continuation"", ""blueprint/forensic-audit-findings.md#Finding 27 - Notification delivery lacked acknowledgement and dispute semantics"", ""blueprint/phase-2-identity-and-echoes.md#2F. Caller verification, voice capture, transcript stub, and SMS continuation"", ""data/analysis/dependency_truth_and_fallback_matrix.csv#dep_sms_notification_provider"", ""data/analysis/future_browser_automation_backlog.csv#dep_sms_notification_provider_seq_033"", ""phase-2-identity-and-echoes.md#2F. Caller verification, voice capture, transcript stub, and SMS continuation"", ""callback-and-clinician-messaging-loop.md#Delivery, callback-window, and settlement confidence model"", ""phase-0-the-foundation-protocol.md#Command and adapter effect ledger""]","Portability guards against direct supplier coupling and protects later provider changes. Actual-provider later is heavier because later onboarding adds approval, support, or compliance burden without lowering the proof bar. The mapped seq_021 seams are SMS continuation delivery rail."
notifications_sms,degraded_mode_resilience,Resilience And Degraded-Mode Compatibility,resilience,4,"[""Provider outage, latency, or partial failure evidence showing Vecells can degrade safely when the SMS continuation delivery rail is unhealthy."", ""Evidence that the provider does not force silent success or bypass the declared degradation profile.""]",Reject the provider if outage or partial-failure behavior cannot support the declared degraded mode.,"[""blueprint/phase-2-the-identity-and-echoes.md#2F. Caller verification, voice capture, transcript stub, and SMS continuation"", ""blueprint/forensic-audit-findings.md#Finding 27 - Notification delivery lacked acknowledgement and dispute semantics"", ""blueprint/phase-2-identity-and-echoes.md#2F. Caller verification, voice capture, transcript stub, and SMS continuation"", ""data/analysis/dependency_truth_and_fallback_matrix.csv#dep_sms_notification_provider"", ""data/analysis/future_browser_automation_backlog.csv#dep_sms_notification_provider_seq_033"", ""phase-2-identity-and-echoes.md#2F. Caller verification, voice capture, transcript stub, and SMS continuation"", ""callback-and-clinician-messaging-loop.md#Delivery, callback-window, and settlement confidence model"", ""phase-0-the-foundation-protocol.md#Command and adapter effect ledger""]","Degraded-mode law is part of the provider scorecard, not an afterthought. Actual-provider later is heavier because later onboarding adds approval, support, or compliance burden without lowering the proof bar. The mapped seq_021 seams are SMS continuation delivery rail."
notifications_sms,experience_and_brand_constraints,UI / Brand / Interaction Constraints,ui_brand_constraints,4,"[""Provider UX, branding, sender, redirect, or consent constraints for the SMS continuation delivery rail."", ""Evidence that provider-specific UI constraints do not force unsafe or misleading patient-facing wording.""]",Reject the provider if required UX or branding constraints would force misleading or non-compliant flows.,"[""blueprint/phase-2-the-identity-and-echoes.md#2F. Caller verification, voice capture, transcript stub, and SMS continuation"", ""blueprint/forensic-audit-findings.md#Finding 27 - Notification delivery lacked acknowledgement and dispute semantics"", ""blueprint/phase-2-identity-and-echoes.md#2F. Caller verification, voice capture, transcript stub, and SMS continuation"", ""data/analysis/dependency_truth_and_fallback_matrix.csv#dep_sms_notification_provider"", ""data/analysis/future_browser_automation_backlog.csv#dep_sms_notification_provider_seq_033"", ""phase-2-identity-and-echoes.md#2F. Caller verification, voice capture, transcript stub, and SMS continuation"", ""callback-and-clinician-messaging-loop.md#Delivery, callback-window, and settlement confidence model"", ""phase-0-the-foundation-protocol.md#Command and adapter effect ledger""]","Interaction constraints matter when they change calmness, redirect safety, or patient expectations. Weights stay equal because the architectural law is invariant across mock-now and actual-provider later. The mapped seq_021 seams are SMS continuation delivery rail."
notifications_sms,simulator_fidelity,Simulator Fidelity And State Coverage,mock_fidelity,3,"[""Evidence that the live-provider plan can preserve simulator parity and contract tests as onboarding advances."", ""Mapping showing how live sandbox states compare with the already-approved simulator states for the SMS continuation delivery rail.""]",Reject the provider if onboarding would break simulator parity or invalidate the approved contract tests.,"[""blueprint/phase-2-the-identity-and-echoes.md#2F. Caller verification, voice capture, transcript stub, and SMS continuation"", ""blueprint/forensic-audit-findings.md#Finding 27 - Notification delivery lacked acknowledgement and dispute semantics"", ""blueprint/phase-2-identity-and-echoes.md#2F. Caller verification, voice capture, transcript stub, and SMS continuation"", ""data/analysis/dependency_truth_and_fallback_matrix.csv#dep_sms_notification_provider"", ""data/analysis/future_browser_automation_backlog.csv#dep_sms_notification_provider_seq_033"", ""phase-2-identity-and-echoes.md#2F. Caller verification, voice capture, transcript stub, and SMS continuation"", ""callback-and-clinician-messaging-loop.md#Delivery, callback-window, and settlement confidence model"", ""phase-0-the-foundation-protocol.md#Command and adapter effect ledger""]",This dimension exists specifically to prevent mock providers from becoming oversimplified placeholders. Mock-now is heavier because the simulator must prove this behavior before live onboarding exists. The mapped seq_021 seams are SMS continuation delivery rail.
notifications_email,contract_shape,Capability And Tuple Coverage,capability,4,"[""Provider API or callback contract pack showing how the email and secure-link delivery rail maps into one Vecells adapter boundary."", ""Evidence that unsupported states are explicit rather than inferred from supplier-local success labels.""]",Reject the provider if Vecells would need supplier-specific business logic outside the published adapter contract.,"[""blueprint/blueprint-init.md#6. Booking and access continuity"", ""blueprint/forensic-audit-findings.md#Finding 27 - Notification delivery lacked acknowledgement and dispute semantics"", ""blueprint/callback-and-clinician-messaging-loop.md#Clinician message domain"", ""blueprint/phase-5-the-network-horizon.md#Reminder and communication publication"", ""data/analysis/dependency_truth_and_fallback_matrix.csv#dep_email_notification_provider"", ""callback-and-clinician-messaging-loop.md#Clinician message domain"", ""phase-5-the-network-horizon.md#Reminder and communication publication"", ""phase-0-the-foundation-protocol.md#Command and adapter effect ledger""]",Capability evaluation must stay in the Vecells core and may not escape into provider-specific semantics. Weights stay equal because the architectural law is invariant across mock-now and actual-provider later. The mapped seq_021 seams are Email and secure-link notification rail.
notifications_email,authoritative_truth,Authoritative Truth Separation,proof_truth,5,"[""Provider evidence pack proving transport acceptance and authoritative truth remain distinct for the email and secure-link delivery rail."", ""Operational proof showing authoritative confirmation or durable observation is available to contract tests and audits.""]",Reject the provider if it cannot represent authoritative truth separately from accepted transport or local acknowledgement.,"[""blueprint/blueprint-init.md#6. Booking and access continuity"", ""blueprint/forensic-audit-findings.md#Finding 27 - Notification delivery lacked acknowledgement and dispute semantics"", ""blueprint/callback-and-clinician-messaging-loop.md#Clinician message domain"", ""blueprint/phase-5-the-network-horizon.md#Reminder and communication publication"", ""data/analysis/dependency_truth_and_fallback_matrix.csv#dep_email_notification_provider"", ""callback-and-clinician-messaging-loop.md#Clinician message domain"", ""phase-5-the-network-horizon.md#Reminder and communication publication"", ""phase-0-the-foundation-protocol.md#Command and adapter effect ledger""]",No provider family may pass without explicit proof-truth semantics. Weights stay equal because the architectural law is invariant across mock-now and actual-provider later. The mapped seq_021 seams are Email and secure-link notification rail.
