evidence_id,sandbox_id,provider_capability_matrix_ref,environment_id,capability_claim_ref,claim_kind,claim_value,claim_outcome,evidence_status,confidence_level,observation_method,selection_audience,requested_action_scope,capability_tuple_hash,observed_at,stale_after,evidence_artifact_ref,gap_artifact_ref
evidence_sandbox_304_tpp_im1_transaction_supported_test_manage_support_posture,sandbox_304_tpp_im1_transaction_supported_test,PCM_279_TPP_IM1_TRANSACTION_V1,supported_test_candidate,manage_support_posture,manage_posture,summary_only,summary_only,review_required,provisional,document_observed,staff,view_booking_summary,2778a1c8aef496a130abae6502fce1710fc8603936af3e991fba62ccb4dda734,2026-04-20T10:15:00.000Z,2026-05-04T10:15:00.000Z,.artifacts/provider-evidence/305/observations/sandbox_304_tpp_im1_transaction_supported_test.json,data/analysis/PHASE4_INTERFACE_GAP_PROVIDER_CAPABILITY_EVIDENCE_TPP_IM1_TRANSACTION.json
evidence_sandbox_304_gp_connect_integration_candidate_search_slots_support,sandbox_304_gp_connect_integration_candidate,PCM_279_GP_CONNECT_EXISTING_V1,integration_candidate,search_slots_support,action_support,true,supported,review_required,provisional,document_observed,staff,search_slots,722cdbef8b6400287d3eea38162ae0a9207cf695ab446c9b83b871a1e120f75a,2026-04-20T10:15:00.000Z,2026-05-04T10:15:00.000Z,.artifacts/provider-evidence/305/observations/sandbox_304_gp_connect_integration_candidate.json,data/analysis/PHASE4_INTERFACE_GAP_PROVIDER_CAPABILITY_EVIDENCE_GP_CONNECT_EXISTING.json
evidence_sandbox_304_gp_connect_integration_candidate_book_slot_support,sandbox_304_gp_connect_integration_candidate,PCM_279_GP_CONNECT_EXISTING_V1,integration_candidate,book_slot_support,action_support,true,supported,review_required,provisional,document_observed,staff,book_slot,5bba632d6f797f34a94dc101bb47a63eb3175d0a6de10d4c257e0666a8a66126,2026-04-20T10:15:00.000Z,2026-05-04T10:15:00.000Z,.artifacts/provider-evidence/305/observations/sandbox_304_gp_connect_integration_candidate.json,data/analysis/PHASE4_INTERFACE_GAP_PROVIDER_CAPABILITY_EVIDENCE_GP_CONNECT_EXISTING.json
evidence_sandbox_304_gp_connect_integration_candidate_cancel_appointment_support,sandbox_304_gp_connect_integration_candidate,PCM_279_GP_CONNECT_EXISTING_V1,integration_candidate,cancel_appointment_support,action_support,true,supported,review_required,provisional,document_observed,staff,cancel_appointment,54b9703516675ad76f8a4cba325c7235555e2fd7a4c7bcba1896cbf81f26bb58,2026-04-20T10:15:00.000Z,2026-05-04T10:15:00.000Z,.artifacts/provider-evidence/305/observations/sandbox_304_gp_connect_integration_candidate.json,data/analysis/PHASE4_INTERFACE_GAP_PROVIDER_CAPABILITY_EVIDENCE_GP_CONNECT_EXISTING.json
evidence_sandbox_304_gp_connect_integration_candidate_reschedule_appointment_support,sandbox_304_gp_connect_integration_candidate,PCM_279_GP_CONNECT_EXISTING_V1,integration_candidate,reschedule_appointment_support,action_support,true,supported,review_required,provisional,document_observed,staff,reschedule_appointment,402d9edfe87d85587f45ed28dc034b2eed886848241e7be74cc027a5f6239345,2026-04-20T10:15:00.000Z,2026-05-04T10:15:00.000Z,.artifacts/provider-evidence/305/observations/sandbox_304_gp_connect_integration_candidate.json,data/analysis/PHASE4_INTERFACE_GAP_PROVIDER_CAPABILITY_EVIDENCE_GP_CONNECT_EXISTING.json
evidence_sandbox_304_gp_connect_integration_candidate_view_appointment_support,sandbox_304_gp_connect_integration_candidate,PCM_279_GP_CONNECT_EXISTING_V1,integration_candidate,view_appointment_support,action_support,true,supported,review_required,provisional,document_observed,staff,view_appointment,75edd04763389b35647d8dc6c43bd437df4c2c14114d361fe141d0f3b7c2e3a7,2026-04-20T10:15:00.000Z,2026-05-04T10:15:00.000Z,.artifacts/provider-evidence/305/observations/sandbox_304_gp_connect_integration_candidate.json,data/analysis/PHASE4_INTERFACE_GAP_PROVIDER_CAPABILITY_EVIDENCE_GP_CONNECT_EXISTING.json
evidence_sandbox_304_gp_connect_integration_candidate_manage_appointment_support,sandbox_304_gp_connect_integration_candidate,PCM_279_GP_CONNECT_EXISTING_V1,integration_candidate,manage_appointment_support,action_support,true,supported,review_required,provisional,document_observed,staff,view_booking_summary,7b85d626098d39a944d943cc3ae0af8d2536b5d55aa7156f48ccb8524a125056,2026-04-20T10:15:00.000Z,2026-05-04T10:15:00.000Z,.artifacts/provider-evidence/305/observations/sandbox_304_gp_connect_integration_candidate.json,data/analysis/PHASE4_INTERFACE_GAP_PROVIDER_CAPABILITY_EVIDENCE_GP_CONNECT_EXISTING.json
evidence_sandbox_304_gp_connect_integration_candidate_request_staff_assist_support,sandbox_304_gp_connect_integration_candidate,PCM_279_GP_CONNECT_EXISTING_V1,integration_candidate,request_staff_assist_support,action_support,true,supported,review_required,provisional,document_observed,staff,request_staff_assist,e3a4032f9e855e25352b9c10c84ff0dfa029bf62d9d37c2110bcfa9e844f610f,2026-04-20T10:15:00.000Z,2026-05-04T10:15:00.000Z,.artifacts/provider-evidence/305/observations/sandbox_304_gp_connect_integration_candidate.json,data/analysis/PHASE4_INTERFACE_GAP_PROVIDER_CAPABILITY_EVIDENCE_GP_CONNECT_EXISTING.json
evidence_sandbox_304_gp_connect_integration_candidate_launch_local_component_support,sandbox_304_gp_connect_integration_candidate,PCM_279_GP_CONNECT_EXISTING_V1,integration_candidate,launch_local_component_support,action_support,false,unsupported,review_required,provisional,document_observed,staff,launch_local_component,9d762647f8259f98c391d5422d07fff309a459f99e7a02cc61a049325c01265d,2026-04-20T10:15:00.000Z,2026-05-04T10:15:00.000Z,.artifacts/provider-evidence/305/observations/sandbox_304_gp_connect_integration_candidate.json,data/analysis/PHASE4_INTERFACE_GAP_PROVIDER_CAPABILITY_EVIDENCE_GP_CONNECT_EXISTING.json
evidence_sandbox_304_gp_connect_integration_candidate_patient_self_service_posture,sandbox_304_gp_connect_integration_candidate,PCM_279_GP_CONNECT_EXISTING_V1,integration_candidate,patient_self_service_posture,audience_posture,false,unsupported,review_required,provisional,document_observed,patient,search_slots,58e61c70b32c28ea1de63021b20e211aaa01cb260b682e54a15e483b6c6cbf8f,2026-04-20T10:15:00.000Z,2026-05-04T10:15:00.000Z,.artifacts/provider-evidence/305/observations/sandbox_304_gp_connect_integration_candidate.json,data/analysis/PHASE4_INTERFACE_GAP_PROVIDER_CAPABILITY_EVIDENCE_GP_CONNECT_EXISTING.json
evidence_sandbox_304_gp_connect_integration_candidate_staff_assisted_posture,sandbox_304_gp_connect_integration_candidate,PCM_279_GP_CONNECT_EXISTING_V1,integration_candidate,staff_assisted_posture,audience_posture,true,supported,review_required,provisional,document_observed,staff,request_staff_assist,e3a4032f9e855e25352b9c10c84ff0dfa029bf62d9d37c2110bcfa9e844f610f,2026-04-20T10:15:00.000Z,2026-05-04T10:15:00.000Z,.artifacts/provider-evidence/305/observations/sandbox_304_gp_connect_integration_candidate.json,data/analysis/PHASE4_INTERFACE_GAP_PROVIDER_CAPABILITY_EVIDENCE_GP_CONNECT_EXISTING.json
evidence_sandbox_304_gp_connect_integration_candidate_async_commit_confirmation_posture,sandbox_304_gp_connect_integration_candidate,PCM_279_GP_CONNECT_EXISTING_V1,integration_candidate,async_commit_confirmation_posture,confirmation_posture,true,supported,review_required,provisional,document_observed,staff,view_booking_summary,7b85d626098d39a944d943cc3ae0af8d2536b5d55aa7156f48ccb8524a125056,2026-04-20T10:15:00.000Z,2026-05-04T10:15:00.000Z,.artifacts/provider-evidence/305/observations/sandbox_304_gp_connect_integration_candidate.json,data/analysis/PHASE4_INTERFACE_GAP_PROVIDER_CAPABILITY_EVIDENCE_GP_CONNECT_EXISTING.json
evidence_sandbox_304_gp_connect_integration_candidate_gp_linkage_requirement,sandbox_304_gp_connect_integration_candidate,PCM_279_GP_CONNECT_EXISTING_V1,integration_candidate,gp_linkage_requirement,prerequisite,false,not_required,review_required,provisional,document_observed,staff,search_slots,722cdbef8b6400287d3eea38162ae0a9207cf695ab446c9b83b871a1e120f75a,2026-04-20T10:15:00.000Z,2026-05-04T10:15:00.000Z,.artifacts/provider-evidence/305/observations/sandbox_304_gp_connect_integration_candidate.json,data/analysis/PHASE4_INTERFACE_GAP_PROVIDER_CAPABILITY_EVIDENCE_GP_CONNECT_EXISTING.json
evidence_sandbox_304_gp_connect_integration_candidate_local_component_requirement,sandbox_304_gp_connect_integration_candidate,PCM_279_GP_CONNECT_EXISTING_V1,integration_candidate,local_component_requirement,prerequisite,false,not_required,review_required,provisional,document_observed,staff,launch_local_component,9d762647f8259f98c391d5422d07fff309a459f99e7a02cc61a049325c01265d,2026-04-20T10:15:00.000Z,2026-05-04T10:15:00.000Z,.artifacts/provider-evidence/305/observations/sandbox_304_gp_connect_integration_candidate.json,data/analysis/PHASE4_INTERFACE_GAP_PROVIDER_CAPABILITY_EVIDENCE_GP_CONNECT_EXISTING.json
evidence_sandbox_304_gp_connect_integration_candidate_callback_support_posture,sandbox_304_gp_connect_integration_candidate,PCM_279_GP_CONNECT_EXISTING_V1,integration_candidate,callback_support_posture,callback_support,not_supported,not_supported,review_required,provisional,document_observed,staff,view_booking_summary,7b85d626098d39a944d943cc3ae0af8d2536b5d55aa7156f48ccb8524a125056,2026-04-20T10:15:00.000Z,2026-05-04T10:15:00.000Z,.artifacts/provider-evidence/305/observations/sandbox_304_gp_connect_integration_candidate.json,data/analysis/PHASE4_INTERFACE_GAP_PROVIDER_CAPABILITY_EVIDENCE_GP_CONNECT_EXISTING.json
evidence_sandbox_304_gp_connect_integration_candidate_manage_support_posture,sandbox_304_gp_connect_integration_candidate,PCM_279_GP_CONNECT_EXISTING_V1,integration_candidate,manage_support_posture,manage_posture,full,full,review_required,provisional,document_observed,staff,view_booking_summary,7b85d626098d39a944d943cc3ae0af8d2536b5d55aa7156f48ccb8524a125056,2026-04-20T10:15:00.000Z,2026-05-04T10:15:00.000Z,.artifacts/provider-evidence/305/observations/sandbox_304_gp_connect_integration_candidate.json,data/analysis/PHASE4_INTERFACE_GAP_PROVIDER_CAPABILITY_EVIDENCE_GP_CONNECT_EXISTING.json
evidence_sandbox_304_vecells_local_gateway_local_twin_search_slots_support,sandbox_304_vecells_local_gateway_local_twin,PCM_279_LOCAL_GATEWAY_COMPONENT_V1,local_twin,search_slots_support,action_support,true,supported,current,verified,browser_observed,staff,search_slots,55c21925fd81c3e4dec1e9b2e8949959939d9f03ec38cc8952841e9079049110,2026-04-20T10:05:00.000Z,2026-05-20T10:05:00.000Z,.artifacts/provider-evidence/305/observations/sandbox_304_vecells_local_gateway_local_twin.json,
evidence_sandbox_304_vecells_local_gateway_local_twin_book_slot_support,sandbox_304_vecells_local_gateway_local_twin,PCM_279_LOCAL_GATEWAY_COMPONENT_V1,local_twin,book_slot_support,action_support,true,supported,current,verified,browser_observed,staff,book_slot,48d5472c49a6d4ae829bf56b0465af44e7acf2cff4e945dfa8f37fb445e92219,2026-04-20T10:05:00.000Z,2026-05-20T10:05:00.000Z,.artifacts/provider-evidence/305/observations/sandbox_304_vecells_local_gateway_local_twin.json,
evidence_sandbox_304_vecells_local_gateway_local_twin_cancel_appointment_support,sandbox_304_vecells_local_gateway_local_twin,PCM_279_LOCAL_GATEWAY_COMPONENT_V1,local_twin,cancel_appointment_support,action_support,true,supported,current,verified,browser_observed,staff,cancel_appointment,9c31a2286da73cce6791a1ffc61ba2f6cf9eca18da91d89c7351a8658b505127,2026-04-20T10:05:00.000Z,2026-05-20T10:05:00.000Z,.artifacts/provider-evidence/305/observations/sandbox_304_vecells_local_gateway_local_twin.json,
evidence_sandbox_304_vecells_local_gateway_local_twin_reschedule_appointment_support,sandbox_304_vecells_local_gateway_local_twin,PCM_279_LOCAL_GATEWAY_COMPONENT_V1,local_twin,reschedule_appointment_support,action_support,false,unsupported,current,verified,browser_observed,staff,reschedule_appointment,2e92d1e28a0a639a8ef09bba3637a96971610e3be3e0ab7b43ea6594fac888f7,2026-04-20T10:05:00.000Z,2026-05-20T10:05:00.000Z,.artifacts/provider-evidence/305/observations/sandbox_304_vecells_local_gateway_local_twin.json,
evidence_sandbox_304_vecells_local_gateway_local_twin_view_appointment_support,sandbox_304_vecells_local_gateway_local_twin,PCM_279_LOCAL_GATEWAY_COMPONENT_V1,local_twin,view_appointment_support,action_support,true,supported,current,verified,browser_observed,staff,view_appointment,b8ecff26269b4fb2018e7f42573ec8b39be57e3858f1d90c90dd31d538275f9e,2026-04-20T10:05:00.000Z,2026-05-20T10:05:00.000Z,.artifacts/provider-evidence/305/observations/sandbox_304_vecells_local_gateway_local_twin.json,
evidence_sandbox_304_vecells_local_gateway_local_twin_manage_appointment_support,sandbox_304_vecells_local_gateway_local_twin,PCM_279_LOCAL_GATEWAY_COMPONENT_V1,local_twin,manage_appointment_support,action_support,false,unsupported,current,verified,browser_observed,staff,view_booking_summary,f3ba37699d1e23b32437baee89964b4d1eef819e32b68a924ecbc2b534fd2108,2026-04-20T10:05:00.000Z,2026-05-20T10:05:00.000Z,.artifacts/provider-evidence/305/observations/sandbox_304_vecells_local_gateway_local_twin.json,
evidence_sandbox_304_vecells_local_gateway_local_twin_request_staff_assist_support,sandbox_304_vecells_local_gateway_local_twin,PCM_279_LOCAL_GATEWAY_COMPONENT_V1,local_twin,request_staff_assist_support,action_support,true,supported,current,verified,browser_observed,staff,request_staff_assist,0fac2043fde228ae1f867910d4388617b6a6542ebf7f89fe13d769c2989a3bdd,2026-04-20T10:05:00.000Z,2026-05-20T10:05:00.000Z,.artifacts/provider-evidence/305/observations/sandbox_304_vecells_local_gateway_local_twin.json,
evidence_sandbox_304_vecells_local_gateway_local_twin_launch_local_component_support,sandbox_304_vecells_local_gateway_local_twin,PCM_279_LOCAL_GATEWAY_COMPONENT_V1,local_twin,launch_local_component_support,action_support,true,supported,current,verified,browser_observed,staff,launch_local_component,0607722bbee316f5fc859a4c8eb20cfe5aea28279d588da37fadd83d4e813d2e,2026-04-20T10:05:00.000Z,2026-05-20T10:05:00.000Z,.artifacts/provider-evidence/305/observations/sandbox_304_vecells_local_gateway_local_twin.json,
evidence_sandbox_304_vecells_local_gateway_local_twin_patient_self_service_posture,sandbox_304_vecells_local_gateway_local_twin,PCM_279_LOCAL_GATEWAY_COMPONENT_V1,local_twin,patient_self_service_posture,audience_posture,false,unsupported,current,verified,browser_observed,patient,search_slots,77b100d3c511ffd08f0db942e8353c0547077d681112ea48e5a7f9210c029ccc,2026-04-20T10:05:00.000Z,2026-05-20T10:05:00.000Z,.artifacts/provider-evidence/305/observations/sandbox_304_vecells_local_gateway_local_twin.json,
evidence_sandbox_304_vecells_local_gateway_local_twin_staff_assisted_posture,sandbox_304_vecells_local_gateway_local_twin,PCM_279_LOCAL_GATEWAY_COMPONENT_V1,local_twin,staff_assisted_posture,audience_posture,true,supported,current,verified,browser_observed,staff,request_staff_assist,0fac2043fde228ae1f867910d4388617b6a6542ebf7f89fe13d769c2989a3bdd,2026-04-20T10:05:00.000Z,2026-05-20T10:05:00.000Z,.artifacts/provider-evidence/305/observations/sandbox_304_vecells_local_gateway_local_twin.json,
evidence_sandbox_304_vecells_local_gateway_local_twin_async_commit_confirmation_posture,sandbox_304_vecells_local_gateway_local_twin,PCM_279_LOCAL_GATEWAY_COMPONENT_V1,local_twin,async_commit_confirmation_posture,confirmation_posture,true,supported,current,verified,browser_observed,staff,view_booking_summary,f3ba37699d1e23b32437baee89964b4d1eef819e32b68a924ecbc2b534fd2108,2026-04-20T10:05:00.000Z,2026-05-20T10:05:00.000Z,.artifacts/provider-evidence/305/observations/sandbox_304_vecells_local_gateway_local_twin.json,
evidence_sandbox_304_vecells_local_gateway_local_twin_gp_linkage_requirement,sandbox_304_vecells_local_gateway_local_twin,PCM_279_LOCAL_GATEWAY_COMPONENT_V1,local_twin,gp_linkage_requirement,prerequisite,false,not_required,current,verified,browser_observed,staff,search_slots,55c21925fd81c3e4dec1e9b2e8949959939d9f03ec38cc8952841e9079049110,2026-04-20T10:05:00.000Z,2026-05-20T10:05:00.000Z,.artifacts/provider-evidence/305/observations/sandbox_304_vecells_local_gateway_local_twin.json,
evidence_sandbox_304_vecells_local_gateway_local_twin_local_component_requirement,sandbox_304_vecells_local_gateway_local_twin,PCM_279_LOCAL_GATEWAY_COMPONENT_V1,local_twin,local_component_requirement,prerequisite,true,required,current,verified,browser_observed,staff,launch_local_component,0607722bbee316f5fc859a4c8eb20cfe5aea28279d588da37fadd83d4e813d2e,2026-04-20T10:05:00.000Z,2026-05-20T10:05:00.000Z,.artifacts/provider-evidence/305/observations/sandbox_304_vecells_local_gateway_local_twin.json,
evidence_sandbox_304_vecells_local_gateway_local_twin_callback_support_posture,sandbox_304_vecells_local_gateway_local_twin,PCM_279_LOCAL_GATEWAY_COMPONENT_V1,local_twin,callback_support_posture,callback_support,supplier_callback,supplier_callback,current,verified,browser_observed,staff,view_booking_summary,f3ba37699d1e23b32437baee89964b4d1eef819e32b68a924ecbc2b534fd2108,2026-04-20T10:05:00.000Z,2026-05-20T10:05:00.000Z,.artifacts/provider-evidence/305/observations/sandbox_304_vecells_local_gateway_local_twin.json,
evidence_sandbox_304_vecells_local_gateway_local_twin_manage_support_posture,sandbox_304_vecells_local_gateway_local_twin,PCM_279_LOCAL_GATEWAY_COMPONENT_V1,local_twin,manage_support_posture,manage_posture,partial,partial,current,verified,browser_observed,staff,view_booking_summary,f3ba37699d1e23b32437baee89964b4d1eef819e32b68a924ecbc2b534fd2108,2026-04-20T10:05:00.000Z,2026-05-20T10:05:00.000Z,.artifacts/provider-evidence/305/observations/sandbox_304_vecells_local_gateway_local_twin.json,
evidence_sandbox_304_vecells_local_gateway_sandbox_twin_search_slots_support,sandbox_304_vecells_local_gateway_sandbox_twin,PCM_279_LOCAL_GATEWAY_COMPONENT_V1,sandbox_twin,search_slots_support,action_support,true,supported,current,verified,browser_observed,staff,search_slots,368853b7074fec97a907665aae6c572f3ca04b2ff97ff75b8234355ea090384c,2026-04-20T10:05:00.000Z,2026-05-20T10:05:00.000Z,.artifacts/provider-evidence/305/observations/sandbox_304_vecells_local_gateway_sandbox_twin.json,
evidence_sandbox_304_vecells_local_gateway_sandbox_twin_book_slot_support,sandbox_304_vecells_local_gateway_sandbox_twin,PCM_279_LOCAL_GATEWAY_COMPONENT_V1,sandbox_twin,book_slot_support,action_support,true,supported,current,verified,browser_observed,staff,book_slot,7067f41b1406ff896ef291324e1688f11f1a41b7133c820f15dd51abb1741c12,2026-04-20T10:05:00.000Z,2026-05-20T10:05:00.000Z,.artifacts/provider-evidence/305/observations/sandbox_304_vecells_local_gateway_sandbox_twin.json,
evidence_sandbox_304_vecells_local_gateway_sandbox_twin_cancel_appointment_support,sandbox_304_vecells_local_gateway_sandbox_twin,PCM_279_LOCAL_GATEWAY_COMPONENT_V1,sandbox_twin,cancel_appointment_support,action_support,true,supported,current,verified,browser_observed,staff,cancel_appointment,5ae2556a6a2827c65d42764c68d566ea03c9346029de68c3b061139719352ceb,2026-04-20T10:05:00.000Z,2026-05-20T10:05:00.000Z,.artifacts/provider-evidence/305/observations/sandbox_304_vecells_local_gateway_sandbox_twin.json,
evidence_sandbox_304_vecells_local_gateway_sandbox_twin_reschedule_appointment_support,sandbox_304_vecells_local_gateway_sandbox_twin,PCM_279_LOCAL_GATEWAY_COMPONENT_V1,sandbox_twin,reschedule_appointment_support,action_support,false,unsupported,current,verified,browser_observed,staff,reschedule_appointment,12583984400d0e0564d2aae05a6c24c77d659df4012e70cdd3f411c8491db1e6,2026-04-20T10:05:00.000Z,2026-05-20T10:05:00.000Z,.artifacts/provider-evidence/305/observations/sandbox_304_vecells_local_gateway_sandbox_twin.json,
evidence_sandbox_304_vecells_local_gateway_sandbox_twin_view_appointment_support,sandbox_304_vecells_local_gateway_sandbox_twin,PCM_279_LOCAL_GATEWAY_COMPONENT_V1,sandbox_twin,view_appointment_support,action_support,true,supported,current,verified,browser_observed,staff,view_appointment,a883f7a901de6ed948360ffa86c913095b7b25dc24c7ad21d14046091009cad8,2026-04-20T10:05:00.000Z,2026-05-20T10:05:00.000Z,.artifacts/provider-evidence/305/observations/sandbox_304_vecells_local_gateway_sandbox_twin.json,
evidence_sandbox_304_vecells_local_gateway_sandbox_twin_manage_appointment_support,sandbox_304_vecells_local_gateway_sandbox_twin,PCM_279_LOCAL_GATEWAY_COMPONENT_V1,sandbox_twin,manage_appointment_support,action_support,false,unsupported,current,verified,browser_observed,staff,view_booking_summary,46e43251be6d80fecf6ee2d6c34c8c03b0cb9a96fe631683b9ef58a6cc48cb47,2026-04-20T10:05:00.000Z,2026-05-20T10:05:00.000Z,.artifacts/provider-evidence/305/observations/sandbox_304_vecells_local_gateway_sandbox_twin.json,
evidence_sandbox_304_vecells_local_gateway_sandbox_twin_request_staff_assist_support,sandbox_304_vecells_local_gateway_sandbox_twin,PCM_279_LOCAL_GATEWAY_COMPONENT_V1,sandbox_twin,request_staff_assist_support,action_support,true,supported,current,verified,browser_observed,staff,request_staff_assist,23217fbc142e3ca929f47d89b4f840090cbdd956e2360517ee572e3d7e610e14,2026-04-20T10:05:00.000Z,2026-05-20T10:05:00.000Z,.artifacts/provider-evidence/305/observations/sandbox_304_vecells_local_gateway_sandbox_twin.json,
evidence_sandbox_304_vecells_local_gateway_sandbox_twin_launch_local_component_support,sandbox_304_vecells_local_gateway_sandbox_twin,PCM_279_LOCAL_GATEWAY_COMPONENT_V1,sandbox_twin,launch_local_component_support,action_support,true,supported,current,verified,browser_observed,staff,launch_local_component,94eb56e9d5b65fc39c905c402eda26c43fee2974ce4cff99ed12b0cdd3755025,2026-04-20T10:05:00.000Z,2026-05-20T10:05:00.000Z,.artifacts/provider-evidence/305/observations/sandbox_304_vecells_local_gateway_sandbox_twin.json,
evidence_sandbox_304_vecells_local_gateway_sandbox_twin_patient_self_service_posture,sandbox_304_vecells_local_gateway_sandbox_twin,PCM_279_LOCAL_GATEWAY_COMPONENT_V1,sandbox_twin,patient_self_service_posture,audience_posture,false,unsupported,current,verified,browser_observed,patient,search_slots,30ca2412af3fa3e31eaaefa4b1547e09339bfae09c1b8e52484c7198ac1da8af,2026-04-20T10:05:00.000Z,2026-05-20T10:05:00.000Z,.artifacts/provider-evidence/305/observations/sandbox_304_vecells_local_gateway_sandbox_twin.json,
evidence_sandbox_304_vecells_local_gateway_sandbox_twin_staff_assisted_posture,sandbox_304_vecells_local_gateway_sandbox_twin,PCM_279_LOCAL_GATEWAY_COMPONENT_V1,sandbox_twin,staff_assisted_posture,audience_posture,true,supported,current,verified,browser_observed,staff,request_staff_assist,23217fbc142e3ca929f47d89b4f840090cbdd956e2360517ee572e3d7e610e14,2026-04-20T10:05:00.000Z,2026-05-20T10:05:00.000Z,.artifacts/provider-evidence/305/observations/sandbox_304_vecells_local_gateway_sandbox_twin.json,
evidence_sandbox_304_vecells_local_gateway_sandbox_twin_async_commit_confirmation_posture,sandbox_304_vecells_local_gateway_sandbox_twin,PCM_279_LOCAL_GATEWAY_COMPONENT_V1,sandbox_twin,async_commit_confirmation_posture,confirmation_posture,true,supported,current,verified,browser_observed,staff,view_booking_summary,46e43251be6d80fecf6ee2d6c34c8c03b0cb9a96fe631683b9ef58a6cc48cb47,2026-04-20T10:05:00.000Z,2026-05-20T10:05:00.000Z,.artifacts/provider-evidence/305/observations/sandbox_304_vecells_local_gateway_sandbox_twin.json,
evidence_sandbox_304_vecells_local_gateway_sandbox_twin_gp_linkage_requirement,sandbox_304_vecells_local_gateway_sandbox_twin,PCM_279_LOCAL_GATEWAY_COMPONENT_V1,sandbox_twin,gp_linkage_requirement,prerequisite,false,not_required,current,verified,browser_observed,staff,search_slots,368853b7074fec97a907665aae6c572f3ca04b2ff97ff75b8234355ea090384c,2026-04-20T10:05:00.000Z,2026-05-20T10:05:00.000Z,.artifacts/provider-evidence/305/observations/sandbox_304_vecells_local_gateway_sandbox_twin.json,
evidence_sandbox_304_vecells_local_gateway_sandbox_twin_local_component_requirement,sandbox_304_vecells_local_gateway_sandbox_twin,PCM_279_LOCAL_GATEWAY_COMPONENT_V1,sandbox_twin,local_component_requirement,prerequisite,true,required,current,verified,browser_observed,staff,launch_local_component,94eb56e9d5b65fc39c905c402eda26c43fee2974ce4cff99ed12b0cdd3755025,2026-04-20T10:05:00.000Z,2026-05-20T10:05:00.000Z,.artifacts/provider-evidence/305/observations/sandbox_304_vecells_local_gateway_sandbox_twin.json,
evidence_sandbox_304_vecells_local_gateway_sandbox_twin_callback_support_posture,sandbox_304_vecells_local_gateway_sandbox_twin,PCM_279_LOCAL_GATEWAY_COMPONENT_V1,sandbox_twin,callback_support_posture,callback_support,supplier_callback,supplier_callback,current,verified,browser_observed,staff,view_booking_summary,46e43251be6d80fecf6ee2d6c34c8c03b0cb9a96fe631683b9ef58a6cc48cb47,2026-04-20T10:05:00.000Z,2026-05-20T10:05:00.000Z,.artifacts/provider-evidence/305/observations/sandbox_304_vecells_local_gateway_sandbox_twin.json,
evidence_sandbox_304_vecells_local_gateway_sandbox_twin_manage_support_posture,sandbox_304_vecells_local_gateway_sandbox_twin,PCM_279_LOCAL_GATEWAY_COMPONENT_V1,sandbox_twin,manage_support_posture,manage_posture,partial,partial,current,verified,browser_observed,staff,view_booking_summary,46e43251be6d80fecf6ee2d6c34c8c03b0cb9a96fe631683b9ef58a6cc48cb47,2026-04-20T10:05:00.000Z,2026-05-20T10:05:00.000Z,.artifacts/provider-evidence/305/observations/sandbox_304_vecells_local_gateway_sandbox_twin.json,
evidence_sandbox_304_manual_assist_ops_twin_search_slots_support,sandbox_304_manual_assist_ops_twin,PCM_279_MANUAL_ASSIST_ONLY_V1,ops_manual_twin,search_slots_support,action_support,false,unsupported,manual_attested,manual_attested,manual_attested,staff,search_slots,c9f5987f5bb0ffe86deb688ba8d2fc24d4fe7535f8a258c532dc2b035ca7984c,2026-04-20T10:25:00.000Z,2026-05-04T10:25:00.000Z,.artifacts/provider-evidence/305/observations/sandbox_304_manual_assist_ops_twin.json,
evidence_sandbox_304_manual_assist_ops_twin_book_slot_support,sandbox_304_manual_assist_ops_twin,PCM_279_MANUAL_ASSIST_ONLY_V1,ops_manual_twin,book_slot_support,action_support,false,unsupported,manual_attested,manual_attested,manual_attested,staff,book_slot,440f0b20aa449ba9dd12584c330470b86be1878b002a03684f90845a839b7bcd,2026-04-20T10:25:00.000Z,2026-05-04T10:25:00.000Z,.artifacts/provider-evidence/305/observations/sandbox_304_manual_assist_ops_twin.json,
evidence_sandbox_304_manual_assist_ops_twin_cancel_appointment_support,sandbox_304_manual_assist_ops_twin,PCM_279_MANUAL_ASSIST_ONLY_V1,ops_manual_twin,cancel_appointment_support,action_support,false,unsupported,manual_attested,manual_attested,manual_attested,staff,cancel_appointment,0da9dcf2cdd1e05d7609ef1e2868ea1c2f31a391c07ccb9f92968dc92520b43b,2026-04-20T10:25:00.000Z,2026-05-04T10:25:00.000Z,.artifacts/provider-evidence/305/observations/sandbox_304_manual_assist_ops_twin.json,
evidence_sandbox_304_manual_assist_ops_twin_reschedule_appointment_support,sandbox_304_manual_assist_ops_twin,PCM_279_MANUAL_ASSIST_ONLY_V1,ops_manual_twin,reschedule_appointment_support,action_support,false,unsupported,manual_attested,manual_attested,manual_attested,staff,reschedule_appointment,0b84852992aa6cf517b6fa5f2878b15a81aa2802e059cc05bf05ff1043f89dc1,2026-04-20T10:25:00.000Z,2026-05-04T10:25:00.000Z,.artifacts/provider-evidence/305/observations/sandbox_304_manual_assist_ops_twin.json,
